Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-07-20,63203698,dw,top_control,KITCHENAID,KDTM604KPS,KDTM604KPS,,ci,retail,costco_ca,,Positive,use,Design,There is a place for everything.,[ Love this dishwasher ] || ---------------- || This dishwasher is wonderful! Love the 3 different shelves! There is a place for everything. It is very quiet and all of our dishes come out clean and dry. It was easy to order and delivery and installation was quick and efficient.,[ Love this dishwasher ] || ---------------- || This dishwasher is wonderful! Love the 3 different shelves! There is a place for everything. It is very quiet and all of our dishes come out clean and dry. It was easy to order and delivery and installation was quick and efficient.,,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Performance_Drying,"Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Easy_Use,"Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Performance_Drying,"Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Performance_Washing,"Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Easy_Use,"That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Performance_Drying,"That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Performance_Washing,"Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Product_Satisfaction,"Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Performance_Washing,"I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Product_Satisfaction,"I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Performance_Washing,"I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
24-07-19,63148485,dw,top_control,BOSCH,800_series,SHP78CM6N,,us,retail,bestbuy,,Positive,use,Design,"The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\""normal\"") option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.","[ Excellent cleaning, drying, quiet, Recommend! ] || ---------------- || Overall excellent, and a strong recommend the upgrade to this 800 model with the advanced drying system. Very similar in 3-rack layout to my previous Miele, and cleans better than my previous (admittedly old) Miele. Plastic, glass, ceramic, metal all get extremely clean and very dry -- the unique CrystalDry system makes the dishes are all super dry, But leaves slight dampness on the walls of the machine which dissipates quickly. That takes getting used to (there is no external vent on the front like old machines), but doesn't impact the dryness of the dishes, which is excellent. Cleaning overall is consistently excellent, as is the app which gives valuable info in water and energy consumption, allowing the user to tailor it to their most specific needs. I have gotten excellent cleaning on the low water (\'normal\') option, and baked-on messes are completely cleaned with no pre-scrubbing. I only scrape my dishes, and rarely rinse/wash any before loading, and they have consistently been spotlessly clean. The black finish is clean and crisp looking, not glossy, it has a quiet upscale vibe. Sometimes app or connection is a little spotty, but that's rare, and a live (not automated) Bosh phone assistant helped me connect when I was having issues on first connection setup. Also, my experience with Best Buy home delivery and install was exceptional. Very careful and caring appliance techs installed, also super nice.",,,5.0
