Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-02-21,68633239,dw,top_control,GE,GDT650SMVES_GDT650SYVFS,GDT650SMVES_GDT650SYVFS,,us,retail,geappliances,,Positive,use,,The jet spray and steam clean is great!,[ Great features and QUIET ] || ---------------- || Quiet and Quick. LOVE it! The jet spray and steam clean is great!,[ Great features and QUIET ] || ---------------- || Quiet and Quick... LOVE it! The jet spray and steam clean is great!,Not verified,,5.0
25-02-20,102019973,dw,builtin,LG,Objet_collection,DUE6BG,ASIA,kr,retail,naver_shop,,Positive,use,,I have also been using the product without any issues for over a month. :-),"Contrary to my concerns since it wasn't the official LG store, the installation technician was actually an LG technician. I have also been using the product without any issues for over a month. :-)","[ LG 공식몰이 아니다보니 우려했던 마음과는 달리, 설치기사님도 LG기사님이셨고제품도 한달 넘도록 이상없이 잘 사용하고 있습니다. :-) ] || ---------------- || LG 공식몰이 아니다보니 우려했던 마음과는 달리, 설치기사님도 LG기사님이셨고제품도 한달 넘도록 이상없이 잘 사용하고 있습니다. :-)",Not verified,,5.0
25-02-20,102019972,dw,builtin,LG,Objet_collection,DUE6BG,ASIA,kr,retail,naver_shop,,Neutral,replace,Performance_Washing,"I was using an older LG dishwasher model, but I replaced it with a new model that has added features and improved cleaning power.","I was using an older LG dishwasher model, but I replaced it with a new model that has added features and improved cleaning power. It is quiet and the cleaning performance is really excellent. However, if there is a downside, it would be that the washing time has increased since it switched to a Grade 1 rating this year.","[ LG식기세척기 구형모델을 사용하고 있다 여러 기능이 첨가 되고 세척력도 더 좋아진 신형모델로 교체하였어요. 소리도 조용하고 세척력 정말 좋습니다.다만, 올해부터 1등급으로 바뀌면서 ] || ---------------- || LG식기세척기 구형모델을 사용하고 있다 여러 기능이 첨가 되고 세척력도 더 좋아진 신형모델로 교체하였어요. 소리도 조용하고 세척력 정말 좋습니다.다만, 올해부터 1등급으로 바뀌면서 시간이 늘어났다는 것이 단점이라면 단점이겠네요~~",Not verified,,5.0
25-02-20,102019972,dw,builtin,LG,Objet_collection,DUE6BG,ASIA,kr,retail,naver_shop,,Positive,use,Noise_Vibration,It is quiet and the cleaning performance is really excellent.,"I was using an older LG dishwasher model, but I replaced it with a new model that has added features and improved cleaning power. It is quiet and the cleaning performance is really excellent. However, if there is a downside, it would be that the washing time has increased since it switched to a Grade 1 rating this year.","[ LG식기세척기 구형모델을 사용하고 있다 여러 기능이 첨가 되고 세척력도 더 좋아진 신형모델로 교체하였어요. 소리도 조용하고 세척력 정말 좋습니다.다만, 올해부터 1등급으로 바뀌면서 ] || ---------------- || LG식기세척기 구형모델을 사용하고 있다 여러 기능이 첨가 되고 세척력도 더 좋아진 신형모델로 교체하였어요. 소리도 조용하고 세척력 정말 좋습니다.다만, 올해부터 1등급으로 바뀌면서 시간이 늘어났다는 것이 단점이라면 단점이겠네요~~",Not verified,,5.0
25-02-20,102019972,dw,builtin,LG,Objet_collection,DUE6BG,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,It is quiet and the cleaning performance is really excellent.,"I was using an older LG dishwasher model, but I replaced it with a new model that has added features and improved cleaning power. It is quiet and the cleaning performance is really excellent. However, if there is a downside, it would be that the washing time has increased since it switched to a Grade 1 rating this year.","[ LG식기세척기 구형모델을 사용하고 있다 여러 기능이 첨가 되고 세척력도 더 좋아진 신형모델로 교체하였어요. 소리도 조용하고 세척력 정말 좋습니다.다만, 올해부터 1등급으로 바뀌면서 ] || ---------------- || LG식기세척기 구형모델을 사용하고 있다 여러 기능이 첨가 되고 세척력도 더 좋아진 신형모델로 교체하였어요. 소리도 조용하고 세척력 정말 좋습니다.다만, 올해부터 1등급으로 바뀌면서 시간이 늘어났다는 것이 단점이라면 단점이겠네요~~",Not verified,,5.0
25-02-20,102019972,dw,builtin,LG,Objet_collection,DUE6BG,ASIA,kr,retail,naver_shop,,Negative,use,Easy_Use,"However, if there is a downside, it would be that the washing time has increased since it switched to a Grade 1 rating this year.","I was using an older LG dishwasher model, but I replaced it with a new model that has added features and improved cleaning power. It is quiet and the cleaning performance is really excellent. However, if there is a downside, it would be that the washing time has increased since it switched to a Grade 1 rating this year.","[ LG식기세척기 구형모델을 사용하고 있다 여러 기능이 첨가 되고 세척력도 더 좋아진 신형모델로 교체하였어요. 소리도 조용하고 세척력 정말 좋습니다.다만, 올해부터 1등급으로 바뀌면서 ] || ---------------- || LG식기세척기 구형모델을 사용하고 있다 여러 기능이 첨가 되고 세척력도 더 좋아진 신형모델로 교체하였어요. 소리도 조용하고 세척력 정말 좋습니다.다만, 올해부터 1등급으로 바뀌면서 시간이 늘어났다는 것이 단점이라면 단점이겠네요~~",Not verified,,5.0
25-02-19,68667399,dw,front_control,BOSCH,4_series,SPS4HMW49E,EU,es,retail,elcorteingles,,Positive,,,I am satisfied,[ Great dishwasher ] || ---------------- || I am satisfied,[ Lavavajillas genial ] || ---------------- || 만족 합니다 ㅅㄷㅂㅌㅂㄷㅅㄴㅅㄴㅅㄱㄷㄱㄷㄱㄷㅂㅅㅂㅇㄴㅇㄴㅇㄱㅅㄱㄷㅂㅁㄱㅈㄱㄷㅇㅎㄱㅈㄱㅎㅇㄱㅅㅈㅂㅇㅅㅁㅋㄷㄱㄷㅈㄴㅈㄴㅇㅅ,Not verified,Originally posted on bosch-home.com,4.0
25-02-19,68547475,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,,,,"Yes, thank you.","Yes, thank you.",네.감사합니다.~,,,unrated
25-02-19,68590987,dw,builtin,SAMSUNG,BESPOKE,DW60BB815UAP,ASIA,kr,retail,naver_shop,,Positive,,Service,A dishwasher is a must,[ A dishwasher is a must ] || ---------------- || A dishwasher is a must,[ 식기세척기는 필수입니다 ] || ---------------- || 식기세척기 요듬 필수이네여,Not verified,,5.0
25-02-19,74947935,dw,top_control,BOSCH,800_Series,SHX78CC5UC,,ci,retail,bestbuy_ca,,Positive,use,Noise_Vibration,"Very quiet, cleans well.","[ Nice Unit ] || ---------------- || Very quiet, cleans well.","[ Nice Unit ] || ---------------- || Very quiet, cleans well.",Not verified,Originally posted on bosch-home.com,5.0
25-02-19,74947935,dw,top_control,BOSCH,800_Series,SHX78CC5UC,,ci,retail,bestbuy_ca,,Positive,use,Performance_Washing,"Very quiet, cleans well.","[ Nice Unit ] || ---------------- || Very quiet, cleans well.","[ Nice Unit ] || ---------------- || Very quiet, cleans well.",Not verified,Originally posted on bosch-home.com,5.0
25-02-19,68539376,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,Positive,use,Design,The dishwasher is so pretty,The dishwasher is so pretty,식기세척기 너무 이쁘네요,,,unrated
25-02-19,69779128,dw,top_control,GE,PDT755SYRFS,PDT755SYRFS,,us,retail,homedepot,,Positive,purchase,Price,Great dishwasher and great price,Great dishwasher and great price,Great dishwasher and great price,Verified,,5.0
25-02-19,68558108,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,naver_shop,,Positive,use,,I'm using it well!,[ I'm using it well! ^^ ] || ---------------- || I'm using it well! ^^,[ 잘사용중입니다! ^^ ] || ---------------- || 뽀득뽀득 잘 사용하고 있어요-!^^,Not verified,,5.0
25-02-19,68558108,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,naver_shop,,,,, ^^,[ I'm using it well! ^^ ] || ---------------- || I'm using it well! ^^,[ 잘사용중입니다! ^^ ] || ---------------- || 뽀득뽀득 잘 사용하고 있어요-!^^,Not verified,,5.0
25-02-19,68522600,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,use,,It's good.,[ great. ] || ---------------- || It's good. It's quiet and runs well. It was easy to install.,[ 좋아요. ] || ---------------- || 좋아요.조용하고 잘 돌아가요. 설치도 금방했습니다,Not verified,,5.0
25-02-19,68522600,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,use,Noise_Vibration,It's quiet and runs well.,[ great. ] || ---------------- || It's good. It's quiet and runs well. It was easy to install.,[ 좋아요. ] || ---------------- || 좋아요.조용하고 잘 돌아가요. 설치도 금방했습니다,Not verified,,5.0
25-02-19,68522600,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,It was easy to install.,[ great. ] || ---------------- || It's good. It's quiet and runs well. It was easy to install.,[ 좋아요. ] || ---------------- || 좋아요.조용하고 잘 돌아가요. 설치도 금방했습니다,Not verified,,5.0
25-02-19,68522599,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Neutral,deliver,Delivery_Installation,I ordered it on February 10th and received it on the 15th.,"[ I ordered it on February 10th and received it on the 15th. They said it was the fastest date, and the technicians contacted me one by one, and the renovation technician and installation technician did the renovation and installation smoothly, so I am satisfied. I used it for 6 people. ] || ---------------- || I ordered it on February 10th and received it on the 15th. They said it was the earliest date, and the technicians contacted me one by one. The renovation technician and the installation technician worked smoothly. I am satisfied with the renovation and installation. I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child. Thanks to you, I can wash dishes without worry. Thank you.",[ 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 ] || ---------------- || 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 아이 이유식 만들고 첫째 반찬 만들다 설거지 거리가 너무 많아서 힘들었는데 덕분에설거지 맘놓고 하고 있습니다 감사합니다,Not verified,,5.0
25-02-19,68522599,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Neutral,maintain,Service,"They said it was the earliest date, and the technicians contacted me one by one.","[ I ordered it on February 10th and received it on the 15th. They said it was the fastest date, and the technicians contacted me one by one, and the renovation technician and installation technician did the renovation and installation smoothly, so I am satisfied. I used it for 6 people. ] || ---------------- || I ordered it on February 10th and received it on the 15th. They said it was the earliest date, and the technicians contacted me one by one. The renovation technician and the installation technician worked smoothly. I am satisfied with the renovation and installation. I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child. Thanks to you, I can wash dishes without worry. Thank you.",[ 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 ] || ---------------- || 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 아이 이유식 만들고 첫째 반찬 만들다 설거지 거리가 너무 많아서 힘들었는데 덕분에설거지 맘놓고 하고 있습니다 감사합니다,Not verified,,5.0
25-02-19,68522599,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,The renovation technician and the installation technician worked smoothly.,"[ I ordered it on February 10th and received it on the 15th. They said it was the fastest date, and the technicians contacted me one by one, and the renovation technician and installation technician did the renovation and installation smoothly, so I am satisfied. I used it for 6 people. ] || ---------------- || I ordered it on February 10th and received it on the 15th. They said it was the earliest date, and the technicians contacted me one by one. The renovation technician and the installation technician worked smoothly. I am satisfied with the renovation and installation. I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child. Thanks to you, I can wash dishes without worry. Thank you.",[ 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 ] || ---------------- || 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 아이 이유식 만들고 첫째 반찬 만들다 설거지 거리가 너무 많아서 힘들었는데 덕분에설거지 맘놓고 하고 있습니다 감사합니다,Not verified,,5.0
25-02-19,68522599,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,onboard,Service,The renovation technician and the installation technician worked smoothly.,"[ I ordered it on February 10th and received it on the 15th. They said it was the fastest date, and the technicians contacted me one by one, and the renovation technician and installation technician did the renovation and installation smoothly, so I am satisfied. I used it for 6 people. ] || ---------------- || I ordered it on February 10th and received it on the 15th. They said it was the earliest date, and the technicians contacted me one by one. The renovation technician and the installation technician worked smoothly. I am satisfied with the renovation and installation. I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child. Thanks to you, I can wash dishes without worry. Thank you.",[ 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 ] || ---------------- || 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 아이 이유식 만들고 첫째 반찬 만들다 설거지 거리가 너무 많아서 힘들었는데 덕분에설거지 맘놓고 하고 있습니다 감사합니다,Not verified,,5.0
25-02-19,68522599,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,I am satisfied with the renovation and installation.,"[ I ordered it on February 10th and received it on the 15th. They said it was the fastest date, and the technicians contacted me one by one, and the renovation technician and installation technician did the renovation and installation smoothly, so I am satisfied. I used it for 6 people. ] || ---------------- || I ordered it on February 10th and received it on the 15th. They said it was the earliest date, and the technicians contacted me one by one. The renovation technician and the installation technician worked smoothly. I am satisfied with the renovation and installation. I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child. Thanks to you, I can wash dishes without worry. Thank you.",[ 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 ] || ---------------- || 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 아이 이유식 만들고 첫째 반찬 만들다 설거지 거리가 너무 많아서 힘들었는데 덕분에설거지 맘놓고 하고 있습니다 감사합니다,Not verified,,5.0
25-02-19,68522599,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,onboard,Design,I am satisfied with the renovation and installation.,"[ I ordered it on February 10th and received it on the 15th. They said it was the fastest date, and the technicians contacted me one by one, and the renovation technician and installation technician did the renovation and installation smoothly, so I am satisfied. I used it for 6 people. ] || ---------------- || I ordered it on February 10th and received it on the 15th. They said it was the earliest date, and the technicians contacted me one by one. The renovation technician and the installation technician worked smoothly. I am satisfied with the renovation and installation. I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child. Thanks to you, I can wash dishes without worry. Thank you.",[ 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 ] || ---------------- || 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 아이 이유식 만들고 첫째 반찬 만들다 설거지 거리가 너무 많아서 힘들었는데 덕분에설거지 맘놓고 하고 있습니다 감사합니다,Not verified,,5.0
25-02-19,68522599,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Negative,use,Design,"I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child.","[ I ordered it on February 10th and received it on the 15th. They said it was the fastest date, and the technicians contacted me one by one, and the renovation technician and installation technician did the renovation and installation smoothly, so I am satisfied. I used it for 6 people. ] || ---------------- || I ordered it on February 10th and received it on the 15th. They said it was the earliest date, and the technicians contacted me one by one. The renovation technician and the installation technician worked smoothly. I am satisfied with the renovation and installation. I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child. Thanks to you, I can wash dishes without worry. Thank you.",[ 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 ] || ---------------- || 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 아이 이유식 만들고 첫째 반찬 만들다 설거지 거리가 너무 많아서 힘들었는데 덕분에설거지 맘놓고 하고 있습니다 감사합니다,Not verified,,5.0
25-02-19,68522599,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Negative,use,Performance_Washing,"I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child.","[ I ordered it on February 10th and received it on the 15th. They said it was the fastest date, and the technicians contacted me one by one, and the renovation technician and installation technician did the renovation and installation smoothly, so I am satisfied. I used it for 6 people. ] || ---------------- || I ordered it on February 10th and received it on the 15th. They said it was the earliest date, and the technicians contacted me one by one. The renovation technician and the installation technician worked smoothly. I am satisfied with the renovation and installation. I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child. Thanks to you, I can wash dishes without worry. Thank you.",[ 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 ] || ---------------- || 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 아이 이유식 만들고 첫째 반찬 만들다 설거지 거리가 너무 많아서 힘들었는데 덕분에설거지 맘놓고 하고 있습니다 감사합니다,Not verified,,5.0
25-02-19,68522599,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,"Thanks to you, I can wash dishes without worry.","[ I ordered it on February 10th and received it on the 15th. They said it was the fastest date, and the technicians contacted me one by one, and the renovation technician and installation technician did the renovation and installation smoothly, so I am satisfied. I used it for 6 people. ] || ---------------- || I ordered it on February 10th and received it on the 15th. They said it was the earliest date, and the technicians contacted me one by one. The renovation technician and the installation technician worked smoothly. I am satisfied with the renovation and installation. I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child. Thanks to you, I can wash dishes without worry. Thank you.",[ 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 ] || ---------------- || 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 아이 이유식 만들고 첫째 반찬 만들다 설거지 거리가 너무 많아서 힘들었는데 덕분에설거지 맘놓고 하고 있습니다 감사합니다,Not verified,,5.0
25-02-19,68522599,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,,,Thank you.,"[ I ordered it on February 10th and received it on the 15th. They said it was the fastest date, and the technicians contacted me one by one, and the renovation technician and installation technician did the renovation and installation smoothly, so I am satisfied. I used it for 6 people. ] || ---------------- || I ordered it on February 10th and received it on the 15th. They said it was the earliest date, and the technicians contacted me one by one. The renovation technician and the installation technician worked smoothly. I am satisfied with the renovation and installation. I used it for 6 people, but I had a hard time because I had to wash a lot of dishes while making baby food and side dishes for my first child. Thanks to you, I can wash dishes without worry. Thank you.",[ 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 ] || ---------------- || 2월 10일에 주문해서 15일에 배송 받았어요.제일 빠른 날짜라고 하셨고 기사님들이 차례대로연락 주셔서 리폼기사님+설치기사님 물 흐르듯이리폼과 설치해주셔서 만족합니다.6인용 쓰다가 아이 이유식 만들고 첫째 반찬 만들다 설거지 거리가 너무 많아서 힘들었는데 덕분에설거지 맘놓고 하고 있습니다 감사합니다,Not verified,,5.0
25-02-19,68522598,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Neutral,onboard,Delivery_Installation,"After cutting the mop holder, I removed the existing built-in recognition device and installed it right away.","[ After cutting the mop holder and removing the existing built-in recognition device, I installed it right away. Even though the remaining time display is not visible, it is not inconvenient because it can be checked by connecting it to the app. It is also convenient because the app sends a cleaning notification. I put this and that in. ] || ---------------- || After cutting the mop holder, I removed the existing built-in recognition device and installed it right away. Even though the remaining time display is not visible, it is not inconvenient because it can be checked by connecting it to the app. It is also convenient because the cleaning notification appears on the app. It washes well no matter what I put in it. I am using it well~^^",[ 걸레받이 절단후 기존 빌트인식세기 철거후 바로 설치했습니다. 남은 시간표시는 안보여도 앱으로 연동해서 확인가능하니 불편하지 않아요. 앱으로 세척알림도 떠서 편하네요. 이것저것 넣어 ] || ---------------- || 걸레받이 절단후 기존 빌트인식세기 철거후 바로 설치했습니다. 남은 시간표시는 안보여도 앱으로 연동해서 확인가능하니 불편하지 않아요. 앱으로 세척알림도 떠서 편하네요. 이것저것 넣어도 세척 잘되네요. 잘쓰고 있답니다~^^,Not verified,,5.0
25-02-19,68522598,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Neutral,use,Easy_Use,"Even though the remaining time display is not visible, it is not inconvenient because it can be checked by connecting it to the app.","[ After cutting the mop holder and removing the existing built-in recognition device, I installed it right away. Even though the remaining time display is not visible, it is not inconvenient because it can be checked by connecting it to the app. It is also convenient because the app sends a cleaning notification. I put this and that in. ] || ---------------- || After cutting the mop holder, I removed the existing built-in recognition device and installed it right away. Even though the remaining time display is not visible, it is not inconvenient because it can be checked by connecting it to the app. It is also convenient because the cleaning notification appears on the app. It washes well no matter what I put in it. I am using it well~^^",[ 걸레받이 절단후 기존 빌트인식세기 철거후 바로 설치했습니다. 남은 시간표시는 안보여도 앱으로 연동해서 확인가능하니 불편하지 않아요. 앱으로 세척알림도 떠서 편하네요. 이것저것 넣어 ] || ---------------- || 걸레받이 절단후 기존 빌트인식세기 철거후 바로 설치했습니다. 남은 시간표시는 안보여도 앱으로 연동해서 확인가능하니 불편하지 않아요. 앱으로 세척알림도 떠서 편하네요. 이것저것 넣어도 세척 잘되네요. 잘쓰고 있답니다~^^,Not verified,,5.0
25-02-19,68522598,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,use,Easy_Use,It is also convenient because the cleaning notification appears on the app.,"[ After cutting the mop holder and removing the existing built-in recognition device, I installed it right away. Even though the remaining time display is not visible, it is not inconvenient because it can be checked by connecting it to the app. It is also convenient because the app sends a cleaning notification. I put this and that in. ] || ---------------- || After cutting the mop holder, I removed the existing built-in recognition device and installed it right away. Even though the remaining time display is not visible, it is not inconvenient because it can be checked by connecting it to the app. It is also convenient because the cleaning notification appears on the app. It washes well no matter what I put in it. I am using it well~^^",[ 걸레받이 절단후 기존 빌트인식세기 철거후 바로 설치했습니다. 남은 시간표시는 안보여도 앱으로 연동해서 확인가능하니 불편하지 않아요. 앱으로 세척알림도 떠서 편하네요. 이것저것 넣어 ] || ---------------- || 걸레받이 절단후 기존 빌트인식세기 철거후 바로 설치했습니다. 남은 시간표시는 안보여도 앱으로 연동해서 확인가능하니 불편하지 않아요. 앱으로 세척알림도 떠서 편하네요. 이것저것 넣어도 세척 잘되네요. 잘쓰고 있답니다~^^,Not verified,,5.0
25-02-19,68522598,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,It washes well no matter what I put in it.,"[ After cutting the mop holder and removing the existing built-in recognition device, I installed it right away. Even though the remaining time display is not visible, it is not inconvenient because it can be checked by connecting it to the app. It is also convenient because the app sends a cleaning notification. I put this and that in. ] || ---------------- || After cutting the mop holder, I removed the existing built-in recognition device and installed it right away. Even though the remaining time display is not visible, it is not inconvenient because it can be checked by connecting it to the app. It is also convenient because the cleaning notification appears on the app. It washes well no matter what I put in it. I am using it well~^^",[ 걸레받이 절단후 기존 빌트인식세기 철거후 바로 설치했습니다. 남은 시간표시는 안보여도 앱으로 연동해서 확인가능하니 불편하지 않아요. 앱으로 세척알림도 떠서 편하네요. 이것저것 넣어 ] || ---------------- || 걸레받이 절단후 기존 빌트인식세기 철거후 바로 설치했습니다. 남은 시간표시는 안보여도 앱으로 연동해서 확인가능하니 불편하지 않아요. 앱으로 세척알림도 떠서 편하네요. 이것저것 넣어도 세척 잘되네요. 잘쓰고 있답니다~^^,Not verified,,5.0
25-02-19,68522598,dw,builtin,SAMSUNG,BESPOKE,DW60DB710W01,ASIA,kr,retail,naver_shop,,Positive,use,,I am using it well~^^,"[ After cutting the mop holder and removing the existing built-in recognition device, I installed it right away. Even though the remaining time display is not visible, it is not inconvenient because it can be checked by connecting it to the app. It is also convenient because the app sends a cleaning notification. I put this and that in. ] || ---------------- || After cutting the mop holder, I removed the existing built-in recognition device and installed it right away. Even though the remaining time display is not visible, it is not inconvenient because it can be checked by connecting it to the app. It is also convenient because the cleaning notification appears on the app. It washes well no matter what I put in it. I am using it well~^^",[ 걸레받이 절단후 기존 빌트인식세기 철거후 바로 설치했습니다. 남은 시간표시는 안보여도 앱으로 연동해서 확인가능하니 불편하지 않아요. 앱으로 세척알림도 떠서 편하네요. 이것저것 넣어 ] || ---------------- || 걸레받이 절단후 기존 빌트인식세기 철거후 바로 설치했습니다. 남은 시간표시는 안보여도 앱으로 연동해서 확인가능하니 불편하지 않아요. 앱으로 세척알림도 떠서 편하네요. 이것저것 넣어도 세척 잘되네요. 잘쓰고 있답니다~^^,Not verified,,5.0
