Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-02-15,49010842,dw,top_control,SAMSUNG,DW80B6060UG_AC_DW80B6060US_AC,DW80B6060UG_AC_DW80B6060US_AC,,ci,retail,samsung_com_ca,,Positive,use,Easy_Use,I had a Bosch and this is even quieter the adjustable center rack and storm wash are excellent.,[ Quiet with great features ] || ---------------- || Best dishwasher I have ever bought. I had a Bosch and this is even quieter the adjustable center rack and storm wash are excellent. I would definitely recommend! ,[ Quiet with great features ] || ---------------- || [This review was collected as part of a promotion.] Best dishwasher I have ever bought. I had a Bosch and this is even quieter the adjustable center rack and storm wash are excellent. I would definitely recommend!!,,,5.0
23-02-13,87867861,dw,top_control,KITCHENAID,KDPM604KPS,KDPM604KPS,,us,retail,bestbuy,,Positive,decide,,"Passes my expectations, glad I chose this particular one!","[ Perfection! ] || ---------------- || Passes my expectations, glad I chose this particular one!","[ Perfection! ] || ---------------- || Passes my expectations, glad I chose this particular one!",Verified,,5.0
23-02-13,48936073,dw,dishwasher,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Very Negative,use,,"This is hands down, the worst dishwasher I have ever owned.","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \""fix\"" the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \'fix\' the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!",,,1.0
23-02-13,48936073,dw,dishwasher,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Negative,use,,I have had a number of dishwashers (various brands) over the years and this one is just terrible.,"[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \""fix\"" the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \'fix\' the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!",,,1.0
23-02-13,48936073,dw,dishwasher,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Negative,use,Performance_Drying,"It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles.","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \""fix\"" the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \'fix\' the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!",,,1.0
23-02-13,48936073,dw,dishwasher,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Negative,use,Performance_Washing,"It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles.","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \""fix\"" the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \'fix\' the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!",,,1.0
23-02-13,48936073,dw,dishwasher,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Negative,use,,The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust.,"[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \""fix\"" the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \'fix\' the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!",,,1.0
23-02-13,48936073,dw,dishwasher,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Neutral,use,,I use a high quality detergent and rinse aid.,"[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \""fix\"" the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \'fix\' the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!",,,1.0
23-02-13,48936073,dw,dishwasher,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Negative,maintain,Service,"All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \""fix\"" the issues and they continue.","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \""fix\"" the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \'fix\' the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!",,,1.0
23-02-13,48936073,dw,dishwasher,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Neutral,"maintain,replace",Service,Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise.,"[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \""fix\"" the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \'fix\' the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!",,,1.0
23-02-13,48936073,dw,dishwasher,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Very Negative,use,Service,"I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service.","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \""fix\"" the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \'fix\' the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!",,,1.0
23-02-13,48936073,dw,dishwasher,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Neutral,replace,,Please steer clear and purchase something else!,"[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \""fix\"" the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!","[ Just awful ] || ---------------- || This is hands down, the worst dishwasher I have ever owned. I have had a number of dishwashers (various brands) over the years and this one is just terrible. It leaves a sand-like residue on dishes, often the detergent door does not open, leaves food residue on most dishes, doesn't dry very well, and has even left milk on the inside of bottles. The utensil baskets don't allow for adequate cleaning of the utensils and they even have worn spots in the racks which have begun to rust. I use a high quality detergent and rinse aid. All of these issues have been happening since the beginning of use and I have had 3 Samsung assigned technicians out to \'fix\' the issues and they continue. Samsung promised to replace or credit me for the dishwasher since it was failed to be fixed three times and then later reneged on this promise later when it came time to fulfill this promise. I am now stuck with a terrible product and will frankly, never purchase any type of samsung product again due to this poor product and terrible customer service. Please steer clear and purchase something else!",,,1.0
23-02-13,91808588,dw,top_control,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Very Negative,,,Horrible.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven't been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…. 3 months and no dishwasher! Best Buy won't help because it's still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven’t been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…..3 months and no dishwasher! Best Buy won’t help because it’s still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,Verified,,1.0
23-02-13,91808588,dw,top_control,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Very Negative,"maintain,purchase",Durability,The dishwasher went out less than a year of purchase.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven't been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…. 3 months and no dishwasher! Best Buy won't help because it's still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven’t been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…..3 months and no dishwasher! Best Buy won’t help because it’s still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,Verified,,1.0
23-02-13,91808588,dw,top_control,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Negative,maintain,Durability,Been waiting since November of 2022 to have it fixed and haven't been able to use it since it broke.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven't been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…. 3 months and no dishwasher! Best Buy won't help because it's still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven’t been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…..3 months and no dishwasher! Best Buy won’t help because it’s still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,Verified,,1.0
23-02-13,91808588,dw,top_control,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Negative,maintain,Service,Been waiting since November of 2022 to have it fixed and haven't been able to use it since it broke.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven't been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…. 3 months and no dishwasher! Best Buy won't help because it's still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven’t been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…..3 months and no dishwasher! Best Buy won’t help because it’s still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,Verified,,1.0
23-02-13,91808588,dw,top_control,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Negative,maintain,Durability,Samsung keeps replacing parts but it keeps breaking….,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven't been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…. 3 months and no dishwasher! Best Buy won't help because it's still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven’t been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…..3 months and no dishwasher! Best Buy won’t help because it’s still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,Verified,,1.0
23-02-13,91808588,dw,top_control,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Negative,maintain,Service,Samsung keeps replacing parts but it keeps breaking….,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven't been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…. 3 months and no dishwasher! Best Buy won't help because it's still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven’t been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…..3 months and no dishwasher! Best Buy won’t help because it’s still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,Verified,,1.0
23-02-13,91808588,dw,top_control,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Very Negative,use,Durability,3 months and no dishwasher!,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven't been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…. 3 months and no dishwasher! Best Buy won't help because it's still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven’t been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…..3 months and no dishwasher! Best Buy won’t help because it’s still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,Verified,,1.0
23-02-13,91808588,dw,top_control,SAMSUNG,DW80R5061U,DW80R5061U,,us,retail,bestbuy,,Negative,maintain,Service,bestbuy won't help because it's still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven't been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…. 3 months and no dishwasher! Best Buy won't help because it's still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,[ Samsung Dishwasher ] || ---------------- || Horrible. The dishwasher went out less than a year of purchase. Been waiting since November of 2022 to have it fixed and haven’t been able to use it since it broke. Samsung keeps replacing parts but it keeps breaking…..3 months and no dishwasher! Best Buy won’t help because it’s still “under factory warranty”……you would think they would just replace the dishwasher and be done with it.,Verified,,1.0
23-02-13,48936148,dw,front_control,BOSCH,SPE68B55UC,SPE68B55UC,,us,retail,bosch_home_us,,Very Positive,use,Design,This dishwasher is cabinet size but fits so much and it does amazing job.,[ Tiny but Mighty ] || ---------------- || This dishwasher is cabinet size but fits so much and it does amazing job. I am very happy with my purchase!,[ Tiny but Mighty ] || ---------------- || This dishwasher is cabinet size but fits so much and it does amazing job. I am very happy with my purchase!,,,5.0
23-02-13,48936148,dw,front_control,BOSCH,SPE68B55UC,SPE68B55UC,,us,retail,bosch_home_us,,Positive,"purchase,use",,I am very happy with my purchase!,[ Tiny but Mighty ] || ---------------- || This dishwasher is cabinet size but fits so much and it does amazing job. I am very happy with my purchase!,[ Tiny but Mighty ] || ---------------- || This dishwasher is cabinet size but fits so much and it does amazing job. I am very happy with my purchase!,,,5.0
23-02-13,48935253,dw,builtin,LG,steam,DUB22WA,ASIA,kr,retail,naver_shop,,Positive,"onboard,use",Design,I like the design and performance Thank you for the quick installation,[ it's the best ] || ---------------- || I like the design and performance Thank you for the quick installation,[ 최고예요 ] || ---------------- || 디자인 성능 마음에들어요 빠른설치 감사합니다,,,5.0
23-02-13,48935280,dw,builtin,LG,steam,DUB22WA,ASIA,kr,retail,naver_shop,,Positive,,Delivery_Installation,I'm quite thrilled with myself for finally being able to put this at home.,"[ it's the best ] || ---------------- || I'm quite thrilled with myself for finally being able to put this at home. It's basically great, so I can't have any complaints. Thanks to this, my body is comfortable and I have more time to spare.",[ 최고예요 ] || ---------------- || 식세기크흐~이걸 드디어 집에 놓을 수 있어서 상당히 제 자신에게 감격하는 중입니다.기본적으로성능 훌륭하기에 불만이 있을래야 있을 수가 없습니다.덕분에 몸도 편하고시간적인 여유도 많아졌네요.,,,5.0
23-02-13,48935280,dw,builtin,LG,steam,DUB22WA,ASIA,kr,retail,naver_shop,,Positive,use,,"It's basically great, so I can't have any complaints.","[ it's the best ] || ---------------- || I'm quite thrilled with myself for finally being able to put this at home. It's basically great, so I can't have any complaints. Thanks to this, my body is comfortable and I have more time to spare.",[ 최고예요 ] || ---------------- || 식세기크흐~이걸 드디어 집에 놓을 수 있어서 상당히 제 자신에게 감격하는 중입니다.기본적으로성능 훌륭하기에 불만이 있을래야 있을 수가 없습니다.덕분에 몸도 편하고시간적인 여유도 많아졌네요.,,,5.0
23-02-13,48935280,dw,builtin,LG,steam,DUB22WA,ASIA,kr,retail,naver_shop,,Positive,use,,"Thanks to this, my body is comfortable and I have more time to spare.","[ it's the best ] || ---------------- || I'm quite thrilled with myself for finally being able to put this at home. It's basically great, so I can't have any complaints. Thanks to this, my body is comfortable and I have more time to spare.",[ 최고예요 ] || ---------------- || 식세기크흐~이걸 드디어 집에 놓을 수 있어서 상당히 제 자신에게 감격하는 중입니다.기본적으로성능 훌륭하기에 불만이 있을래야 있을 수가 없습니다.덕분에 몸도 편하고시간적인 여유도 많아졌네요.,,,5.0
23-02-13,48935554,dw,countertop,SK_MAGIC,DWA_19R0P,DWA_19R0P,ASIA,kr,retail,naver_shop,,Positive,,Service,"The 1:1 inquiry response was quick and kind, which was really nice.","[ It was really nice because the 1:1 response was quick and kind. The technician was also very kind and said he installed it well. I'll try to use it well. ] || ---------------- || The 1:1 inquiry response was quick and kind, which was really nice. The driver is also very kind and said he installed it well. I'll try it out~",[ 1:1문의 응대가 빠르고 친절해서 정말 좋았습니다.기사님도 참 친절하시고 잘 설치해주셨다고 하네요.잘 사용해보겠습니다~ ] || ---------------- || 1:1문의 응대가 빠르고 친절해서 정말 좋았습니다.기사님도 참 친절하시고 잘 설치해주셨다고 하네요.잘 사용해보겠습니다~,,,5.0
