Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-11-03,76141233,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Performance_Drying,"My new Bosch dishwasher is incredibly quiet, all dishes come out squeeky clean, and all plastic dries to perfection.","[ BEST DISHWASHER I HAVE EVER HAD!  ] || ---------------- || This is our 5th dishwasher we have had in our home within the past 28 years. My new Bosch dishwasher is incredibly quiet, all dishes come out squeeky clean, and all plastic dries to perfection. I could not have asked for more. I recommend this dishwasher to anyone who is looking to purchase a new one. I wish I had known before how great this experience was going to be!","[ BEST DISHWASHER I HAVE EVER HAD!!! ] || ---------------- || [This review was collected as part of a promotion.] This is our 5th dishwasher we have had in our home within the past 28 years. My new Bosch dishwasher is incredibly quiet, all dishes come out squeeky clean, and all plastic dries to perfection. I could not have asked for more.I recommend this dishwasher to anyone who is looking to purchase a new one. I wish I had known before how great this experience was going to be!",Not verified,Originally posted on bosch-home.com,5.0
25-11-02,75921902,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Neutral,use,,"I thought I could use steam and hot air, but I heard you have to be careful with basic dishes.","I don't know much about dishwashers yet, but it's definitely convenient when there's a lot of dishes to wash. I thought I could use steam and hot air, but I heard you have to be careful with basic dishes. I didn't know much before buying it, but fortunately, I use stainless steel a lot, so I'm fine! It seems to be relatively quiet, so I often don't notice it spinning, but then I'm startled when I hear the alarm. I'll try to use it a lot!",아직 식세기에 대해 많이는 모르지만설거지가 많을땐 확실히 편해용 ㅎㅎ스팀 열풍 요런거 다 쓸 수 있는줄 알았는데 ㅠㅠㅠ 기본 그릇들은 조심해야한다네요잘 모르고 구매했지만 스텐을 워낙 많이 써서 다행히 전 괜찮더라그요!!소음음 거의 없는 편인 것 같아여 돌고 있어도 생각보다 못느끼고 있다가 알람듣고 놀라는 경우 자주 있어요ㅋㅋㅋㅋ열심히 사용해 볼게요!!,Verified,,5.0
25-11-02,75921902,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,Design,"I didn't know much before buying it, but fortunately, I use stainless steel a lot, so I'm fine!","I don't know much about dishwashers yet, but it's definitely convenient when there's a lot of dishes to wash. I thought I could use steam and hot air, but I heard you have to be careful with basic dishes. I didn't know much before buying it, but fortunately, I use stainless steel a lot, so I'm fine! It seems to be relatively quiet, so I often don't notice it spinning, but then I'm startled when I hear the alarm. I'll try to use it a lot!",아직 식세기에 대해 많이는 모르지만설거지가 많을땐 확실히 편해용 ㅎㅎ스팀 열풍 요런거 다 쓸 수 있는줄 알았는데 ㅠㅠㅠ 기본 그릇들은 조심해야한다네요잘 모르고 구매했지만 스텐을 워낙 많이 써서 다행히 전 괜찮더라그요!!소음음 거의 없는 편인 것 같아여 돌고 있어도 생각보다 못느끼고 있다가 알람듣고 놀라는 경우 자주 있어요ㅋㅋㅋㅋ열심히 사용해 볼게요!!,Verified,,5.0
25-11-02,75921902,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Negative,use,Noise_Vibration,"It seems to be relatively quiet, so I often don't notice it spinning, but then I'm startled when I hear the alarm.","I don't know much about dishwashers yet, but it's definitely convenient when there's a lot of dishes to wash. I thought I could use steam and hot air, but I heard you have to be careful with basic dishes. I didn't know much before buying it, but fortunately, I use stainless steel a lot, so I'm fine! It seems to be relatively quiet, so I often don't notice it spinning, but then I'm startled when I hear the alarm. I'll try to use it a lot!",아직 식세기에 대해 많이는 모르지만설거지가 많을땐 확실히 편해용 ㅎㅎ스팀 열풍 요런거 다 쓸 수 있는줄 알았는데 ㅠㅠㅠ 기본 그릇들은 조심해야한다네요잘 모르고 구매했지만 스텐을 워낙 많이 써서 다행히 전 괜찮더라그요!!소음음 거의 없는 편인 것 같아여 돌고 있어도 생각보다 못느끼고 있다가 알람듣고 놀라는 경우 자주 있어요ㅋㅋㅋㅋ열심히 사용해 볼게요!!,Verified,,5.0
25-11-02,75921902,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Neutral,use,,I'll try to use it a lot!,"I don't know much about dishwashers yet, but it's definitely convenient when there's a lot of dishes to wash. I thought I could use steam and hot air, but I heard you have to be careful with basic dishes. I didn't know much before buying it, but fortunately, I use stainless steel a lot, so I'm fine! It seems to be relatively quiet, so I often don't notice it spinning, but then I'm startled when I hear the alarm. I'll try to use it a lot!",아직 식세기에 대해 많이는 모르지만설거지가 많을땐 확실히 편해용 ㅎㅎ스팀 열풍 요런거 다 쓸 수 있는줄 알았는데 ㅠㅠㅠ 기본 그릇들은 조심해야한다네요잘 모르고 구매했지만 스텐을 워낙 많이 써서 다행히 전 괜찮더라그요!!소음음 거의 없는 편인 것 같아여 돌고 있어도 생각보다 못느끼고 있다가 알람듣고 놀라는 경우 자주 있어요ㅋㅋㅋㅋ열심히 사용해 볼게요!!,Verified,,5.0
25-11-02,75922042,dw,accessory,LG,MJS65359001,MJS65359001,ASIA,kr,retail,lg_com_kr,,Neutral,purchase,,I bought it at a cheap price,I bought it at a cheap price,저렴한 가격에 구매 했습니다,Verified,,5.0
25-11-02,75922216,dw,builtin,LG,Objet_collection,DUBJ1EP,ASIA,kr,retail,lg_com_kr,,Very Negative,replace,Durability,It broke down just a year and a half after I bought it.,"It broke down just a year and a half after I bought it. They said they'd come back three weeks after I reported it, which is unbelievable.",구입1년반만에 고장이 났네요접수후 3주후에 방문하겠다고하니 기가막히네요,Not verified,,5.0
25-11-02,75922216,dw,builtin,LG,Objet_collection,DUBJ1EP,ASIA,kr,retail,lg_com_kr,,Neutral,,Service,"They said they'd come back three weeks after I reported it, which is unbelievable.","It broke down just a year and a half after I bought it. They said they'd come back three weeks after I reported it, which is unbelievable.",구입1년반만에 고장이 났네요접수후 3주후에 방문하겠다고하니 기가막히네요,Not verified,,5.0
25-11-02,75922257,dw,builtin,LG,Objet_collection,DUE6BGE_DUE6GLE,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Drying,The dishwasher works well and dries well.,The dishwasher works well and dries well.,식기세척기가 잘되고 잘말라요,Not verified,,5.0
25-11-02,75922258,dw,builtin,LG,Objet_collection,DUE6BGE_DUE6GLE,ASIA,kr,retail,lg_com_kr,,Positive,onboard,Delivery_Installation,"A top-rated TrueDry dishwasher, installed during our kitchen remodel.","A top-rated TrueDry dishwasher, installed during our kitchen remodel. The DUE6BGE.AKOR model is a perfect fit. It's spacious enough for a family of four, cleans well, and leaves a crisp finish. It makes life feel more comfortable. It's simply the best.",주방 리모델링 함께 설치한 1등급 트루건조 식기세척기DUE6BGE.AKOR 모델 완죤 깔맞츰 이~쁩니다4인가족 사용 넉넉하고 세척력 깨끗하고 뾰송 거립니다생활의 여유를 느끼게 합니다 완죤 걍~ 추입니다,Not verified,,5.0
25-11-02,75922258,dw,builtin,LG,Objet_collection,DUE6BGE_DUE6GLE,ASIA,kr,retail,lg_com_kr,,Neutral,,,The DUE6BGE.,"A top-rated TrueDry dishwasher, installed during our kitchen remodel. The DUE6BGE.AKOR model is a perfect fit. It's spacious enough for a family of four, cleans well, and leaves a crisp finish. It makes life feel more comfortable. It's simply the best.",주방 리모델링 함께 설치한 1등급 트루건조 식기세척기DUE6BGE.AKOR 모델 완죤 깔맞츰 이~쁩니다4인가족 사용 넉넉하고 세척력 깨끗하고 뾰송 거립니다생활의 여유를 느끼게 합니다 완죤 걍~ 추입니다,Not verified,,5.0
25-11-02,75922258,dw,builtin,LG,Objet_collection,DUE6BGE_DUE6GLE,ASIA,kr,retail,lg_com_kr,,Positive,,,AKOR model is a perfect fit.,"A top-rated TrueDry dishwasher, installed during our kitchen remodel. The DUE6BGE.AKOR model is a perfect fit. It's spacious enough for a family of four, cleans well, and leaves a crisp finish. It makes life feel more comfortable. It's simply the best.",주방 리모델링 함께 설치한 1등급 트루건조 식기세척기DUE6BGE.AKOR 모델 완죤 깔맞츰 이~쁩니다4인가족 사용 넉넉하고 세척력 깨끗하고 뾰송 거립니다생활의 여유를 느끼게 합니다 완죤 걍~ 추입니다,Not verified,,5.0
25-11-02,75922258,dw,builtin,LG,Objet_collection,DUE6BGE_DUE6GLE,ASIA,kr,retail,lg_com_kr,,Positive,use,Design,"It's spacious enough for a family of four, cleans well, and leaves a crisp finish.","A top-rated TrueDry dishwasher, installed during our kitchen remodel. The DUE6BGE.AKOR model is a perfect fit. It's spacious enough for a family of four, cleans well, and leaves a crisp finish. It makes life feel more comfortable. It's simply the best.",주방 리모델링 함께 설치한 1등급 트루건조 식기세척기DUE6BGE.AKOR 모델 완죤 깔맞츰 이~쁩니다4인가족 사용 넉넉하고 세척력 깨끗하고 뾰송 거립니다생활의 여유를 느끼게 합니다 완죤 걍~ 추입니다,Not verified,,5.0
25-11-02,75922258,dw,builtin,LG,Objet_collection,DUE6BGE_DUE6GLE,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Washing,"It's spacious enough for a family of four, cleans well, and leaves a crisp finish.","A top-rated TrueDry dishwasher, installed during our kitchen remodel. The DUE6BGE.AKOR model is a perfect fit. It's spacious enough for a family of four, cleans well, and leaves a crisp finish. It makes life feel more comfortable. It's simply the best.",주방 리모델링 함께 설치한 1등급 트루건조 식기세척기DUE6BGE.AKOR 모델 완죤 깔맞츰 이~쁩니다4인가족 사용 넉넉하고 세척력 깨끗하고 뾰송 거립니다생활의 여유를 느끼게 합니다 완죤 걍~ 추입니다,Not verified,,5.0
25-11-02,75922258,dw,builtin,LG,Objet_collection,DUE6BGE_DUE6GLE,ASIA,kr,retail,lg_com_kr,,Positive,use,Easy_Use,It makes life feel more comfortable.,"A top-rated TrueDry dishwasher, installed during our kitchen remodel. The DUE6BGE.AKOR model is a perfect fit. It's spacious enough for a family of four, cleans well, and leaves a crisp finish. It makes life feel more comfortable. It's simply the best.",주방 리모델링 함께 설치한 1등급 트루건조 식기세척기DUE6BGE.AKOR 모델 완죤 깔맞츰 이~쁩니다4인가족 사용 넉넉하고 세척력 깨끗하고 뾰송 거립니다생활의 여유를 느끼게 합니다 완죤 걍~ 추입니다,Not verified,,5.0
25-11-02,75922258,dw,builtin,LG,Objet_collection,DUE6BGE_DUE6GLE,ASIA,kr,retail,lg_com_kr,,Very Positive,use,,It's simply the best.,"A top-rated TrueDry dishwasher, installed during our kitchen remodel. The DUE6BGE.AKOR model is a perfect fit. It's spacious enough for a family of four, cleans well, and leaves a crisp finish. It makes life feel more comfortable. It's simply the best.",주방 리모델링 함께 설치한 1등급 트루건조 식기세척기DUE6BGE.AKOR 모델 완죤 깔맞츰 이~쁩니다4인가족 사용 넉넉하고 세척력 깨끗하고 뾰송 거립니다생활의 여유를 느끼게 합니다 완죤 걍~ 추입니다,Not verified,,5.0
25-11-02,75922256,dw,builtin,LG,Objet_collection,DUE6BGE_DUE6GLE,ASIA,kr,retail,lg_com_kr,,Neutral,use,,This is my first time using it and I have more free time~,This is my first time using it and I have more free time~,처음 사용해보는데 여가 시간이 늘어났어요~,Not verified,,5.0
25-11-02,75922606,dw,builtin,LG,Objet_collection,DUBJ4HS,ASIA,kr,retail,lg_com_kr,,Positive,use,,The steam function is great and there are various download courses so you can clean according to the situation!,The steam function is great and there are various download courses so you can clean according to the situation!,스팀 기능도 좋고 다운로드 코스가 다양해서 상황에 맞게 세척할수 있어요!,Not verified,,5.0
25-11-02,75922712,dw,accessory,LG,AGM30091505,AGM30091505,ASIA,kr,retail,lg_com_kr,,Positive,use,Easy_Use,"Washing knives in the dishwasher was difficult, but now I can do it without any worries, so I'm happy^^","Washing knives in the dishwasher was difficult, but now I can do it without any worries, so I'm happy^^",식세기에 칼 세척이 곤란했는데 이제 맘껏 해도 될 듯해서 좋아요^^,Verified,,5.0
25-11-02,75922854,dw,builtin,LG,Objet_collection,DUE5BGHE,ASIA,kr,retail,lg_com_kr,,Neutral,,Easy_Use,Dishwashers are a new world.,Dishwashers are a new world. Must-buy appliances.,식세기는 신세계입니다 꼭사야하는가전,Not verified,,5.0
25-11-02,75922854,dw,builtin,LG,Objet_collection,DUE5BGHE,ASIA,kr,retail,lg_com_kr,,Positive,,,Must-buy appliances.,Dishwashers are a new world. Must-buy appliances.,식세기는 신세계입니다 꼭사야하는가전,Not verified,,5.0
25-11-02,75922913,dw,front_control,BOSCH,4_series,SMS4ECI28E,EU,es,retail,elcorteingles,,Positive,use,,Excellent appliance.,[ Efficiency ] || ---------------- || Excellent appliance. Effective and efficient.,[ Eficiencia ] || ---------------- || Magnífico electrodoméstico. Eficaz y eficiente.,Verified,,5.0
25-11-02,75922913,dw,front_control,BOSCH,4_series,SMS4ECI28E,EU,es,retail,elcorteingles,,Positive,use,Product_Satisfaction,Effective and efficient.,[ Efficiency ] || ---------------- || Excellent appliance. Effective and efficient.,[ Eficiencia ] || ---------------- || Magnífico electrodoméstico. Eficaz y eficiente.,Verified,,5.0
25-11-02,75924426,dw,countertop,CUCKOO,marshmallow_2_0,CDW_BS0310TWE,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,I tried it once to test it and the cleaning power is good.,[ I tried it once to test it and the cleaning power is good. ] || ---------------- || I tried it once to test it and the cleaning power is good.,[ 한번 시험삼아 돌려봤는데 세척력이 좋네요. ] || ---------------- || 한번 시험삼아 돌려봤는데 세척력이 좋네요.,Not verified,,5.0
25-11-02,75925110,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,purchase,Design,I bought one because it's space-efficient and affordable.,"[ I bought one because it's space-efficient and affordable. It was actually easy to install, and it wasn't as heavy as I expected, which was nice. My wife is very satisfied. ] || ---------------- || I bought one because it's space-efficient and affordable. It was actually easy to install, and it wasn't as heavy as I expected, which was nice. My wife is very satisfied.",[ 공간 효율도 높고 가격도 저렴해서 하나 구입했습니다. 실제로 설치가 간단하고 생각보다 무겁지 않아서 좋았구요. 와이프 만족도가 높습니다. ] || ---------------- || 공간 효율도 높고 가격도 저렴해서 하나 구입했습니다. 실제로 설치가 간단하고 생각보다 무겁지 않아서 좋았구요. 와이프 만족도가 높습니다.,Not verified,,5.0
25-11-02,75925110,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,purchase,Price,I bought one because it's space-efficient and affordable.,"[ I bought one because it's space-efficient and affordable. It was actually easy to install, and it wasn't as heavy as I expected, which was nice. My wife is very satisfied. ] || ---------------- || I bought one because it's space-efficient and affordable. It was actually easy to install, and it wasn't as heavy as I expected, which was nice. My wife is very satisfied.",[ 공간 효율도 높고 가격도 저렴해서 하나 구입했습니다. 실제로 설치가 간단하고 생각보다 무겁지 않아서 좋았구요. 와이프 만족도가 높습니다. ] || ---------------- || 공간 효율도 높고 가격도 저렴해서 하나 구입했습니다. 실제로 설치가 간단하고 생각보다 무겁지 않아서 좋았구요. 와이프 만족도가 높습니다.,Not verified,,5.0
25-11-02,75925110,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,purchase,Product_Satisfaction,I bought one because it's space-efficient and affordable.,"[ I bought one because it's space-efficient and affordable. It was actually easy to install, and it wasn't as heavy as I expected, which was nice. My wife is very satisfied. ] || ---------------- || I bought one because it's space-efficient and affordable. It was actually easy to install, and it wasn't as heavy as I expected, which was nice. My wife is very satisfied.",[ 공간 효율도 높고 가격도 저렴해서 하나 구입했습니다. 실제로 설치가 간단하고 생각보다 무겁지 않아서 좋았구요. 와이프 만족도가 높습니다. ] || ---------------- || 공간 효율도 높고 가격도 저렴해서 하나 구입했습니다. 실제로 설치가 간단하고 생각보다 무겁지 않아서 좋았구요. 와이프 만족도가 높습니다.,Not verified,,5.0
25-11-02,75925110,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,"It was actually easy to install, and it wasn't as heavy as I expected, which was nice.","[ I bought one because it's space-efficient and affordable. It was actually easy to install, and it wasn't as heavy as I expected, which was nice. My wife is very satisfied. ] || ---------------- || I bought one because it's space-efficient and affordable. It was actually easy to install, and it wasn't as heavy as I expected, which was nice. My wife is very satisfied.",[ 공간 효율도 높고 가격도 저렴해서 하나 구입했습니다. 실제로 설치가 간단하고 생각보다 무겁지 않아서 좋았구요. 와이프 만족도가 높습니다. ] || ---------------- || 공간 효율도 높고 가격도 저렴해서 하나 구입했습니다. 실제로 설치가 간단하고 생각보다 무겁지 않아서 좋았구요. 와이프 만족도가 높습니다.,Not verified,,5.0
25-11-02,75925110,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,use,,My wife is very satisfied.,"[ I bought one because it's space-efficient and affordable. It was actually easy to install, and it wasn't as heavy as I expected, which was nice. My wife is very satisfied. ] || ---------------- || I bought one because it's space-efficient and affordable. It was actually easy to install, and it wasn't as heavy as I expected, which was nice. My wife is very satisfied.",[ 공간 효율도 높고 가격도 저렴해서 하나 구입했습니다. 실제로 설치가 간단하고 생각보다 무겁지 않아서 좋았구요. 와이프 만족도가 높습니다. ] || ---------------- || 공간 효율도 높고 가격도 저렴해서 하나 구입했습니다. 실제로 설치가 간단하고 생각보다 무겁지 않아서 좋았구요. 와이프 만족도가 높습니다.,Not verified,,5.0
25-11-02,75925113,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,,,I'm satisfied.,[ I'm satisfied. It's a great help. ] || ---------------- || I'm satisfied. It's a great help.,[ 만족해요큰도움이되어  죠아요 ] || ---------------- || 만족해요큰도움이되어  죠아요,Not verified,,5.0
25-11-02,75925113,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,use,Easy_Use,It's a great help.,[ I'm satisfied. It's a great help. ] || ---------------- || I'm satisfied. It's a great help.,[ 만족해요큰도움이되어  죠아요 ] || ---------------- || 만족해요큰도움이되어  죠아요,Not verified,,5.0
25-11-02,75925111,dw,countertop,MINIX,pro,MNDW_110CG_MNDW_110G_MNDW_110OB,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Drying,"It's taking a while because I'm not used to it yet, but I'm satisfied because it dries well.","[ It's taking a while because I'm not used to it yet, but I'm satisfied because it dries well. ] || ---------------- || It's taking a while because I'm not used to it yet, but I'm satisfied because it dries well.",[ 아직은 손에 안익어서 조금 시간이 걸리긴하는데 건조까지 잘 되서 만족합니다 ] || ---------------- || 아직은 손에 안익어서 조금 시간이 걸리긴하는데 건조까지 잘 되서 만족합니다,Not verified,,5.0
25-11-02,75928318,dw,top_control,GE,GDT670SFVDS_GDT670SGVBB_GDT670SGVWW_GDT670SMVES_GDT670SYVFS,GDT670SFVDS_GDT670SGVBB_GDT670SGVWW_GDT670SMVES_GDT670SYVFS,,us,retail,geappliances,,Negative,use,Performance_Washing,"Many dishes still require rinsing or prewashing, was hoping new washer would eliminate that.","[ Review ] || ---------------- || Many dishes still require rinsing or prewashing, was hoping new washer would eliminate that.","[ Review ] || ---------------- || Many dishes still require rinsing or prewashing, was hoping new washer would eliminate that.",Not verified,,4.0
25-11-02,75928317,dw,top_control,GE,GDT670SFVDS_GDT670SGVBB_GDT670SGVWW_GDT670SMVES_GDT670SYVFS,GDT670SFVDS_GDT670SGVBB_GDT670SGVWW_GDT670SMVES_GDT670SYVFS,,us,retail,geappliances,,Positive,use,Noise_Vibration,The efficiency and very quiet when washing.,[ Great product ] || ---------------- || The efficiency and very quiet when washing. We really love GE,[ Great product ] || ---------------- || The efficiency and very quiet when washing. We really love GE,Not verified,,5.0
25-11-02,75928317,dw,top_control,GE,GDT670SFVDS_GDT670SGVBB_GDT670SGVWW_GDT670SMVES_GDT670SYVFS,GDT670SFVDS_GDT670SGVBB_GDT670SGVWW_GDT670SMVES_GDT670SYVFS,,us,retail,geappliances,,Positive,use,Product_Satisfaction,The efficiency and very quiet when washing.,[ Great product ] || ---------------- || The efficiency and very quiet when washing. We really love GE,[ Great product ] || ---------------- || The efficiency and very quiet when washing. We really love GE,Not verified,,5.0
25-11-02,75928317,dw,top_control,GE,GDT670SFVDS_GDT670SGVBB_GDT670SGVWW_GDT670SMVES_GDT670SYVFS,GDT670SFVDS_GDT670SGVBB_GDT670SGVWW_GDT670SMVES_GDT670SYVFS,,us,retail,geappliances,,Positive,,Service,We really love GE,[ Great product ] || ---------------- || The efficiency and very quiet when washing. We really love GE,[ Great product ] || ---------------- || The efficiency and very quiet when washing. We really love GE,Not verified,,5.0
25-11-02,75928387,dw,top_control,GE,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,,us,retail,geappliances,,Positive,use,Design,Love the design and three shelves!,[ Great features ] || ---------------- || Love the design and three shelves! Definitely recommend,[ Great features ] || ---------------- || Love the design and three shelves!Definitely recommend,Not verified,,5.0
25-11-02,75928387,dw,top_control,GE,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,,us,retail,geappliances,,Positive,use,Easy_Use,Love the design and three shelves!,[ Great features ] || ---------------- || Love the design and three shelves! Definitely recommend,[ Great features ] || ---------------- || Love the design and three shelves!Definitely recommend,Not verified,,5.0
25-11-02,75928387,dw,top_control,GE,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,,us,retail,geappliances,,Very Positive,use,,Definitely recommend,[ Great features ] || ---------------- || Love the design and three shelves! Definitely recommend,[ Great features ] || ---------------- || Love the design and three shelves!Definitely recommend,Not verified,,5.0
25-11-02,75928386,dw,top_control,GE,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,,us,retail,geappliances,,Neutral,use,Performance_Washing,I've only used the normal wash.,[ Works very well ] || ---------------- || I've only used the normal wash. Everything is clean and dry. It's huge and quiet. The installation was quick and easy by the installers.,[ Works very well ] || ---------------- || I’ve only used the normal wash.  Everything is clean and dry. It’s huge and quiet.  The installation was quick and easy by the installers.,Not verified,,5.0
25-11-02,75928386,dw,top_control,GE,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,,us,retail,geappliances,,Positive,use,Performance_Drying,Everything is clean and dry.,[ Works very well ] || ---------------- || I've only used the normal wash. Everything is clean and dry. It's huge and quiet. The installation was quick and easy by the installers.,[ Works very well ] || ---------------- || I’ve only used the normal wash.  Everything is clean and dry. It’s huge and quiet.  The installation was quick and easy by the installers.,Not verified,,5.0
25-11-02,75928386,dw,top_control,GE,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,,us,retail,geappliances,,Positive,use,Performance_Washing,Everything is clean and dry.,[ Works very well ] || ---------------- || I've only used the normal wash. Everything is clean and dry. It's huge and quiet. The installation was quick and easy by the installers.,[ Works very well ] || ---------------- || I’ve only used the normal wash.  Everything is clean and dry. It’s huge and quiet.  The installation was quick and easy by the installers.,Not verified,,5.0
25-11-02,75928386,dw,top_control,GE,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,,us,retail,geappliances,,Positive,use,Noise_Vibration,It's huge and quiet.,[ Works very well ] || ---------------- || I've only used the normal wash. Everything is clean and dry. It's huge and quiet. The installation was quick and easy by the installers.,[ Works very well ] || ---------------- || I’ve only used the normal wash.  Everything is clean and dry. It’s huge and quiet.  The installation was quick and easy by the installers.,Not verified,,5.0
25-11-02,75928386,dw,top_control,GE,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,,us,retail,geappliances,,Positive,onboard,Delivery_Installation,The installation was quick and easy by the installers.,[ Works very well ] || ---------------- || I've only used the normal wash. Everything is clean and dry. It's huge and quiet. The installation was quick and easy by the installers.,[ Works very well ] || ---------------- || I’ve only used the normal wash.  Everything is clean and dry. It’s huge and quiet.  The installation was quick and easy by the installers.,Not verified,,5.0
25-11-02,75933171,dw,front_control,BOSCH,6_series,SMU6ZCS16E,EU,es,retail,mediamarkt_es,,Positive,use,Performance_Drying,"I'm surprised; we've tried various programs and methods, and there's always so much water inside.","[ not so good ] || ---------------- || I'm surprised; we've tried various programs and methods, and there's always so much water inside. You practically have to dry the clothes yourself. Is this normal, or is it broken? Everything else works. If you clean it every month, it washes very well.","[ Nicht so gut ] || ---------------- || Ich bin überrascht, haben wir schon verschiedene Programmen und Methode probiert und es ist immer so viel Wasser drinnen. Mann muss halb die Sachen selbst trocken. Es ist normal oder defekt? Alles andere funktioniert. Wenn man jedes Monat eine Reinigung macht, dann wäscht sehr gut.",Not verified,Originally posted on mediamarkt.de,3.0
25-11-02,75933171,dw,front_control,BOSCH,6_series,SMU6ZCS16E,EU,es,retail,mediamarkt_es,,Neutral,use,Performance_Drying,You practically have to dry the clothes yourself.,"[ not so good ] || ---------------- || I'm surprised; we've tried various programs and methods, and there's always so much water inside. You practically have to dry the clothes yourself. Is this normal, or is it broken? Everything else works. If you clean it every month, it washes very well.","[ Nicht so gut ] || ---------------- || Ich bin überrascht, haben wir schon verschiedene Programmen und Methode probiert und es ist immer so viel Wasser drinnen. Mann muss halb die Sachen selbst trocken. Es ist normal oder defekt? Alles andere funktioniert. Wenn man jedes Monat eine Reinigung macht, dann wäscht sehr gut.",Not verified,Originally posted on mediamarkt.de,3.0
25-11-02,75933171,dw,front_control,BOSCH,6_series,SMU6ZCS16E,EU,es,retail,mediamarkt_es,,Neutral,,Durability,"Is this normal, or is it broken?","[ not so good ] || ---------------- || I'm surprised; we've tried various programs and methods, and there's always so much water inside. You practically have to dry the clothes yourself. Is this normal, or is it broken? Everything else works. If you clean it every month, it washes very well.","[ Nicht so gut ] || ---------------- || Ich bin überrascht, haben wir schon verschiedene Programmen und Methode probiert und es ist immer so viel Wasser drinnen. Mann muss halb die Sachen selbst trocken. Es ist normal oder defekt? Alles andere funktioniert. Wenn man jedes Monat eine Reinigung macht, dann wäscht sehr gut.",Not verified,Originally posted on mediamarkt.de,3.0
25-11-02,75933171,dw,front_control,BOSCH,6_series,SMU6ZCS16E,EU,es,retail,mediamarkt_es,,Neutral,use,,Everything else works.,"[ not so good ] || ---------------- || I'm surprised; we've tried various programs and methods, and there's always so much water inside. You practically have to dry the clothes yourself. Is this normal, or is it broken? Everything else works. If you clean it every month, it washes very well.","[ Nicht so gut ] || ---------------- || Ich bin überrascht, haben wir schon verschiedene Programmen und Methode probiert und es ist immer so viel Wasser drinnen. Mann muss halb die Sachen selbst trocken. Es ist normal oder defekt? Alles andere funktioniert. Wenn man jedes Monat eine Reinigung macht, dann wäscht sehr gut.",Not verified,Originally posted on mediamarkt.de,3.0
