Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-01-08,48059261,dw,front_control,SIEMENS,SJ236I01JC,SJ236I01JC,ASIA,cn,retail,jd,,Negative,onboard,Price,"In addition, during the installation, the water pipe was charged * yuan, the price is outrageous, the water pipe is very short, fortunately, I bought the faucet myself","I bought a New Year gift for my parents, and the express delivery was excellent, but the event made me speechless. I didn't place the order until New Year's Day, and it was * yuan more expensive. In addition, during the installation, the water pipe was charged * yuan, the price is outrageous, the water pipe is very short, fortunately, I bought the faucet myself",买给父母的新年礼物，快递给力，就是活动让人无语，等元旦才给下单，还贵了*块钱。另外安装的时候，水管还被收了*块钱，价格很离谱哈，就很短的水管，还好水龙头自己买了,,,5.0
23-01-08,48059270,dw,front_control,SIEMENS,SJ236I01JC,SJ236I01JC,ASIA,cn,retail,jd,,Very Positive,"purchase,use",Easy_Use,"Very easy to use, very solid quality, super cost-effective, highly recommended","Very easy to use, very solid quality, super cost-effective, highly recommended",很好用，质量很扎实，性价比超高，大力推荐,,,5.0
23-01-08,48059270,dw,front_control,SIEMENS,SJ236I01JC,SJ236I01JC,ASIA,cn,retail,jd,,Very Positive,"purchase,use",Price,"Very easy to use, very solid quality, super cost-effective, highly recommended","Very easy to use, very solid quality, super cost-effective, highly recommended",很好用，质量很扎实，性价比超高，大力推荐,,,5.0
23-01-08,48060497,dw,front_control,KITCHENAID,KDFM404K,KDFM404K,,us,retail,kitchenaid,,Neutral,maintain,Service,"We have 2 service calls on it, though.","We have 2 service calls on it, though. First was the water level sensor, acting like it again. Does a wonderful quiet and thorough job and the filter package keeps crud out of the deep machinery. Overalll a great purchase.","[ Nice dishwasher ] || ---------------- || We have 2 service calls on it, though. First was the water level sensor, acting like it again. Does a wonderful quiet and thorough job and the filter package keeps crud out of the deep machinery. Overalll a great purchase.",,,4.0
23-01-08,48060497,dw,front_control,KITCHENAID,KDFM404K,KDFM404K,,us,retail,kitchenaid,,Neutral,,Performance_Washing,"First was the water level sensor, acting like it again.","We have 2 service calls on it, though. First was the water level sensor, acting like it again. Does a wonderful quiet and thorough job and the filter package keeps crud out of the deep machinery. Overalll a great purchase.","[ Nice dishwasher ] || ---------------- || We have 2 service calls on it, though. First was the water level sensor, acting like it again. Does a wonderful quiet and thorough job and the filter package keeps crud out of the deep machinery. Overalll a great purchase.",,,4.0
23-01-08,48060497,dw,front_control,KITCHENAID,KDFM404K,KDFM404K,,us,retail,kitchenaid,,Positive,use,Noise_Vibration,Does a wonderful quiet and thorough job and the filter package keeps crud out of the deep machinery.,"We have 2 service calls on it, though. First was the water level sensor, acting like it again. Does a wonderful quiet and thorough job and the filter package keeps crud out of the deep machinery. Overalll a great purchase.","[ Nice dishwasher ] || ---------------- || We have 2 service calls on it, though. First was the water level sensor, acting like it again. Does a wonderful quiet and thorough job and the filter package keeps crud out of the deep machinery. Overalll a great purchase.",,,4.0
23-01-08,48060497,dw,front_control,KITCHENAID,KDFM404K,KDFM404K,,us,retail,kitchenaid,,Positive,purchase,,Overalll a great purchase.,"We have 2 service calls on it, though. First was the water level sensor, acting like it again. Does a wonderful quiet and thorough job and the filter package keeps crud out of the deep machinery. Overalll a great purchase.","[ Nice dishwasher ] || ---------------- || We have 2 service calls on it, though. First was the water level sensor, acting like it again. Does a wonderful quiet and thorough job and the filter package keeps crud out of the deep machinery. Overalll a great purchase.",,,4.0
23-01-08,80070225,dw,front_control,KITCHENAID,KDFM404KBS,KDFM404KBS,,us,retail,kitchenaid,,Positive,use,,We have had very good luck with this dishwasher to date.,"[ Solid dishwasher ] || ---------------- || We have had very good luck with this dishwasher to date. Very quite and does a good job getting dishes, etc clean","[ Solid dishwasher ] || ---------------- || We have had very good luck with this dishwasher to date.  Very quite and does a good job getting dishes, etc clean",Not verified,,5.0
23-01-08,80070225,dw,front_control,KITCHENAID,KDFM404KBS,KDFM404KBS,,us,retail,kitchenaid,,Positive,use,Noise_Vibration,"Very quite and does a good job getting dishes, etc clean","[ Solid dishwasher ] || ---------------- || We have had very good luck with this dishwasher to date. Very quite and does a good job getting dishes, etc clean","[ Solid dishwasher ] || ---------------- || We have had very good luck with this dishwasher to date.  Very quite and does a good job getting dishes, etc clean",Not verified,,5.0
23-01-08,80070225,dw,front_control,KITCHENAID,KDFM404KBS,KDFM404KBS,,us,retail,kitchenaid,,Positive,use,Performance_Washing,"Very quite and does a good job getting dishes, etc clean","[ Solid dishwasher ] || ---------------- || We have had very good luck with this dishwasher to date. Very quite and does a good job getting dishes, etc clean","[ Solid dishwasher ] || ---------------- || We have had very good luck with this dishwasher to date.  Very quite and does a good job getting dishes, etc clean",Not verified,,5.0
23-01-08,48060359,dw,front_control,HAIER,EYW131286BKDU1,EYW131286BKDU1,ASIA,cn,retail,jd,,Neutral,,Delivery_Installation,"After so many years of online shopping, this is the first time I have taken it so seriously. ,","After so many years of online shopping, this is the first time I have taken it so seriously. ,I think this is a good habit. Whenever I see: Dear, your evaluation is of great help to other buyers, I swear that I must be a professional accountant of praise to help other buyers. The uncle has said that the buyers who give good reviews are good buyers. I really like it, I support it very much, the quality is very good, exactly as described by the seller, very satisfied, I really like it, completely exceeded expectations, the delivery speed is very fast, the packaging is very careful and strict, and the service attitude of the logistics company is very good, The shipping speed is very fast, very satisfied with a shopping, it's great","网购了这么多年，这是我第一次这么认真的对待。,俺觉得这是个好习惯，每当看到：亲，您的评价对别的买家有很大帮助时，俺就发誓一定要做个好评专业户去好好帮助别的买家。大叔都说了，给好评的买家都是好买家哈。 真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物,太不错了",,,5.0
23-01-08,48060359,dw,front_control,HAIER,EYW131286BKDU1,EYW131286BKDU1,ASIA,cn,retail,jd,,Positive,use,,I think this is a good habit.,"After so many years of online shopping, this is the first time I have taken it so seriously. ,I think this is a good habit. Whenever I see: Dear, your evaluation is of great help to other buyers, I swear that I must be a professional accountant of praise to help other buyers. The uncle has said that the buyers who give good reviews are good buyers. I really like it, I support it very much, the quality is very good, exactly as described by the seller, very satisfied, I really like it, completely exceeded expectations, the delivery speed is very fast, the packaging is very careful and strict, and the service attitude of the logistics company is very good, The shipping speed is very fast, very satisfied with a shopping, it's great","网购了这么多年，这是我第一次这么认真的对待。,俺觉得这是个好习惯，每当看到：亲，您的评价对别的买家有很大帮助时，俺就发誓一定要做个好评专业户去好好帮助别的买家。大叔都说了，给好评的买家都是好买家哈。 真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物,太不错了",,,5.0
23-01-08,48060359,dw,front_control,HAIER,EYW131286BKDU1,EYW131286BKDU1,ASIA,cn,retail,jd,,Positive,,Service,"Whenever I see: Dear, your evaluation is of great help to other buyers, I swear that I must be a professional accountant of praise to help other buyers.","After so many years of online shopping, this is the first time I have taken it so seriously. ,I think this is a good habit. Whenever I see: Dear, your evaluation is of great help to other buyers, I swear that I must be a professional accountant of praise to help other buyers. The uncle has said that the buyers who give good reviews are good buyers. I really like it, I support it very much, the quality is very good, exactly as described by the seller, very satisfied, I really like it, completely exceeded expectations, the delivery speed is very fast, the packaging is very careful and strict, and the service attitude of the logistics company is very good, The shipping speed is very fast, very satisfied with a shopping, it's great","网购了这么多年，这是我第一次这么认真的对待。,俺觉得这是个好习惯，每当看到：亲，您的评价对别的买家有很大帮助时，俺就发誓一定要做个好评专业户去好好帮助别的买家。大叔都说了，给好评的买家都是好买家哈。 真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物,太不错了",,,5.0
23-01-08,48060359,dw,front_control,HAIER,EYW131286BKDU1,EYW131286BKDU1,ASIA,cn,retail,jd,,Positive,,Delivery_Installation,The uncle has said that the buyers who give good reviews are good buyers.,"After so many years of online shopping, this is the first time I have taken it so seriously. ,I think this is a good habit. Whenever I see: Dear, your evaluation is of great help to other buyers, I swear that I must be a professional accountant of praise to help other buyers. The uncle has said that the buyers who give good reviews are good buyers. I really like it, I support it very much, the quality is very good, exactly as described by the seller, very satisfied, I really like it, completely exceeded expectations, the delivery speed is very fast, the packaging is very careful and strict, and the service attitude of the logistics company is very good, The shipping speed is very fast, very satisfied with a shopping, it's great","网购了这么多年，这是我第一次这么认真的对待。,俺觉得这是个好习惯，每当看到：亲，您的评价对别的买家有很大帮助时，俺就发誓一定要做个好评专业户去好好帮助别的买家。大叔都说了，给好评的买家都是好买家哈。 真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物,太不错了",,,5.0
23-01-08,48060359,dw,front_control,HAIER,EYW131286BKDU1,EYW131286BKDU1,ASIA,cn,retail,jd,,Positive,,Service,The uncle has said that the buyers who give good reviews are good buyers.,"After so many years of online shopping, this is the first time I have taken it so seriously. ,I think this is a good habit. Whenever I see: Dear, your evaluation is of great help to other buyers, I swear that I must be a professional accountant of praise to help other buyers. The uncle has said that the buyers who give good reviews are good buyers. I really like it, I support it very much, the quality is very good, exactly as described by the seller, very satisfied, I really like it, completely exceeded expectations, the delivery speed is very fast, the packaging is very careful and strict, and the service attitude of the logistics company is very good, The shipping speed is very fast, very satisfied with a shopping, it's great","网购了这么多年，这是我第一次这么认真的对待。,俺觉得这是个好习惯，每当看到：亲，您的评价对别的买家有很大帮助时，俺就发誓一定要做个好评专业户去好好帮助别的买家。大叔都说了，给好评的买家都是好买家哈。 真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物,太不错了",,,5.0
23-01-08,48060359,dw,front_control,HAIER,EYW131286BKDU1,EYW131286BKDU1,ASIA,cn,retail,jd,,Positive,deliver,Delivery_Installation,"I really like it, I support it very much, the quality is very good, exactly as described by the seller, very satisfied, I really like it, completely exceeded expectations, the delivery speed is very fast, the packaging is very careful and strict, and the service attitude of the logistics company is very good, The shipping speed is very fast, very satisfied with a shopping, it's great","After so many years of online shopping, this is the first time I have taken it so seriously. ,I think this is a good habit. Whenever I see: Dear, your evaluation is of great help to other buyers, I swear that I must be a professional accountant of praise to help other buyers. The uncle has said that the buyers who give good reviews are good buyers. I really like it, I support it very much, the quality is very good, exactly as described by the seller, very satisfied, I really like it, completely exceeded expectations, the delivery speed is very fast, the packaging is very careful and strict, and the service attitude of the logistics company is very good, The shipping speed is very fast, very satisfied with a shopping, it's great","网购了这么多年，这是我第一次这么认真的对待。,俺觉得这是个好习惯，每当看到：亲，您的评价对别的买家有很大帮助时，俺就发誓一定要做个好评专业户去好好帮助别的买家。大叔都说了，给好评的买家都是好买家哈。 真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物,太不错了",,,5.0
23-01-08,48060359,dw,front_control,HAIER,EYW131286BKDU1,EYW131286BKDU1,ASIA,cn,retail,jd,,Positive,deliver,Service,"I really like it, I support it very much, the quality is very good, exactly as described by the seller, very satisfied, I really like it, completely exceeded expectations, the delivery speed is very fast, the packaging is very careful and strict, and the service attitude of the logistics company is very good, The shipping speed is very fast, very satisfied with a shopping, it's great","After so many years of online shopping, this is the first time I have taken it so seriously. ,I think this is a good habit. Whenever I see: Dear, your evaluation is of great help to other buyers, I swear that I must be a professional accountant of praise to help other buyers. The uncle has said that the buyers who give good reviews are good buyers. I really like it, I support it very much, the quality is very good, exactly as described by the seller, very satisfied, I really like it, completely exceeded expectations, the delivery speed is very fast, the packaging is very careful and strict, and the service attitude of the logistics company is very good, The shipping speed is very fast, very satisfied with a shopping, it's great","网购了这么多年，这是我第一次这么认真的对待。,俺觉得这是个好习惯，每当看到：亲，您的评价对别的买家有很大帮助时，俺就发誓一定要做个好评专业户去好好帮助别的买家。大叔都说了，给好评的买家都是好买家哈。 真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物,太不错了",,,5.0
23-01-08,48060382,dw,front_control,HAIER,EYW131286BKDU1,EYW131286BKDU1,ASIA,cn,retail,jd,,Positive,,Design,"The master came to the door very quickly, very professional, the machine looks good, and the price is very high","The master came to the door very quickly, very professional, the machine looks good, and the price is very high",师傅上门很快，很专业，机器很好看，性价比很高,,,5.0
23-01-08,48060382,dw,front_control,HAIER,EYW131286BKDU1,EYW131286BKDU1,ASIA,cn,retail,jd,,Positive,,Price,"The master came to the door very quickly, very professional, the machine looks good, and the price is very high","The master came to the door very quickly, very professional, the machine looks good, and the price is very high",师傅上门很快，很专业，机器很好看，性价比很高,,,5.0
23-01-08,48060397,dw,front_control,HAIER,EYW131286BKDU1,EYW131286BKDU1,ASIA,cn,retail,jd,,Positive,use,Design,"The service is very good, the appearance is atmospheric and beautiful","The service is very good, the appearance is atmospheric and beautiful",服务很好，外观大气，美观,,,5.0
23-01-08,48060442,dw,front_control,SIEMENS,SJ235B01JC,SJ235B01JC,ASIA,cn,retail,jd,,Neutral,,Service,The Siemens dishwashers that are used in several houses in the family are really inseparable helpers,The Siemens dishwashers that are used in several houses in the family are really inseparable helpers,家里几个房子都用的西门子洗碗机，真是离不开的得力帮手,,,5.0
23-01-08,48069116,dw,top_control,WHIRLPOOL,WDT540HAMZ,WDT540HAMZ,,us,retail,homedepot,,Positive,onboard,Delivery_Installation,The dishwasher is very good looking and was not hard to install.,"The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.","[ Great Dishwasher ] || ---------------- || The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.",,,5.0
23-01-08,48069116,dw,top_control,WHIRLPOOL,WDT540HAMZ,WDT540HAMZ,,us,retail,homedepot,,Positive,onboard,Design,The dishwasher is very good looking and was not hard to install.,"The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.","[ Great Dishwasher ] || ---------------- || The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.",,,5.0
23-01-08,48069116,dw,top_control,WHIRLPOOL,WDT540HAMZ,WDT540HAMZ,,us,retail,homedepot,,Neutral,deliver,Delivery_Installation,I prepped the space next to the sink before it arrived.,"The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.","[ Great Dishwasher ] || ---------------- || The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.",,,5.0
23-01-08,48069116,dw,top_control,WHIRLPOOL,WDT540HAMZ,WDT540HAMZ,,us,retail,homedepot,,Positive,,Delivery_Installation,The website said what the minimum openings could be and they were very accurate.,"The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.","[ Great Dishwasher ] || ---------------- || The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.",,,5.0
23-01-08,48069116,dw,top_control,WHIRLPOOL,WDT540HAMZ,WDT540HAMZ,,us,retail,homedepot,,Neutral,,Design,I actually wish I had added another 1/2 inch for height but it did fit.,"The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.","[ Great Dishwasher ] || ---------------- || The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.",,,5.0
23-01-08,48069116,dw,top_control,WHIRLPOOL,WDT540HAMZ,WDT540HAMZ,,us,retail,homedepot,,Neutral,use,Easy_Use,"It has two racks, like most standard dishwashers.","The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.","[ Great Dishwasher ] || ---------------- || The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.",,,5.0
23-01-08,48069116,dw,top_control,WHIRLPOOL,WDT540HAMZ,WDT540HAMZ,,us,retail,homedepot,,Positive,use,Design,The organization is good so I was able to fit quite a few dishes in it.,"The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.","[ Great Dishwasher ] || ---------------- || The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.",,,5.0
23-01-08,48069116,dw,top_control,WHIRLPOOL,WDT540HAMZ,WDT540HAMZ,,us,retail,homedepot,,Positive,use,Easy_Use,The controls are easy to read and easy to use.,"The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.","[ Great Dishwasher ] || ---------------- || The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.",,,5.0
23-01-08,48069116,dw,top_control,WHIRLPOOL,WDT540HAMZ,WDT540HAMZ,,us,retail,homedepot,,Neutral,use,,You just push cycle until you get to the desired cycle and then press start and close the door.,"The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.","[ Great Dishwasher ] || ---------------- || The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.",,,5.0
23-01-08,48069116,dw,top_control,WHIRLPOOL,WDT540HAMZ,WDT540HAMZ,,us,retail,homedepot,,Positive,use,Easy_Use,The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean.,"The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.","[ Great Dishwasher ] || ---------------- || The dishwasher is very good looking and was not hard to install. I prepped the space next to the sink before it arrived. The website said what the minimum openings could be and they were very accurate. I actually wish I had added another 1/2 inch for height but it did fit. It has two racks, like most standard dishwashers. The organization is good so I was able to fit quite a few dishes in it. The controls are easy to read and easy to use. You just push cycle until you get to the desired cycle and then press start and close the door. The normal cycle ran a little longer than the normal cycle in my old house but the dishes came out very clean. I put a few dishes with caked on egg yolk to test how well it cleaned and was very impressed. My old dishwasher had a hard time cleaning caked on egg between the fork tines but as you can see, they came out spotless. They is a great dishwasher and I would recommend it without hesitation.",,,5.0
