Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-07-11,53675856,dw,front_control,GE,GDF450PGRBB_GDF450PGRWW_GDF450PSRSS,GDF450PGRBB_GDF450PGRWW_GDF450PSRSS,,us,retail,geappliances,,Neutral,use,Easy_Use,Open the door and slide the top rack out 6 inches to prop the door open or the dishes will be covered in spots.,"[ Priced accordingly ] || ---------------- || Inexpensive, washes dishes, latch and all moving parts are cheap, which fits the price. Doesn't dry the dishes, leaves tons of moisture in the machine. Open the door and slide the top rack out 6 inches to prop the door open or the dishes will be covered in spots. Inexpensive… got what we paid for and not disappointed.","[ Priced accordingly ] || ---------------- || Inexpensive, washes dishes, latch and all moving parts are  cheap, which fits the price. Doesn’t dry the dishes, leaves tons of moisture in the machine. Open the door and slide the top rack out 6 inches  to prop the door open or the dishes will be covered in spots. Inexpensive… got what we paid for and not disappointed.",,,3.0
23-07-10,53774293,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,onboard,Delivery_Installation,The service of the installer is very good.,"It’s installed, but it’s still not used. The service of the installer is very good.",安装好了还没用，安装师傅服务很好好评,,,5.0
23-07-10,53774293,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,onboard,Service,The service of the installer is very good.,"It’s installed, but it’s still not used. The service of the installer is very good.",安装好了还没用，安装师傅服务很好好评,,,5.0
23-07-10,53774298,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,,Easy_Use,"An artifact that truly liberates hands, an essential member of the smart home.","An artifact that truly liberates hands, an essential member of the smart home. Let me focus on logistics. I placed an order on Double 11 last year, but it has not been delivered because of the progress of home renovation. I contacted the customer service as soon as I could install it, and then it was delivered to my home the next day, and I immediately asked a master to come and install it. A very perfect shopping experience.",真正解放双手的神器，智能家居必不可少的成员。重点说一下物流，去年双十一下单的，因为家里装修进度原因一直没让发货。等到可以安装的第一时间就联系了客服，然后第二天就送到家了，马上就约了师傅上门安装。非常完美的一次购物体验。,,,5.0
23-07-10,53774298,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,,Delivery_Installation,Let me focus on logistics.,"An artifact that truly liberates hands, an essential member of the smart home. Let me focus on logistics. I placed an order on Double 11 last year, but it has not been delivered because of the progress of home renovation. I contacted the customer service as soon as I could install it, and then it was delivered to my home the next day, and I immediately asked a master to come and install it. A very perfect shopping experience.",真正解放双手的神器，智能家居必不可少的成员。重点说一下物流，去年双十一下单的，因为家里装修进度原因一直没让发货。等到可以安装的第一时间就联系了客服，然后第二天就送到家了，马上就约了师傅上门安装。非常完美的一次购物体验。,,,5.0
23-07-10,53774298,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Negative,"deliver,purchase",Delivery_Installation,"I placed an order on Double 11 last year, but it has not been delivered because of the progress of home renovation.","An artifact that truly liberates hands, an essential member of the smart home. Let me focus on logistics. I placed an order on Double 11 last year, but it has not been delivered because of the progress of home renovation. I contacted the customer service as soon as I could install it, and then it was delivered to my home the next day, and I immediately asked a master to come and install it. A very perfect shopping experience.",真正解放双手的神器，智能家居必不可少的成员。重点说一下物流，去年双十一下单的，因为家里装修进度原因一直没让发货。等到可以安装的第一时间就联系了客服，然后第二天就送到家了，马上就约了师傅上门安装。非常完美的一次购物体验。,,,5.0
23-07-10,53774298,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,"deliver,onboard",Delivery_Installation,"I contacted the customer service as soon as I could install it, and then it was delivered to my home the next day, and I immediately asked a master to come and install it.","An artifact that truly liberates hands, an essential member of the smart home. Let me focus on logistics. I placed an order on Double 11 last year, but it has not been delivered because of the progress of home renovation. I contacted the customer service as soon as I could install it, and then it was delivered to my home the next day, and I immediately asked a master to come and install it. A very perfect shopping experience.",真正解放双手的神器，智能家居必不可少的成员。重点说一下物流，去年双十一下单的，因为家里装修进度原因一直没让发货。等到可以安装的第一时间就联系了客服，然后第二天就送到家了，马上就约了师傅上门安装。非常完美的一次购物体验。,,,5.0
23-07-10,53774298,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,"deliver,onboard",Service,"I contacted the customer service as soon as I could install it, and then it was delivered to my home the next day, and I immediately asked a master to come and install it.","An artifact that truly liberates hands, an essential member of the smart home. Let me focus on logistics. I placed an order on Double 11 last year, but it has not been delivered because of the progress of home renovation. I contacted the customer service as soon as I could install it, and then it was delivered to my home the next day, and I immediately asked a master to come and install it. A very perfect shopping experience.",真正解放双手的神器，智能家居必不可少的成员。重点说一下物流，去年双十一下单的，因为家里装修进度原因一直没让发货。等到可以安装的第一时间就联系了客服，然后第二天就送到家了，马上就约了师傅上门安装。非常完美的一次购物体验。,,,5.0
23-07-10,53774298,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,,,A very perfect shopping experience.,"An artifact that truly liberates hands, an essential member of the smart home. Let me focus on logistics. I placed an order on Double 11 last year, but it has not been delivered because of the progress of home renovation. I contacted the customer service as soon as I could install it, and then it was delivered to my home the next day, and I immediately asked a master to come and install it. A very perfect shopping experience.",真正解放双手的神器，智能家居必不可少的成员。重点说一下物流，去年双十一下单的，因为家里装修进度原因一直没让发货。等到可以安装的第一时间就联系了客服，然后第二天就送到家了，马上就约了师傅上门安装。非常完美的一次购物体验。,,,5.0
23-07-10,53774307,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,purchase,,I bought it during 618.,"I bought it during 618. Today, when the installation is almost done, I invited a master to come over to install it. The master is very professional. In addition, the whole process of remodeling the cabinets was completed in just over half an hour. I will try it after I live in it. I hope to choose this place You can't go wrong with the money!",618期间买的，今天硬装好的差不多了就约了师傅过来安装，师傅很专业，加上橱柜改造整个过程也就半个多小时就搞好了，等住进来后再来体验，希望选择这款不会错！,,,5.0
23-07-10,53774307,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,onboard,Delivery_Installation,"Today, when the installation is almost done, I invited a master to come over to install it.","I bought it during 618. Today, when the installation is almost done, I invited a master to come over to install it. The master is very professional. In addition, the whole process of remodeling the cabinets was completed in just over half an hour. I will try it after I live in it. I hope to choose this place You can't go wrong with the money!",618期间买的，今天硬装好的差不多了就约了师傅过来安装，师傅很专业，加上橱柜改造整个过程也就半个多小时就搞好了，等住进来后再来体验，希望选择这款不会错！,,,5.0
23-07-10,53774307,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,,Durability,The master is very professional.,"I bought it during 618. Today, when the installation is almost done, I invited a master to come over to install it. The master is very professional. In addition, the whole process of remodeling the cabinets was completed in just over half an hour. I will try it after I live in it. I hope to choose this place You can't go wrong with the money!",618期间买的，今天硬装好的差不多了就约了师傅过来安装，师傅很专业，加上橱柜改造整个过程也就半个多小时就搞好了，等住进来后再来体验，希望选择这款不会错！,,,5.0
23-07-10,53774307,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,,Service,The master is very professional.,"I bought it during 618. Today, when the installation is almost done, I invited a master to come over to install it. The master is very professional. In addition, the whole process of remodeling the cabinets was completed in just over half an hour. I will try it after I live in it. I hope to choose this place You can't go wrong with the money!",618期间买的，今天硬装好的差不多了就约了师傅过来安装，师傅很专业，加上橱柜改造整个过程也就半个多小时就搞好了，等住进来后再来体验，希望选择这款不会错！,,,5.0
23-07-10,53774307,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,onboard,Delivery_Installation,"In addition, the whole process of remodeling the cabinets was completed in just over half an hour.","I bought it during 618. Today, when the installation is almost done, I invited a master to come over to install it. The master is very professional. In addition, the whole process of remodeling the cabinets was completed in just over half an hour. I will try it after I live in it. I hope to choose this place You can't go wrong with the money!",618期间买的，今天硬装好的差不多了就约了师傅过来安装，师傅很专业，加上橱柜改造整个过程也就半个多小时就搞好了，等住进来后再来体验，希望选择这款不会错！,,,5.0
23-07-10,53774307,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,use,,I will try it after I live in it.,"I bought it during 618. Today, when the installation is almost done, I invited a master to come over to install it. The master is very professional. In addition, the whole process of remodeling the cabinets was completed in just over half an hour. I will try it after I live in it. I hope to choose this place You can't go wrong with the money!",618期间买的，今天硬装好的差不多了就约了师傅过来安装，师傅很专业，加上橱柜改造整个过程也就半个多小时就搞好了，等住进来后再来体验，希望选择这款不会错！,,,5.0
23-07-10,53774307,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,decide,Price,I hope to choose this place You can't go wrong with the money!,"I bought it during 618. Today, when the installation is almost done, I invited a master to come over to install it. The master is very professional. In addition, the whole process of remodeling the cabinets was completed in just over half an hour. I will try it after I live in it. I hope to choose this place You can't go wrong with the money!",618期间买的，今天硬装好的差不多了就约了师傅过来安装，师傅很专业，加上橱柜改造整个过程也就半个多小时就搞好了，等住进来后再来体验，希望选择这款不会错！,,,5.0
23-07-10,53774329,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,use,Easy_Use,"The washing is very clean, and the red wine glasses are crystal clear~ There is a special cup holder that is very stable, and there is a layer dedicated to putting chopsticks and spoons and other tableware.","The washing is very clean, and the red wine glasses are crystal clear~ There is a special cup holder that is very stable, and there is a layer dedicated to putting chopsticks and spoons and other tableware. At the same time, it can be remotely controlled by mobile phone. After washing, I want to store it for a long time Some can also be sterilized and dried for long-term storage. There is a little water residue in the normal washing of the dishwasher, but as long as the tableware is not placed, there will be no water residue. It’s just right to open once a day for a family of three~",洗的很干净呀，红酒杯都洗的晶莹剔透的～有专门的杯架很稳，还有一层专门放筷子勺子之类的餐具的，同时能通过手机远程操控，洗完想要存储时间长一些也可以消毒烘干长期存储。正常洗洗碗机稍微有些水分残留，但是餐具只要不是放置的问题都不会有水分残留呢。三口之家一天开一次刚刚好～,,,5.0
23-07-10,53774329,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,use,Easy_Use,"At the same time, it can be remotely controlled by mobile phone.","The washing is very clean, and the red wine glasses are crystal clear~ There is a special cup holder that is very stable, and there is a layer dedicated to putting chopsticks and spoons and other tableware. At the same time, it can be remotely controlled by mobile phone. After washing, I want to store it for a long time Some can also be sterilized and dried for long-term storage. There is a little water residue in the normal washing of the dishwasher, but as long as the tableware is not placed, there will be no water residue. It’s just right to open once a day for a family of three~",洗的很干净呀，红酒杯都洗的晶莹剔透的～有专门的杯架很稳，还有一层专门放筷子勺子之类的餐具的，同时能通过手机远程操控，洗完想要存储时间长一些也可以消毒烘干长期存储。正常洗洗碗机稍微有些水分残留，但是餐具只要不是放置的问题都不会有水分残留呢。三口之家一天开一次刚刚好～,,,5.0
23-07-10,53774329,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,,,"After washing, I want to store it for a long time Some can also be sterilized and dried for long-term storage.","The washing is very clean, and the red wine glasses are crystal clear~ There is a special cup holder that is very stable, and there is a layer dedicated to putting chopsticks and spoons and other tableware. At the same time, it can be remotely controlled by mobile phone. After washing, I want to store it for a long time Some can also be sterilized and dried for long-term storage. There is a little water residue in the normal washing of the dishwasher, but as long as the tableware is not placed, there will be no water residue. It’s just right to open once a day for a family of three~",洗的很干净呀，红酒杯都洗的晶莹剔透的～有专门的杯架很稳，还有一层专门放筷子勺子之类的餐具的，同时能通过手机远程操控，洗完想要存储时间长一些也可以消毒烘干长期存储。正常洗洗碗机稍微有些水分残留，但是餐具只要不是放置的问题都不会有水分残留呢。三口之家一天开一次刚刚好～,,,5.0
23-07-10,53774329,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,use,Performance_Washing,"There is a little water residue in the normal washing of the dishwasher, but as long as the tableware is not placed, there will be no water residue.","The washing is very clean, and the red wine glasses are crystal clear~ There is a special cup holder that is very stable, and there is a layer dedicated to putting chopsticks and spoons and other tableware. At the same time, it can be remotely controlled by mobile phone. After washing, I want to store it for a long time Some can also be sterilized and dried for long-term storage. There is a little water residue in the normal washing of the dishwasher, but as long as the tableware is not placed, there will be no water residue. It’s just right to open once a day for a family of three~",洗的很干净呀，红酒杯都洗的晶莹剔透的～有专门的杯架很稳，还有一层专门放筷子勺子之类的餐具的，同时能通过手机远程操控，洗完想要存储时间长一些也可以消毒烘干长期存储。正常洗洗碗机稍微有些水分残留，但是餐具只要不是放置的问题都不会有水分残留呢。三口之家一天开一次刚刚好～,,,5.0
23-07-10,53774329,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,use,,It’s just right to open once a day for a family of three~,"The washing is very clean, and the red wine glasses are crystal clear~ There is a special cup holder that is very stable, and there is a layer dedicated to putting chopsticks and spoons and other tableware. At the same time, it can be remotely controlled by mobile phone. After washing, I want to store it for a long time Some can also be sterilized and dried for long-term storage. There is a little water residue in the normal washing of the dishwasher, but as long as the tableware is not placed, there will be no water residue. It’s just right to open once a day for a family of three~",洗的很干净呀，红酒杯都洗的晶莹剔透的～有专门的杯架很稳，还有一层专门放筷子勺子之类的餐具的，同时能通过手机远程操控，洗完想要存储时间长一些也可以消毒烘干长期存储。正常洗洗碗机稍微有些水分残留，但是餐具只要不是放置的问题都不会有水分残留呢。三口之家一天开一次刚刚好～,,,5.0
23-07-10,53774388,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Negative,"deliver,purchase",Delivery_Installation,"I bought it during the 618 event, but the delivery was delayed.","I bought it during the 618 event, but the delivery was delayed. Jingdong’s service is very good.",趁着618活动买的，延迟发货了，京东的服务非常到位,,,5.0
23-07-10,53774388,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,,Service,Jingdong’s service is very good.,"I bought it during the 618 event, but the delivery was delayed. Jingdong’s service is very good.",趁着618活动买的，延迟发货了，京东的服务非常到位,,,5.0
23-07-10,53774408,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,,Delivery_Installation,"In the hot summer, the hard-working brother sent it upstairs, the packaging is intact, and the internal parts are also fixed with foam, very careful, the magic of freeing your hands","In the hot summer, the hard-working brother sent it upstairs, the packaging is intact, and the internal parts are also fixed with foam, very careful, the magic of freeing your hands",炎热的夏天，辛苦小哥给送上楼，包装完好，内部零件也有用泡沫固定，很细心，解放双手的神奇,,,5.0
23-07-10,53774416,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,purchase,,I bought this dishwasher after reading a lot of reviews.,I bought this dishwasher after reading a lot of reviews. The delivery was fast. My brother was very careful. He helped unpack the package and inspect the product carefully. It has not been installed. Follow up,这个洗碗机看了很多测评买的 ，送货很快，小哥很细心 ，帮忙拆了包装仔细验货 ，还没安装整体外观很好看，上排的按钮不用弯腰很棒，等安装了再来追评,,,5.0
23-07-10,53774416,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Positive,deliver,Delivery_Installation,The delivery was fast.,I bought this dishwasher after reading a lot of reviews. The delivery was fast. My brother was very careful. He helped unpack the package and inspect the product carefully. It has not been installed. Follow up,这个洗碗机看了很多测评买的 ，送货很快，小哥很细心 ，帮忙拆了包装仔细验货 ，还没安装整体外观很好看，上排的按钮不用弯腰很棒，等安装了再来追评,,,5.0
23-07-10,53774416,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,,,My brother was very careful.,I bought this dishwasher after reading a lot of reviews. The delivery was fast. My brother was very careful. He helped unpack the package and inspect the product carefully. It has not been installed. Follow up,这个洗碗机看了很多测评买的 ，送货很快，小哥很细心 ，帮忙拆了包装仔细验货 ，还没安装整体外观很好看，上排的按钮不用弯腰很棒，等安装了再来追评,,,5.0
23-07-10,53774416,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,onboard,Delivery_Installation,He helped unpack the package and inspect the product carefully.,I bought this dishwasher after reading a lot of reviews. The delivery was fast. My brother was very careful. He helped unpack the package and inspect the product carefully. It has not been installed. Follow up,这个洗碗机看了很多测评买的 ，送货很快，小哥很细心 ，帮忙拆了包装仔细验货 ，还没安装整体外观很好看，上排的按钮不用弯腰很棒，等安装了再来追评,,,5.0
23-07-10,53774416,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Negative,,Delivery_Installation,It has not been installed.,I bought this dishwasher after reading a lot of reviews. The delivery was fast. My brother was very careful. He helped unpack the package and inspect the product carefully. It has not been installed. Follow up,这个洗碗机看了很多测评买的 ，送货很快，小哥很细心 ，帮忙拆了包装仔细验货 ，还没安装整体外观很好看，上排的按钮不用弯腰很棒，等安装了再来追评,,,5.0
23-07-10,53774416,dw,top_control,MIDEA,GX1000S,GX1000S,ASIA,cn,retail,jd,,Neutral,,,Follow up,I bought this dishwasher after reading a lot of reviews. The delivery was fast. My brother was very careful. He helped unpack the package and inspect the product carefully. It has not been installed. Follow up,这个洗碗机看了很多测评买的 ，送货很快，小哥很细心 ，帮忙拆了包装仔细验货 ，还没安装整体外观很好看，上排的按钮不用弯腰很棒，等安装了再来追评,,,5.0
23-07-10,53779477,dw,builtin,LG,Objet_collection,DUBJ4HL,ASIA,kr,retail,naver_shop,,Positive,purchase,Price,"I bought it with a big heart when it was on sale, but it was nice.","[ It's good ] || ---------------- || I bought it with a big heart when it was on sale, but it was nice. The installer installed it well and explained it kindly. It was said that I need to buy additional detergent and salt.",[ 굿입니다 ] || ---------------- || 할인할때 큰맘먹고 샀는데 좋네요 설치기사님이 잘 설치해주시고 친절하게 설명도 해주셔서 좋았네요 추가로 전용세제랑 소금 사야한다는데 준비해서 돌려봐야겠네요,,,5.0
23-07-10,53779477,dw,builtin,LG,Objet_collection,DUBJ4HL,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,The installer installed it well and explained it kindly.,"[ It's good ] || ---------------- || I bought it with a big heart when it was on sale, but it was nice. The installer installed it well and explained it kindly. It was said that I need to buy additional detergent and salt.",[ 굿입니다 ] || ---------------- || 할인할때 큰맘먹고 샀는데 좋네요 설치기사님이 잘 설치해주시고 친절하게 설명도 해주셔서 좋았네요 추가로 전용세제랑 소금 사야한다는데 준비해서 돌려봐야겠네요,,,5.0
23-07-10,53779477,dw,builtin,LG,Objet_collection,DUBJ4HL,ASIA,kr,retail,naver_shop,,Neutral,,,It was said that I need to buy additional detergent and salt.,"[ It's good ] || ---------------- || I bought it with a big heart when it was on sale, but it was nice. The installer installed it well and explained it kindly. It was said that I need to buy additional detergent and salt.",[ 굿입니다 ] || ---------------- || 할인할때 큰맘먹고 샀는데 좋네요 설치기사님이 잘 설치해주시고 친절하게 설명도 해주셔서 좋았네요 추가로 전용세제랑 소금 사야한다는데 준비해서 돌려봐야겠네요,,,5.0
23-07-10,53785627,dw,front_control,KITCHENAID,KDFE104KBL,KDFE104KBL,,ci,retail,bestbuy_ca,,Positive,use,Noise_Vibration,Very quiet and does a great job of cleaning and drying our dishes,[ Great features ] || ---------------- || Very quiet and does a great job of cleaning and drying our dishes,[ Great features ] || ---------------- || [This review was collected as part of a promotion.] Very quiet and does a great job of cleaning and drying our dishes,,,4.0
23-07-10,53785627,dw,front_control,KITCHENAID,KDFE104KBL,KDFE104KBL,,ci,retail,bestbuy_ca,,Positive,use,Performance_Drying,Very quiet and does a great job of cleaning and drying our dishes,[ Great features ] || ---------------- || Very quiet and does a great job of cleaning and drying our dishes,[ Great features ] || ---------------- || [This review was collected as part of a promotion.] Very quiet and does a great job of cleaning and drying our dishes,,,4.0
23-07-10,53785627,dw,front_control,KITCHENAID,KDFE104KBL,KDFE104KBL,,ci,retail,bestbuy_ca,,Positive,use,Performance_Washing,Very quiet and does a great job of cleaning and drying our dishes,[ Great features ] || ---------------- || Very quiet and does a great job of cleaning and drying our dishes,[ Great features ] || ---------------- || [This review was collected as part of a promotion.] Very quiet and does a great job of cleaning and drying our dishes,,,4.0
23-07-10,53785233,dw,front_control,LG,QuadWashTM,DF222FWS,EU,es,retail,elcorteingles,,Neutral,,,(This review was received through a promotion.),"[ too quiet ] || ---------------- || (This review was received through a promotion.) Very good product, very quiet. Leave the dishes very clean.","[ Muy silencioso ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Muy buen producto, muy silencioso.  Deja la platos muy limpios.",,,4.0
23-07-10,53785233,dw,front_control,LG,QuadWashTM,DF222FWS,EU,es,retail,elcorteingles,,Positive,use,Noise_Vibration,"Very good product, very quiet.","[ too quiet ] || ---------------- || (This review was received through a promotion.) Very good product, very quiet. Leave the dishes very clean.","[ Muy silencioso ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Muy buen producto, muy silencioso.  Deja la platos muy limpios.",,,4.0
23-07-10,53785233,dw,front_control,LG,QuadWashTM,DF222FWS,EU,es,retail,elcorteingles,,Positive,use,Performance_Washing,Leave the dishes very clean.,"[ too quiet ] || ---------------- || (This review was received through a promotion.) Very good product, very quiet. Leave the dishes very clean.","[ Muy silencioso ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Muy buen producto, muy silencioso.  Deja la platos muy limpios.",,,4.0
23-07-10,53785612,dw,top_control,BOSCH,4_series,SPV4EMX21E,EU,es,retail,mediamarkt_es,,Neutral,,,(This review was received through a promotion.),[ satisfactory purchase ] || ---------------- || (This review was received through a promotion.) I've had the dishwasher for a month. What would stand out compared to the previous one is its greater capacity thanks to its interior layout. It is silent and another of the things that I like is the projection that it makes of the remaining time and the automatic opening once it is finished. At the moment I have not found any but.,[ Compra satisfactoria ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Hace un mes que tengo el lavavajillas. Lo que destacaría respecto al anterior es su mayor capacidad gracias a su distribución interior. Es silencioso y otra de las cosas que me gusta es la proyección que realiza del tiempo restante y la apertura automática una vez finalizado. Por el momento no le he encontrado ningún pero.,,,5.0
23-07-10,53785612,dw,top_control,BOSCH,4_series,SPV4EMX21E,EU,es,retail,mediamarkt_es,,Neutral,use,,I've had the dishwasher for a month.,[ satisfactory purchase ] || ---------------- || (This review was received through a promotion.) I've had the dishwasher for a month. What would stand out compared to the previous one is its greater capacity thanks to its interior layout. It is silent and another of the things that I like is the projection that it makes of the remaining time and the automatic opening once it is finished. At the moment I have not found any but.,[ Compra satisfactoria ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Hace un mes que tengo el lavavajillas. Lo que destacaría respecto al anterior es su mayor capacidad gracias a su distribución interior. Es silencioso y otra de las cosas que me gusta es la proyección que realiza del tiempo restante y la apertura automática una vez finalizado. Por el momento no le he encontrado ningún pero.,,,5.0
23-07-10,53785612,dw,top_control,BOSCH,4_series,SPV4EMX21E,EU,es,retail,mediamarkt_es,,Positive,use,Design,What would stand out compared to the previous one is its greater capacity thanks to its interior layout.,[ satisfactory purchase ] || ---------------- || (This review was received through a promotion.) I've had the dishwasher for a month. What would stand out compared to the previous one is its greater capacity thanks to its interior layout. It is silent and another of the things that I like is the projection that it makes of the remaining time and the automatic opening once it is finished. At the moment I have not found any but.,[ Compra satisfactoria ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Hace un mes que tengo el lavavajillas. Lo que destacaría respecto al anterior es su mayor capacidad gracias a su distribución interior. Es silencioso y otra de las cosas que me gusta es la proyección que realiza del tiempo restante y la apertura automática una vez finalizado. Por el momento no le he encontrado ningún pero.,,,5.0
23-07-10,53785612,dw,top_control,BOSCH,4_series,SPV4EMX21E,EU,es,retail,mediamarkt_es,,Positive,use,Noise_Vibration,It is silent and another of the things that I like is the projection that it makes of the remaining time and the automatic opening once it is finished.,[ satisfactory purchase ] || ---------------- || (This review was received through a promotion.) I've had the dishwasher for a month. What would stand out compared to the previous one is its greater capacity thanks to its interior layout. It is silent and another of the things that I like is the projection that it makes of the remaining time and the automatic opening once it is finished. At the moment I have not found any but.,[ Compra satisfactoria ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Hace un mes que tengo el lavavajillas. Lo que destacaría respecto al anterior es su mayor capacidad gracias a su distribución interior. Es silencioso y otra de las cosas que me gusta es la proyección que realiza del tiempo restante y la apertura automática una vez finalizado. Por el momento no le he encontrado ningún pero.,,,5.0
23-07-10,53785612,dw,top_control,BOSCH,4_series,SPV4EMX21E,EU,es,retail,mediamarkt_es,,Neutral,,,At the moment I have not found any but.,[ satisfactory purchase ] || ---------------- || (This review was received through a promotion.) I've had the dishwasher for a month. What would stand out compared to the previous one is its greater capacity thanks to its interior layout. It is silent and another of the things that I like is the projection that it makes of the remaining time and the automatic opening once it is finished. At the moment I have not found any but.,[ Compra satisfactoria ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Hace un mes que tengo el lavavajillas. Lo que destacaría respecto al anterior es su mayor capacidad gracias a su distribución interior. Es silencioso y otra de las cosas que me gusta es la proyección que realiza del tiempo restante y la apertura automática una vez finalizado. Por el momento no le he encontrado ningún pero.,,,5.0
23-07-10,53788688,dw,front_control,WHIRLPOOL,WDF331PAMS,WDF331PAMS,,us,retail,ajmadison,,Positive,use,Performance_Washing,I normally wash my dishes by hand but nevertheless this appliance is a great tool for the home.,[ Nice to have ] || ---------------- || I normally wash my dishes by hand but nevertheless this appliance is a great tool for the home.,[ Nice to have ] || ---------------- || [This review was collected as part of a promotion.] I normally wash my dishes by hand but nevertheless this appliance is a great tool for the home.,,,3.0
23-07-10,53802490,dw,top_control,LG,quadwash,DF455HSS,EU,es,retail,elcorteingles,,Neutral,,,(This review was received as part of a promotion.),"[ Best Buy! ] || ---------------- || (This review was received as part of a promotion.) With every LG product, more is achieved! I was behind this dishwasher I don't know how much and. I have not been disappointed at all! Leaves the perfect dishes and is very quiet. At home we are already LGaddicts □□",[ La mejor compra! ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Con cada producto LG se supera más! Llevaba detrás de este lavavajillas ni se cuanto y... para nada me ha decepcionado! Deja la vajilla perfecta y es muy silencioso. En casa ya somos LGadictos □□,,,5.0
23-07-10,53802490,dw,top_control,LG,quadwash,DF455HSS,EU,es,retail,elcorteingles,,Positive,use,,"With every LG product, more is achieved!","[ Best Buy! ] || ---------------- || (This review was received as part of a promotion.) With every LG product, more is achieved! I was behind this dishwasher I don't know how much and. I have not been disappointed at all! Leaves the perfect dishes and is very quiet. At home we are already LGaddicts □□",[ La mejor compra! ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Con cada producto LG se supera más! Llevaba detrás de este lavavajillas ni se cuanto y... para nada me ha decepcionado! Deja la vajilla perfecta y es muy silencioso. En casa ya somos LGadictos □□,,,5.0
23-07-10,53802490,dw,top_control,LG,quadwash,DF455HSS,EU,es,retail,elcorteingles,,Neutral,use,Design,I was behind this dishwasher I don't know how much and.,"[ Best Buy! ] || ---------------- || (This review was received as part of a promotion.) With every LG product, more is achieved! I was behind this dishwasher I don't know how much and. I have not been disappointed at all! Leaves the perfect dishes and is very quiet. At home we are already LGaddicts □□",[ La mejor compra! ] || ---------------- || (Esta reseña se ha recibido a través de una promoción.) Con cada producto LG se supera más! Llevaba detrás de este lavavajillas ni se cuanto y... para nada me ha decepcionado! Deja la vajilla perfecta y es muy silencioso. En casa ya somos LGadictos □□,,,5.0
