Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-08-05,73612069,dw,front_control,BOSCH,SMS6HCB01A,SMS6HCB01A,ASIA,au,retail,thegoodguys,,Positive,use,Noise_Vibration,Barely know its running and it cleans really really well.,[ So very quiet ] || ---------------- || Sshhhhh should be the description. Barely know its running and it cleans really really well. Looks stunning as well,[ So very quiet ] || ---------------- || Sshhhhh should be the description. Barely know its running and it cleans really really well. Looks stunning as well,Verified,,5.0
25-08-03,73533362,dw,builtin,LG,Objet_collection,DUE1BGLE,ASIA,kr,retail,lg_com_kr,,Neutral,,Delivery_Installation,"I was thinking of making it freestanding because I didn't want to bend over, but they said I had to drill a hole in the countertop, so I went with built-in.","I ordered it and they came the next day. Since it's 60cm wide, they repaired and installed the sink. I was told I could pay the repair fee additionally during the visit. It was so convenient that everything from repair to installation was completed in one visit. I was thinking of making it freestanding because I didn't want to bend over, but they said I had to drill a hole in the countertop, so I went with built-in. I worried a lot about where to install it, but I installed it under the right side of the sink as the technician advised, and it's easy to use because it doesn't tangle my route. The sink is light gray, so the beige color stands out a bit, but it's free from the hassle of washing dishes.",주문하고 다음날 방문해주셨어요 가로가 60센치라 싱크대 수선하고 설치했습니다. 수선비는 방문 시 추가지급하면 되더라구요. 1회 방문에 수선부터 설치까지 완료되니 너무 편했어요. 허리 숙이기 싫어서 프리스탠딩으로 할까했으나 상판을 뚫어야한다고 해서 빌트인으로 했어요.  설치 위치고민을 많이 했는데 기사님 조언대로 개수대 오른편 아래에 설치하니 동선이 꼬이지 않아 사용하기 좋아요.  싱크대가 연그레이라 베이지색상이 좀 튀긴하지만 설거지에서 해방되어 편합니다,Not verified,,5.0
25-08-03,73533362,dw,builtin,LG,Objet_collection,DUE1BGLE,ASIA,kr,retail,lg_com_kr,,Positive,"onboard,use",Delivery_Installation,"I worried a lot about where to install it, but I installed it under the right side of the sink as the technician advised, and it's easy to use because it doesn't tangle my route.","I ordered it and they came the next day. Since it's 60cm wide, they repaired and installed the sink. I was told I could pay the repair fee additionally during the visit. It was so convenient that everything from repair to installation was completed in one visit. I was thinking of making it freestanding because I didn't want to bend over, but they said I had to drill a hole in the countertop, so I went with built-in. I worried a lot about where to install it, but I installed it under the right side of the sink as the technician advised, and it's easy to use because it doesn't tangle my route. The sink is light gray, so the beige color stands out a bit, but it's free from the hassle of washing dishes.",주문하고 다음날 방문해주셨어요 가로가 60센치라 싱크대 수선하고 설치했습니다. 수선비는 방문 시 추가지급하면 되더라구요. 1회 방문에 수선부터 설치까지 완료되니 너무 편했어요. 허리 숙이기 싫어서 프리스탠딩으로 할까했으나 상판을 뚫어야한다고 해서 빌트인으로 했어요.  설치 위치고민을 많이 했는데 기사님 조언대로 개수대 오른편 아래에 설치하니 동선이 꼬이지 않아 사용하기 좋아요.  싱크대가 연그레이라 베이지색상이 좀 튀긴하지만 설거지에서 해방되어 편합니다,Not verified,,5.0
25-08-03,73533362,dw,builtin,LG,Objet_collection,DUE1BGLE,ASIA,kr,retail,lg_com_kr,,Positive,"onboard,use",Easy_Use,"I worried a lot about where to install it, but I installed it under the right side of the sink as the technician advised, and it's easy to use because it doesn't tangle my route.","I ordered it and they came the next day. Since it's 60cm wide, they repaired and installed the sink. I was told I could pay the repair fee additionally during the visit. It was so convenient that everything from repair to installation was completed in one visit. I was thinking of making it freestanding because I didn't want to bend over, but they said I had to drill a hole in the countertop, so I went with built-in. I worried a lot about where to install it, but I installed it under the right side of the sink as the technician advised, and it's easy to use because it doesn't tangle my route. The sink is light gray, so the beige color stands out a bit, but it's free from the hassle of washing dishes.",주문하고 다음날 방문해주셨어요 가로가 60센치라 싱크대 수선하고 설치했습니다. 수선비는 방문 시 추가지급하면 되더라구요. 1회 방문에 수선부터 설치까지 완료되니 너무 편했어요. 허리 숙이기 싫어서 프리스탠딩으로 할까했으나 상판을 뚫어야한다고 해서 빌트인으로 했어요.  설치 위치고민을 많이 했는데 기사님 조언대로 개수대 오른편 아래에 설치하니 동선이 꼬이지 않아 사용하기 좋아요.  싱크대가 연그레이라 베이지색상이 좀 튀긴하지만 설거지에서 해방되어 편합니다,Not verified,,5.0
25-08-03,73533362,dw,builtin,LG,Objet_collection,DUE1BGLE,ASIA,kr,retail,lg_com_kr,,Positive,use,Design,"The sink is light gray, so the beige color stands out a bit, but it's free from the hassle of washing dishes.","I ordered it and they came the next day. Since it's 60cm wide, they repaired and installed the sink. I was told I could pay the repair fee additionally during the visit. It was so convenient that everything from repair to installation was completed in one visit. I was thinking of making it freestanding because I didn't want to bend over, but they said I had to drill a hole in the countertop, so I went with built-in. I worried a lot about where to install it, but I installed it under the right side of the sink as the technician advised, and it's easy to use because it doesn't tangle my route. The sink is light gray, so the beige color stands out a bit, but it's free from the hassle of washing dishes.",주문하고 다음날 방문해주셨어요 가로가 60센치라 싱크대 수선하고 설치했습니다. 수선비는 방문 시 추가지급하면 되더라구요. 1회 방문에 수선부터 설치까지 완료되니 너무 편했어요. 허리 숙이기 싫어서 프리스탠딩으로 할까했으나 상판을 뚫어야한다고 해서 빌트인으로 했어요.  설치 위치고민을 많이 했는데 기사님 조언대로 개수대 오른편 아래에 설치하니 동선이 꼬이지 않아 사용하기 좋아요.  싱크대가 연그레이라 베이지색상이 좀 튀긴하지만 설거지에서 해방되어 편합니다,Not verified,,5.0
25-08-03,73533362,dw,builtin,LG,Objet_collection,DUE1BGLE,ASIA,kr,retail,lg_com_kr,,Positive,use,Easy_Use,"The sink is light gray, so the beige color stands out a bit, but it's free from the hassle of washing dishes.","I ordered it and they came the next day. Since it's 60cm wide, they repaired and installed the sink. I was told I could pay the repair fee additionally during the visit. It was so convenient that everything from repair to installation was completed in one visit. I was thinking of making it freestanding because I didn't want to bend over, but they said I had to drill a hole in the countertop, so I went with built-in. I worried a lot about where to install it, but I installed it under the right side of the sink as the technician advised, and it's easy to use because it doesn't tangle my route. The sink is light gray, so the beige color stands out a bit, but it's free from the hassle of washing dishes.",주문하고 다음날 방문해주셨어요 가로가 60센치라 싱크대 수선하고 설치했습니다. 수선비는 방문 시 추가지급하면 되더라구요. 1회 방문에 수선부터 설치까지 완료되니 너무 편했어요. 허리 숙이기 싫어서 프리스탠딩으로 할까했으나 상판을 뚫어야한다고 해서 빌트인으로 했어요.  설치 위치고민을 많이 했는데 기사님 조언대로 개수대 오른편 아래에 설치하니 동선이 꼬이지 않아 사용하기 좋아요.  싱크대가 연그레이라 베이지색상이 좀 튀긴하지만 설거지에서 해방되어 편합니다,Not verified,,5.0
25-08-03,73533801,dw,builtin,LG,Objet_collection,DEBJ4HS,ASIA,kr,retail,lg_com_kr,,Neutral,use,Easy_Use,This is a review after 12 months of actual use.,"This is a review after 12 months of actual use. When we set up our new home, I invited my aunt to join us. Because I chose the products I wanted and decorated the kitchen accordingly, I didn't have to worry about installation or aesthetics. First of all, my back and shoulders used to get stiff whenever I washed dishes, but now that the dishwasher does the rest, my body feels so much better. It cleans even better than handwashing, and I don't have to worry about residual detergent or dirt. I bought it without hesitation because I heard it uses less water than handwashing, but what I'm even more satisfied with is the reduced time and effort I put into washing dishes. I used to get frustrated when two hours would pass by in a flash between cooking, eating, and washing dishes, but thanks to the dishwasher, I have more time to enjoy life after work, and I'm so happy. At first, I had a hard time because I put in the salt and left the lid on while washing. There's no easy way to drain the water from the salt compartment, so I had to follow the customer service center's advice, soaking it up with a dishcloth, squeezing it out, and squeezing it out. It was exhausting. (Stupid, stupid). I used Hanju Salt from Coupang, and I use Prosh tablets and rinse. Even when fully loaded for 14 people, half a tablet is enough to clean the dishwasher. I usually leave the dishwasher running and go to sleep, but it's quiet and doesn't require the quiet mode. I think quiet mode would be useful in a house with a baby. Another thing that impressed me was that I could continue to use the functions added through the app. I didn't even use the low-temperature hot air mode when using airtight containers other than Ecozen, Tritan, or glass. However, the plastic mode was recently added, so I can use it with confidence.","12개월 실사용 후기입니다.신혼집을 차리면서 이모님을 모셨습니다ㅎㅎ 원하는 제품을 고르고 그에 맞춰 주방 인테리어를 했기때문에, 설치나 미적으로 머리아프지 않아 좋았습니다.일단!! 설거지를 할때면 등과 어깨가 결리곤 했는데, 간단하게 애벌세척 만 해두면 식기세척기가 처리해주니 몸이 너무 편합니다.손설거지 할때보다 더 깨끗하게 해주니 잔류세제나 더러움 걱정없어서 마음이 편합니다.손설거지를 했을 때보다 식기세척기를 사용하면 물사용량이 줄어든다고 해서 고민없이 구매를 했습니다만, 더욱 만족하는 부분은 설거지하는데 들이는 시간과 노동이 줄었다는 점입니다.요리하고, 먹고, 설거지하다보면 정신없이 2시간이 지나있는게 속상했었는데, 식기세척기 덕에 퇴근 후 삶을 누릴 수 있는 시간이 늘어 만족합니다.처음에 정제소금을 넣고 뚜껑을 닫지않은채 세척을 하는 바람에 고생했습니다.소금공간의 물을 쉽게 빼낼 수 있는 기능이 없어, 고객센터의 조언대로 행주로 흡수시키고 짜내고 흡수시키고 짜내느랴 피곤했습니다. (멍청멍청)소금은 쿠팡에서 한주소금을 사용했고, 타블렛과 린스는 프로쉬제품 사용합니다. 14인용 꽉꽉채웠을때에도 타블렛 반쪽만으로도 충분히 세척가능합니다.보통 식기세척기를 돌려놓고 잠에드는데, 조용조용모드를 굳이 사용하지 않아도 소음이 없습니다. 조용조용모드는 아기 키우는 집에서 유용하게 사용할 듯 합니다.또 감동했던 부분은 어플에서 추가되는 기능들을 계속 사용할 수 있다는 점임니다.에코젠, 트라이탄, 유리 소재가 아닌 밀폐용기를 돌릴때에는 저온에서 열풍모드도 사용하지 않았었습니다.하지만 최근 플라스틱 모드가 추가되어 안심하고 사용중입니다.",Not verified,,5.0
25-08-03,73533801,dw,builtin,LG,Objet_collection,DEBJ4HS,ASIA,kr,retail,lg_com_kr,,Neutral,onboard,Delivery_Installation,"When we set up our new home, I invited my aunt to join us.","This is a review after 12 months of actual use. When we set up our new home, I invited my aunt to join us. Because I chose the products I wanted and decorated the kitchen accordingly, I didn't have to worry about installation or aesthetics. First of all, my back and shoulders used to get stiff whenever I washed dishes, but now that the dishwasher does the rest, my body feels so much better. It cleans even better than handwashing, and I don't have to worry about residual detergent or dirt. I bought it without hesitation because I heard it uses less water than handwashing, but what I'm even more satisfied with is the reduced time and effort I put into washing dishes. I used to get frustrated when two hours would pass by in a flash between cooking, eating, and washing dishes, but thanks to the dishwasher, I have more time to enjoy life after work, and I'm so happy. At first, I had a hard time because I put in the salt and left the lid on while washing. There's no easy way to drain the water from the salt compartment, so I had to follow the customer service center's advice, soaking it up with a dishcloth, squeezing it out, and squeezing it out. It was exhausting. (Stupid, stupid). I used Hanju Salt from Coupang, and I use Prosh tablets and rinse. Even when fully loaded for 14 people, half a tablet is enough to clean the dishwasher. I usually leave the dishwasher running and go to sleep, but it's quiet and doesn't require the quiet mode. I think quiet mode would be useful in a house with a baby. Another thing that impressed me was that I could continue to use the functions added through the app. I didn't even use the low-temperature hot air mode when using airtight containers other than Ecozen, Tritan, or glass. However, the plastic mode was recently added, so I can use it with confidence.","12개월 실사용 후기입니다.신혼집을 차리면서 이모님을 모셨습니다ㅎㅎ 원하는 제품을 고르고 그에 맞춰 주방 인테리어를 했기때문에, 설치나 미적으로 머리아프지 않아 좋았습니다.일단!! 설거지를 할때면 등과 어깨가 결리곤 했는데, 간단하게 애벌세척 만 해두면 식기세척기가 처리해주니 몸이 너무 편합니다.손설거지 할때보다 더 깨끗하게 해주니 잔류세제나 더러움 걱정없어서 마음이 편합니다.손설거지를 했을 때보다 식기세척기를 사용하면 물사용량이 줄어든다고 해서 고민없이 구매를 했습니다만, 더욱 만족하는 부분은 설거지하는데 들이는 시간과 노동이 줄었다는 점입니다.요리하고, 먹고, 설거지하다보면 정신없이 2시간이 지나있는게 속상했었는데, 식기세척기 덕에 퇴근 후 삶을 누릴 수 있는 시간이 늘어 만족합니다.처음에 정제소금을 넣고 뚜껑을 닫지않은채 세척을 하는 바람에 고생했습니다.소금공간의 물을 쉽게 빼낼 수 있는 기능이 없어, 고객센터의 조언대로 행주로 흡수시키고 짜내고 흡수시키고 짜내느랴 피곤했습니다. (멍청멍청)소금은 쿠팡에서 한주소금을 사용했고, 타블렛과 린스는 프로쉬제품 사용합니다. 14인용 꽉꽉채웠을때에도 타블렛 반쪽만으로도 충분히 세척가능합니다.보통 식기세척기를 돌려놓고 잠에드는데, 조용조용모드를 굳이 사용하지 않아도 소음이 없습니다. 조용조용모드는 아기 키우는 집에서 유용하게 사용할 듯 합니다.또 감동했던 부분은 어플에서 추가되는 기능들을 계속 사용할 수 있다는 점임니다.에코젠, 트라이탄, 유리 소재가 아닌 밀폐용기를 돌릴때에는 저온에서 열풍모드도 사용하지 않았었습니다.하지만 최근 플라스틱 모드가 추가되어 안심하고 사용중입니다.",Not verified,,5.0
25-08-03,73533801,dw,builtin,LG,Objet_collection,DEBJ4HS,ASIA,kr,retail,lg_com_kr,,Positive,"decide,onboard",Design,"Because I chose the products I wanted and decorated the kitchen accordingly, I didn't have to worry about installation or aesthetics.","This is a review after 12 months of actual use. When we set up our new home, I invited my aunt to join us. Because I chose the products I wanted and decorated the kitchen accordingly, I didn't have to worry about installation or aesthetics. First of all, my back and shoulders used to get stiff whenever I washed dishes, but now that the dishwasher does the rest, my body feels so much better. It cleans even better than handwashing, and I don't have to worry about residual detergent or dirt. I bought it without hesitation because I heard it uses less water than handwashing, but what I'm even more satisfied with is the reduced time and effort I put into washing dishes. I used to get frustrated when two hours would pass by in a flash between cooking, eating, and washing dishes, but thanks to the dishwasher, I have more time to enjoy life after work, and I'm so happy. At first, I had a hard time because I put in the salt and left the lid on while washing. There's no easy way to drain the water from the salt compartment, so I had to follow the customer service center's advice, soaking it up with a dishcloth, squeezing it out, and squeezing it out. It was exhausting. (Stupid, stupid). I used Hanju Salt from Coupang, and I use Prosh tablets and rinse. Even when fully loaded for 14 people, half a tablet is enough to clean the dishwasher. I usually leave the dishwasher running and go to sleep, but it's quiet and doesn't require the quiet mode. I think quiet mode would be useful in a house with a baby. Another thing that impressed me was that I could continue to use the functions added through the app. I didn't even use the low-temperature hot air mode when using airtight containers other than Ecozen, Tritan, or glass. However, the plastic mode was recently added, so I can use it with confidence.","12개월 실사용 후기입니다.신혼집을 차리면서 이모님을 모셨습니다ㅎㅎ 원하는 제품을 고르고 그에 맞춰 주방 인테리어를 했기때문에, 설치나 미적으로 머리아프지 않아 좋았습니다.일단!! 설거지를 할때면 등과 어깨가 결리곤 했는데, 간단하게 애벌세척 만 해두면 식기세척기가 처리해주니 몸이 너무 편합니다.손설거지 할때보다 더 깨끗하게 해주니 잔류세제나 더러움 걱정없어서 마음이 편합니다.손설거지를 했을 때보다 식기세척기를 사용하면 물사용량이 줄어든다고 해서 고민없이 구매를 했습니다만, 더욱 만족하는 부분은 설거지하는데 들이는 시간과 노동이 줄었다는 점입니다.요리하고, 먹고, 설거지하다보면 정신없이 2시간이 지나있는게 속상했었는데, 식기세척기 덕에 퇴근 후 삶을 누릴 수 있는 시간이 늘어 만족합니다.처음에 정제소금을 넣고 뚜껑을 닫지않은채 세척을 하는 바람에 고생했습니다.소금공간의 물을 쉽게 빼낼 수 있는 기능이 없어, 고객센터의 조언대로 행주로 흡수시키고 짜내고 흡수시키고 짜내느랴 피곤했습니다. (멍청멍청)소금은 쿠팡에서 한주소금을 사용했고, 타블렛과 린스는 프로쉬제품 사용합니다. 14인용 꽉꽉채웠을때에도 타블렛 반쪽만으로도 충분히 세척가능합니다.보통 식기세척기를 돌려놓고 잠에드는데, 조용조용모드를 굳이 사용하지 않아도 소음이 없습니다. 조용조용모드는 아기 키우는 집에서 유용하게 사용할 듯 합니다.또 감동했던 부분은 어플에서 추가되는 기능들을 계속 사용할 수 있다는 점임니다.에코젠, 트라이탄, 유리 소재가 아닌 밀폐용기를 돌릴때에는 저온에서 열풍모드도 사용하지 않았었습니다.하지만 최근 플라스틱 모드가 추가되어 안심하고 사용중입니다.",Not verified,,5.0
25-08-03,73533801,dw,builtin,LG,Objet_collection,DEBJ4HS,ASIA,kr,retail,lg_com_kr,,Positive,use,,"First of all, my back and shoulders used to get stiff whenever I washed dishes, but now that the dishwasher does the rest, my body feels so much better.","This is a review after 12 months of actual use. When we set up our new home, I invited my aunt to join us. Because I chose the products I wanted and decorated the kitchen accordingly, I didn't have to worry about installation or aesthetics. First of all, my back and shoulders used to get stiff whenever I washed dishes, but now that the dishwasher does the rest, my body feels so much better. It cleans even better than handwashing, and I don't have to worry about residual detergent or dirt. I bought it without hesitation because I heard it uses less water than handwashing, but what I'm even more satisfied with is the reduced time and effort I put into washing dishes. I used to get frustrated when two hours would pass by in a flash between cooking, eating, and washing dishes, but thanks to the dishwasher, I have more time to enjoy life after work, and I'm so happy. At first, I had a hard time because I put in the salt and left the lid on while washing. There's no easy way to drain the water from the salt compartment, so I had to follow the customer service center's advice, soaking it up with a dishcloth, squeezing it out, and squeezing it out. It was exhausting. (Stupid, stupid). I used Hanju Salt from Coupang, and I use Prosh tablets and rinse. Even when fully loaded for 14 people, half a tablet is enough to clean the dishwasher. I usually leave the dishwasher running and go to sleep, but it's quiet and doesn't require the quiet mode. I think quiet mode would be useful in a house with a baby. Another thing that impressed me was that I could continue to use the functions added through the app. I didn't even use the low-temperature hot air mode when using airtight containers other than Ecozen, Tritan, or glass. However, the plastic mode was recently added, so I can use it with confidence.","12개월 실사용 후기입니다.신혼집을 차리면서 이모님을 모셨습니다ㅎㅎ 원하는 제품을 고르고 그에 맞춰 주방 인테리어를 했기때문에, 설치나 미적으로 머리아프지 않아 좋았습니다.일단!! 설거지를 할때면 등과 어깨가 결리곤 했는데, 간단하게 애벌세척 만 해두면 식기세척기가 처리해주니 몸이 너무 편합니다.손설거지 할때보다 더 깨끗하게 해주니 잔류세제나 더러움 걱정없어서 마음이 편합니다.손설거지를 했을 때보다 식기세척기를 사용하면 물사용량이 줄어든다고 해서 고민없이 구매를 했습니다만, 더욱 만족하는 부분은 설거지하는데 들이는 시간과 노동이 줄었다는 점입니다.요리하고, 먹고, 설거지하다보면 정신없이 2시간이 지나있는게 속상했었는데, 식기세척기 덕에 퇴근 후 삶을 누릴 수 있는 시간이 늘어 만족합니다.처음에 정제소금을 넣고 뚜껑을 닫지않은채 세척을 하는 바람에 고생했습니다.소금공간의 물을 쉽게 빼낼 수 있는 기능이 없어, 고객센터의 조언대로 행주로 흡수시키고 짜내고 흡수시키고 짜내느랴 피곤했습니다. (멍청멍청)소금은 쿠팡에서 한주소금을 사용했고, 타블렛과 린스는 프로쉬제품 사용합니다. 14인용 꽉꽉채웠을때에도 타블렛 반쪽만으로도 충분히 세척가능합니다.보통 식기세척기를 돌려놓고 잠에드는데, 조용조용모드를 굳이 사용하지 않아도 소음이 없습니다. 조용조용모드는 아기 키우는 집에서 유용하게 사용할 듯 합니다.또 감동했던 부분은 어플에서 추가되는 기능들을 계속 사용할 수 있다는 점임니다.에코젠, 트라이탄, 유리 소재가 아닌 밀폐용기를 돌릴때에는 저온에서 열풍모드도 사용하지 않았었습니다.하지만 최근 플라스틱 모드가 추가되어 안심하고 사용중입니다.",Not verified,,5.0
25-08-03,73533801,dw,builtin,LG,Objet_collection,DEBJ4HS,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Washing,"It cleans even better than handwashing, and I don't have to worry about residual detergent or dirt.","This is a review after 12 months of actual use. When we set up our new home, I invited my aunt to join us. Because I chose the products I wanted and decorated the kitchen accordingly, I didn't have to worry about installation or aesthetics. First of all, my back and shoulders used to get stiff whenever I washed dishes, but now that the dishwasher does the rest, my body feels so much better. It cleans even better than handwashing, and I don't have to worry about residual detergent or dirt. I bought it without hesitation because I heard it uses less water than handwashing, but what I'm even more satisfied with is the reduced time and effort I put into washing dishes. I used to get frustrated when two hours would pass by in a flash between cooking, eating, and washing dishes, but thanks to the dishwasher, I have more time to enjoy life after work, and I'm so happy. At first, I had a hard time because I put in the salt and left the lid on while washing. There's no easy way to drain the water from the salt compartment, so I had to follow the customer service center's advice, soaking it up with a dishcloth, squeezing it out, and squeezing it out. It was exhausting. (Stupid, stupid). I used Hanju Salt from Coupang, and I use Prosh tablets and rinse. Even when fully loaded for 14 people, half a tablet is enough to clean the dishwasher. I usually leave the dishwasher running and go to sleep, but it's quiet and doesn't require the quiet mode. I think quiet mode would be useful in a house with a baby. Another thing that impressed me was that I could continue to use the functions added through the app. I didn't even use the low-temperature hot air mode when using airtight containers other than Ecozen, Tritan, or glass. However, the plastic mode was recently added, so I can use it with confidence.","12개월 실사용 후기입니다.신혼집을 차리면서 이모님을 모셨습니다ㅎㅎ 원하는 제품을 고르고 그에 맞춰 주방 인테리어를 했기때문에, 설치나 미적으로 머리아프지 않아 좋았습니다.일단!! 설거지를 할때면 등과 어깨가 결리곤 했는데, 간단하게 애벌세척 만 해두면 식기세척기가 처리해주니 몸이 너무 편합니다.손설거지 할때보다 더 깨끗하게 해주니 잔류세제나 더러움 걱정없어서 마음이 편합니다.손설거지를 했을 때보다 식기세척기를 사용하면 물사용량이 줄어든다고 해서 고민없이 구매를 했습니다만, 더욱 만족하는 부분은 설거지하는데 들이는 시간과 노동이 줄었다는 점입니다.요리하고, 먹고, 설거지하다보면 정신없이 2시간이 지나있는게 속상했었는데, 식기세척기 덕에 퇴근 후 삶을 누릴 수 있는 시간이 늘어 만족합니다.처음에 정제소금을 넣고 뚜껑을 닫지않은채 세척을 하는 바람에 고생했습니다.소금공간의 물을 쉽게 빼낼 수 있는 기능이 없어, 고객센터의 조언대로 행주로 흡수시키고 짜내고 흡수시키고 짜내느랴 피곤했습니다. (멍청멍청)소금은 쿠팡에서 한주소금을 사용했고, 타블렛과 린스는 프로쉬제품 사용합니다. 14인용 꽉꽉채웠을때에도 타블렛 반쪽만으로도 충분히 세척가능합니다.보통 식기세척기를 돌려놓고 잠에드는데, 조용조용모드를 굳이 사용하지 않아도 소음이 없습니다. 조용조용모드는 아기 키우는 집에서 유용하게 사용할 듯 합니다.또 감동했던 부분은 어플에서 추가되는 기능들을 계속 사용할 수 있다는 점임니다.에코젠, 트라이탄, 유리 소재가 아닌 밀폐용기를 돌릴때에는 저온에서 열풍모드도 사용하지 않았었습니다.하지만 최근 플라스틱 모드가 추가되어 안심하고 사용중입니다.",Not verified,,5.0
25-08-03,73533801,dw,builtin,LG,Objet_collection,DEBJ4HS,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Washing,"I bought it without hesitation because I heard it uses less water than handwashing, but what I'm even more satisfied with is the reduced time and effort I put into washing dishes.","This is a review after 12 months of actual use. When we set up our new home, I invited my aunt to join us. Because I chose the products I wanted and decorated the kitchen accordingly, I didn't have to worry about installation or aesthetics. First of all, my back and shoulders used to get stiff whenever I washed dishes, but now that the dishwasher does the rest, my body feels so much better. It cleans even better than handwashing, and I don't have to worry about residual detergent or dirt. I bought it without hesitation because I heard it uses less water than handwashing, but what I'm even more satisfied with is the reduced time and effort I put into washing dishes. I used to get frustrated when two hours would pass by in a flash between cooking, eating, and washing dishes, but thanks to the dishwasher, I have more time to enjoy life after work, and I'm so happy. At first, I had a hard time because I put in the salt and left the lid on while washing. There's no easy way to drain the water from the salt compartment, so I had to follow the customer service center's advice, soaking it up with a dishcloth, squeezing it out, and squeezing it out. It was exhausting. (Stupid, stupid). I used Hanju Salt from Coupang, and I use Prosh tablets and rinse. Even when fully loaded for 14 people, half a tablet is enough to clean the dishwasher. I usually leave the dishwasher running and go to sleep, but it's quiet and doesn't require the quiet mode. I think quiet mode would be useful in a house with a baby. Another thing that impressed me was that I could continue to use the functions added through the app. I didn't even use the low-temperature hot air mode when using airtight containers other than Ecozen, Tritan, or glass. However, the plastic mode was recently added, so I can use it with confidence.","12개월 실사용 후기입니다.신혼집을 차리면서 이모님을 모셨습니다ㅎㅎ 원하는 제품을 고르고 그에 맞춰 주방 인테리어를 했기때문에, 설치나 미적으로 머리아프지 않아 좋았습니다.일단!! 설거지를 할때면 등과 어깨가 결리곤 했는데, 간단하게 애벌세척 만 해두면 식기세척기가 처리해주니 몸이 너무 편합니다.손설거지 할때보다 더 깨끗하게 해주니 잔류세제나 더러움 걱정없어서 마음이 편합니다.손설거지를 했을 때보다 식기세척기를 사용하면 물사용량이 줄어든다고 해서 고민없이 구매를 했습니다만, 더욱 만족하는 부분은 설거지하는데 들이는 시간과 노동이 줄었다는 점입니다.요리하고, 먹고, 설거지하다보면 정신없이 2시간이 지나있는게 속상했었는데, 식기세척기 덕에 퇴근 후 삶을 누릴 수 있는 시간이 늘어 만족합니다.처음에 정제소금을 넣고 뚜껑을 닫지않은채 세척을 하는 바람에 고생했습니다.소금공간의 물을 쉽게 빼낼 수 있는 기능이 없어, 고객센터의 조언대로 행주로 흡수시키고 짜내고 흡수시키고 짜내느랴 피곤했습니다. (멍청멍청)소금은 쿠팡에서 한주소금을 사용했고, 타블렛과 린스는 프로쉬제품 사용합니다. 14인용 꽉꽉채웠을때에도 타블렛 반쪽만으로도 충분히 세척가능합니다.보통 식기세척기를 돌려놓고 잠에드는데, 조용조용모드를 굳이 사용하지 않아도 소음이 없습니다. 조용조용모드는 아기 키우는 집에서 유용하게 사용할 듯 합니다.또 감동했던 부분은 어플에서 추가되는 기능들을 계속 사용할 수 있다는 점임니다.에코젠, 트라이탄, 유리 소재가 아닌 밀폐용기를 돌릴때에는 저온에서 열풍모드도 사용하지 않았었습니다.하지만 최근 플라스틱 모드가 추가되어 안심하고 사용중입니다.",Not verified,,5.0
