Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-03-27,70627623,dw,front_control,BOSCH,4_series,SMS4EMW06E,EU,es,retail,bosch_home_es,,Positive,use,Easy_Use,"Efficient, quiet and easy to use","[ Efficient and silent ] || ---------------- || Efficient, quiet and easy to use","[ Eficiente y silencioso ] || ---------------- || Eficiente, silencioso y de fácil uso",Not verified,,4.0
25-03-26,70523154,dw,top_control,BOSCH,300_series,SHS43CF5N,,us,retail,bosch_home_us,,Neutral,use,Service,I would love to have my 18 year old dishwasher back.,[ Unhappy ] || ---------------- || The control board was extremely difficult to use. The racks are flimsy. The dishes are not dry even on the extra dry setting. I find the racks difficult to fill to make use of all the space. I would love to have my 18 year old dishwasher back. Very disappointed especially since it was highly rated.,[ Unhappy ] || ---------------- || The control board was extremely difficult to use.  The racks are flimsy.  The dishes are not dry even on the extra dry setting.  I find the racks difficult to fill to make use of all the space.  I would love to have my 18 year old dishwasher back.  Very disappointed especially since it was highly rated.,Not verified,,1.0
25-03-26,70523154,dw,top_control,BOSCH,300_series,SHS43CF5N,,us,retail,bosch_home_us,,Very Negative,,,Very disappointed especially since it was highly rated.,[ Unhappy ] || ---------------- || The control board was extremely difficult to use. The racks are flimsy. The dishes are not dry even on the extra dry setting. I find the racks difficult to fill to make use of all the space. I would love to have my 18 year old dishwasher back. Very disappointed especially since it was highly rated.,[ Unhappy ] || ---------------- || The control board was extremely difficult to use.  The racks are flimsy.  The dishes are not dry even on the extra dry setting.  I find the racks difficult to fill to make use of all the space.  I would love to have my 18 year old dishwasher back.  Very disappointed especially since it was highly rated.,Not verified,,1.0
25-03-26,70523262,dw,front_control,BOSCH,6_series,SMU6HCS01A,ASIA,au,retail,bosch_home_au,,Neutral,,Service,We own numerous appliances from Bosch.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads. Always cleans well and leave glasses and plastics dry.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads.Always cleans well and leave glasses and plastics dry.,Not verified,,5.0
25-03-26,70523262,dw,front_control,BOSCH,6_series,SMU6HCS01A,ASIA,au,retail,bosch_home_au,,Positive,use,,Never have a problem with them.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads. Always cleans well and leave glasses and plastics dry.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads.Always cleans well and leave glasses and plastics dry.,Not verified,,5.0
25-03-26,70523262,dw,front_control,BOSCH,6_series,SMU6HCS01A,ASIA,au,retail,bosch_home_au,,Positive,use,,Good quality.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads. Always cleans well and leave glasses and plastics dry.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads.Always cleans well and leave glasses and plastics dry.,Not verified,,5.0
25-03-26,70523262,dw,front_control,BOSCH,6_series,SMU6HCS01A,ASIA,au,retail,bosch_home_au,,Positive,use,Design,The Dishwasher is very quiet and can fit large loads.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads. Always cleans well and leave glasses and plastics dry.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads.Always cleans well and leave glasses and plastics dry.,Not verified,,5.0
25-03-26,70523262,dw,front_control,BOSCH,6_series,SMU6HCS01A,ASIA,au,retail,bosch_home_au,,Positive,use,Noise_Vibration,The Dishwasher is very quiet and can fit large loads.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads. Always cleans well and leave glasses and plastics dry.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads.Always cleans well and leave glasses and plastics dry.,Not verified,,5.0
25-03-26,70523262,dw,front_control,BOSCH,6_series,SMU6HCS01A,ASIA,au,retail,bosch_home_au,,Positive,use,Performance_Drying,Always cleans well and leave glasses and plastics dry.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads. Always cleans well and leave glasses and plastics dry.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads.Always cleans well and leave glasses and plastics dry.,Not verified,,5.0
25-03-26,70523262,dw,front_control,BOSCH,6_series,SMU6HCS01A,ASIA,au,retail,bosch_home_au,,Positive,use,Performance_Washing,Always cleans well and leave glasses and plastics dry.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads. Always cleans well and leave glasses and plastics dry.,[ Dishwasher ] || ---------------- || We own numerous appliances from Bosch. Never have a problem with them. Good quality. The Dishwasher is very quiet and can fit large loads.Always cleans well and leave glasses and plastics dry.,Not verified,,5.0
25-03-26,70524817,dw,top_control,BOSCH,benchmark,SHP9PCM5N,,us,retail,bosch_home_us,,Very Positive,use,Performance_Washing,This dishwasher does a fantastic job cleaning dishes.,"[ Love My Bosch Dishwasher ] || ---------------- || This dishwasher does a fantastic job cleaning dishes. Plus no spots on glasses with the water softener and dishwasher advances! In addition, it is so quiet. This is my second Bosch Dishwasher and they just keep getting better!","[ Love My Bosch Dishwasher ] || ---------------- || This dishwasher does a fantastic job cleaning dishes.  Plus no spots on glasses with the water softener and dishwasher advances! In addition, it is so quiet.  This is my second Bosch Dishwasher and they just keep getting better!",Not verified,,5.0
25-03-26,70524817,dw,top_control,BOSCH,benchmark,SHP9PCM5N,,us,retail,bosch_home_us,,Positive,use,,Plus no spots on glasses with the water softener and dishwasher advances!,"[ Love My Bosch Dishwasher ] || ---------------- || This dishwasher does a fantastic job cleaning dishes. Plus no spots on glasses with the water softener and dishwasher advances! In addition, it is so quiet. This is my second Bosch Dishwasher and they just keep getting better!","[ Love My Bosch Dishwasher ] || ---------------- || This dishwasher does a fantastic job cleaning dishes.  Plus no spots on glasses with the water softener and dishwasher advances! In addition, it is so quiet.  This is my second Bosch Dishwasher and they just keep getting better!",Not verified,,5.0
25-03-26,70524817,dw,top_control,BOSCH,benchmark,SHP9PCM5N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,"In addition, it is so quiet.","[ Love My Bosch Dishwasher ] || ---------------- || This dishwasher does a fantastic job cleaning dishes. Plus no spots on glasses with the water softener and dishwasher advances! In addition, it is so quiet. This is my second Bosch Dishwasher and they just keep getting better!","[ Love My Bosch Dishwasher ] || ---------------- || This dishwasher does a fantastic job cleaning dishes.  Plus no spots on glasses with the water softener and dishwasher advances! In addition, it is so quiet.  This is my second Bosch Dishwasher and they just keep getting better!",Not verified,,5.0
25-03-26,70524817,dw,top_control,BOSCH,benchmark,SHP9PCM5N,,us,retail,bosch_home_us,,Positive,use,Durability,This is my second Bosch Dishwasher and they just keep getting better!,"[ Love My Bosch Dishwasher ] || ---------------- || This dishwasher does a fantastic job cleaning dishes. Plus no spots on glasses with the water softener and dishwasher advances! In addition, it is so quiet. This is my second Bosch Dishwasher and they just keep getting better!","[ Love My Bosch Dishwasher ] || ---------------- || This dishwasher does a fantastic job cleaning dishes.  Plus no spots on glasses with the water softener and dishwasher advances! In addition, it is so quiet.  This is my second Bosch Dishwasher and they just keep getting better!",Not verified,,5.0
25-03-26,70524817,dw,top_control,BOSCH,benchmark,SHP9PCM5N,,us,retail,bosch_home_us,,Positive,use,Service,This is my second Bosch Dishwasher and they just keep getting better!,"[ Love My Bosch Dishwasher ] || ---------------- || This dishwasher does a fantastic job cleaning dishes. Plus no spots on glasses with the water softener and dishwasher advances! In addition, it is so quiet. This is my second Bosch Dishwasher and they just keep getting better!","[ Love My Bosch Dishwasher ] || ---------------- || This dishwasher does a fantastic job cleaning dishes.  Plus no spots on glasses with the water softener and dishwasher advances! In addition, it is so quiet.  This is my second Bosch Dishwasher and they just keep getting better!",Not verified,,5.0
25-03-26,70524816,dw,top_control,BOSCH,benchmark,SHP9PCM5N,,us,retail,bosch_home_us,,Positive,use,Design,"Beauty, works great , very quite","[ So quite ] || ---------------- || Beauty, works great , very quite","[ So quite ] || ---------------- || Beauty, works great , very quite",Not verified,,5.0
25-03-26,70526323,dw,front_control,BOSCH,6_series,SMS6ECI15E,EU,es,retail,bosch_home_es,,Positive,,,"Everything is fine, just as indicated.","[ Good buy ] || ---------------- || Everything is fine, just as indicated.",[ Buena compra ] || ---------------- || Todo bien tal y como indicaba,Not verified,,5.0
25-03-26,70526322,dw,front_control,BOSCH,6_series,SMS6ECI15E,EU,es,retail,bosch_home_es,,Very Positive,use,Product_Satisfaction,"It's highly recommended for its energy and water savings, as it has a Class A rating.","[ My new dishwasher ] || ---------------- || It's highly recommended for its energy and water savings, as it has a Class A rating. It's quite effective at cleaning dishes and pots without having to pre-wash, and it dries quite well. It's very soundproofed, and you can barely tell it's running. I find the phone interactivity very practical. I haven't found any negative points so far, and having owned another Bosch dishwasher for 24 years without a problem, I trust the brand very much.","[ Mi nuevo lavavajillas ] || ---------------- || Es muy recomendable por el ahorro en consumo eléctrico y de agua ya que tiene etiqueta clase A. Bastante eficaz a la hora de limpiar la vajilla y ollas sin tener que hacer un pre lavado y el secado es bastante bueno. Está muy bien insonorizado y apenas se nota que está en marcha. La interactividad con el teléfono me parece muy practica. Algo negativo de momento no he encontrado nada y habiendo tenido otro lavavajillas Bosch con 24 años sin fallos, la marca me dá mucha confianza.",Not verified,,5.0
25-03-26,70526322,dw,front_control,BOSCH,6_series,SMS6ECI15E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Drying,"It's quite effective at cleaning dishes and pots without having to pre-wash, and it dries quite well.","[ My new dishwasher ] || ---------------- || It's highly recommended for its energy and water savings, as it has a Class A rating. It's quite effective at cleaning dishes and pots without having to pre-wash, and it dries quite well. It's very soundproofed, and you can barely tell it's running. I find the phone interactivity very practical. I haven't found any negative points so far, and having owned another Bosch dishwasher for 24 years without a problem, I trust the brand very much.","[ Mi nuevo lavavajillas ] || ---------------- || Es muy recomendable por el ahorro en consumo eléctrico y de agua ya que tiene etiqueta clase A. Bastante eficaz a la hora de limpiar la vajilla y ollas sin tener que hacer un pre lavado y el secado es bastante bueno. Está muy bien insonorizado y apenas se nota que está en marcha. La interactividad con el teléfono me parece muy practica. Algo negativo de momento no he encontrado nada y habiendo tenido otro lavavajillas Bosch con 24 años sin fallos, la marca me dá mucha confianza.",Not verified,,5.0
25-03-26,70526322,dw,front_control,BOSCH,6_series,SMS6ECI15E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,"It's quite effective at cleaning dishes and pots without having to pre-wash, and it dries quite well.","[ My new dishwasher ] || ---------------- || It's highly recommended for its energy and water savings, as it has a Class A rating. It's quite effective at cleaning dishes and pots without having to pre-wash, and it dries quite well. It's very soundproofed, and you can barely tell it's running. I find the phone interactivity very practical. I haven't found any negative points so far, and having owned another Bosch dishwasher for 24 years without a problem, I trust the brand very much.","[ Mi nuevo lavavajillas ] || ---------------- || Es muy recomendable por el ahorro en consumo eléctrico y de agua ya que tiene etiqueta clase A. Bastante eficaz a la hora de limpiar la vajilla y ollas sin tener que hacer un pre lavado y el secado es bastante bueno. Está muy bien insonorizado y apenas se nota que está en marcha. La interactividad con el teléfono me parece muy practica. Algo negativo de momento no he encontrado nada y habiendo tenido otro lavavajillas Bosch con 24 años sin fallos, la marca me dá mucha confianza.",Not verified,,5.0
25-03-26,70526322,dw,front_control,BOSCH,6_series,SMS6ECI15E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,"It's very soundproofed, and you can barely tell it's running.","[ My new dishwasher ] || ---------------- || It's highly recommended for its energy and water savings, as it has a Class A rating. It's quite effective at cleaning dishes and pots without having to pre-wash, and it dries quite well. It's very soundproofed, and you can barely tell it's running. I find the phone interactivity very practical. I haven't found any negative points so far, and having owned another Bosch dishwasher for 24 years without a problem, I trust the brand very much.","[ Mi nuevo lavavajillas ] || ---------------- || Es muy recomendable por el ahorro en consumo eléctrico y de agua ya que tiene etiqueta clase A. Bastante eficaz a la hora de limpiar la vajilla y ollas sin tener que hacer un pre lavado y el secado es bastante bueno. Está muy bien insonorizado y apenas se nota que está en marcha. La interactividad con el teléfono me parece muy practica. Algo negativo de momento no he encontrado nada y habiendo tenido otro lavavajillas Bosch con 24 años sin fallos, la marca me dá mucha confianza.",Not verified,,5.0
25-03-26,70526322,dw,front_control,BOSCH,6_series,SMS6ECI15E,EU,es,retail,bosch_home_es,,Positive,use,Easy_Use,I find the phone interactivity very practical.,"[ My new dishwasher ] || ---------------- || It's highly recommended for its energy and water savings, as it has a Class A rating. It's quite effective at cleaning dishes and pots without having to pre-wash, and it dries quite well. It's very soundproofed, and you can barely tell it's running. I find the phone interactivity very practical. I haven't found any negative points so far, and having owned another Bosch dishwasher for 24 years without a problem, I trust the brand very much.","[ Mi nuevo lavavajillas ] || ---------------- || Es muy recomendable por el ahorro en consumo eléctrico y de agua ya que tiene etiqueta clase A. Bastante eficaz a la hora de limpiar la vajilla y ollas sin tener que hacer un pre lavado y el secado es bastante bueno. Está muy bien insonorizado y apenas se nota que está en marcha. La interactividad con el teléfono me parece muy practica. Algo negativo de momento no he encontrado nada y habiendo tenido otro lavavajillas Bosch con 24 años sin fallos, la marca me dá mucha confianza.",Not verified,,5.0
25-03-26,70526322,dw,front_control,BOSCH,6_series,SMS6ECI15E,EU,es,retail,bosch_home_es,,Positive,use,,"I haven't found any negative points so far, and having owned another Bosch dishwasher for 24 years without a problem, I trust the brand very much.","[ My new dishwasher ] || ---------------- || It's highly recommended for its energy and water savings, as it has a Class A rating. It's quite effective at cleaning dishes and pots without having to pre-wash, and it dries quite well. It's very soundproofed, and you can barely tell it's running. I find the phone interactivity very practical. I haven't found any negative points so far, and having owned another Bosch dishwasher for 24 years without a problem, I trust the brand very much.","[ Mi nuevo lavavajillas ] || ---------------- || Es muy recomendable por el ahorro en consumo eléctrico y de agua ya que tiene etiqueta clase A. Bastante eficaz a la hora de limpiar la vajilla y ollas sin tener que hacer un pre lavado y el secado es bastante bueno. Está muy bien insonorizado y apenas se nota que está en marcha. La interactividad con el teléfono me parece muy practica. Algo negativo de momento no he encontrado nada y habiendo tenido otro lavavajillas Bosch con 24 años sin fallos, la marca me dá mucha confianza.",Not verified,,5.0
25-03-26,70529279,dw,front_control,BOSCH,4_series,SMS4ECW28E,EU,es,retail,bosch_home_es,,Positive,use,,"LA LINEA Y EL ASPECTO FRONTAL ME GUSTA , UNA VEZ HECHO VARIOS LAVADOS LO QUE MAS ME HAS GUSTADO EL NIVEL TAN BAJO DE RUIDO, UNA GOZADA, LUEGO LA SENCILLEZ DE LOS DISTINTOS MODOS DE LAVADO, Y PARA TERMINAR LA CONEXION REMOTA, VIVIMOS EN LA ERA DIGITAL Y HAY QUE APROVECHARLA.","[ I come from a Bosch dishwasher that is 25 years old. ] || ---------------- || LA LINEA Y EL ASPECTO FRONTAL ME GUSTA , UNA VEZ HECHO VARIOS LAVADOS LO QUE MAS ME HAS GUSTADO EL NIVEL TAN BAJO DE RUIDO, UNA GOZADA, LUEGO LA SENCILLEZ DE LOS DISTINTOS MODOS DE LAVADO, Y PARA TERMINAR LA CONEXION REMOTA, VIVIMOS EN LA ERA DIGITAL Y HAY QUE APROVECHARLA.","[ vengo de un lavavajillas bosch  que tiene 25 años ] || ---------------- || LA LINEA Y EL ASPECTO FRONTAL ME GUSTA , UNA VEZ HECHO VARIOS LAVADOS LO QUE MAS ME HAS GUSTADO EL NIVEL TAN BAJO DE RUIDO, UNA GOZADA, LUEGO LA SENCILLEZ DE LOS DISTINTOS MODOS DE LAVADO, Y PARA TERMINAR LA CONEXION REMOTA, VIVIMOS EN LA ERA DIGITAL Y HAY QUE APROVECHARLA.",Not verified,,5.0
25-03-26,70630064,dw,front_control,GE,GDF670SYVFS,GDF670SYVFS,,us,retail,homedepot,,Positive,use,Design,Nice dishwasher with lots of space and depth.,[ Large Space ] || ---------------- || Nice dishwasher with lots of space and depth. You can load lots of silverware with space glasses and utensils.,[ Large Space ] || ---------------- || Nice dishwasher with lots of space and depth.  You can load lots of silverware with space glasses and utensils.,Not verified,Originally posted on geappliances.com,4.0
25-03-26,70630064,dw,front_control,GE,GDF670SYVFS,GDF670SYVFS,,us,retail,homedepot,,Positive,use,Design,You can load lots of silverware with space glasses and utensils.,[ Large Space ] || ---------------- || Nice dishwasher with lots of space and depth. You can load lots of silverware with space glasses and utensils.,[ Large Space ] || ---------------- || Nice dishwasher with lots of space and depth.  You can load lots of silverware with space glasses and utensils.,Not verified,Originally posted on geappliances.com,4.0
25-03-26,70531075,dw,top_control,GE,GDT630PGRBB_GDT630PGRWW_GDT630PMRES_GDT630PYRFS,GDT630PGRBB_GDT630PGRWW_GDT630PMRES_GDT630PYRFS,,us,retail,homedepot,,Positive,use,Noise_Vibration,Quiet and efficient dishwasher.,[ GE Excellence ] || ---------------- || Quiet and efficient dishwasher. Previous GE dishwasher lasted 30 years! Proud to support an American company.,[ GE Excellence ] || ---------------- || Quiet and efficient dishwasher. Previous GE dishwasher lasted 30 years! Proud to support an American company.,Not verified,Originally posted on geappliances.com,5.0
25-03-26,70531075,dw,top_control,GE,GDT630PGRBB_GDT630PGRWW_GDT630PMRES_GDT630PYRFS,GDT630PGRBB_GDT630PGRWW_GDT630PMRES_GDT630PYRFS,,us,retail,homedepot,,Positive,use,Product_Satisfaction,Quiet and efficient dishwasher.,[ GE Excellence ] || ---------------- || Quiet and efficient dishwasher. Previous GE dishwasher lasted 30 years! Proud to support an American company.,[ GE Excellence ] || ---------------- || Quiet and efficient dishwasher. Previous GE dishwasher lasted 30 years! Proud to support an American company.,Not verified,Originally posted on geappliances.com,5.0
25-03-26,70531075,dw,top_control,GE,GDT630PGRBB_GDT630PGRWW_GDT630PMRES_GDT630PYRFS,GDT630PGRBB_GDT630PGRWW_GDT630PMRES_GDT630PYRFS,,us,retail,homedepot,,Neutral,,Durability,Previous GE dishwasher lasted 30 years!,[ GE Excellence ] || ---------------- || Quiet and efficient dishwasher. Previous GE dishwasher lasted 30 years! Proud to support an American company.,[ GE Excellence ] || ---------------- || Quiet and efficient dishwasher. Previous GE dishwasher lasted 30 years! Proud to support an American company.,Not verified,Originally posted on geappliances.com,5.0
25-03-26,70531075,dw,top_control,GE,GDT630PGRBB_GDT630PGRWW_GDT630PMRES_GDT630PYRFS,GDT630PGRBB_GDT630PGRWW_GDT630PMRES_GDT630PYRFS,,us,retail,homedepot,,Positive,,,Proud to support an American company.,[ GE Excellence ] || ---------------- || Quiet and efficient dishwasher. Previous GE dishwasher lasted 30 years! Proud to support an American company.,[ GE Excellence ] || ---------------- || Quiet and efficient dishwasher. Previous GE dishwasher lasted 30 years! Proud to support an American company.,Not verified,Originally posted on geappliances.com,5.0
25-03-26,70532295,dw,front_control,BOSCH,4_series,SPS4EMW61E,EU,es,retail,bosch_home_es,,Positive,use,,"Great product, meets our expectations.","[ Dishwasher ] || ---------------- || Great product, meets our expectations. I recommend it 100%.","[ Lavavajillas ] || ---------------- || Buen producto, cumple con nuestras expectativas. Recomiendo 100%",Not verified,,5.0
25-03-26,70532295,dw,front_control,BOSCH,4_series,SPS4EMW61E,EU,es,retail,bosch_home_es,,Very Positive,use,,I recommend it 100%.,"[ Dishwasher ] || ---------------- || Great product, meets our expectations. I recommend it 100%.","[ Lavavajillas ] || ---------------- || Buen producto, cumple con nuestras expectativas. Recomiendo 100%",Not verified,,5.0
25-03-26,70574358,dw,front_control,BOSCH,4_series,SMS4HVI02E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,"Good appliance, quiet and performance.","[ Bosch dishwasher ] || ---------------- || Good appliance, quiet and performant. Very happy so far, it holds quite a lot of dishes compared to the one I had before, hopefully it will last longer than the previous one.","[ Lavavajillas Bosch ] || ---------------- || Buen electrodoméstico,silencioso y de buen rendimiento.Muy contento de momento,entra bastante vajilla en comparación con el que tenía antes, esperemos que dure más que el anterior.",Not verified,,5.0
25-03-26,70574358,dw,front_control,BOSCH,4_series,SMS4HVI02E,EU,es,retail,bosch_home_es,,Positive,use,Design,"Very happy so far, it holds quite a lot of dishes compared to the one I had before, hopefully it will last longer than the previous one.","[ Bosch dishwasher ] || ---------------- || Good appliance, quiet and performant. Very happy so far, it holds quite a lot of dishes compared to the one I had before, hopefully it will last longer than the previous one.","[ Lavavajillas Bosch ] || ---------------- || Buen electrodoméstico,silencioso y de buen rendimiento.Muy contento de momento,entra bastante vajilla en comparación con el que tenía antes, esperemos que dure más que el anterior.",Not verified,,5.0
25-03-26,70574359,dw,front_control,BOSCH,4_series,SMS4HVI02E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,What I liked most was how quiet it is.,[ Very good use ] || ---------------- || What I liked most was how quiet it is.,[ Muy buen uso ] || ---------------- || Lo que mas me ha gustado ha sido lo silencioso que es.,Not verified,,5.0
25-03-26,70610662,dw,top_control,BOSCH,SMV2ITX18E,SMV2ITX18E,EU,es,retail,bosch_home_es,,Very Positive,,Service,I highly recommend this brand and impeccable after-sales service.,[ Satisfied ] || ---------------- || I highly recommend this brand and impeccable after-sales service.,[ Satisfaite ] || ---------------- || Je recommande fortement cette marque Et sav impeccable,Not verified,,4.0
25-03-26,79954202,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Performance_Drying,Love most features in this new dishwasher however it does not dry the dishes as it should.,"[ Unit is not drying properly/completely. ] || ---------------- || Love most features in this new dishwasher however it does not dry the dishes as it should.Even utilizing the Pro Wash and Heat Dry/Extended the inside of the unit is wet as well as many dishes. The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher. There are just two of us in the household and I am not young. I know how to load a dishwasher.Second CSR asked what type of detergent we used, liquid or solid. SOLID. She said that she would send us their preferred detergent (a liquid) that disperses the water better to allow for complete drying? What?","[ Unit is not drying properly/completely. ] || ---------------- || Love most features in this new dishwasher however it does not dry the dishes as it should.Even utilizing the Pro Wash and Heat Dry/Extended the inside of the unit is wet as well as many dishes.  The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher.  There are just two of us in the household and I am not young...I know how to load a dishwasher.Second CSR asked what type of detergent we used, liquid or solid...SOLID.  She said that she would send us their preferred detergent (a liquid)  that disperses the water better to allow for complete drying?  What?",Not verified,,2.0
25-03-26,79954202,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Negative,use,Performance_Drying,Even utilizing the Pro Wash and Heat Dry/Extended the inside of the unit is wet as well as many dishes.,"[ Unit is not drying properly/completely. ] || ---------------- || Love most features in this new dishwasher however it does not dry the dishes as it should.Even utilizing the Pro Wash and Heat Dry/Extended the inside of the unit is wet as well as many dishes. The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher. There are just two of us in the household and I am not young. I know how to load a dishwasher.Second CSR asked what type of detergent we used, liquid or solid. SOLID. She said that she would send us their preferred detergent (a liquid) that disperses the water better to allow for complete drying? What?","[ Unit is not drying properly/completely. ] || ---------------- || Love most features in this new dishwasher however it does not dry the dishes as it should.Even utilizing the Pro Wash and Heat Dry/Extended the inside of the unit is wet as well as many dishes.  The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher.  There are just two of us in the household and I am not young...I know how to load a dishwasher.Second CSR asked what type of detergent we used, liquid or solid...SOLID.  She said that she would send us their preferred detergent (a liquid)  that disperses the water better to allow for complete drying?  What?",Not verified,,2.0
25-03-26,79954202,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Negative,,Easy_Use,The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher.,"[ Unit is not drying properly/completely. ] || ---------------- || Love most features in this new dishwasher however it does not dry the dishes as it should.Even utilizing the Pro Wash and Heat Dry/Extended the inside of the unit is wet as well as many dishes. The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher. There are just two of us in the household and I am not young. I know how to load a dishwasher.Second CSR asked what type of detergent we used, liquid or solid. SOLID. She said that she would send us their preferred detergent (a liquid) that disperses the water better to allow for complete drying? What?","[ Unit is not drying properly/completely. ] || ---------------- || Love most features in this new dishwasher however it does not dry the dishes as it should.Even utilizing the Pro Wash and Heat Dry/Extended the inside of the unit is wet as well as many dishes.  The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher.  There are just two of us in the household and I am not young...I know how to load a dishwasher.Second CSR asked what type of detergent we used, liquid or solid...SOLID.  She said that she would send us their preferred detergent (a liquid)  that disperses the water better to allow for complete drying?  What?",Not verified,,2.0
25-03-26,79954202,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Negative,,Noise_Vibration,The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher.,"[ Unit is not drying properly/completely. ] || ---------------- || Love most features in this new dishwasher however it does not dry the dishes as it should.Even utilizing the Pro Wash and Heat Dry/Extended the inside of the unit is wet as well as many dishes. The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher. There are just two of us in the household and I am not young. I know how to load a dishwasher.Second CSR asked what type of detergent we used, liquid or solid. SOLID. She said that she would send us their preferred detergent (a liquid) that disperses the water better to allow for complete drying? What?","[ Unit is not drying properly/completely. ] || ---------------- || Love most features in this new dishwasher however it does not dry the dishes as it should.Even utilizing the Pro Wash and Heat Dry/Extended the inside of the unit is wet as well as many dishes.  The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher.  There are just two of us in the household and I am not young...I know how to load a dishwasher.Second CSR asked what type of detergent we used, liquid or solid...SOLID.  She said that she would send us their preferred detergent (a liquid)  that disperses the water better to allow for complete drying?  What?",Not verified,,2.0
25-03-26,79954202,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,,Easy_Use,There are just two of us in the household and I am not young.,"[ Unit is not drying properly/completely. ] || ---------------- || Love most features in this new dishwasher however it does not dry the dishes as it should.Even utilizing the Pro Wash and Heat Dry/Extended the inside of the unit is wet as well as many dishes. The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher. There are just two of us in the household and I am not young. I know how to load a dishwasher.Second CSR asked what type of detergent we used, liquid or solid. SOLID. She said that she would send us their preferred detergent (a liquid) that disperses the water better to allow for complete drying? What?","[ Unit is not drying properly/completely. ] || ---------------- || Love most features in this new dishwasher however it does not dry the dishes as it should.Even utilizing the Pro Wash and Heat Dry/Extended the inside of the unit is wet as well as many dishes.  The first SCR we spoke with indicated we were not loading it properly or overloading the dishwasher.  There are just two of us in the household and I am not young...I know how to load a dishwasher.Second CSR asked what type of detergent we used, liquid or solid...SOLID.  She said that she would send us their preferred detergent (a liquid)  that disperses the water better to allow for complete drying?  What?",Not verified,,2.0
