Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-03-15,60180599,dw,top_control,GE,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,GDP670SGVBB_GDP670SGVWW_GDP670SMVES_GDP670SYVFS,,us,retail,geappliances,,Positive,use,,I love the delay function to start option.,[ Love the time delay and 3rd rack! ] || ---------------- || Have only owned the dishwasher for a week and it seems to be working out well. I love the delay function to start option. Perfect to set to go off when power cost isn't peak times. Seems to clean well. The top 3rd rack could be a little nicer and roll out smoother however still love the function and that is doesn't have fixed slots. Let's you place all different items up there to fit nice like cup tops.,[ Love the time delay and 3rd rack! ] || ---------------- || Have only owned the dishwasher for a week and it seems to be working out well. I love the delay function to start option. Perfect to set to go off when power cost isn't peak times. Seems to clean well. The top 3rd rack could be a little nicer and roll out smoother however still love the function and that is doesn't have fixed slots. Let's you place all different items up there to fit nice like cup tops.,,,5.0
24-03-15,60259233,dw,top_control,GE,GDT550PYRFS,GDT550PYRFS,,us,retail,bestbuy,,Very Negative,deliver,Service,"I had already rescheduled once online .She also said that I could reschedule for an earlier delivery, but she doesn't know how to answer her phone or return messages.","[ Terrible customer service ] || ---------------- || Well I'm paying a month's worth of interest on something that I haven't even received yet, which I think is very wrong. Considering the fact that someone named Jurlene from the warehouse called and left a message saying that my purchase was in the warehouse the day it was supposed to be delivered. I had already rescheduled once online .She also said that I could reschedule for an earlier delivery, but she doesn't know how to answer her phone or return messages. After calling multiple times on different days if she can't answer her phone or return messages how am I supposed to reschedule for an earlier day . Terrible customer service, and it's still going to be another week until I receive my merchandise. Not very happy with best buy","[ Terrible customer service ] || ---------------- || Well  I'm paying a month's worth of interest on something that I haven't even received yet, which I think is very wrong. Considering the fact that someone named Jurlene from the warehouse called and left a message saying that my purchase was in the warehouse the day it was supposed to be delivered. I had already rescheduled once online .She also said that I could reschedule for an earlier delivery, but she doesn't know how to answer her phone or return messages. After calling multiple times on different days if she can't answer her phone or return messages how am I supposed to reschedule for an earlier day . Terrible customer service, and it's still going to be another week until I receive my merchandise.  Not very happy with best buy",,,1.0
24-03-15,60259233,dw,top_control,GE,GDT550PYRFS,GDT550PYRFS,,us,retail,bestbuy,,Very Negative,,Service,After calling multiple times on different days if she can't answer her phone or return messages how am I supposed to reschedule for an earlier day .,"[ Terrible customer service ] || ---------------- || Well I'm paying a month's worth of interest on something that I haven't even received yet, which I think is very wrong. Considering the fact that someone named Jurlene from the warehouse called and left a message saying that my purchase was in the warehouse the day it was supposed to be delivered. I had already rescheduled once online .She also said that I could reschedule for an earlier delivery, but she doesn't know how to answer her phone or return messages. After calling multiple times on different days if she can't answer her phone or return messages how am I supposed to reschedule for an earlier day . Terrible customer service, and it's still going to be another week until I receive my merchandise. Not very happy with best buy","[ Terrible customer service ] || ---------------- || Well  I'm paying a month's worth of interest on something that I haven't even received yet, which I think is very wrong. Considering the fact that someone named Jurlene from the warehouse called and left a message saying that my purchase was in the warehouse the day it was supposed to be delivered. I had already rescheduled once online .She also said that I could reschedule for an earlier delivery, but she doesn't know how to answer her phone or return messages. After calling multiple times on different days if she can't answer her phone or return messages how am I supposed to reschedule for an earlier day . Terrible customer service, and it's still going to be another week until I receive my merchandise.  Not very happy with best buy",,,1.0
24-03-15,60259233,dw,top_control,GE,GDT550PYRFS,GDT550PYRFS,,us,retail,bestbuy,,Very Negative,maintain,Delivery_Installation,"Terrible customer service, and it's still going to be another week until I receive my merchandise.","[ Terrible customer service ] || ---------------- || Well I'm paying a month's worth of interest on something that I haven't even received yet, which I think is very wrong. Considering the fact that someone named Jurlene from the warehouse called and left a message saying that my purchase was in the warehouse the day it was supposed to be delivered. I had already rescheduled once online .She also said that I could reschedule for an earlier delivery, but she doesn't know how to answer her phone or return messages. After calling multiple times on different days if she can't answer her phone or return messages how am I supposed to reschedule for an earlier day . Terrible customer service, and it's still going to be another week until I receive my merchandise. Not very happy with best buy","[ Terrible customer service ] || ---------------- || Well  I'm paying a month's worth of interest on something that I haven't even received yet, which I think is very wrong. Considering the fact that someone named Jurlene from the warehouse called and left a message saying that my purchase was in the warehouse the day it was supposed to be delivered. I had already rescheduled once online .She also said that I could reschedule for an earlier delivery, but she doesn't know how to answer her phone or return messages. After calling multiple times on different days if she can't answer her phone or return messages how am I supposed to reschedule for an earlier day . Terrible customer service, and it's still going to be another week until I receive my merchandise.  Not very happy with best buy",,,1.0
24-03-15,60259233,dw,top_control,GE,GDT550PYRFS,GDT550PYRFS,,us,retail,bestbuy,,Very Negative,maintain,Service,"Terrible customer service, and it's still going to be another week until I receive my merchandise.","[ Terrible customer service ] || ---------------- || Well I'm paying a month's worth of interest on something that I haven't even received yet, which I think is very wrong. Considering the fact that someone named Jurlene from the warehouse called and left a message saying that my purchase was in the warehouse the day it was supposed to be delivered. I had already rescheduled once online .She also said that I could reschedule for an earlier delivery, but she doesn't know how to answer her phone or return messages. After calling multiple times on different days if she can't answer her phone or return messages how am I supposed to reschedule for an earlier day . Terrible customer service, and it's still going to be another week until I receive my merchandise. Not very happy with best buy","[ Terrible customer service ] || ---------------- || Well  I'm paying a month's worth of interest on something that I haven't even received yet, which I think is very wrong. Considering the fact that someone named Jurlene from the warehouse called and left a message saying that my purchase was in the warehouse the day it was supposed to be delivered. I had already rescheduled once online .She also said that I could reschedule for an earlier delivery, but she doesn't know how to answer her phone or return messages. After calling multiple times on different days if she can't answer her phone or return messages how am I supposed to reschedule for an earlier day . Terrible customer service, and it's still going to be another week until I receive my merchandise.  Not very happy with best buy",,,1.0
24-03-15,60259233,dw,top_control,GE,GDT550PYRFS,GDT550PYRFS,,us,retail,bestbuy,,Negative,,Service,Not very happy with bestbuy,"[ Terrible customer service ] || ---------------- || Well I'm paying a month's worth of interest on something that I haven't even received yet, which I think is very wrong. Considering the fact that someone named Jurlene from the warehouse called and left a message saying that my purchase was in the warehouse the day it was supposed to be delivered. I had already rescheduled once online .She also said that I could reschedule for an earlier delivery, but she doesn't know how to answer her phone or return messages. After calling multiple times on different days if she can't answer her phone or return messages how am I supposed to reschedule for an earlier day . Terrible customer service, and it's still going to be another week until I receive my merchandise. Not very happy with best buy","[ Terrible customer service ] || ---------------- || Well  I'm paying a month's worth of interest on something that I haven't even received yet, which I think is very wrong. Considering the fact that someone named Jurlene from the warehouse called and left a message saying that my purchase was in the warehouse the day it was supposed to be delivered. I had already rescheduled once online .She also said that I could reschedule for an earlier delivery, but she doesn't know how to answer her phone or return messages. After calling multiple times on different days if she can't answer her phone or return messages how am I supposed to reschedule for an earlier day . Terrible customer service, and it's still going to be another week until I receive my merchandise.  Not very happy with best buy",,,1.0
24-03-15,60259360,dw,top_control,SAMSUNG,DW80CG4021SR,DW80CG4021SR,,us,retail,bestbuy,,Positive,,,Extremely satisfied.,[ Dishwasher ] || ---------------- || Extremely satisfied. The installers were very professional and nice.,[ Dishwasher ] || ---------------- || Extremely satisfied.  The installers were very professional and nice.,,,5.0
24-03-15,60259360,dw,top_control,SAMSUNG,DW80CG4021SR,DW80CG4021SR,,us,retail,bestbuy,,Positive,onboard,Delivery_Installation,The installers were very professional and nice.,[ Dishwasher ] || ---------------- || Extremely satisfied. The installers were very professional and nice.,[ Dishwasher ] || ---------------- || Extremely satisfied.  The installers were very professional and nice.,,,5.0
24-03-15,60261589,dw,top_control,SAMSUNG,DW80CG5451SR,DW80CG5451SR,,us,retail,bestbuy,,Positive,"purchase,use",Noise_Vibration,Quite- checked out others- for the price very nice machine!,[ Samsung dishwasher ] || ---------------- || Quite- checked out others- for the price very nice machine! Nice features- auto - open when finished.,[ Samsung dishwasher ] || ---------------- || Quite- checked out others- for the price very nice machine!  Nice features- auto - open when finished.,,,5.0
24-03-15,60261589,dw,top_control,SAMSUNG,DW80CG5451SR,DW80CG5451SR,,us,retail,bestbuy,,Positive,"purchase,use",Price,Quite- checked out others- for the price very nice machine!,[ Samsung dishwasher ] || ---------------- || Quite- checked out others- for the price very nice machine! Nice features- auto - open when finished.,[ Samsung dishwasher ] || ---------------- || Quite- checked out others- for the price very nice machine!  Nice features- auto - open when finished.,,,5.0
24-03-15,60261589,dw,top_control,SAMSUNG,DW80CG5451SR,DW80CG5451SR,,us,retail,bestbuy,,Positive,use,Easy_Use,Nice features- auto - open when finished.,[ Samsung dishwasher ] || ---------------- || Quite- checked out others- for the price very nice machine! Nice features- auto - open when finished.,[ Samsung dishwasher ] || ---------------- || Quite- checked out others- for the price very nice machine!  Nice features- auto - open when finished.,,,5.0
24-03-15,60261620,dw,top_control,SAMSUNG,DW80CG5451SR,DW80CG5451SR,,us,retail,bestbuy,,Positive,use,,I enjoy the washer!,[ Samsung dishwasher! ] || ---------------- || I enjoy the washer! Especially when I have a tray for my utensils!,[ Samsung dishwasher! ] || ---------------- || I enjoy the washer! Especially when I have a tray for my utensils!,,,5.0
24-03-15,60261620,dw,top_control,SAMSUNG,DW80CG5451SR,DW80CG5451SR,,us,retail,bestbuy,,Neutral,use,Easy_Use,Especially when I have a tray for my utensils!,[ Samsung dishwasher! ] || ---------------- || I enjoy the washer! Especially when I have a tray for my utensils!,[ Samsung dishwasher! ] || ---------------- || I enjoy the washer! Especially when I have a tray for my utensils!,,,5.0
24-03-15,60261637,dw,top_control,SAMSUNG,DW80CG5451SR,DW80CG5451SR,,us,retail,bestbuy,,Very Negative,use,,I'm completely unsatisfied with this dishwasher.,[ Dishwasher ] || ---------------- || I'm completely unsatisfied with this dishwasher. It's not user friendly at all.,[ Dishwasher ] || ---------------- || I’m completely unsatisfied with this dishwasher. It’s not user friendly at all.,,,1.0
24-03-15,60261637,dw,top_control,SAMSUNG,DW80CG5451SR,DW80CG5451SR,,us,retail,bestbuy,,Very Negative,use,Easy_Use,It's not user friendly at all.,[ Dishwasher ] || ---------------- || I'm completely unsatisfied with this dishwasher. It's not user friendly at all.,[ Dishwasher ] || ---------------- || I’m completely unsatisfied with this dishwasher. It’s not user friendly at all.,,,1.0
24-03-15,60261783,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Positive,purchase,Easy_Use,Excellent product at a great price thanks to the deal section of the bestbuy app.,[ Samsung appliance for the win. ] || ---------------- || Excellent product at a great price thanks to the deal section of the best buy app. I couldn't be happier,[ Samsung appliance for the win. ] || ---------------- || Excellent product at a great price thanks to the deal section of the best buy app. I couldn’t be happier,,,5.0
24-03-15,60261783,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Positive,purchase,Price,Excellent product at a great price thanks to the deal section of the bestbuy app.,[ Samsung appliance for the win. ] || ---------------- || Excellent product at a great price thanks to the deal section of the best buy app. I couldn't be happier,[ Samsung appliance for the win. ] || ---------------- || Excellent product at a great price thanks to the deal section of the best buy app. I couldn’t be happier,,,5.0
24-03-15,60261783,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Positive,,,I couldn't be happier,[ Samsung appliance for the win. ] || ---------------- || Excellent product at a great price thanks to the deal section of the best buy app. I couldn't be happier,[ Samsung appliance for the win. ] || ---------------- || Excellent product at a great price thanks to the deal section of the best buy app. I couldn’t be happier,,,5.0
24-03-15,60261791,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Positive,use,Performance_Washing,Cleans dishes very well.,"[ Cleans dishes very well ] || ---------------- || Cleans dishes very well. Also, this is much quieter than a Bosch dishwasher we had before.","[ Cleans dishes very well ] || ---------------- || Cleans dishes very well. Also, this is much quieter than a Bosch dishwasher we had before.",,,5.0
24-03-15,60261791,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Positive,use,Noise_Vibration,"Also, this is much quieter than a Bosch dishwasher we had before.","[ Cleans dishes very well ] || ---------------- || Cleans dishes very well. Also, this is much quieter than a Bosch dishwasher we had before.","[ Cleans dishes very well ] || ---------------- || Cleans dishes very well. Also, this is much quieter than a Bosch dishwasher we had before.",,,5.0
24-03-15,60261794,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Negative,use,Performance_Drying,"Low spray pressure doesn't, dry the dishes even on sanitize","[ Don't dry dishes ] || ---------------- || Low spray pressure doesn't, dry the dishes even on sanitize","[ Don't dry dishes ] || ---------------- || Low spray pressure doesn't, dry the dishes even on sanitize",,,4.0
24-03-15,60261796,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Positive,use,,Works well.,[ Exactly as described. ] || ---------------- || Works well. Does the job of cleaning dishes for a busy family of 5,[ Exactly as described. ] || ---------------- || Works well. Does the job of cleaning dishes for a busy family of 5,,,5.0
24-03-15,60261796,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Positive,,Design,Does the job of cleaning dishes for a busy family of 5,[ Exactly as described. ] || ---------------- || Works well. Does the job of cleaning dishes for a busy family of 5,[ Exactly as described. ] || ---------------- || Works well. Does the job of cleaning dishes for a busy family of 5,,,5.0
24-03-15,60261796,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Positive,,Performance_Washing,Does the job of cleaning dishes for a busy family of 5,[ Exactly as described. ] || ---------------- || Works well. Does the job of cleaning dishes for a busy family of 5,[ Exactly as described. ] || ---------------- || Works well. Does the job of cleaning dishes for a busy family of 5,,,5.0
24-03-15,60261790,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Positive,"purchase,use",Noise_Vibration,Nice dishwasher for the price and runs pretty quiet.,[ Nice Samsung ] || ---------------- || Nice dishwasher for the price and runs pretty quiet. Pretty easy to install myself wish was nice.,[ Nice Samsung ] || ---------------- || Nice dishwasher for the price and runs pretty quiet. Pretty easy to install myself wish was nice.,,,5.0
24-03-15,60261790,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Positive,"purchase,use",Price,Nice dishwasher for the price and runs pretty quiet.,[ Nice Samsung ] || ---------------- || Nice dishwasher for the price and runs pretty quiet. Pretty easy to install myself wish was nice.,[ Nice Samsung ] || ---------------- || Nice dishwasher for the price and runs pretty quiet. Pretty easy to install myself wish was nice.,,,5.0
24-03-15,60261790,dw,top_control,SAMSUNG,DW80CG5420SR,DW80CG5420SR,,us,retail,bestbuy,,Positive,onboard,Delivery_Installation,Pretty easy to install myself wish was nice.,[ Nice Samsung ] || ---------------- || Nice dishwasher for the price and runs pretty quiet. Pretty easy to install myself wish was nice.,[ Nice Samsung ] || ---------------- || Nice dishwasher for the price and runs pretty quiet. Pretty easy to install myself wish was nice.,,,5.0
24-03-15,60262346,dw,top_control,SAMSUNG,DW80CG4051SR,DW80CG4051SR,,us,retail,bestbuy,,Positive,use,Design,Love the design quit sound and loading and unloading it,[ Runs smooth ] || ---------------- || Love the design quit sound and loading and unloading it,[ Runs smooth ] || ---------------- || Love the design quit sound and loading and unloading it,,,5.0
24-03-15,60262354,dw,top_control,SAMSUNG,DW80CG4051SR,DW80CG4051SR,,us,retail,bestbuy,,Very Positive,use,,Good product works awesome it is a joy to have it thanks,[ Like it ] || ---------------- || Good product works awesome it is a joy to have it thanks,[ Like it ] || ---------------- || Good product works awesome it is a joy to have it thanks,,,5.0
24-03-15,60262570,dw,front_control,BOSCH,300_series,SHE53B75UC,,us,retail,costco,,Positive,use,,I've been using it for two weeks and I'm impressed.,"[ Works better than expected ] || ---------------- || I've been using it for two weeks and I'm impressed. I've washed a casserole dish with oven-baked food that I didn't pre-clean. I truly didn't expect it to come out pristine. I'm also happy with how much the dishwasher holds and that even my large dishes fit well. I do have trouble with large items like pots etc. so sometimes I have to run an additional load. One negative, it's definitely louder than my very old Kenmore Elite dishwasher during one stage of cleaning, but within acceptable limits. After reading all the negative reviews about problems with installation I was most fearful of a nightmare installation. I didn't have the smoothest installation but I was extremely pleased with the installer. First the turn off valve needed to be replaced because mine was so old and blocked with crud. Unfortunately the plumber didn't have one with him as he didn't take his truck with supplies - he had a pick up truck to deliver the dishwasher. He left the dishwasher in my garage and promised to be back at 10 am the next day. And he was, with all his plumbing supplies. Changed the valve and showed me all the building up in the old one - it clearly needed to be replaced. Yes I paid $25, a reasonable fee. When he went to hook up to the electricity because the circuit breaker kept flipping off. I had to call an electrician to fix the circuit. If he had hooked up the dishwasher without the repair, the machine would have been damaged so he was very careful. He came the next day and finished the install. He did not ask for additional pay for having to come three times. We did give him a tip because that travel time was both gas and unpaid time. While this wasn't a simple install, it was a quality install by someone being careful. A Costco representative contacted me to ask for feedback regarding the install and I honestly said it was great.","[ Works better than expected ] || ---------------- || I've been using it for two weeks and I'm impressed. I've washed a casserole dish with oven-baked food that I didn't pre-clean. I truly didn't expect it to come out pristine. I'm also happy with how much the dishwasher holds and that even my large dishes fit well. I do have trouble with large items like pots etc. so sometimes I have to run an additional load.One negative, it's definitely louder than my very old Kenmore Elite dishwasher during one stage of cleaning, but within acceptable limits.After reading all the negative reviews about problems with installation I was most fearful of a nightmare installation. I didn't have the smoothest installation but I was extremely pleased with the installer. First the turn off valve needed to be replaced because mine was so old and blocked with crud. Unfortunately the plumber didn't have one with him as he didn't take his truck with supplies - he had a pick up truck to deliver the dishwasher. He left the dishwasher in my garage and promised to be back at 10 am the next day. And he was, with all his plumbing supplies. Changed the valve and showed me all the building up in the old one - it clearly needed to be replaced. Yes I paid $25, a reasonable fee. When he went to hook up to the electricity because the circuit breaker kept flipping off. I had to call an electrician to fix the circuit. If he had hooked up the dishwasher without the repair, the machine would have been damaged so he was very careful. He came the next day and finished the install. He did not ask for additional pay for having to come three times. We did give him a tip because that travel time was both gas and unpaid time. While this wasn't a simple install, it was a quality install by someone being careful. A Costco representative contacted me to ask for feedback regarding the install and I honestly said it was great.",,,5.0
24-03-15,60262570,dw,front_control,BOSCH,300_series,SHE53B75UC,,us,retail,costco,,Neutral,use,Performance_Washing,I've washed a casserole dish with oven-baked food that I didn't pre-clean.,"[ Works better than expected ] || ---------------- || I've been using it for two weeks and I'm impressed. I've washed a casserole dish with oven-baked food that I didn't pre-clean. I truly didn't expect it to come out pristine. I'm also happy with how much the dishwasher holds and that even my large dishes fit well. I do have trouble with large items like pots etc. so sometimes I have to run an additional load. One negative, it's definitely louder than my very old Kenmore Elite dishwasher during one stage of cleaning, but within acceptable limits. After reading all the negative reviews about problems with installation I was most fearful of a nightmare installation. I didn't have the smoothest installation but I was extremely pleased with the installer. First the turn off valve needed to be replaced because mine was so old and blocked with crud. Unfortunately the plumber didn't have one with him as he didn't take his truck with supplies - he had a pick up truck to deliver the dishwasher. He left the dishwasher in my garage and promised to be back at 10 am the next day. And he was, with all his plumbing supplies. Changed the valve and showed me all the building up in the old one - it clearly needed to be replaced. Yes I paid $25, a reasonable fee. When he went to hook up to the electricity because the circuit breaker kept flipping off. I had to call an electrician to fix the circuit. If he had hooked up the dishwasher without the repair, the machine would have been damaged so he was very careful. He came the next day and finished the install. He did not ask for additional pay for having to come three times. We did give him a tip because that travel time was both gas and unpaid time. While this wasn't a simple install, it was a quality install by someone being careful. A Costco representative contacted me to ask for feedback regarding the install and I honestly said it was great.","[ Works better than expected ] || ---------------- || I've been using it for two weeks and I'm impressed. I've washed a casserole dish with oven-baked food that I didn't pre-clean. I truly didn't expect it to come out pristine. I'm also happy with how much the dishwasher holds and that even my large dishes fit well. I do have trouble with large items like pots etc. so sometimes I have to run an additional load.One negative, it's definitely louder than my very old Kenmore Elite dishwasher during one stage of cleaning, but within acceptable limits.After reading all the negative reviews about problems with installation I was most fearful of a nightmare installation. I didn't have the smoothest installation but I was extremely pleased with the installer. First the turn off valve needed to be replaced because mine was so old and blocked with crud. Unfortunately the plumber didn't have one with him as he didn't take his truck with supplies - he had a pick up truck to deliver the dishwasher. He left the dishwasher in my garage and promised to be back at 10 am the next day. And he was, with all his plumbing supplies. Changed the valve and showed me all the building up in the old one - it clearly needed to be replaced. Yes I paid $25, a reasonable fee. When he went to hook up to the electricity because the circuit breaker kept flipping off. I had to call an electrician to fix the circuit. If he had hooked up the dishwasher without the repair, the machine would have been damaged so he was very careful. He came the next day and finished the install. He did not ask for additional pay for having to come three times. We did give him a tip because that travel time was both gas and unpaid time. While this wasn't a simple install, it was a quality install by someone being careful. A Costco representative contacted me to ask for feedback regarding the install and I honestly said it was great.",,,5.0
24-03-15,60262570,dw,front_control,BOSCH,300_series,SHE53B75UC,,us,retail,costco,,Positive,use,Performance_Washing,I truly didn't expect it to come out pristine.,"[ Works better than expected ] || ---------------- || I've been using it for two weeks and I'm impressed. I've washed a casserole dish with oven-baked food that I didn't pre-clean. I truly didn't expect it to come out pristine. I'm also happy with how much the dishwasher holds and that even my large dishes fit well. I do have trouble with large items like pots etc. so sometimes I have to run an additional load. One negative, it's definitely louder than my very old Kenmore Elite dishwasher during one stage of cleaning, but within acceptable limits. After reading all the negative reviews about problems with installation I was most fearful of a nightmare installation. I didn't have the smoothest installation but I was extremely pleased with the installer. First the turn off valve needed to be replaced because mine was so old and blocked with crud. Unfortunately the plumber didn't have one with him as he didn't take his truck with supplies - he had a pick up truck to deliver the dishwasher. He left the dishwasher in my garage and promised to be back at 10 am the next day. And he was, with all his plumbing supplies. Changed the valve and showed me all the building up in the old one - it clearly needed to be replaced. Yes I paid $25, a reasonable fee. When he went to hook up to the electricity because the circuit breaker kept flipping off. I had to call an electrician to fix the circuit. If he had hooked up the dishwasher without the repair, the machine would have been damaged so he was very careful. He came the next day and finished the install. He did not ask for additional pay for having to come three times. We did give him a tip because that travel time was both gas and unpaid time. While this wasn't a simple install, it was a quality install by someone being careful. A Costco representative contacted me to ask for feedback regarding the install and I honestly said it was great.","[ Works better than expected ] || ---------------- || I've been using it for two weeks and I'm impressed. I've washed a casserole dish with oven-baked food that I didn't pre-clean. I truly didn't expect it to come out pristine. I'm also happy with how much the dishwasher holds and that even my large dishes fit well. I do have trouble with large items like pots etc. so sometimes I have to run an additional load.One negative, it's definitely louder than my very old Kenmore Elite dishwasher during one stage of cleaning, but within acceptable limits.After reading all the negative reviews about problems with installation I was most fearful of a nightmare installation. I didn't have the smoothest installation but I was extremely pleased with the installer. First the turn off valve needed to be replaced because mine was so old and blocked with crud. Unfortunately the plumber didn't have one with him as he didn't take his truck with supplies - he had a pick up truck to deliver the dishwasher. He left the dishwasher in my garage and promised to be back at 10 am the next day. And he was, with all his plumbing supplies. Changed the valve and showed me all the building up in the old one - it clearly needed to be replaced. Yes I paid $25, a reasonable fee. When he went to hook up to the electricity because the circuit breaker kept flipping off. I had to call an electrician to fix the circuit. If he had hooked up the dishwasher without the repair, the machine would have been damaged so he was very careful. He came the next day and finished the install. He did not ask for additional pay for having to come three times. We did give him a tip because that travel time was both gas and unpaid time. While this wasn't a simple install, it was a quality install by someone being careful. A Costco representative contacted me to ask for feedback regarding the install and I honestly said it was great.",,,5.0
24-03-15,60262570,dw,front_control,BOSCH,300_series,SHE53B75UC,,us,retail,costco,,Positive,use,Design,I'm also happy with how much the dishwasher holds and that even my large dishes fit well.,"[ Works better than expected ] || ---------------- || I've been using it for two weeks and I'm impressed. I've washed a casserole dish with oven-baked food that I didn't pre-clean. I truly didn't expect it to come out pristine. I'm also happy with how much the dishwasher holds and that even my large dishes fit well. I do have trouble with large items like pots etc. so sometimes I have to run an additional load. One negative, it's definitely louder than my very old Kenmore Elite dishwasher during one stage of cleaning, but within acceptable limits. After reading all the negative reviews about problems with installation I was most fearful of a nightmare installation. I didn't have the smoothest installation but I was extremely pleased with the installer. First the turn off valve needed to be replaced because mine was so old and blocked with crud. Unfortunately the plumber didn't have one with him as he didn't take his truck with supplies - he had a pick up truck to deliver the dishwasher. He left the dishwasher in my garage and promised to be back at 10 am the next day. And he was, with all his plumbing supplies. Changed the valve and showed me all the building up in the old one - it clearly needed to be replaced. Yes I paid $25, a reasonable fee. When he went to hook up to the electricity because the circuit breaker kept flipping off. I had to call an electrician to fix the circuit. If he had hooked up the dishwasher without the repair, the machine would have been damaged so he was very careful. He came the next day and finished the install. He did not ask for additional pay for having to come three times. We did give him a tip because that travel time was both gas and unpaid time. While this wasn't a simple install, it was a quality install by someone being careful. A Costco representative contacted me to ask for feedback regarding the install and I honestly said it was great.","[ Works better than expected ] || ---------------- || I've been using it for two weeks and I'm impressed. I've washed a casserole dish with oven-baked food that I didn't pre-clean. I truly didn't expect it to come out pristine. I'm also happy with how much the dishwasher holds and that even my large dishes fit well. I do have trouble with large items like pots etc. so sometimes I have to run an additional load.One negative, it's definitely louder than my very old Kenmore Elite dishwasher during one stage of cleaning, but within acceptable limits.After reading all the negative reviews about problems with installation I was most fearful of a nightmare installation. I didn't have the smoothest installation but I was extremely pleased with the installer. First the turn off valve needed to be replaced because mine was so old and blocked with crud. Unfortunately the plumber didn't have one with him as he didn't take his truck with supplies - he had a pick up truck to deliver the dishwasher. He left the dishwasher in my garage and promised to be back at 10 am the next day. And he was, with all his plumbing supplies. Changed the valve and showed me all the building up in the old one - it clearly needed to be replaced. Yes I paid $25, a reasonable fee. When he went to hook up to the electricity because the circuit breaker kept flipping off. I had to call an electrician to fix the circuit. If he had hooked up the dishwasher without the repair, the machine would have been damaged so he was very careful. He came the next day and finished the install. He did not ask for additional pay for having to come three times. We did give him a tip because that travel time was both gas and unpaid time. While this wasn't a simple install, it was a quality install by someone being careful. A Costco representative contacted me to ask for feedback regarding the install and I honestly said it was great.",,,5.0
