Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-06-22,53108328,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Positive,use,Product_Satisfaction,"Quiet, uses less water, the third row is really nice and does a great job!","[ Very nice machine. Quiet, cleans well and a great price! ] || ---------------- || Does exactly as stated! Quiet, uses less water, the third row is really nice and does a great job!","[ Very nice machine.  Quiet, cleans well and a great price! ] || ---------------- || Does exactly as stated! Quiet, uses less water, the third row is really nice and does a great job!",,,5.0
23-06-20,101668510,dw,front_control,KITCHENAID,KDFM404KPS,KDFM404KPS,,us,retail,lowes,,Positive,use,,"All that said, if it wasn't for the rust issue, the dishwasher is great.","[ Rust on stainless front after two years ] || ---------------- || $1000+ KitchenAid dishwasher stainless steel front RUSTING in two years? I replaced my 25+ years old Whirlpool with this dishwasher, it never rusted. My daughter has same dishwasher that was purchased about two years before I decided to get a new dishwasher, her dishwasher has no rust anywhere on the stainless front. Very disappointed with this and with not being able to talk to an actual person to see if there is something that can be done to fix this cosmetic defect. There was no defect option on the Assurant claim so I selected damage, that was immediately denied.All that said, if it wasn't for the rust issue, the dishwasher is great. cleans really great and is super quiet.I don't believe the rust issue is related to cleaning, I use a dish cloth and soapy water to clean the stainless steel.","[ Rust on stainless front after two years ] || ---------------- || $1000+ KitchenAid dishwasher stainless steel front RUSTING in two years?  I replaced my 25+ years old Whirlpool with this dishwasher, it never rusted.  My daughter has same dishwasher that was purchased about two years before I decided to get a new dishwasher, her dishwasher has no rust anywhere on the stainless front.  Very disappointed with this and with not being able to talk to an actual person to see if there is something that can be done to fix this cosmetic defect.  There was no defect option on the Assurant claim so I selected damage, that was immediately denied.All that said, if it wasn't for the rust issue, the dishwasher is great...cleans really great and is super quiet.I don't believe the rust issue is related to cleaning, I use a dish cloth and soapy water to clean the stainless steel.",Not verified,,3.0
23-06-20,101668510,dw,front_control,KITCHENAID,KDFM404KPS,KDFM404KPS,,us,retail,lowes,,Positive,use,Noise_Vibration,cleans really great and is super quiet.,"[ Rust on stainless front after two years ] || ---------------- || $1000+ KitchenAid dishwasher stainless steel front RUSTING in two years? I replaced my 25+ years old Whirlpool with this dishwasher, it never rusted. My daughter has same dishwasher that was purchased about two years before I decided to get a new dishwasher, her dishwasher has no rust anywhere on the stainless front. Very disappointed with this and with not being able to talk to an actual person to see if there is something that can be done to fix this cosmetic defect. There was no defect option on the Assurant claim so I selected damage, that was immediately denied.All that said, if it wasn't for the rust issue, the dishwasher is great. cleans really great and is super quiet.I don't believe the rust issue is related to cleaning, I use a dish cloth and soapy water to clean the stainless steel.","[ Rust on stainless front after two years ] || ---------------- || $1000+ KitchenAid dishwasher stainless steel front RUSTING in two years?  I replaced my 25+ years old Whirlpool with this dishwasher, it never rusted.  My daughter has same dishwasher that was purchased about two years before I decided to get a new dishwasher, her dishwasher has no rust anywhere on the stainless front.  Very disappointed with this and with not being able to talk to an actual person to see if there is something that can be done to fix this cosmetic defect.  There was no defect option on the Assurant claim so I selected damage, that was immediately denied.All that said, if it wasn't for the rust issue, the dishwasher is great...cleans really great and is super quiet.I don't believe the rust issue is related to cleaning, I use a dish cloth and soapy water to clean the stainless steel.",Not verified,,3.0
23-06-20,101668510,dw,front_control,KITCHENAID,KDFM404KPS,KDFM404KPS,,us,retail,lowes,,Positive,use,Performance_Washing,cleans really great and is super quiet.,"[ Rust on stainless front after two years ] || ---------------- || $1000+ KitchenAid dishwasher stainless steel front RUSTING in two years? I replaced my 25+ years old Whirlpool with this dishwasher, it never rusted. My daughter has same dishwasher that was purchased about two years before I decided to get a new dishwasher, her dishwasher has no rust anywhere on the stainless front. Very disappointed with this and with not being able to talk to an actual person to see if there is something that can be done to fix this cosmetic defect. There was no defect option on the Assurant claim so I selected damage, that was immediately denied.All that said, if it wasn't for the rust issue, the dishwasher is great. cleans really great and is super quiet.I don't believe the rust issue is related to cleaning, I use a dish cloth and soapy water to clean the stainless steel.","[ Rust on stainless front after two years ] || ---------------- || $1000+ KitchenAid dishwasher stainless steel front RUSTING in two years?  I replaced my 25+ years old Whirlpool with this dishwasher, it never rusted.  My daughter has same dishwasher that was purchased about two years before I decided to get a new dishwasher, her dishwasher has no rust anywhere on the stainless front.  Very disappointed with this and with not being able to talk to an actual person to see if there is something that can be done to fix this cosmetic defect.  There was no defect option on the Assurant claim so I selected damage, that was immediately denied.All that said, if it wasn't for the rust issue, the dishwasher is great...cleans really great and is super quiet.I don't believe the rust issue is related to cleaning, I use a dish cloth and soapy water to clean the stainless steel.",Not verified,,3.0
23-06-20,101668510,dw,front_control,KITCHENAID,KDFM404KPS,KDFM404KPS,,us,retail,lowes,,Neutral,use,,"I don't believe the rust issue is related to cleaning, I use a dish cloth and soapy water to clean the stainless steel.","[ Rust on stainless front after two years ] || ---------------- || $1000+ KitchenAid dishwasher stainless steel front RUSTING in two years? I replaced my 25+ years old Whirlpool with this dishwasher, it never rusted. My daughter has same dishwasher that was purchased about two years before I decided to get a new dishwasher, her dishwasher has no rust anywhere on the stainless front. Very disappointed with this and with not being able to talk to an actual person to see if there is something that can be done to fix this cosmetic defect. There was no defect option on the Assurant claim so I selected damage, that was immediately denied.All that said, if it wasn't for the rust issue, the dishwasher is great. cleans really great and is super quiet.I don't believe the rust issue is related to cleaning, I use a dish cloth and soapy water to clean the stainless steel.","[ Rust on stainless front after two years ] || ---------------- || $1000+ KitchenAid dishwasher stainless steel front RUSTING in two years?  I replaced my 25+ years old Whirlpool with this dishwasher, it never rusted.  My daughter has same dishwasher that was purchased about two years before I decided to get a new dishwasher, her dishwasher has no rust anywhere on the stainless front.  Very disappointed with this and with not being able to talk to an actual person to see if there is something that can be done to fix this cosmetic defect.  There was no defect option on the Assurant claim so I selected damage, that was immediately denied.All that said, if it wasn't for the rust issue, the dishwasher is great...cleans really great and is super quiet.I don't believe the rust issue is related to cleaning, I use a dish cloth and soapy water to clean the stainless steel.",Not verified,,3.0
23-06-20,52931913,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Positive,use,,"I used cream white because the cream was soft, so I thought it would suit me well.","I used cream white because the cream was soft, so I thought it would suit me well.",전 크림화이트 했어요ㅎㅎㅎ크림이 은은해서 잘 어울릴 것 같아서ㅎㅎ,,,unrated
23-06-20,52931914,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,,Design,Did you use Yerim Cream White with Lg Objet Cream White color?,Did you use Yerim Cream White with Lg Objet Cream White color? Do you have any photos?,예림크림화이트에 Lg오브제 크림화이트 색상으로 하셨을까용? 혹시 사진 있으실까요~???,,,unrated
23-06-20,52931914,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,,,Do you have any photos?,Did you use Yerim Cream White with Lg Objet Cream White color? Do you have any photos?,예림크림화이트에 Lg오브제 크림화이트 색상으로 하셨을까용? 혹시 사진 있으실까요~???,,,unrated
23-06-20,52931915,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,,Design,Objet Cream White & Hyundai S243 Please refer to it ^^,Objet Cream White & Hyundai S243 Please refer to it ^^,오브제 크림화이트&현대S243입니다 참고하세요^^,,,unrated
23-06-20,52932228,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Negative,use,,"I wondered if it didn't close properly, so I opened and closed it, but it's still the same.","I wondered if it didn't close properly, so I opened and closed it, but it's still the same.",혹시나 제대로 안닫혔나 해서 열었다 닫아서 했는데도 그대로네요 ㅠㅠ,,,unrated
23-06-20,52932230,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Positive,,,yes thank you i have to do it right now,yes thank you i have to do it right now,네 ㅠㅠ 감사합니다 후딱 지금 해야겠어요,,,unrated
23-06-20,52932231,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Very Negative,,,"No, not at all.","No, not at all. Maybe it's because of the rubber parking, or something doesn't fit right.",아니요 전혀요 고무파킹때문인가 뭔가딱안맞나봐여ㅜ,,,unrated
23-06-20,52932231,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Negative,,Delivery_Installation,"Maybe it's because of the rubber parking, or something doesn't fit right.","No, not at all. Maybe it's because of the rubber parking, or something doesn't fit right.",아니요 전혀요 고무파킹때문인가 뭔가딱안맞나봐여ㅜ,,,unrated
23-06-20,52932231,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Negative,,Durability,"Maybe it's because of the rubber parking, or something doesn't fit right.","No, not at all. Maybe it's because of the rubber parking, or something doesn't fit right.",아니요 전혀요 고무파킹때문인가 뭔가딱안맞나봐여ㅜ,,,unrated
23-06-20,52932229,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,,,There was never a single time like that.,There was never a single time like that. I've been using it for 1 year.,단한번도그런적없었어요. 1년째사용중인데~  as접수하세요.휴가기간다가오니 후딱 접수하세요~~,,,unrated
23-06-20,52932229,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,,I've been using it for 1 year.,There was never a single time like that. I've been using it for 1 year.,단한번도그런적없었어요. 1년째사용중인데~  as접수하세요.휴가기간다가오니 후딱 접수하세요~~,,,unrated
23-06-20,52932233,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,,,"It's been a month now, as.","It's been a month now, as. uh thank you",ㅠㅠ 이제 한달되었는데ㅠㅠ as라니..... 에휴감사합니다,,,unrated
23-06-20,52932233,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,,,,uh thank you,"It's been a month now, as. uh thank you",ㅠㅠ 이제 한달되었는데ㅠㅠ as라니..... 에휴감사합니다,,,unrated
23-06-20,52932232,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,,,Are you saying that steam formed while the dishwasher was running?,"Are you saying that steam formed while the dishwasher was running? If it is correct, you should get as.",식세기 돌리는 중에 수증기가 맺혔다는 말씀이시죠?맞다면 as받으셔야 할듯..,,,unrated
23-06-20,52932232,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,,,"If it is correct, you should get as.","Are you saying that steam formed while the dishwasher was running? If it is correct, you should get as.",식세기 돌리는 중에 수증기가 맺혔다는 말씀이시죠?맞다면 as받으셔야 할듯..,,,unrated
23-06-20,52932520,dw,dishwasher,LG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,,It's better if you add salt.,It's better if you add salt.,소금 보충하면 좋아져요,,,unrated
23-06-20,52933122,dw,top_control,WHIRLPOOL,WDT970SAHV,WDT970SAHV,,us,retail,bestbuy,,Negative,maintain,Durability,Started leaking from front door bottom.,[ Leaking ] || ---------------- || Started leaking from front door bottom. Flooded the wood floor and caused property damage.,[ Leaking ] || ---------------- || Started leaking from front door bottom.Flooded the wood floor and caused property damage.,,,1.0
23-06-20,52933122,dw,top_control,WHIRLPOOL,WDT970SAHV,WDT970SAHV,,us,retail,bestbuy,,Negative,maintain,Durability,Flooded the wood floor and caused property damage.,[ Leaking ] || ---------------- || Started leaking from front door bottom. Flooded the wood floor and caused property damage.,[ Leaking ] || ---------------- || Started leaking from front door bottom.Flooded the wood floor and caused property damage.,,,1.0
23-06-20,52933618,dw,dishwasher,GE,GDP665SYNFS,GDP665SYNFS,,us,retail,lowes,,Negative,"deliver,use",Delivery_Installation,We have not been able to use this product as it was delivered missing a part.,"[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.","[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.",,,1.0
23-06-20,52933618,dw,dishwasher,GE,GDP665SYNFS,GDP665SYNFS,,us,retail,lowes,,Negative,"deliver,use",Durability,We have not been able to use this product as it was delivered missing a part.,"[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.","[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.",,,1.0
23-06-20,52933618,dw,dishwasher,GE,GDP665SYNFS,GDP665SYNFS,,us,retail,lowes,,Negative,"onboard,use",Durability,"My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all.","[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.","[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.",,,1.0
23-06-20,52933618,dw,dishwasher,GE,GDP665SYNFS,GDP665SYNFS,,us,retail,lowes,,Negative,,Durability,"After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor.","[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.","[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.",,,1.0
23-06-20,52933618,dw,dishwasher,GE,GDP665SYNFS,GDP665SYNFS,,us,retail,lowes,,Negative,maintain,Service,"My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line.","[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.","[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.",,,1.0
23-06-20,52933618,dw,dishwasher,GE,GDP665SYNFS,GDP665SYNFS,,us,retail,lowes,,Positive,use,Design,Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.,"[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.","[ Delivered Missing Part ] || ---------------- || We have not been able to use this product as it was delivered missing a part. My husband installed the unit and it keeps leaking water, so we haven't even been able to use the unit at all. After inspecting below the unit, there is a part missing that blocks the dishwasher filter area from leaking onto our kitchen floor. My husband went to a local Lowes yesterday to seek assistance and after being passed from department to department, he was eventually told they would not assist him and to call their customer service line. Overall the dishwasher looks great and we are excited to use it if Lowes ever fixes this mess they created.",,,1.0
23-06-20,52933647,dw,dishwasher,GE,GDP665SYNFS,GDP665SYNFS,,us,retail,lowes,,Neutral,"purchase,replace",Delivery_Installation,Bought this to replace a 1995 model dishwasher.,"[ Not sure ] || ---------------- || Bought this to replace a 1995 model dishwasher. It was delivered Sunday and I used it for the first time yesterday. It's definitely quieter and I liked the idea of the 3rd rack for silverware and the fact you can adjust the height of the upper rack. HOWEVER (the reasons for only 3 stars), the upper rack only has 2 levels of adjustment (not 3 as other brands have). If you lower the top rack, you can't put standard size dinner plates in the bottom rack or the spray arm will hit them. That seems pointless. The racks don't glide smoothly in and out of the dishwasher and I'm not sure who designed the racks but the tines seem to be in odd places. On the upper rack, when loading bowls as suggested in the manual, I placed a quart jar on the left side of the rack and because the tines are so far from the edge, the jar had no support and fell over when I pushed the rack back in. Same with the lower rack. It seems like there should be tines closer to the side of the rack opposite the silverware basket. I needed to wash a glass cutting board but because there were no tines close to the left edge, I had to prop it against the back of the basket to keep the spray arm from hitting it. It worked, but in my old dishwasher, I could place the cutting board in line with the plates because the tines were closer to the sides of the basket. I'm a little worried now because I just read a review about wheels melting and the front rusting. Wish me luck!","[ Not sure ] || ---------------- || Bought this to replace a 1995 model dishwasher.  It was delivered Sunday and I used it for the first time yesterday. It’s definitely quieter and I liked the idea of the 3rd rack for silverware and the fact you can adjust the height of the upper rack.  HOWEVER (the reasons for only 3 stars), the upper rack only has 2 levels of adjustment (not 3 as other brands have).  If you lower the top rack, you can't put standard size dinner plates in the bottom rack or the spray arm will hit them.  That seems pointless.  The racks don't glide smoothly in and out of the dishwasher and I'm not sure who designed the racks but the tines seem to be in odd places. On the upper rack, when loading bowls as suggested in the manual, I placed a quart jar on the left side of the rack and because the tines are so far from the edge, the jar had no support and fell over when I pushed the rack back in. Same with the lower rack.  It seems like there should be tines closer to the side of the rack opposite the silverware basket.  I needed to wash a glass cutting board but because there were no tines close to the left edge, I had to prop it against the back of the basket to keep the spray arm from hitting it.  It worked, but in my old dishwasher, I could place the cutting board in line with the plates because the tines were closer to the sides of the basket.  I’m a little worried now because I just read a review about wheels melting and the front rusting.  Wish me luck!",,,3.0
23-06-20,52933647,dw,dishwasher,GE,GDP665SYNFS,GDP665SYNFS,,us,retail,lowes,,Neutral,"deliver,use",Delivery_Installation,It was delivered Sunday and I used it for the first time yesterday.,"[ Not sure ] || ---------------- || Bought this to replace a 1995 model dishwasher. It was delivered Sunday and I used it for the first time yesterday. It's definitely quieter and I liked the idea of the 3rd rack for silverware and the fact you can adjust the height of the upper rack. HOWEVER (the reasons for only 3 stars), the upper rack only has 2 levels of adjustment (not 3 as other brands have). If you lower the top rack, you can't put standard size dinner plates in the bottom rack or the spray arm will hit them. That seems pointless. The racks don't glide smoothly in and out of the dishwasher and I'm not sure who designed the racks but the tines seem to be in odd places. On the upper rack, when loading bowls as suggested in the manual, I placed a quart jar on the left side of the rack and because the tines are so far from the edge, the jar had no support and fell over when I pushed the rack back in. Same with the lower rack. It seems like there should be tines closer to the side of the rack opposite the silverware basket. I needed to wash a glass cutting board but because there were no tines close to the left edge, I had to prop it against the back of the basket to keep the spray arm from hitting it. It worked, but in my old dishwasher, I could place the cutting board in line with the plates because the tines were closer to the sides of the basket. I'm a little worried now because I just read a review about wheels melting and the front rusting. Wish me luck!","[ Not sure ] || ---------------- || Bought this to replace a 1995 model dishwasher.  It was delivered Sunday and I used it for the first time yesterday. It’s definitely quieter and I liked the idea of the 3rd rack for silverware and the fact you can adjust the height of the upper rack.  HOWEVER (the reasons for only 3 stars), the upper rack only has 2 levels of adjustment (not 3 as other brands have).  If you lower the top rack, you can't put standard size dinner plates in the bottom rack or the spray arm will hit them.  That seems pointless.  The racks don't glide smoothly in and out of the dishwasher and I'm not sure who designed the racks but the tines seem to be in odd places. On the upper rack, when loading bowls as suggested in the manual, I placed a quart jar on the left side of the rack and because the tines are so far from the edge, the jar had no support and fell over when I pushed the rack back in. Same with the lower rack.  It seems like there should be tines closer to the side of the rack opposite the silverware basket.  I needed to wash a glass cutting board but because there were no tines close to the left edge, I had to prop it against the back of the basket to keep the spray arm from hitting it.  It worked, but in my old dishwasher, I could place the cutting board in line with the plates because the tines were closer to the sides of the basket.  I’m a little worried now because I just read a review about wheels melting and the front rusting.  Wish me luck!",,,3.0
23-06-20,52933647,dw,dishwasher,GE,GDP665SYNFS,GDP665SYNFS,,us,retail,lowes,,Positive,use,Easy_Use,It's definitely quieter and I liked the idea of the 3rd rack for silverware and the fact you can adjust the height of the upper rack.,"[ Not sure ] || ---------------- || Bought this to replace a 1995 model dishwasher. It was delivered Sunday and I used it for the first time yesterday. It's definitely quieter and I liked the idea of the 3rd rack for silverware and the fact you can adjust the height of the upper rack. HOWEVER (the reasons for only 3 stars), the upper rack only has 2 levels of adjustment (not 3 as other brands have). If you lower the top rack, you can't put standard size dinner plates in the bottom rack or the spray arm will hit them. That seems pointless. The racks don't glide smoothly in and out of the dishwasher and I'm not sure who designed the racks but the tines seem to be in odd places. On the upper rack, when loading bowls as suggested in the manual, I placed a quart jar on the left side of the rack and because the tines are so far from the edge, the jar had no support and fell over when I pushed the rack back in. Same with the lower rack. It seems like there should be tines closer to the side of the rack opposite the silverware basket. I needed to wash a glass cutting board but because there were no tines close to the left edge, I had to prop it against the back of the basket to keep the spray arm from hitting it. It worked, but in my old dishwasher, I could place the cutting board in line with the plates because the tines were closer to the sides of the basket. I'm a little worried now because I just read a review about wheels melting and the front rusting. Wish me luck!","[ Not sure ] || ---------------- || Bought this to replace a 1995 model dishwasher.  It was delivered Sunday and I used it for the first time yesterday. It’s definitely quieter and I liked the idea of the 3rd rack for silverware and the fact you can adjust the height of the upper rack.  HOWEVER (the reasons for only 3 stars), the upper rack only has 2 levels of adjustment (not 3 as other brands have).  If you lower the top rack, you can't put standard size dinner plates in the bottom rack or the spray arm will hit them.  That seems pointless.  The racks don't glide smoothly in and out of the dishwasher and I'm not sure who designed the racks but the tines seem to be in odd places. On the upper rack, when loading bowls as suggested in the manual, I placed a quart jar on the left side of the rack and because the tines are so far from the edge, the jar had no support and fell over when I pushed the rack back in. Same with the lower rack.  It seems like there should be tines closer to the side of the rack opposite the silverware basket.  I needed to wash a glass cutting board but because there were no tines close to the left edge, I had to prop it against the back of the basket to keep the spray arm from hitting it.  It worked, but in my old dishwasher, I could place the cutting board in line with the plates because the tines were closer to the sides of the basket.  I’m a little worried now because I just read a review about wheels melting and the front rusting.  Wish me luck!",,,3.0
23-06-20,52933647,dw,dishwasher,GE,GDP665SYNFS,GDP665SYNFS,,us,retail,lowes,,Positive,use,Noise_Vibration,It's definitely quieter and I liked the idea of the 3rd rack for silverware and the fact you can adjust the height of the upper rack.,"[ Not sure ] || ---------------- || Bought this to replace a 1995 model dishwasher. It was delivered Sunday and I used it for the first time yesterday. It's definitely quieter and I liked the idea of the 3rd rack for silverware and the fact you can adjust the height of the upper rack. HOWEVER (the reasons for only 3 stars), the upper rack only has 2 levels of adjustment (not 3 as other brands have). If you lower the top rack, you can't put standard size dinner plates in the bottom rack or the spray arm will hit them. That seems pointless. The racks don't glide smoothly in and out of the dishwasher and I'm not sure who designed the racks but the tines seem to be in odd places. On the upper rack, when loading bowls as suggested in the manual, I placed a quart jar on the left side of the rack and because the tines are so far from the edge, the jar had no support and fell over when I pushed the rack back in. Same with the lower rack. It seems like there should be tines closer to the side of the rack opposite the silverware basket. I needed to wash a glass cutting board but because there were no tines close to the left edge, I had to prop it against the back of the basket to keep the spray arm from hitting it. It worked, but in my old dishwasher, I could place the cutting board in line with the plates because the tines were closer to the sides of the basket. I'm a little worried now because I just read a review about wheels melting and the front rusting. Wish me luck!","[ Not sure ] || ---------------- || Bought this to replace a 1995 model dishwasher.  It was delivered Sunday and I used it for the first time yesterday. It’s definitely quieter and I liked the idea of the 3rd rack for silverware and the fact you can adjust the height of the upper rack.  HOWEVER (the reasons for only 3 stars), the upper rack only has 2 levels of adjustment (not 3 as other brands have).  If you lower the top rack, you can't put standard size dinner plates in the bottom rack or the spray arm will hit them.  That seems pointless.  The racks don't glide smoothly in and out of the dishwasher and I'm not sure who designed the racks but the tines seem to be in odd places. On the upper rack, when loading bowls as suggested in the manual, I placed a quart jar on the left side of the rack and because the tines are so far from the edge, the jar had no support and fell over when I pushed the rack back in. Same with the lower rack.  It seems like there should be tines closer to the side of the rack opposite the silverware basket.  I needed to wash a glass cutting board but because there were no tines close to the left edge, I had to prop it against the back of the basket to keep the spray arm from hitting it.  It worked, but in my old dishwasher, I could place the cutting board in line with the plates because the tines were closer to the sides of the basket.  I’m a little worried now because I just read a review about wheels melting and the front rusting.  Wish me luck!",,,3.0
