Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-05-03,51163709,dw,top_control,GE,PDT145SGLBB_PDT145SGLWW_PDT145SSLSS,PDT145SGLBB_PDT145SGLWW_PDT145SSLSS,,us,retail,geappliances,,Very Positive,use,Design,"Is quiet, it's looks fabulous in my kitchen.","[ Love how quiet it is. ] || ---------------- || Is quiet, it's looks fabulous in my kitchen. It does a great job cleaning","[ Love how quiet it is. ] || ---------------- || Is quiet, it’s looks fabulous in my kitchen.  It does a great job cleaning",,,5.0
23-05-03,53512765,dw,front_control,MIDEA,WX2000,WX2000,ASIA,cn,retail,jd,,Neutral,,Delivery_Installation,It will be better if you send an e-card.,"The express logistics is fast, the packaging is also very beautiful, and the customer service sister is also helpful, and the things from the top 500 factories are not bad. It will be better if you send an e-card. Looking forward to the beautiful pictures and effects after installation",快递物流很快，包装也很精美，客服姐姐也帮，，500强大厂的东西也不会差，如果发张e卡会更棒期待安装后的美图及效果,,,5.0
23-05-03,53512765,dw,front_control,MIDEA,WX2000,WX2000,ASIA,cn,retail,jd,,Neutral,onboard,Delivery_Installation,Looking forward to the beautiful pictures and effects after installation,"The express logistics is fast, the packaging is also very beautiful, and the customer service sister is also helpful, and the things from the top 500 factories are not bad. It will be better if you send an e-card. Looking forward to the beautiful pictures and effects after installation",快递物流很快，包装也很精美，客服姐姐也帮，，500强大厂的东西也不会差，如果发张e卡会更棒期待安装后的美图及效果,,,5.0
23-05-03,53512796,dw,front_control,MIDEA,WX2000,WX2000,ASIA,cn,retail,jd,,Positive,use,,Very good.,"Very good. I bought the dishwasher in advance in order to make the size more suitable during the hard installation stage. After choosing for a long time, I finally fell in love with this universal series of Midea. The price is affordable and the online reviews are good. I look forward to the effect of the installation.",非常好，正在硬装阶段为了尺寸更合适一些就提前选购了洗碗机，挑选半天最终看上了美的这款万向系列，价格实惠还网评不错，期待装上的效果。,,,5.0
23-05-03,53512796,dw,front_control,MIDEA,WX2000,WX2000,ASIA,cn,retail,jd,,Neutral,"onboard,purchase",Delivery_Installation,I bought the dishwasher in advance in order to make the size more suitable during the hard installation stage.,"Very good. I bought the dishwasher in advance in order to make the size more suitable during the hard installation stage. After choosing for a long time, I finally fell in love with this universal series of Midea. The price is affordable and the online reviews are good. I look forward to the effect of the installation.",非常好，正在硬装阶段为了尺寸更合适一些就提前选购了洗碗机，挑选半天最终看上了美的这款万向系列，价格实惠还网评不错，期待装上的效果。,,,5.0
23-05-03,53512796,dw,front_control,MIDEA,WX2000,WX2000,ASIA,cn,retail,jd,,Positive,,,"After choosing for a long time, I finally fell in love with this universal series of Midea.","Very good. I bought the dishwasher in advance in order to make the size more suitable during the hard installation stage. After choosing for a long time, I finally fell in love with this universal series of Midea. The price is affordable and the online reviews are good. I look forward to the effect of the installation.",非常好，正在硬装阶段为了尺寸更合适一些就提前选购了洗碗机，挑选半天最终看上了美的这款万向系列，价格实惠还网评不错，期待装上的效果。,,,5.0
23-05-03,53512796,dw,front_control,MIDEA,WX2000,WX2000,ASIA,cn,retail,jd,,Positive,purchase,Price,The price is affordable and the online reviews are good.,"Very good. I bought the dishwasher in advance in order to make the size more suitable during the hard installation stage. After choosing for a long time, I finally fell in love with this universal series of Midea. The price is affordable and the online reviews are good. I look forward to the effect of the installation.",非常好，正在硬装阶段为了尺寸更合适一些就提前选购了洗碗机，挑选半天最终看上了美的这款万向系列，价格实惠还网评不错，期待装上的效果。,,,5.0
23-05-03,53512796,dw,front_control,MIDEA,WX2000,WX2000,ASIA,cn,retail,jd,,Neutral,onboard,Delivery_Installation,I look forward to the effect of the installation.,"Very good. I bought the dishwasher in advance in order to make the size more suitable during the hard installation stage. After choosing for a long time, I finally fell in love with this universal series of Midea. The price is affordable and the online reviews are good. I look forward to the effect of the installation.",非常好，正在硬装阶段为了尺寸更合适一些就提前选购了洗碗机，挑选半天最终看上了美的这款万向系列，价格实惠还网评不错，期待装上的效果。,,,5.0
23-05-03,53513351,dw,front_control,MIDEA,WX2000,WX2000,ASIA,cn,retail,jd,,Positive,deliver,Delivery_Installation,"The goods have been received, the logistics is fast, the appearance looks very beautiful, I look forward to using it","The goods have been received, the logistics is fast, the appearance looks very beautiful, I look forward to using it",货已收到，物流飞快，外观看上去很美观，期待使用,,,5.0
23-05-03,53513351,dw,front_control,MIDEA,WX2000,WX2000,ASIA,cn,retail,jd,,Positive,deliver,Design,"The goods have been received, the logistics is fast, the appearance looks very beautiful, I look forward to using it","The goods have been received, the logistics is fast, the appearance looks very beautiful, I look forward to using it",货已收到，物流飞快，外观看上去很美观，期待使用,,,5.0
23-05-03,54449337,dw,countertop,SK_MAGIC,6_person,DWA_2910P,ASIA,kr,retail,naver_shop,,Negative,use,,"It's still immature, but you'll get used to it soon.","[ I'm still immature, but you'll get used to it soon ] || ---------------- || It's still immature, but you'll get used to it soon.",[ 아직은 미숙하지만 곧 익숙해 지겠죠？ ] || ---------------- || 아직은 미숙하지만 곧 익숙해 지겠죠？,,,2.0
23-05-03,54527719,dw,builtin,LG,Objet_collection,DEBJ4ES,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,The driver was kind and the installation was set up exactly according to the schedule I wanted.,[ The driver was kind and the installation was set up exactly according to the schedule I wanted. ] || ---------------- || The driver was kind and the installation was set up exactly according to the schedule I wanted.,[ 기사님도 친절하시고 원하는 일정에 딱 맞게 설치 되었습니다 ] || ---------------- || 기사님도 친절하시고 원하는 일정에 딱 맞게 설치 되었습니다,,,5.0
23-05-03,54612632,dw,builtin,LG,Objet_collection,DUBJ4EL,ASIA,kr,retail,naver_shop,,Neutral,use,,Try it for the first time.,[ great ] || ---------------- || Try it for the first time. The performance is good and it feels very good to get out of washing dishes.,[ 좋아요 ] || ---------------- || 처음 사용해봅니다. 성능도좋고 설거지에서 벗어나 매우기분 좋습니다.,,,4.0
23-05-03,54612632,dw,builtin,LG,Objet_collection,DUBJ4EL,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,The performance is good and it feels very good to get out of washing dishes.,[ great ] || ---------------- || Try it for the first time. The performance is good and it feels very good to get out of washing dishes.,[ 좋아요 ] || ---------------- || 처음 사용해봅니다. 성능도좋고 설거지에서 벗어나 매우기분 좋습니다.,,,4.0
23-05-03,54680244,dw,front_control,BOSCH,4_series,SMU4HVS01A,ASIA,au,retail,harveynorman,,Neutral,replace,Durability,"Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance.","[ Excellence as usual - thank you Bosch! ] || ---------------- || Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.","[ Excellence as usual - thank you Bosch! ] || ---------------- || [This review was collected as part of a promotion.] Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.",,,5.0
23-05-03,54680244,dw,front_control,BOSCH,4_series,SMU4HVS01A,ASIA,au,retail,harveynorman,,Neutral,,Delivery_Installation,"After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase.","[ Excellence as usual - thank you Bosch! ] || ---------------- || Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.","[ Excellence as usual - thank you Bosch! ] || ---------------- || [This review was collected as part of a promotion.] Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.",,,5.0
23-05-03,54680244,dw,front_control,BOSCH,4_series,SMU4HVS01A,ASIA,au,retail,harveynorman,,Neutral,,Service,"After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase.","[ Excellence as usual - thank you Bosch! ] || ---------------- || Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.","[ Excellence as usual - thank you Bosch! ] || ---------------- || [This review was collected as part of a promotion.] Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.",,,5.0
23-05-03,54680244,dw,front_control,BOSCH,4_series,SMU4HVS01A,ASIA,au,retail,harveynorman,,Positive,aware,,"We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family!","[ Excellence as usual - thank you Bosch! ] || ---------------- || Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.","[ Excellence as usual - thank you Bosch! ] || ---------------- || [This review was collected as part of a promotion.] Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.",,,5.0
23-05-03,54680244,dw,front_control,BOSCH,4_series,SMU4HVS01A,ASIA,au,retail,harveynorman,,Positive,use,Easy_Use,"So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app!","[ Excellence as usual - thank you Bosch! ] || ---------------- || Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.","[ Excellence as usual - thank you Bosch! ] || ---------------- || [This review was collected as part of a promotion.] Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.",,,5.0
23-05-03,54680244,dw,front_control,BOSCH,4_series,SMU4HVS01A,ASIA,au,retail,harveynorman,,Positive,use,Noise_Vibration,And it's so quiet!,"[ Excellence as usual - thank you Bosch! ] || ---------------- || Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.","[ Excellence as usual - thank you Bosch! ] || ---------------- || [This review was collected as part of a promotion.] Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.",,,5.0
23-05-03,54680244,dw,front_control,BOSCH,4_series,SMU4HVS01A,ASIA,au,retail,harveynorman,,Positive,use,Durability,"Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.","[ Excellence as usual - thank you Bosch! ] || ---------------- || Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.","[ Excellence as usual - thank you Bosch! ] || ---------------- || [This review was collected as part of a promotion.] Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.",,,5.0
23-05-03,54680244,dw,front_control,BOSCH,4_series,SMU4HVS01A,ASIA,au,retail,harveynorman,,Positive,use,Service,"Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.","[ Excellence as usual - thank you Bosch! ] || ---------------- || Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.","[ Excellence as usual - thank you Bosch! ] || ---------------- || [This review was collected as part of a promotion.] Following the break-down of our original dishwasher (non-Bosch appliance), we were keen to sort a replacement that would provide better durability and performance. After discussions with various family/friends and in-store shop assistants, who all recommended Bosch, we were ready to make our purchase. We already own a Bosch dryer and washing machine, so were very excited to add to our Bosch family! So far we have been loving our new dishwasher - so many settings to accommodate different items (including eco wash), and we are loving this ability to control our dishwasher with the Home Connect app! And it's so quiet! Overall 10/10 from us, thank you once again Bosch for providing us with another excellent home appliance.",,,5.0
23-05-03,54680352,dw,front_control,BOSCH,4_series,SMS4HTI01A,ASIA,au,retail,harveynorman,,Neutral,use,,Does what it needs to do.,[ Great machine ] || ---------------- || Does what it needs to do. Cutlery tray is good. Dishes come out clean,[ Great machine ] || ---------------- || [This review was collected as part of a promotion.] Does what it needs to do. Cutlery tray is good. Dishes come out clean,,,5.0
23-05-03,54680352,dw,front_control,BOSCH,4_series,SMS4HTI01A,ASIA,au,retail,harveynorman,,Positive,use,Easy_Use,Cutlery tray is good.,[ Great machine ] || ---------------- || Does what it needs to do. Cutlery tray is good. Dishes come out clean,[ Great machine ] || ---------------- || [This review was collected as part of a promotion.] Does what it needs to do. Cutlery tray is good. Dishes come out clean,,,5.0
23-05-03,54680352,dw,front_control,BOSCH,4_series,SMS4HTI01A,ASIA,au,retail,harveynorman,,Positive,use,Performance_Washing,Dishes come out clean,[ Great machine ] || ---------------- || Does what it needs to do. Cutlery tray is good. Dishes come out clean,[ Great machine ] || ---------------- || [This review was collected as part of a promotion.] Does what it needs to do. Cutlery tray is good. Dishes come out clean,,,5.0
23-05-03,54956667,dw,builtin,LG,Objet_collection,DEBJ4ES,ASIA,kr,retail,naver_shop,,Positive,use,Design,It is a design and performance that does not betray your trust.,[ It is a design and performance that does not betray your trust. I love you LG. ] || ---------------- || It is a design and performance that does not betray your trust. I love youLG,[ 믿음을 배신하지 않는 디자인과 성능입니다. 사랑해요LG... ] || ---------------- || 믿음을 배신하지 않는 디자인과 성능입니다.사랑해요LG ㅋㅋ,,,5.0
23-05-03,54956667,dw,builtin,LG,Objet_collection,DEBJ4ES,ASIA,kr,retail,naver_shop,,Positive,,,I love youLG,[ It is a design and performance that does not betray your trust. I love you LG. ] || ---------------- || It is a design and performance that does not betray your trust. I love youLG,[ 믿음을 배신하지 않는 디자인과 성능입니다. 사랑해요LG... ] || ---------------- || 믿음을 배신하지 않는 디자인과 성능입니다.사랑해요LG ㅋㅋ,,,5.0
23-05-03,75437744,dw,front_control,BOSCH,4_series,SMS4HVI01A,ASIA,au,retail,bosch_home_au,,Positive,use,,Have had the dishwasher for a couple of weeks and am very impressed.,"[ Quiet and effective cleaning! ] || ---------------- || Have had the dishwasher for a couple of weeks and am very impressed. It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry. If it maintains this performance over the coming years it'll be an excellent purchase!","[ Quiet and effective cleaning! ] || ---------------- || [This review was collected as part of a promotion.] Have had the dishwasher for a couple of weeks and am very impressed.It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry.If it maintains this performance over the coming years it'll be an excellent purchase!",Not verified,,5.0
23-05-03,75437744,dw,front_control,BOSCH,4_series,SMS4HVI01A,ASIA,au,retail,bosch_home_au,,Positive,use,Noise_Vibration,"It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry.","[ Quiet and effective cleaning! ] || ---------------- || Have had the dishwasher for a couple of weeks and am very impressed. It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry. If it maintains this performance over the coming years it'll be an excellent purchase!","[ Quiet and effective cleaning! ] || ---------------- || [This review was collected as part of a promotion.] Have had the dishwasher for a couple of weeks and am very impressed.It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry.If it maintains this performance over the coming years it'll be an excellent purchase!",Not verified,,5.0
23-05-03,75437744,dw,front_control,BOSCH,4_series,SMS4HVI01A,ASIA,au,retail,bosch_home_au,,Positive,use,Performance_Drying,"It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry.","[ Quiet and effective cleaning! ] || ---------------- || Have had the dishwasher for a couple of weeks and am very impressed. It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry. If it maintains this performance over the coming years it'll be an excellent purchase!","[ Quiet and effective cleaning! ] || ---------------- || [This review was collected as part of a promotion.] Have had the dishwasher for a couple of weeks and am very impressed.It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry.If it maintains this performance over the coming years it'll be an excellent purchase!",Not verified,,5.0
23-05-03,75437744,dw,front_control,BOSCH,4_series,SMS4HVI01A,ASIA,au,retail,bosch_home_au,,Positive,use,Performance_Washing,"It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry.","[ Quiet and effective cleaning! ] || ---------------- || Have had the dishwasher for a couple of weeks and am very impressed. It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry. If it maintains this performance over the coming years it'll be an excellent purchase!","[ Quiet and effective cleaning! ] || ---------------- || [This review was collected as part of a promotion.] Have had the dishwasher for a couple of weeks and am very impressed.It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry.If it maintains this performance over the coming years it'll be an excellent purchase!",Not verified,,5.0
23-05-03,75437744,dw,front_control,BOSCH,4_series,SMS4HVI01A,ASIA,au,retail,bosch_home_au,,Positive,use,,If it maintains this performance over the coming years it'll be an excellent purchase!,"[ Quiet and effective cleaning! ] || ---------------- || Have had the dishwasher for a couple of weeks and am very impressed. It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry. If it maintains this performance over the coming years it'll be an excellent purchase!","[ Quiet and effective cleaning! ] || ---------------- || [This review was collected as part of a promotion.] Have had the dishwasher for a couple of weeks and am very impressed.It runs very quietly (so much so that we can put it on in the evenings while watching TV, rather than waiting till overnight), and the dishes come out clean and dry.If it maintains this performance over the coming years it'll be an excellent purchase!",Not verified,,5.0
23-05-03,55158314,dw,front_control,BOSCH,SMI4HCS48E,SMI4HCS48E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration," + - quiet, beautiful, washes dishes well, home connect - - drying (after washing, open the door to dry the dishes)","[ A good dishwasher for a good price ] || ---------------- || + - quiet, beautiful, washes dishes well, home connect - - drying (after washing, open the door to dry the dishes)","[ Dober pomivalni stroj za dobro ceno ] || ---------------- || + - tih, lep, dobro opere posodo, home connect-  - sušenje (po pranju nujno odpreti vrata, da se posoda posuši)",,,4.0
23-05-03,55158314,dw,front_control,BOSCH,SMI4HCS48E,SMI4HCS48E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing," + - quiet, beautiful, washes dishes well, home connect - - drying (after washing, open the door to dry the dishes)","[ A good dishwasher for a good price ] || ---------------- || + - quiet, beautiful, washes dishes well, home connect - - drying (after washing, open the door to dry the dishes)","[ Dober pomivalni stroj za dobro ceno ] || ---------------- || + - tih, lep, dobro opere posodo, home connect-  - sušenje (po pranju nujno odpreti vrata, da se posoda posuši)",,,4.0
23-05-03,55159882,dw,top_control,BOSCH,8_series,SMV8YCX03E,EU,es,retail,bosch_home_es,,Positive,use,Easy_Use,"The dishwasher is quiet, easy to use, removes old dirt, I've never had one like this before","[ Norbert ] || ---------------- || The dishwasher is quiet, easy to use, removes old dirt, I've never had one like this before","[ Norbert ] || ---------------- || Zmywarka cicha , łatwa w obsłudze , zmywa stare zabrudzenia , takiej jeszcze nie mialem",,,5.0
23-05-03,55159882,dw,top_control,BOSCH,8_series,SMV8YCX03E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,"The dishwasher is quiet, easy to use, removes old dirt, I've never had one like this before","[ Norbert ] || ---------------- || The dishwasher is quiet, easy to use, removes old dirt, I've never had one like this before","[ Norbert ] || ---------------- || Zmywarka cicha , łatwa w obsłudze , zmywa stare zabrudzenia , takiej jeszcze nie mialem",,,5.0
23-05-03,57116454,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8575FG,ASIA,kr,retail,naver_shop,,Positive,use,,"I'm still waiting for detergent so I haven't used it, but it's good, right?","[ I'm still waiting for detergent so I haven't used it, but it's good, right? It's Samsung, but it has features. ] || ---------------- || I'm still waiting for detergent so I haven't used it, but it's good, right? It's Samsung, so I don't doubt its functionality. I give 5 stars because the driver was so kind and good. I always support Samsung.",[ 아직 세제 기다리는중이라 사용은 안해봣지만 좋겟죠? 삼성인데 기능은... ] || ---------------- || 아직 세제 기다리는중이라 사용은 안해봣지만 좋겟죠? 삼성인데 기능은 의심하지 않습니다.기사님이 너무 친절하시고 잘해주셔서 5점 드렷어요삼성 항상 응원합니다.,,,5.0
23-05-03,57116454,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8575FG,ASIA,kr,retail,naver_shop,,Neutral,use,Durability,"It's Samsung, so I don't doubt its function.","[ I'm still waiting for detergent so I haven't used it, but it's good, right? It's Samsung, but it has features. ] || ---------------- || I'm still waiting for detergent so I haven't used it, but it's good, right? It's Samsung, so I don't doubt its functionality. I give 5 stars because the driver was so kind and good. I always support Samsung.",[ 아직 세제 기다리는중이라 사용은 안해봣지만 좋겟죠? 삼성인데 기능은... ] || ---------------- || 아직 세제 기다리는중이라 사용은 안해봣지만 좋겟죠? 삼성인데 기능은 의심하지 않습니다.기사님이 너무 친절하시고 잘해주셔서 5점 드렷어요삼성 항상 응원합니다.,,,5.0
23-05-03,57116454,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8575FG,ASIA,kr,retail,naver_shop,,Neutral,use,Service,"It's Samsung, so I don't doubt its function.","[ I'm still waiting for detergent so I haven't used it, but it's good, right? It's Samsung, but it has features. ] || ---------------- || I'm still waiting for detergent so I haven't used it, but it's good, right? It's Samsung, so I don't doubt its functionality. I give 5 stars because the driver was so kind and good. I always support Samsung.",[ 아직 세제 기다리는중이라 사용은 안해봣지만 좋겟죠? 삼성인데 기능은... ] || ---------------- || 아직 세제 기다리는중이라 사용은 안해봣지만 좋겟죠? 삼성인데 기능은 의심하지 않습니다.기사님이 너무 친절하시고 잘해주셔서 5점 드렷어요삼성 항상 응원합니다.,,,5.0
23-05-03,57116454,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8575FG,ASIA,kr,retail,naver_shop,,Positive,,,I give 5 stars because the driver was so kind and good.,"[ I'm still waiting for detergent so I haven't used it, but it's good, right? It's Samsung, but it has features. ] || ---------------- || I'm still waiting for detergent so I haven't used it, but it's good, right? It's Samsung, so I don't doubt its functionality. I give 5 stars because the driver was so kind and good. I always support Samsung.",[ 아직 세제 기다리는중이라 사용은 안해봣지만 좋겟죠? 삼성인데 기능은... ] || ---------------- || 아직 세제 기다리는중이라 사용은 안해봣지만 좋겟죠? 삼성인데 기능은 의심하지 않습니다.기사님이 너무 친절하시고 잘해주셔서 5점 드렷어요삼성 항상 응원합니다.,,,5.0
23-05-03,57116454,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8575FG,ASIA,kr,retail,naver_shop,,Positive,,Durability,I always support Samsung.,"[ I'm still waiting for detergent so I haven't used it, but it's good, right? It's Samsung, but it has features. ] || ---------------- || I'm still waiting for detergent so I haven't used it, but it's good, right? It's Samsung, so I don't doubt its functionality. I give 5 stars because the driver was so kind and good. I always support Samsung.",[ 아직 세제 기다리는중이라 사용은 안해봣지만 좋겟죠? 삼성인데 기능은... ] || ---------------- || 아직 세제 기다리는중이라 사용은 안해봣지만 좋겟죠? 삼성인데 기능은 의심하지 않습니다.기사님이 너무 친절하시고 잘해주셔서 5점 드렷어요삼성 항상 응원합니다.,,,5.0
