Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
26-02-25,82497408,dw,top_control,KITCHENAID,KDTS324SPS,KDTS324SPS,,us,retail,costco,,Neutral,onboard,Delivery_Installation,He did a quick installation.,[ Installed ] || ---------------- || The dishwasher was delivered and installed by Christian today. He did a quick installation. He was friendly and knowledgeable. I am very pkeased.,[ Installed ] || ---------------- || The dishwasher was delivered and installed by Christian today. He did a quick installation. He was friendly and knowledgeable. I am very pkeased.,Not verified,,5.0
26-02-23,81581323,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,homedepot,,Neutral,replace,,I finally ate the cost and tossed it out.,"[ it is plagued with bad manufacturing and design failures, errors (especially the E15 flooding you will 100% get) ] || ---------------- || I am updating by first review to be clear what all the problems are - and they are all real. This dishwasher gets positive reviews initially. But after just a few months you see the real errors. All you have to do is look at a couple thinks. first - look at the E15, E23, E24 errors that prevent you from using it (you cannot use it when these errors are present). These are flooding errors. (look them up - most, if not all, of their machines have these errors. They do have a work around : 1) you open the door and wait two weeks for it to dry out. 2) You pull it all the way out, tilt it forward (you will do this ever week) to drain the water. But eventually the E15 moves into the more serious E23/24 errors. tilting (after you pull it our from the wall) and leaving to dry stop working. YOU WILL run into that error - i have yet to find someone who owns this 800 series did not.the second worst thing is their filtering and grinding. there is a filter and a grinding. the first is first, the grinder is second. NEITHER work well at all. after 3 months of owning this dishwasher - this was the second MOST common error. I could NOT figure out the problem so called the repair man who looked at it and told me the most common error with the Bosch (right away - not years later - right away) was the flood and the poor filtering. the piece that drains to your garbage disposal or drain (you see the top above the sink with a stainless steel cap where the dishwasher water drains) clogs and everything stops working because once that is clogged - the dishwasher cannot drain. the repair mand TOLD me what it was. he pulled that drain piece apart and sure enough - there was a half toothpick stuck in it. a TOOTHPICK got past the filter and the grinder - then plugged the drain line. after that was removed - it worked again. Until the following week. I make sure dishes are rinsed before putting them in the washer. BUT on occasion lemon seeds find their way into the machine - WHERE THE FILTER should be catching them or the grinder would be grinding them. NEITHER works. You will always be pulling this drain line out to get it unclogged. it's horrible design.I finally, after 5 years pulled this horribly designed machine out and put a different brand back into the wall. bosch gets positive reviews - it's quiet, dishes are clean. iit's the worst thing i on which i ever spent money. There is no drying. they say they have it - it's simply heating the water to really high heat during last rinse then letting it steam off. you dishes are always wet. it's NOT cheaper for pge as they say - at all. it's a lot of corner cutting and bad design in my opinion.This week i finally pulled that dish rack out (i was hand washing everything and using it as a dish rack). YOU have been warned. Just look up how common those flood errors are. LOOK up how often people are pulling the drain apart to get the dishwasher to drain - because the filter grinder sucks. it fails. Look up how lame their fake energy saving drying system fails. (it's not saving anything - it's just an excuse to not at those parts and charge you a lot of money - while convincing you it is good for you - it's not).Every week for 5 years i was fighting to get this toy to work. I finally ate the cost and tossed it out.","[ it is plagued with bad manufacturing and design failures, errors (especially the E15 flooding you will 100% get) ] || ---------------- || I am updating by first review to be clear what all the problems are - and they are all real.  This dishwasher gets positive reviews initially. But after just a few months you see the real errors. All you have to do is look at a couple thinks. first - look at the E15, E23, E24 errors that prevent you from using it (you cannot use it when these errors are present). These are flooding errors. (look them up - most, if not all, of their machines have these errors. They do have a work around : 1) you open the door and wait two weeks for it to dry out. 2) You pull it all the way out, tilt it forward (you will do this ever week) to drain the water.  But eventually the E15 moves into the more serious E23/24 errors.  tilting (after you pull it our from the wall) and leaving to dry stop working.  YOU WILL run into that error - i have yet to find someone who owns this 800 series did not.the second worst thing is their filtering and grinding.  there is a filter and a grinding. the first is first, the grinder is second.  NEITHER work well at all.  after 3 months of owning this dishwasher - this was the second MOST common error.  I could NOT figure out the problem so called the repair man who looked at it and told me the most common error with the Bosch (right away - not years later - right away) was the flood and the poor filtering.  the piece that drains to your garbage disposal or drain (you see the top above the sink with a stainless steel cap where the dishwasher water drains) clogs and everything stops working because once that is clogged - the dishwasher cannot drain.  the repair mand TOLD me what it was.  he pulled that drain piece apart and sure enough - there was a half toothpick stuck in it.  a TOOTHPICK got past the filter and the grinder - then plugged the drain line. after that was removed - it worked again.  Until the following week.  I make sure dishes are rinsed before putting them in the washer. BUT on occasion lemon seeds find their way into the machine - WHERE THE FILTER should be catching them or the grinder would be grinding them.  NEITHER works.  You will always be pulling this drain line out to get it unclogged.  it's horrible design.I finally, after 5 years pulled this horribly designed machine out and put a different brand back into the wall.  bosch gets positive reviews - it's quiet, dishes are clean.  iit's the worst thing i on which i ever spent money.  There is no drying.  they say they have it - it's simply heating the water to really high heat during last rinse then letting it steam off.  you dishes are always wet.  it's NOT cheaper for pge as they say - at all.  it's a lot of corner cutting and bad design in my opinion.This week i finally pulled that dish rack out (i was hand washing everything and using it as a dish rack). YOU have been warned.  Just look up how common those flood errors are. LOOK up how often people are pulling the drain apart to get the dishwasher to drain - because the filter grinder sucks. it fails. Look up how lame their fake energy saving drying system fails. (it's not saving anything - it's just an excuse to not at those parts and charge you a lot of money - while convincing you it is good for you - it's not).Every week for 5 years i was fighting to get this toy to work.  I finally ate the cost and tossed it out.",Not verified,,1.0
26-02-23,81587115,dw,accessory,LG,ADQ74693702,ADQ74693702,ASIA,kr,retail,lg_com_kr,,Negative,use,,"The filter I was using before was so old that food residue remained even after washing it, so I bought a new one.","The filter I was using before was so old that food residue remained even after washing it, so I bought a new one. After replacing it, I think there's definitely less odor inside the dishwasher.",전에 사용하던 필터가 너무 오래되어 세척을 해도 음식물이 남아있어 이번에 새로 구입했네요~확실히 교체하고 나니 식기세척기 안에서 냄새가 안 나는 것 같아요^^,Verified,,5.0
26-02-23,81587115,dw,accessory,LG,ADQ74693702,ADQ74693702,ASIA,kr,retail,lg_com_kr,,Positive,use,Hygiene_Fresh,"After replacing it, I think there's definitely less odor inside the dishwasher.","The filter I was using before was so old that food residue remained even after washing it, so I bought a new one. After replacing it, I think there's definitely less odor inside the dishwasher.",전에 사용하던 필터가 너무 오래되어 세척을 해도 음식물이 남아있어 이번에 새로 구입했네요~확실히 교체하고 나니 식기세척기 안에서 냄새가 안 나는 것 같아요^^,Verified,,5.0
26-02-23,81592241,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,lg_com_kr,,Positive,"purchase,use",Performance_Washing,The dishes are washed cleanly~ This is the most satisfying home appliance I bought in 2025!,The dishes are washed cleanly~ This is the most satisfying home appliance I bought in 2025!,그릇이 깨끗하게 세척되요~ 2025년 구매한 가전 제품중에 가장 만족스럽습니다!!,Not verified,,5.0
26-02-23,81592240,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,lg_com_kr,,Positive,"onboard,use",Delivery_Installation,I installed it as a built-in unit when I moved in and I'm using it with great satisfaction.,I installed it as a built-in unit when I moved in and I'm using it with great satisfaction. I like it.,이사오면서 빌트인으로 설치해서 만족하며 쓰고 있어요.좋아요.,Not verified,,5.0
26-02-23,81592240,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,lg_com_kr,,Positive,use,,I like it.,I installed it as a built-in unit when I moved in and I'm using it with great satisfaction. I like it.,이사오면서 빌트인으로 설치해서 만족하며 쓰고 있어요.좋아요.,Not verified,,5.0
26-02-23,81595255,dw,accessory,LG,MDJ66340001,MDJ66340001,ASIA,kr,retail,lg_com_kr,,Positive,use,,It was really good.,It was really good. I can't express it in words. It's hard to review.,정말 좋았어요어떻게 표현할 방법이 없네요리뷰하기 힘드네요 ㅋ,Verified,,5.0
26-02-23,81595255,dw,accessory,LG,MDJ66340001,MDJ66340001,ASIA,kr,retail,lg_com_kr,,Neutral,,,I can't express it in words.,It was really good. I can't express it in words. It's hard to review.,정말 좋았어요어떻게 표현할 방법이 없네요리뷰하기 힘드네요 ㅋ,Verified,,5.0
26-02-23,81595255,dw,accessory,LG,MDJ66340001,MDJ66340001,ASIA,kr,retail,lg_com_kr,,Negative,use,Easy_Use,It's hard to review.,It was really good. I can't express it in words. It's hard to review.,정말 좋았어요어떻게 표현할 방법이 없네요리뷰하기 힘드네요 ㅋ,Verified,,5.0
26-02-23,81595267,dw,accessory,LG,5005ED2003B,5005ED2003B,ASIA,kr,retail,lg_com_kr,,Positive,use,Easy_Use,I'm using the cutlery holder in the dishwasher very well.,I'm using the cutlery holder in the dishwasher very well.,식기세척기 사용할때 수저통  너무 잘 사용하고 있어요.,Verified,,5.0
26-02-23,81596684,dw,builtin,LG,Objet_collection,DUE6GL,ASIA,kr,retail,lg_com_kr,,Neutral,use,Performance_Drying,Even the hot air drying function!,Even the hot air drying function! I love it! A dishwasher is now a must-have!,열풍건조 기능까지!  완존 좋아요! 식세기는 이제 필수 입니다!,Not verified,,5.0
26-02-23,81596684,dw,builtin,LG,Objet_collection,DUE6GL,ASIA,kr,retail,lg_com_kr,,Positive,use,,I love it!,Even the hot air drying function! I love it! A dishwasher is now a must-have!,열풍건조 기능까지!  완존 좋아요! 식세기는 이제 필수 입니다!,Not verified,,5.0
26-02-23,81596684,dw,builtin,LG,Objet_collection,DUE6GL,ASIA,kr,retail,lg_com_kr,,Positive,,,A dishwasher is now a must-have!,Even the hot air drying function! I love it! A dishwasher is now a must-have!,열풍건조 기능까지!  완존 좋아요! 식세기는 이제 필수 입니다!,Not verified,,5.0
26-02-23,81596747,dw,builtin,LG,Objet_collection,DUE6BGLE,ASIA,kr,retail,lg_com_kr,,Neutral,use,,I subscribed to the dishwasher because I need to maintain it.,"I subscribed to the dishwasher because I need to maintain it. I was worried it wouldn't clean well, but seeing how it wiped all the grease off the meat, I'm convinced it's a great product! As expected from LG.",식세기는 관리해야하니 구독으로.. 설마 잘 닦이겠나 생각했는데 고기 기름이 싹 닦이는 것 보고 잘 들인 제품이다 싶어요!! 역시 LG,Not verified,,5.0
26-02-23,81596747,dw,builtin,LG,Objet_collection,DUE6BGLE,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Washing,"I was worried it wouldn't clean well, but seeing how it wiped all the grease off the meat, I'm convinced it's a great product!","I subscribed to the dishwasher because I need to maintain it. I was worried it wouldn't clean well, but seeing how it wiped all the grease off the meat, I'm convinced it's a great product! As expected from LG.",식세기는 관리해야하니 구독으로.. 설마 잘 닦이겠나 생각했는데 고기 기름이 싹 닦이는 것 보고 잘 들인 제품이다 싶어요!! 역시 LG,Not verified,,5.0
26-02-23,81596747,dw,builtin,LG,Objet_collection,DUE6BGLE,ASIA,kr,retail,lg_com_kr,,Neutral,,Service,As expected from LG.,"I subscribed to the dishwasher because I need to maintain it. I was worried it wouldn't clean well, but seeing how it wiped all the grease off the meat, I'm convinced it's a great product! As expected from LG.",식세기는 관리해야하니 구독으로.. 설마 잘 닦이겠나 생각했는데 고기 기름이 싹 닦이는 것 보고 잘 들인 제품이다 싶어요!! 역시 LG,Not verified,,5.0
26-02-23,81596748,dw,builtin,LG,Objet_collection,DUE6BGLE,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Washing,It washes well and cleanly.,"It washes well and cleanly. I used other brands before, but LG is the best when it comes to home appliances. It dries well and is good.",깨끗하게 잘 세척됩니다 전에 다른 브랜드 제픔썻었는데 역시 가전은 엘지입니다 건조도 잘되고 굿,Not verified,,5.0
26-02-23,81596748,dw,builtin,LG,Objet_collection,DUE6BGLE,ASIA,kr,retail,lg_com_kr,,Very Positive,,,"I used other brands before, but LG is the best when it comes to home appliances.","It washes well and cleanly. I used other brands before, but LG is the best when it comes to home appliances. It dries well and is good.",깨끗하게 잘 세척됩니다 전에 다른 브랜드 제픔썻었는데 역시 가전은 엘지입니다 건조도 잘되고 굿,Not verified,,5.0
26-02-23,81596748,dw,builtin,LG,Objet_collection,DUE6BGLE,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Drying,It dries well and is good.,"It washes well and cleanly. I used other brands before, but LG is the best when it comes to home appliances. It dries well and is good.",깨끗하게 잘 세척됩니다 전에 다른 브랜드 제픔썻었는데 역시 가전은 엘지입니다 건조도 잘되고 굿,Not verified,,5.0
26-02-23,81596755,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,lg_com_kr,,Positive,use,Durability,"I was hesitant about buying a dishwasher, but I bought one, and it's changed my quality of life.","I was hesitant about buying a dishwasher, but I bought one, and it's changed my quality of life. If you're on the fence about whether to buy one, buy it. Just give it a quick wash before you put it in, and it'll be clean and fresh.",식세기 고민하다가 샀는데 삶의 질이 달라졌어요. 살까 말까 고민한다면 사세요. 초벌로 설거지 슥삭슥삭하고 넣으면 깔끔히 세척돼요.,Not verified,,5.0
26-02-23,81596755,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,lg_com_kr,,Neutral,,,"If you're on the fence about whether to buy one, buy it.","I was hesitant about buying a dishwasher, but I bought one, and it's changed my quality of life. If you're on the fence about whether to buy one, buy it. Just give it a quick wash before you put it in, and it'll be clean and fresh.",식세기 고민하다가 샀는데 삶의 질이 달라졌어요. 살까 말까 고민한다면 사세요. 초벌로 설거지 슥삭슥삭하고 넣으면 깔끔히 세척돼요.,Not verified,,5.0
26-02-23,81596755,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Washing,"Just give it a quick wash before you put it in, and it'll be clean and fresh.","I was hesitant about buying a dishwasher, but I bought one, and it's changed my quality of life. If you're on the fence about whether to buy one, buy it. Just give it a quick wash before you put it in, and it'll be clean and fresh.",식세기 고민하다가 샀는데 삶의 질이 달라졌어요. 살까 말까 고민한다면 사세요. 초벌로 설거지 슥삭슥삭하고 넣으면 깔끔히 세척돼요.,Not verified,,5.0
26-02-23,81596754,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,lg_com_kr,,Positive,use,Design,The design is so pretty.,"The design is so pretty. The price is reasonable, and I'm very satisfied. I don't think there are many photos of the interior, so I'll show you some~",디자인이 너무 예뻐요. 가격도 저렴하고 아주 만족스럽습니다. 내부 사진이 별로 없는 것 같아 보여드려요~,Verified,,5.0
26-02-23,81596754,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,lg_com_kr,,Positive,purchase,Price,"The price is reasonable, and I'm very satisfied.","The design is so pretty. The price is reasonable, and I'm very satisfied. I don't think there are many photos of the interior, so I'll show you some~",디자인이 너무 예뻐요. 가격도 저렴하고 아주 만족스럽습니다. 내부 사진이 별로 없는 것 같아 보여드려요~,Verified,,5.0
26-02-23,81596754,dw,builtin,LG,Objet_collection,DUE6BGL1E,ASIA,kr,retail,lg_com_kr,,Neutral,,Design,"I don't think there are many photos of the interior, so I'll show you some~","The design is so pretty. The price is reasonable, and I'm very satisfied. I don't think there are many photos of the interior, so I'll show you some~",디자인이 너무 예뻐요. 가격도 저렴하고 아주 만족스럽습니다. 내부 사진이 별로 없는 것 같아 보여드려요~,Verified,,5.0
26-02-23,81596760,dw,builtin,LG,Objet_collection,DUE6EWL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,Design,I really like the clean design and cleaning effect.,I really like the clean design and cleaning effect. It has a hot air dryer so it dries well. It's quiet and nice.,깔끔한 디자인과 세척효과가 너무 좋아요~ 열풍건조가 있어서 물기도 잘말랐어요~조용하고 좋아요,Verified,,5.0
26-02-23,81596760,dw,builtin,LG,Objet_collection,DUE6EWL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Drying,It has a hot air dryer so it dries well.,I really like the clean design and cleaning effect. It has a hot air dryer so it dries well. It's quiet and nice.,깔끔한 디자인과 세척효과가 너무 좋아요~ 열풍건조가 있어서 물기도 잘말랐어요~조용하고 좋아요,Verified,,5.0
26-02-23,81596760,dw,builtin,LG,Objet_collection,DUE6EWL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,Noise_Vibration,It's quiet and nice.,I really like the clean design and cleaning effect. It has a hot air dryer so it dries well. It's quiet and nice.,깔끔한 디자인과 세척효과가 너무 좋아요~ 열풍건조가 있어서 물기도 잘말랐어요~조용하고 좋아요,Verified,,5.0
26-02-23,81596766,dw,freestanding,LG,Objet_collection,DFE6BGE,ASIA,kr,retail,lg_com_kr,,Positive,use,Noise_Vibration,"It washes well, is quiet, and has many functions.","It washes well, is quiet, and has many functions. It's useful because you can choose the functions you need.",세척도잘되고조용하고여러기능이있어필요한기능을선택할수있어 유용합니다,Not verified,,5.0
26-02-23,81596766,dw,freestanding,LG,Objet_collection,DFE6BGE,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Washing,"It washes well, is quiet, and has many functions.","It washes well, is quiet, and has many functions. It's useful because you can choose the functions you need.",세척도잘되고조용하고여러기능이있어필요한기능을선택할수있어 유용합니다,Not verified,,5.0
26-02-23,81596766,dw,freestanding,LG,Objet_collection,DFE6BGE,ASIA,kr,retail,lg_com_kr,,Positive,use,Easy_Use,It's useful because you can choose the functions you need.,"It washes well, is quiet, and has many functions. It's useful because you can choose the functions you need.",세척도잘되고조용하고여러기능이있어필요한기능을선택할수있어 유용합니다,Not verified,,5.0
26-02-23,81596784,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,lg_com_kr,,Positive,use,,"I'm using it well, I like it.","I'm using it well, I like it. I'm using it well, I like it. I'm using it well, I like it.",잘 사용하고 있습니다 좋아요잘 사용하고 있습니다 좋아요잘 사용하고 있습니다 좋아요,Not verified,,5.0
26-02-23,81596784,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,lg_com_kr,,Positive,use,,"I'm using it well, I like it.","I'm using it well, I like it. I'm using it well, I like it. I'm using it well, I like it.",잘 사용하고 있습니다 좋아요잘 사용하고 있습니다 좋아요잘 사용하고 있습니다 좋아요,Not verified,,5.0
26-02-23,81596784,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,lg_com_kr,,Positive,use,,"I'm using it well, I like it.","I'm using it well, I like it. I'm using it well, I like it. I'm using it well, I like it.",잘 사용하고 있습니다 좋아요잘 사용하고 있습니다 좋아요잘 사용하고 있습니다 좋아요,Not verified,,5.0
26-02-23,81596785,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,lg_com_kr,,Positive,use,Easy_Use,It's comfortable to use.,"It's comfortable to use. It hasn't broken down yet, but I use it every day.",사용하기 편안합니다. 아직까지 고장은 안났지만 매일매일 사용중입니다.,Not verified,,5.0
26-02-23,81596785,dw,builtin,LG,12_person,DUB22MA,ASIA,kr,retail,lg_com_kr,,Neutral,use,Durability,"It hasn't broken down yet, but I use it every day.","It's comfortable to use. It hasn't broken down yet, but I use it every day.",사용하기 편안합니다. 아직까지 고장은 안났지만 매일매일 사용중입니다.,Not verified,,5.0
26-02-23,81596791,dw,builtin,LG,Objet_collection,DUE6BGL3E,ASIA,kr,retail,lg_com_kr,,Positive,use,,This is my first time using a dishwasher and it's really good.,"This is my first time using a dishwasher and it's really good. I use LG for other appliances too, so I think I made a good purchase!",식세기 처음 써보는데 정말 좋네요ㅎㅎ다른 가전도 LG쓰는데 사길잘한듯!,Not verified,,5.0
26-02-23,81596791,dw,builtin,LG,Objet_collection,DUE6BGL3E,ASIA,kr,retail,lg_com_kr,,Positive,"purchase,use",Service,"I use LG for other appliances too, so I think I made a good purchase!","This is my first time using a dishwasher and it's really good. I use LG for other appliances too, so I think I made a good purchase!",식세기 처음 써보는데 정말 좋네요ㅎㅎ다른 가전도 LG쓰는데 사길잘한듯!,Not verified,,5.0
26-02-23,81596851,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Positive,use,Design,"It has excellent performance, a beautiful and clean design, and excellent durability.","It has excellent performance, a beautiful and clean design, and excellent durability. Its features are also refined and impressive.",성능도 좋고 디자인도 이쁘고 깔끔하고 내구성도 싱당히 좋습니다. 기능도 섬세하고 좋네요,Not verified,,5.0
26-02-23,81596851,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Positive,use,Design,Its features are also refined and impressive.,"It has excellent performance, a beautiful and clean design, and excellent durability. Its features are also refined and impressive.",성능도 좋고 디자인도 이쁘고 깔끔하고 내구성도 싱당히 좋습니다. 기능도 섬세하고 좋네요,Not verified,,5.0
26-02-23,81596853,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Neutral,,Durability,"While moving and remodeling, I purchased all my new appliances from LG. (","While moving and remodeling, I purchased all my new appliances from LG. (I was hesitant to switch to Samsung products because of their versatility when developing home IoT. If I wanted to use them for over 10 years without any issues, there's no other option than LG. I hope LG will develop more versatility in IoT.)","이사 및 인테리어 진행하면서 신규 가전은 LG로 다 구매했습니다.(홈 IOT 진행하면서 삼성제품 연결 범용성이 좋아서 고민 많이 했습니다. 10년 이상 별탈없이 사용하려면 LG 말고 대안이 없네요, IOT 관련 LG도 쫌 범용성있게 개발 해주세요)",Not verified,,5.0
26-02-23,81596853,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Neutral,,Service,"While moving and remodeling, I purchased all my new appliances from LG. (","While moving and remodeling, I purchased all my new appliances from LG. (I was hesitant to switch to Samsung products because of their versatility when developing home IoT. If I wanted to use them for over 10 years without any issues, there's no other option than LG. I hope LG will develop more versatility in IoT.)","이사 및 인테리어 진행하면서 신규 가전은 LG로 다 구매했습니다.(홈 IOT 진행하면서 삼성제품 연결 범용성이 좋아서 고민 많이 했습니다. 10년 이상 별탈없이 사용하려면 LG 말고 대안이 없네요, IOT 관련 LG도 쫌 범용성있게 개발 해주세요)",Not verified,,5.0
26-02-23,81596853,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Neutral,decide,Easy_Use,"I was hesitant to switch to Samsung products because of their versatility when developing home IoT. If I wanted to use them for over 10 years without any issues, there's no other option than LG.","While moving and remodeling, I purchased all my new appliances from LG. (I was hesitant to switch to Samsung products because of their versatility when developing home IoT. If I wanted to use them for over 10 years without any issues, there's no other option than LG. I hope LG will develop more versatility in IoT.)","이사 및 인테리어 진행하면서 신규 가전은 LG로 다 구매했습니다.(홈 IOT 진행하면서 삼성제품 연결 범용성이 좋아서 고민 많이 했습니다. 10년 이상 별탈없이 사용하려면 LG 말고 대안이 없네요, IOT 관련 LG도 쫌 범용성있게 개발 해주세요)",Not verified,,5.0
26-02-23,81596853,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Neutral,,Easy_Use,I hope LG will develop more versatility in IoT.),"While moving and remodeling, I purchased all my new appliances from LG. (I was hesitant to switch to Samsung products because of their versatility when developing home IoT. If I wanted to use them for over 10 years without any issues, there's no other option than LG. I hope LG will develop more versatility in IoT.)","이사 및 인테리어 진행하면서 신규 가전은 LG로 다 구매했습니다.(홈 IOT 진행하면서 삼성제품 연결 범용성이 좋아서 고민 많이 했습니다. 10년 이상 별탈없이 사용하려면 LG 말고 대안이 없네요, IOT 관련 LG도 쫌 범용성있게 개발 해주세요)",Not verified,,5.0
26-02-23,81596855,dw,builtin,LG,Objet_collection,DUE5BGL2E_DUE5MBL2E,ASIA,kr,retail,lg_com_kr,,Positive,"purchase,use",Easy_Use,I bought it and my life is so convenient.,I bought it and my life is so convenient. The color is neat and I love it. LG is the best.,구매히고 생활이 편리해젓아요 색상도깔끔히고 너무좋네요 lg짱,Not verified,,5.0
26-02-23,81596855,dw,builtin,LG,Objet_collection,DUE5BGL2E_DUE5MBL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,Design,The color is neat and I love it.,I bought it and my life is so convenient. The color is neat and I love it. LG is the best.,구매히고 생활이 편리해젓아요 색상도깔끔히고 너무좋네요 lg짱,Not verified,,5.0
26-02-23,81596855,dw,builtin,LG,Objet_collection,DUE5BGL2E_DUE5MBL2E,ASIA,kr,retail,lg_com_kr,,Very Positive,,Service,LG is the best.,I bought it and my life is so convenient. The color is neat and I love it. LG is the best.,구매히고 생활이 편리해젓아요 색상도깔끔히고 너무좋네요 lg짱,Not verified,,5.0
26-02-23,81596850,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Positive,onboard,Service,"The technician was very friendly and explained everything in detail, including the condition of the drain pipes.","The technician was very friendly and explained everything in detail, including the condition of the drain pipes. The product was also very pretty.",기사님이 배수관 상태도 알려주시고 친절하거 잘 설명 해주십니다. 제품도 너무 이뻐요,Not verified,,5.0
26-02-23,81596850,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Positive,,Design,The product was also very pretty.,"The technician was very friendly and explained everything in detail, including the condition of the drain pipes. The product was also very pretty.",기사님이 배수관 상태도 알려주시고 친절하거 잘 설명 해주십니다. 제품도 너무 이뻐요,Not verified,,5.0
26-02-23,81596854,dw,builtin,LG,Objet_collection,DUE5BGL2E_DUE5MBL2E,ASIA,kr,retail,lg_com_kr,,Very Positive,use,,"As expected, LG is the best dishwasher.","As expected, LG is the best dishwasher. The dishes shine brightly. I'm very satisfied.",역시 식세기는 LG 입니다.그릇에서 광이나네요대만족 입니다,Verified,,5.0
26-02-23,81596854,dw,builtin,LG,Objet_collection,DUE5BGL2E_DUE5MBL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Washing,The dishes shine brightly.,"As expected, LG is the best dishwasher. The dishes shine brightly. I'm very satisfied.",역시 식세기는 LG 입니다.그릇에서 광이나네요대만족 입니다,Verified,,5.0
26-02-23,81596854,dw,builtin,LG,Objet_collection,DUE5BGL2E_DUE5MBL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,,I'm very satisfied.,"As expected, LG is the best dishwasher. The dishes shine brightly. I'm very satisfied.",역시 식세기는 LG 입니다.그릇에서 광이나네요대만족 입니다,Verified,,5.0
26-02-23,81596852,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Positive,,Delivery_Installation,The number one appliance I wanted as a newlywed was a dishwasher.,"The number one appliance I wanted as a newlywed was a dishwasher. When we first moved into our new home, we used a lot of dishes, but thanks to the dishwasher, I no longer have to worry about washing dishes. I'm even more satisfied with the design, which doesn't detract from the interior design.","신혼 가전으로 가지고 싶었던 1등 제품 바로 식기세척기예요. 초기에 집들이 하면서 접시를 많이 썼는데, 식기세척기 덕분에 설거지 걱정이 사라졌답니다. 인테리어에 해치지 않는 디자인으로 더욱더 만족스러워요.",Not verified,,5.0
26-02-23,81596852,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Positive,use,Design,"When we first moved into our new home, we used a lot of dishes, but thanks to the dishwasher, I no longer have to worry about washing dishes.","The number one appliance I wanted as a newlywed was a dishwasher. When we first moved into our new home, we used a lot of dishes, but thanks to the dishwasher, I no longer have to worry about washing dishes. I'm even more satisfied with the design, which doesn't detract from the interior design.","신혼 가전으로 가지고 싶었던 1등 제품 바로 식기세척기예요. 초기에 집들이 하면서 접시를 많이 썼는데, 식기세척기 덕분에 설거지 걱정이 사라졌답니다. 인테리어에 해치지 않는 디자인으로 더욱더 만족스러워요.",Not verified,,5.0
