Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-03-09,76577060,dw,front_control,MAYTAG,MDB4949SKB_MDB4949SKW_MDB4949SKZ,MDB4949SKB_MDB4949SKW_MDB4949SKZ,,us,retail,lowes,,Very Positive,use,Easy_Use,Amazing to find something that does what it is supposed to these days.,"[ Great and actually cleans! ] || ---------------- || This dishwasher is quiet, cleans and actually dries dishes. Amazing to find something that does what it is supposed to these days.","[ Great and actually cleans! ] || ---------------- || [This review was collected as part of a promotion.] This dishwasher is quiet, cleans and actually dries dishes. Amazing to find something that does what it is supposed to these days.",Not verified,Originally posted on maytag.com,5.0
23-03-08,49510596,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,maintain,Durability,A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts.,"[ Dishwasher has defect and broke within 1 month ] || ---------------- || Very disappointing customer experience. The plastic covering on the control panel started lifting and the dishwasher stopped working within one month. A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts. Whirlpool offer no solution other than to wait for the parts and wash my dishes by hand in the meantime. Given the dishwasher has a clear defect and it's less than one month old, this is very disappointing. I have 4 kids, so waking up to 3 weeks to get a brand new dishwasher fixed is not acceptable.","[ Dishwasher has defect and broke within 1 month ] || ---------------- || Very disappointing customer experience. The plastic covering on the control panel started lifting and the dishwasher stopped working within one month. A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts. Whirlpool offer no solution other than to wait for the parts and wash my dishes by hand in the meantime. Given the dishwasher has a clear defect and it’s less than one month old, this is very disappointing. I have 4 kids, so waking up to 3 weeks to get a brand new dishwasher fixed is not acceptable.",,,1.0
23-03-08,49510596,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,maintain,Service,A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts.,"[ Dishwasher has defect and broke within 1 month ] || ---------------- || Very disappointing customer experience. The plastic covering on the control panel started lifting and the dishwasher stopped working within one month. A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts. Whirlpool offer no solution other than to wait for the parts and wash my dishes by hand in the meantime. Given the dishwasher has a clear defect and it's less than one month old, this is very disappointing. I have 4 kids, so waking up to 3 weeks to get a brand new dishwasher fixed is not acceptable.","[ Dishwasher has defect and broke within 1 month ] || ---------------- || Very disappointing customer experience. The plastic covering on the control panel started lifting and the dishwasher stopped working within one month. A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts. Whirlpool offer no solution other than to wait for the parts and wash my dishes by hand in the meantime. Given the dishwasher has a clear defect and it’s less than one month old, this is very disappointing. I have 4 kids, so waking up to 3 weeks to get a brand new dishwasher fixed is not acceptable.",,,1.0
23-03-08,49510596,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,maintain,Service,Whirlpool offer no solution other than to wait for the parts and wash my dishes by hand in the meantime.,"[ Dishwasher has defect and broke within 1 month ] || ---------------- || Very disappointing customer experience. The plastic covering on the control panel started lifting and the dishwasher stopped working within one month. A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts. Whirlpool offer no solution other than to wait for the parts and wash my dishes by hand in the meantime. Given the dishwasher has a clear defect and it's less than one month old, this is very disappointing. I have 4 kids, so waking up to 3 weeks to get a brand new dishwasher fixed is not acceptable.","[ Dishwasher has defect and broke within 1 month ] || ---------------- || Very disappointing customer experience. The plastic covering on the control panel started lifting and the dishwasher stopped working within one month. A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts. Whirlpool offer no solution other than to wait for the parts and wash my dishes by hand in the meantime. Given the dishwasher has a clear defect and it’s less than one month old, this is very disappointing. I have 4 kids, so waking up to 3 weeks to get a brand new dishwasher fixed is not acceptable.",,,1.0
23-03-08,49510596,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Very Negative,use,Durability,"Given the dishwasher has a clear defect and it's less than one month old, this is very disappointing.","[ Dishwasher has defect and broke within 1 month ] || ---------------- || Very disappointing customer experience. The plastic covering on the control panel started lifting and the dishwasher stopped working within one month. A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts. Whirlpool offer no solution other than to wait for the parts and wash my dishes by hand in the meantime. Given the dishwasher has a clear defect and it's less than one month old, this is very disappointing. I have 4 kids, so waking up to 3 weeks to get a brand new dishwasher fixed is not acceptable.","[ Dishwasher has defect and broke within 1 month ] || ---------------- || Very disappointing customer experience. The plastic covering on the control panel started lifting and the dishwasher stopped working within one month. A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts. Whirlpool offer no solution other than to wait for the parts and wash my dishes by hand in the meantime. Given the dishwasher has a clear defect and it’s less than one month old, this is very disappointing. I have 4 kids, so waking up to 3 weeks to get a brand new dishwasher fixed is not acceptable.",,,1.0
23-03-08,49510596,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,maintain,Service,"I have 4 kids, so waking up to 3 weeks to get a brand new dishwasher fixed is not acceptable.","[ Dishwasher has defect and broke within 1 month ] || ---------------- || Very disappointing customer experience. The plastic covering on the control panel started lifting and the dishwasher stopped working within one month. A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts. Whirlpool offer no solution other than to wait for the parts and wash my dishes by hand in the meantime. Given the dishwasher has a clear defect and it's less than one month old, this is very disappointing. I have 4 kids, so waking up to 3 weeks to get a brand new dishwasher fixed is not acceptable.","[ Dishwasher has defect and broke within 1 month ] || ---------------- || Very disappointing customer experience. The plastic covering on the control panel started lifting and the dishwasher stopped working within one month. A technician came out and determined the the control panel maybe broken and it would take 7-10 days to get new parts. Whirlpool offer no solution other than to wait for the parts and wash my dishes by hand in the meantime. Given the dishwasher has a clear defect and it’s less than one month old, this is very disappointing. I have 4 kids, so waking up to 3 weeks to get a brand new dishwasher fixed is not acceptable.",,,1.0
23-03-08,49510600,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Neutral,purchase,Delivery_Installation,I bought the dishwasher about 2 months ago.,"[ Works great ] || ---------------- || I bought the dishwasher about 2 months ago. I like it much better than our previous one. It has plenty of room to load dishes the way I want (unlike our last one). The cycles are kind of long, but I just start it before I go to bed. Dishwasher is very quiet too.","[ Works great ] || ---------------- || I bought the dishwasher about 2 months ago. I like it much better than our previous one. It has plenty of room to load dishes the way I want (unlike our last one). The cycles are kind of long, but I just start it before I go to bed.Dishwasher is very quiet too.",,,4.0
23-03-08,49510600,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Positive,use,,I like it much better than our previous one.,"[ Works great ] || ---------------- || I bought the dishwasher about 2 months ago. I like it much better than our previous one. It has plenty of room to load dishes the way I want (unlike our last one). The cycles are kind of long, but I just start it before I go to bed. Dishwasher is very quiet too.","[ Works great ] || ---------------- || I bought the dishwasher about 2 months ago. I like it much better than our previous one. It has plenty of room to load dishes the way I want (unlike our last one). The cycles are kind of long, but I just start it before I go to bed.Dishwasher is very quiet too.",,,4.0
23-03-08,49510600,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Positive,use,Design,It has plenty of room to load dishes the way I want (unlike our last one).,"[ Works great ] || ---------------- || I bought the dishwasher about 2 months ago. I like it much better than our previous one. It has plenty of room to load dishes the way I want (unlike our last one). The cycles are kind of long, but I just start it before I go to bed. Dishwasher is very quiet too.","[ Works great ] || ---------------- || I bought the dishwasher about 2 months ago. I like it much better than our previous one. It has plenty of room to load dishes the way I want (unlike our last one). The cycles are kind of long, but I just start it before I go to bed.Dishwasher is very quiet too.",,,4.0
23-03-08,49510600,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Neutral,use,Easy_Use,"The cycles are kind of long, but I just start it before I go to bed.","[ Works great ] || ---------------- || I bought the dishwasher about 2 months ago. I like it much better than our previous one. It has plenty of room to load dishes the way I want (unlike our last one). The cycles are kind of long, but I just start it before I go to bed. Dishwasher is very quiet too.","[ Works great ] || ---------------- || I bought the dishwasher about 2 months ago. I like it much better than our previous one. It has plenty of room to load dishes the way I want (unlike our last one). The cycles are kind of long, but I just start it before I go to bed.Dishwasher is very quiet too.",,,4.0
23-03-08,49510600,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Positive,use,Noise_Vibration,Dishwasher is very quiet too.,"[ Works great ] || ---------------- || I bought the dishwasher about 2 months ago. I like it much better than our previous one. It has plenty of room to load dishes the way I want (unlike our last one). The cycles are kind of long, but I just start it before I go to bed. Dishwasher is very quiet too.","[ Works great ] || ---------------- || I bought the dishwasher about 2 months ago. I like it much better than our previous one. It has plenty of room to load dishes the way I want (unlike our last one). The cycles are kind of long, but I just start it before I go to bed.Dishwasher is very quiet too.",,,4.0
23-03-08,49510606,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Neutral,"purchase,use",,I bought this dishwasher two months ago.,"[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!",,,2.0
23-03-08,49510606,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Positive,use,Performance_Washing,It runs well and gets my dishes very clean.,"[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!",,,2.0
23-03-08,49510606,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,use,,But I already have a problem with it overfilling with water and emptying into the overfill tray.,"[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!",,,2.0
23-03-08,49510606,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,use,Easy_Use,The overfill tray is not super easy to access so it is a pain to take care of.,"[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!",,,2.0
23-03-08,49510606,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,maintain,Service,I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it.,"[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!",,,2.0
23-03-08,49510606,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,maintain,Service,Not very happy with customer support right now.,"[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!",,,2.0
23-03-08,49510606,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,use,Design,The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic.,"[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!",,,2.0
23-03-08,49510606,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,,Durability,"In trying to attach the water line, it started cross threading.","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!",,,2.0
23-03-08,49510606,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,,Durability,"It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!",,,2.0
23-03-08,49510606,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Negative,,Price,Stop trying to be cheap whirlpool!,"[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!",,,2.0
23-03-08,49510606,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Neutral,,Design,Some things can't be made plastic!,"[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!","[ Grood dishwasher so far, but cheap plastic parts ] || ---------------- || I bought this dishwasher two months ago. It runs well and gets my dishes very clean. But I already have a problem with it overfilling with water and emptying into the overfill tray. The overfill tray is not super easy to access so it is a pain to take care of. I called whirlpool because my dishwasher is still under warranty and now I have to wait for them to call me back in 7 business days because they can't find a service technician in my area to come out and fix it. Not very happy with customer support right now. The biggest issue I have with this dishwasher is that the valve that you screw your water line to is plastic. In trying to attach the water line, it started cross threading. It took us almost two hours to finally get the water line on securely without any leaks, and I'm still crossing my fingers hoping that it doesn't loosen and flood the kitchen! Stop trying to be cheap whirlpool! Some things can't be made plastic!",,,2.0
23-03-08,49510611,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Very Positive,use,,Of the many dishwasher I have owned over the years this is by far the best of them all.,[ Dishwasher ] || ---------------- || Of the many dishwasher I have owned over the years this is by far the best of them all. Love the extended and Sani dry.,[ Dishwasher ] || ---------------- || Of the many dishwasher I have owned over the years this is by far the best of them all.  Love the extended and Sani dry.,,,5.0
23-03-08,49510611,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Positive,use,Easy_Use,Love the extended and Sani dry.,[ Dishwasher ] || ---------------- || Of the many dishwasher I have owned over the years this is by far the best of them all. Love the extended and Sani dry.,[ Dishwasher ] || ---------------- || Of the many dishwasher I have owned over the years this is by far the best of them all.  Love the extended and Sani dry.,,,5.0
23-03-08,49510614,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Neutral,,,I've had it maybe 3 weeks.,[ Great product so far ] || ---------------- || I've had it maybe 3 weeks. so far so good. Like the 3rd shelf.,[ Great product so far ] || ---------------- || I've had it maybe 3 weeks..so far so good. Like the 3rd shelf.,,,5.0
23-03-08,49510614,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Positive,use,,so far so good.,[ Great product so far ] || ---------------- || I've had it maybe 3 weeks. so far so good. Like the 3rd shelf.,[ Great product so far ] || ---------------- || I've had it maybe 3 weeks..so far so good. Like the 3rd shelf.,,,5.0
23-03-08,49510614,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,whirlpool_com_us,,Neutral,,Easy_Use,Like the 3rd shelf.,[ Great product so far ] || ---------------- || I've had it maybe 3 weeks. so far so good. Like the 3rd shelf.,[ Great product so far ] || ---------------- || I've had it maybe 3 weeks..so far so good. Like the 3rd shelf.,,,5.0
