Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-08-08,54321524,dw,front_control,GE,GDF550PGRBB_GDF550PGRWW_GDF550PMRES_GDF550PSRSS,GDF550PGRBB_GDF550PGRWW_GDF550PMRES_GDF550PSRSS,,us,retail,geappliances,,Neutral,,,I wish I would have gotten this one sooner.,"[ Quiet and Efficient ] || ---------------- || Dishwasher is quiet and efficient. I wish I would have gotten this one sooner. Easy to use, limited settings. I like simple and this is simple.","[ Quiet and Efficient ] || ---------------- || Dishwasher is quiet and efficient. I wish I would have gotten this one sooner. Easy to use, limited settings. I like simple and this is simple.",,,5.0
23-08-07,54424733,dw,builtin,LG,Objet_collection,DUBJ2EAL,ASIA,kr,retail,naver_shop,,Positive,use,,"At first I had doubts about how comfortable it would be, but now I am very satisfied with it.","[ I bought it while moving and it is very comfortable. The person who installed it was very kind. At first, I had doubts about how comfortable it would be, but now I am using it very satisfactorily. ] || ---------------- || I bought it while moving. It's so pleasant. The person who installed it was also very kind. At first I had doubts about how comfortable it would be, but now I am very satisfied with it. Next time, if the price is okay, I want to buy induction here too. If you use it while adjusting the amount of detergent properly, you can use it very conveniently without being burdensome. And above all, I trust it because it is LG.",[ 이사하면서 사게되었는데너무 쾌적합니다. 설치해주시는분도 너무 친절하게 잘 해주셨구요처음엔 얼마나 편할까 의구심도 들었지만 지금은 매우 만족스럽게 사용하고 있습니다.다음에 가격괜찮으 ] || ---------------- || 이사하면서 사게되었는데너무 쾌적합니다. 설치해주시는분도 너무 친절하게 잘 해주셨구요처음엔 얼마나 편할까 의구심도 들었지만 지금은 매우 만족스럽게 사용하고 있습니다.다음에 가격괜찮으면 여기서 인덕션도 사고싶네여 ㅎㅎ세제양도 적절히 조절해가면서 사용하면 부담스럽지 않게 매우 편리하게 사용할 수 있어요 그리고 무엇보다 LG여서 믿음이 갑니다.,,,5.0
23-08-07,54424733,dw,builtin,LG,Objet_collection,DUBJ2EAL,ASIA,kr,retail,naver_shop,,Neutral,,,"Next time, if the price is okay, I want to buy induction here too.","[ I bought it while moving and it is very comfortable. The person who installed it was very kind. At first, I had doubts about how comfortable it would be, but now I am using it very satisfactorily. ] || ---------------- || I bought it while moving. It's so pleasant. The person who installed it was also very kind. At first I had doubts about how comfortable it would be, but now I am very satisfied with it. Next time, if the price is okay, I want to buy induction here too. If you use it while adjusting the amount of detergent properly, you can use it very conveniently without being burdensome. And above all, I trust it because it is LG.",[ 이사하면서 사게되었는데너무 쾌적합니다. 설치해주시는분도 너무 친절하게 잘 해주셨구요처음엔 얼마나 편할까 의구심도 들었지만 지금은 매우 만족스럽게 사용하고 있습니다.다음에 가격괜찮으 ] || ---------------- || 이사하면서 사게되었는데너무 쾌적합니다. 설치해주시는분도 너무 친절하게 잘 해주셨구요처음엔 얼마나 편할까 의구심도 들었지만 지금은 매우 만족스럽게 사용하고 있습니다.다음에 가격괜찮으면 여기서 인덕션도 사고싶네여 ㅎㅎ세제양도 적절히 조절해가면서 사용하면 부담스럽지 않게 매우 편리하게 사용할 수 있어요 그리고 무엇보다 LG여서 믿음이 갑니다.,,,5.0
23-08-07,54424733,dw,builtin,LG,Objet_collection,DUBJ2EAL,ASIA,kr,retail,naver_shop,,Positive,use,Easy_Use,"If you use it while adjusting the amount of detergent properly, you can use it very conveniently without being burdensome.","[ I bought it while moving and it is very comfortable. The person who installed it was very kind. At first, I had doubts about how comfortable it would be, but now I am using it very satisfactorily. ] || ---------------- || I bought it while moving. It's so pleasant. The person who installed it was also very kind. At first I had doubts about how comfortable it would be, but now I am very satisfied with it. Next time, if the price is okay, I want to buy induction here too. If you use it while adjusting the amount of detergent properly, you can use it very conveniently without being burdensome. And above all, I trust it because it is LG.",[ 이사하면서 사게되었는데너무 쾌적합니다. 설치해주시는분도 너무 친절하게 잘 해주셨구요처음엔 얼마나 편할까 의구심도 들었지만 지금은 매우 만족스럽게 사용하고 있습니다.다음에 가격괜찮으 ] || ---------------- || 이사하면서 사게되었는데너무 쾌적합니다. 설치해주시는분도 너무 친절하게 잘 해주셨구요처음엔 얼마나 편할까 의구심도 들었지만 지금은 매우 만족스럽게 사용하고 있습니다.다음에 가격괜찮으면 여기서 인덕션도 사고싶네여 ㅎㅎ세제양도 적절히 조절해가면서 사용하면 부담스럽지 않게 매우 편리하게 사용할 수 있어요 그리고 무엇보다 LG여서 믿음이 갑니다.,,,5.0
23-08-07,54424733,dw,builtin,LG,Objet_collection,DUBJ2EAL,ASIA,kr,retail,naver_shop,,Positive,,,"And above all, I trust it because it is LG.","[ I bought it while moving and it is very comfortable. The person who installed it was very kind. At first, I had doubts about how comfortable it would be, but now I am using it very satisfactorily. ] || ---------------- || I bought it while moving. It's so pleasant. The person who installed it was also very kind. At first I had doubts about how comfortable it would be, but now I am very satisfied with it. Next time, if the price is okay, I want to buy induction here too. If you use it while adjusting the amount of detergent properly, you can use it very conveniently without being burdensome. And above all, I trust it because it is LG.",[ 이사하면서 사게되었는데너무 쾌적합니다. 설치해주시는분도 너무 친절하게 잘 해주셨구요처음엔 얼마나 편할까 의구심도 들었지만 지금은 매우 만족스럽게 사용하고 있습니다.다음에 가격괜찮으 ] || ---------------- || 이사하면서 사게되었는데너무 쾌적합니다. 설치해주시는분도 너무 친절하게 잘 해주셨구요처음엔 얼마나 편할까 의구심도 들었지만 지금은 매우 만족스럽게 사용하고 있습니다.다음에 가격괜찮으면 여기서 인덕션도 사고싶네여 ㅎㅎ세제양도 적절히 조절해가면서 사용하면 부담스럽지 않게 매우 편리하게 사용할 수 있어요 그리고 무엇보다 LG여서 믿음이 갑니다.,,,5.0
23-08-07,54426015,dw,top_control,KITCHENAID,KDTE204KBL,KDTE204KBL,,ci,retail,lowes_ca,,Positive,use,,We love our new dishwasher.,"[ So quiet! ] || ---------------- || We love our new dishwasher. Not only does it clean the dishes efficiently and effectively, it is incredibly quiet. It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.","[ So quiet! ] || ---------------- || [This review was collected as part of a promotion.] We love our new dishwasher.  Not only does it clean the dishes efficiently and effectively, it is incredibly quiet.  It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.",,,5.0
23-08-07,54426015,dw,top_control,KITCHENAID,KDTE204KBL,KDTE204KBL,,ci,retail,lowes_ca,,Positive,use,Noise_Vibration,"Not only does it clean the dishes efficiently and effectively, it is incredibly quiet.","[ So quiet! ] || ---------------- || We love our new dishwasher. Not only does it clean the dishes efficiently and effectively, it is incredibly quiet. It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.","[ So quiet! ] || ---------------- || [This review was collected as part of a promotion.] We love our new dishwasher.  Not only does it clean the dishes efficiently and effectively, it is incredibly quiet.  It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.",,,5.0
23-08-07,54426015,dw,top_control,KITCHENAID,KDTE204KBL,KDTE204KBL,,ci,retail,lowes_ca,,Positive,use,Performance_Washing,"Not only does it clean the dishes efficiently and effectively, it is incredibly quiet.","[ So quiet! ] || ---------------- || We love our new dishwasher. Not only does it clean the dishes efficiently and effectively, it is incredibly quiet. It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.","[ So quiet! ] || ---------------- || [This review was collected as part of a promotion.] We love our new dishwasher.  Not only does it clean the dishes efficiently and effectively, it is incredibly quiet.  It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.",,,5.0
23-08-07,54426015,dw,top_control,KITCHENAID,KDTE204KBL,KDTE204KBL,,ci,retail,lowes_ca,,Positive,use,Product_Satisfaction,"Not only does it clean the dishes efficiently and effectively, it is incredibly quiet.","[ So quiet! ] || ---------------- || We love our new dishwasher. Not only does it clean the dishes efficiently and effectively, it is incredibly quiet. It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.","[ So quiet! ] || ---------------- || [This review was collected as part of a promotion.] We love our new dishwasher.  Not only does it clean the dishes efficiently and effectively, it is incredibly quiet.  It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.",,,5.0
23-08-07,54426015,dw,top_control,KITCHENAID,KDTE204KBL,KDTE204KBL,,ci,retail,lowes_ca,,Positive,use,Noise_Vibration,It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.,"[ So quiet! ] || ---------------- || We love our new dishwasher. Not only does it clean the dishes efficiently and effectively, it is incredibly quiet. It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.","[ So quiet! ] || ---------------- || [This review was collected as part of a promotion.] We love our new dishwasher.  Not only does it clean the dishes efficiently and effectively, it is incredibly quiet.  It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.",,,5.0
23-08-07,54426015,dw,top_control,KITCHENAID,KDTE204KBL,KDTE204KBL,,ci,retail,lowes_ca,,Positive,use,Price,It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.,"[ So quiet! ] || ---------------- || We love our new dishwasher. Not only does it clean the dishes efficiently and effectively, it is incredibly quiet. It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.","[ So quiet! ] || ---------------- || [This review was collected as part of a promotion.] We love our new dishwasher.  Not only does it clean the dishes efficiently and effectively, it is incredibly quiet.  It was definitely worth it to pay attention and I the decibel rating when we were shopping to replace our former dishwasher.",,,5.0
23-08-07,54429420,dw,front_control,LG,LDFC2423W,LDFC2423W,,us,retail,homedepot,,Neutral,,,This 24 in.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn't do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn’t do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,,,5.0
23-08-07,54429420,dw,front_control,LG,LDFC2423W,LDFC2423W,,us,retail,homedepot,,Very Positive,use,Performance_Washing,White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes!,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn't do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn’t do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,,,5.0
23-08-07,54429420,dw,front_control,LG,LDFC2423W,LDFC2423W,,us,retail,homedepot,,Negative,use,Performance_Washing,My old dishwasher was only two years old and it didn't do nearly as good of a job.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn't do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn’t do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,,,5.0
23-08-07,54429420,dw,front_control,LG,LDFC2423W,LDFC2423W,,us,retail,homedepot,,Neutral,use,Noise_Vibration,This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn't do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn’t do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,,,5.0
23-08-07,54429420,dw,front_control,LG,LDFC2423W,LDFC2423W,,us,retail,homedepot,,Neutral,use,Performance_Washing,This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn't do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn’t do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,,,5.0
23-08-07,54429420,dw,front_control,LG,LDFC2423W,LDFC2423W,,us,retail,homedepot,,Positive,use,Easy_Use,I love how some of the pegs in the dish rack fold down to accommodate different size dishes.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn't do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn’t do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,,,5.0
23-08-07,54429420,dw,front_control,LG,LDFC2423W,LDFC2423W,,us,retail,homedepot,,Positive,use,,The soap dispenser works well too.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn't do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn’t do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,,,5.0
23-08-07,54429420,dw,front_control,LG,LDFC2423W,LDFC2423W,,us,retail,homedepot,,Positive,use,Easy_Use,The intuitive controls are self explanatory and make using the dishwasher a breeze.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn't do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,[ Fantastic job at washing dishes! ] || ---------------- || This 24 in. White Front Control Dishwasher with Stainless Steel Tub does a fantastic job of cleaning dishes! My old dishwasher was only two years old and it didn’t do nearly as good of a job. This dishwasher is louder than my old one but that is probably because it is actually getting the dishes clean. I love how some of the pegs in the dish rack fold down to accommodate different size dishes. The soap dispenser works well too. The intuitive controls are self explanatory and make using the dishwasher a breeze.,,,5.0
23-08-07,54431732,dw,top_control,WHIRLPOOL,WDTA50SAKZ,WDTA50SAKZ,,us,retail,whirlpool_com_us,,Neutral,replace,Service,Replacement dishwasher for a 30-year old unit.,[ Nice Dishwasher ] || ---------------- || Replacement dishwasher for a 30-year old unit. This one is much more advanced and has many nice features. Just wish dishwashers dried more thoroughly.,[ Nice Dishwasher ] || ---------------- || Replacement dishwasher for a 30-year old unit. This one is much more advanced and has many nice features. Just wish dishwashers dried more thoroughly.,,,4.0
23-08-07,54431732,dw,top_control,WHIRLPOOL,WDTA50SAKZ,WDTA50SAKZ,,us,retail,whirlpool_com_us,,Positive,use,Easy_Use,This one is much more advanced and has many nice features.,[ Nice Dishwasher ] || ---------------- || Replacement dishwasher for a 30-year old unit. This one is much more advanced and has many nice features. Just wish dishwashers dried more thoroughly.,[ Nice Dishwasher ] || ---------------- || Replacement dishwasher for a 30-year old unit. This one is much more advanced and has many nice features. Just wish dishwashers dried more thoroughly.,,,4.0
23-08-07,54431732,dw,top_control,WHIRLPOOL,WDTA50SAKZ,WDTA50SAKZ,,us,retail,whirlpool_com_us,,Neutral,use,Performance_Drying,Just wish dishwashers dried more thoroughly.,[ Nice Dishwasher ] || ---------------- || Replacement dishwasher for a 30-year old unit. This one is much more advanced and has many nice features. Just wish dishwashers dried more thoroughly.,[ Nice Dishwasher ] || ---------------- || Replacement dishwasher for a 30-year old unit. This one is much more advanced and has many nice features. Just wish dishwashers dried more thoroughly.,,,4.0
23-08-07,54432432,dw,dishwasher,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,costco,,Neutral,onboard,Delivery_Installation,Had the dishwasher installed this morning.,"[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning. Not sure if it is a manufacturer defect or it is just very cheaply made. Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side. the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws. this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex. Very poor design. The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product. I saw all the other glowing reviews so I figured it might be a defect, we will see. If not we will be returning this for a different brand. For $1000 we expect quality.","[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning.  Not sure if it is a manufacturer defect or it is just very cheaply made.  Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side.  the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws.  this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex.  Very poor design.  The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product.  I saw all the other glowing reviews so I figured it might be a defect, we will see.  If not we will be returning this for a different brand.  For $1000 we expect quality.",,,1.0
23-08-07,54432432,dw,dishwasher,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,costco,,Negative,,Durability,Not sure if it is a manufacturer defect or it is just very cheaply made.,"[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning. Not sure if it is a manufacturer defect or it is just very cheaply made. Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side. the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws. this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex. Very poor design. The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product. I saw all the other glowing reviews so I figured it might be a defect, we will see. If not we will be returning this for a different brand. For $1000 we expect quality.","[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning.  Not sure if it is a manufacturer defect or it is just very cheaply made.  Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side.  the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws.  this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex.  Very poor design.  The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product.  I saw all the other glowing reviews so I figured it might be a defect, we will see.  If not we will be returning this for a different brand.  For $1000 we expect quality.",,,1.0
23-08-07,54432432,dw,dishwasher,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,costco,,Negative,,Price,Not sure if it is a manufacturer defect or it is just very cheaply made.,"[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning. Not sure if it is a manufacturer defect or it is just very cheaply made. Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side. the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws. this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex. Very poor design. The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product. I saw all the other glowing reviews so I figured it might be a defect, we will see. If not we will be returning this for a different brand. For $1000 we expect quality.","[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning.  Not sure if it is a manufacturer defect or it is just very cheaply made.  Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side.  the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws.  this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex.  Very poor design.  The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product.  I saw all the other glowing reviews so I figured it might be a defect, we will see.  If not we will be returning this for a different brand.  For $1000 we expect quality.",,,1.0
23-08-07,54432432,dw,dishwasher,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,costco,,Negative,use,Price,Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side.,"[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning. Not sure if it is a manufacturer defect or it is just very cheaply made. Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side. the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws. this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex. Very poor design. The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product. I saw all the other glowing reviews so I figured it might be a defect, we will see. If not we will be returning this for a different brand. For $1000 we expect quality.","[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning.  Not sure if it is a manufacturer defect or it is just very cheaply made.  Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side.  the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws.  this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex.  Very poor design.  The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product.  I saw all the other glowing reviews so I figured it might be a defect, we will see.  If not we will be returning this for a different brand.  For $1000 we expect quality.",,,1.0
23-08-07,54432432,dw,dishwasher,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,costco,,Neutral,replace,Delivery_Installation,"the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws.","[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning. Not sure if it is a manufacturer defect or it is just very cheaply made. Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side. the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws. this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex. Very poor design. The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product. I saw all the other glowing reviews so I figured it might be a defect, we will see. If not we will be returning this for a different brand. For $1000 we expect quality.","[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning.  Not sure if it is a manufacturer defect or it is just very cheaply made.  Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side.  the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws.  this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex.  Very poor design.  The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product.  I saw all the other glowing reviews so I figured it might be a defect, we will see.  If not we will be returning this for a different brand.  For $1000 we expect quality.",,,1.0
23-08-07,54432432,dw,dishwasher,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,costco,,Negative,use,,this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex.,"[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning. Not sure if it is a manufacturer defect or it is just very cheaply made. Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side. the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws. this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex. Very poor design. The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product. I saw all the other glowing reviews so I figured it might be a defect, we will see. If not we will be returning this for a different brand. For $1000 we expect quality.","[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning.  Not sure if it is a manufacturer defect or it is just very cheaply made.  Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side.  the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws.  this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex.  Very poor design.  The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product.  I saw all the other glowing reviews so I figured it might be a defect, we will see.  If not we will be returning this for a different brand.  For $1000 we expect quality.",,,1.0
23-08-07,54432432,dw,dishwasher,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,costco,,Very Negative,use,Design,Very poor design.,"[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning. Not sure if it is a manufacturer defect or it is just very cheaply made. Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side. the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws. this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex. Very poor design. The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product. I saw all the other glowing reviews so I figured it might be a defect, we will see. If not we will be returning this for a different brand. For $1000 we expect quality.","[ Extremely disappointed ] || ---------------- || Had the dishwasher installed this morning.  Not sure if it is a manufacturer defect or it is just very cheaply made.  Door is so cheap when you open it there is a flex from side to side and the bottom hinges move side to side.  the one it replaced, an old kitchenaid had four mounting screws on each side, substantial screws.  this one has 2 very small screws that do not hold the dishwasher tight and allow it to flex.  Very poor design.  The installer is coming back to see if there is anyway he can fix this problem. If not we will be returning and very disappointed in the quality of this product.  I saw all the other glowing reviews so I figured it might be a defect, we will see.  If not we will be returning this for a different brand.  For $1000 we expect quality.",,,1.0
