Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-03-31,49963560,dw,front_control,BOSCH,4_series,SMS4HVB01A,ASIA,au,retail,binglee,,Very Positive,use,Noise_Vibration,amazing great dishwasher so quiet amazing quality,[ bosch series 4 ] || ---------------- || amazing great dishwasher so quiet amazing quality,[ bosch series 4 ] || ---------------- || amazing great dishwasher so quiet amazing quality,,,5.0
23-03-28,96531376,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,homedepot,,Very Negative,replace,,returned the other one.,"[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \""39dba\"" dishwashers from KitchenAid. We got one replaced. returned the other one. and move the one we installed to a townhome we own. These are louder than even 42dba Bosch that we have at our office. You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers. But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.","[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \'39dba\' dishwashers from KitchenAid.  We got one replaced... returned the other one... and move the one we installed to a townhome we own.  These are louder than even 42dba Bosch that we have at our office.  You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers.  But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.",Not verified,Originally posted on kitchenaid.com,2.0
23-03-28,96531376,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,homedepot,,Neutral,onboard,Delivery_Installation,and move the one we installed to a townhome we own.,"[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \""39dba\"" dishwashers from KitchenAid. We got one replaced. returned the other one. and move the one we installed to a townhome we own. These are louder than even 42dba Bosch that we have at our office. You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers. But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.","[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \'39dba\' dishwashers from KitchenAid.  We got one replaced... returned the other one... and move the one we installed to a townhome we own.  These are louder than even 42dba Bosch that we have at our office.  You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers.  But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.",Not verified,Originally posted on kitchenaid.com,2.0
23-03-28,96531376,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,homedepot,,Negative,use,Noise_Vibration,These are louder than even 42dba Bosch that we have at our office.,"[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \""39dba\"" dishwashers from KitchenAid. We got one replaced. returned the other one. and move the one we installed to a townhome we own. These are louder than even 42dba Bosch that we have at our office. You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers. But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.","[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \'39dba\' dishwashers from KitchenAid.  We got one replaced... returned the other one... and move the one we installed to a townhome we own.  These are louder than even 42dba Bosch that we have at our office.  You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers.  But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.",Not verified,Originally posted on kitchenaid.com,2.0
23-03-28,96531376,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,homedepot,,Neutral,use,Noise_Vibration,You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers.,"[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \""39dba\"" dishwashers from KitchenAid. We got one replaced. returned the other one. and move the one we installed to a townhome we own. These are louder than even 42dba Bosch that we have at our office. You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers. But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.","[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \'39dba\' dishwashers from KitchenAid.  We got one replaced... returned the other one... and move the one we installed to a townhome we own.  These are louder than even 42dba Bosch that we have at our office.  You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers.  But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.",Not verified,Originally posted on kitchenaid.com,2.0
23-03-28,96531376,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,homedepot,,Neutral,,Easy_Use,"But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.","[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \""39dba\"" dishwashers from KitchenAid. We got one replaced. returned the other one. and move the one we installed to a townhome we own. These are louder than even 42dba Bosch that we have at our office. You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers. But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.","[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \'39dba\' dishwashers from KitchenAid.  We got one replaced... returned the other one... and move the one we installed to a townhome we own.  These are louder than even 42dba Bosch that we have at our office.  You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers.  But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.",Not verified,Originally posted on kitchenaid.com,2.0
23-03-28,96531376,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,homedepot,,Neutral,,Noise_Vibration,"But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.","[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \""39dba\"" dishwashers from KitchenAid. We got one replaced. returned the other one. and move the one we installed to a townhome we own. These are louder than even 42dba Bosch that we have at our office. You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers. But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.","[ DON'T believe the 39dba sound rating! ] || ---------------- || We started to replace 2 ultra quiet Miele dishwashers (similar 39dba) with these \'39dba\' dishwashers from KitchenAid.  We got one replaced... returned the other one... and move the one we installed to a townhome we own.  These are louder than even 42dba Bosch that we have at our office.  You can literally hear the entire wash cycle - which is not that objectionable to someone who has not heard quieter dishwashers.  But for us, we are steering back to higher quality, quieter, and added features (i.e. fold-down wine glass holders) with either high-end Bosch or (overly expensive) Miele.",Not verified,Originally posted on kitchenaid.com,2.0
23-03-28,96613700,dw,top_control,GE,cafe,CDT875P4NW2,,us,retail,homedepot,,Positive,use,,Great dishwasher .,[ Great sleek design ] || ---------------- || Great dishwasher . Quiet function and amazing washer,[ Great sleek design ] || ---------------- || Great dishwasher Quiet function and amazing washer,Not verified,Originally posted on cafeappliances.com,5.0
23-03-28,96613700,dw,top_control,GE,cafe,CDT875P4NW2,,us,retail,homedepot,,Very Positive,use,Noise_Vibration,Quiet function and amazing washer,[ Great sleek design ] || ---------------- || Great dishwasher . Quiet function and amazing washer,[ Great sleek design ] || ---------------- || Great dishwasher Quiet function and amazing washer,Not verified,Originally posted on cafeappliances.com,5.0
23-03-28,96638226,dw,front_control,GE,GDF530PSMSS,GDF530PSMSS,,us,retail,homedepot,,Negative,maintain,Durability,Item is leaking in front left the dish washer was barley used .,[ The dish washer leaks from from door or seal ] || ---------------- || Item is leaking in front left the dish washer was barley used . But totally disappointed I spent pretty much on it and now I had to change a new one I've seen cheaper brand last much longer . Never again ge,[ The dish washer leaks from from door or seal ] || ---------------- || Item is leaking in front left  the dish washer was  barley used But totally disappointed I spent pretty much on it and now I had to change a new one I’ve seen cheaper brand last much longer Never again ge,Not verified,Originally posted on geappliances.com,2.0
23-03-28,96638226,dw,front_control,GE,GDF530PSMSS,GDF530PSMSS,,us,retail,homedepot,,Negative,"purchase,replace,use",Durability,But totally disappointed I spent pretty much on it and now I had to change a new one I've seen cheaper brand last much longer .,[ The dish washer leaks from from door or seal ] || ---------------- || Item is leaking in front left the dish washer was barley used . But totally disappointed I spent pretty much on it and now I had to change a new one I've seen cheaper brand last much longer . Never again ge,[ The dish washer leaks from from door or seal ] || ---------------- || Item is leaking in front left  the dish washer was  barley used But totally disappointed I spent pretty much on it and now I had to change a new one I’ve seen cheaper brand last much longer Never again ge,Not verified,Originally posted on geappliances.com,2.0
23-03-28,96638226,dw,front_control,GE,GDF530PSMSS,GDF530PSMSS,,us,retail,homedepot,,Negative,"purchase,replace,use",Price,But totally disappointed I spent pretty much on it and now I had to change a new one I've seen cheaper brand last much longer .,[ The dish washer leaks from from door or seal ] || ---------------- || Item is leaking in front left the dish washer was barley used . But totally disappointed I spent pretty much on it and now I had to change a new one I've seen cheaper brand last much longer . Never again ge,[ The dish washer leaks from from door or seal ] || ---------------- || Item is leaking in front left  the dish washer was  barley used But totally disappointed I spent pretty much on it and now I had to change a new one I’ve seen cheaper brand last much longer Never again ge,Not verified,Originally posted on geappliances.com,2.0
23-03-28,96638226,dw,front_control,GE,GDF530PSMSS,GDF530PSMSS,,us,retail,homedepot,,Very Negative,,Service,Never again ge,[ The dish washer leaks from from door or seal ] || ---------------- || Item is leaking in front left the dish washer was barley used . But totally disappointed I spent pretty much on it and now I had to change a new one I've seen cheaper brand last much longer . Never again ge,[ The dish washer leaks from from door or seal ] || ---------------- || Item is leaking in front left  the dish washer was  barley used But totally disappointed I spent pretty much on it and now I had to change a new one I’ve seen cheaper brand last much longer Never again ge,Not verified,Originally posted on geappliances.com,2.0
23-03-27,49828759,dw,dishwasher,LG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,Hygiene_Fresh,Doesn't it smell?,Doesn't it smell?,냄새 안 나나요?,,,unrated
23-03-27,51081054,dw,top_control,SIEMENS,SJ636X04JC,SJ636X04JC,ASIA,cn,retail,jd,,Positive,use,Design,"Good looking, easy to use","Good looking, easy to use",外观好看 用起来简单便捷 挺不错的,,,5.0
23-03-27,51081054,dw,top_control,SIEMENS,SJ636X04JC,SJ636X04JC,ASIA,cn,retail,jd,,Positive,use,Easy_Use,"Good looking, easy to use","Good looking, easy to use",外观好看 用起来简单便捷 挺不错的,,,5.0
23-03-27,49678429,dw,top_control,BOSCH,SHSM63W56N,SHSM63W56N,,us,retail,bosch_home_us,,Negative,use,Performance_Washing,My dishes have never looked cleaner.,[ Great dishwasher ] || ---------------- || My dishes have never looked cleaner. The,[ Great dishwasher ] || ---------------- || My dishes have never looked cleaner. The,,,5.0
23-03-27,49678429,dw,top_control,BOSCH,SHSM63W56N,SHSM63W56N,,us,retail,bosch_home_us,,Neutral,,,The,[ Great dishwasher ] || ---------------- || My dishes have never looked cleaner. The,[ Great dishwasher ] || ---------------- || My dishes have never looked cleaner. The,,,5.0
23-03-27,49680582,dw,top_control,WHIRLPOOL,WDTA50SAKZ,WDTA50SAKZ,,us,retail,whirlpool_com_us,,Neutral,use,,Had for a few months but have only used it twice.,[ Looks good ] || ---------------- || Had for a few months but have only used it twice. Worked great and was very quiet but it leaked. Repaired and still leaked and waiting for 2nd repair. I can't wait to finally be able to use it.,[ Looks good ] || ---------------- || Had for a few months but have only used it twice.  Worked great and was very quiet but it leaked. Repaired and still leaked and waiting for 2nd repair.  I can’t wait to finally be able to use it.,,,3.0
23-03-27,49680582,dw,top_control,WHIRLPOOL,WDTA50SAKZ,WDTA50SAKZ,,us,retail,whirlpool_com_us,,Positive,use,Noise_Vibration,Worked great and was very quiet but it leaked.,[ Looks good ] || ---------------- || Had for a few months but have only used it twice. Worked great and was very quiet but it leaked. Repaired and still leaked and waiting for 2nd repair. I can't wait to finally be able to use it.,[ Looks good ] || ---------------- || Had for a few months but have only used it twice.  Worked great and was very quiet but it leaked. Repaired and still leaked and waiting for 2nd repair.  I can’t wait to finally be able to use it.,,,3.0
23-03-27,49680582,dw,top_control,WHIRLPOOL,WDTA50SAKZ,WDTA50SAKZ,,us,retail,whirlpool_com_us,,Very Negative,maintain,Durability,Repaired and still leaked and waiting for 2nd repair.,[ Looks good ] || ---------------- || Had for a few months but have only used it twice. Worked great and was very quiet but it leaked. Repaired and still leaked and waiting for 2nd repair. I can't wait to finally be able to use it.,[ Looks good ] || ---------------- || Had for a few months but have only used it twice.  Worked great and was very quiet but it leaked. Repaired and still leaked and waiting for 2nd repair.  I can’t wait to finally be able to use it.,,,3.0
23-03-27,49680582,dw,top_control,WHIRLPOOL,WDTA50SAKZ,WDTA50SAKZ,,us,retail,whirlpool_com_us,,Very Negative,maintain,Service,Repaired and still leaked and waiting for 2nd repair.,[ Looks good ] || ---------------- || Had for a few months but have only used it twice. Worked great and was very quiet but it leaked. Repaired and still leaked and waiting for 2nd repair. I can't wait to finally be able to use it.,[ Looks good ] || ---------------- || Had for a few months but have only used it twice.  Worked great and was very quiet but it leaked. Repaired and still leaked and waiting for 2nd repair.  I can’t wait to finally be able to use it.,,,3.0
23-03-27,49680582,dw,top_control,WHIRLPOOL,WDTA50SAKZ,WDTA50SAKZ,,us,retail,whirlpool_com_us,,Positive,use,Easy_Use,I can't wait to finally be able to use it.,[ Looks good ] || ---------------- || Had for a few months but have only used it twice. Worked great and was very quiet but it leaked. Repaired and still leaked and waiting for 2nd repair. I can't wait to finally be able to use it.,[ Looks good ] || ---------------- || Had for a few months but have only used it twice.  Worked great and was very quiet but it leaked. Repaired and still leaked and waiting for 2nd repair.  I can’t wait to finally be able to use it.,,,3.0
23-03-27,49704453,dw,front_control,MIDEA,RX600S,RX600S,ASIA,cn,retail,jd,,Positive,use,Design,The dishwasher looks great and has many functions.,The dishwasher looks great and has many functions. I look forward to the follow-up performance AA,洗碗机很好看，功能很多，期待后续表现AA,,,5.0
23-03-27,49704453,dw,front_control,MIDEA,RX600S,RX600S,ASIA,cn,retail,jd,,Neutral,,,I look forward to the follow-up performance AA,The dishwasher looks great and has many functions. I look forward to the follow-up performance AA,洗碗机很好看，功能很多，期待后续表现AA,,,5.0
23-03-27,49708021,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Positive,"purchase,use",,"I bought this as a gift, and she likes it very much.","I bought this as a gift, and she likes it very much. The thoughtfulness of the seller makes me feel very warm. I will choose again in the future. Old friend. I came to your store again, and I haven't been here for a long time. The business seems to be really good. Work hard! Like a fast delivery, the baby is similar to the picture. .",买来这个是送人的，她很喜欢.卖家的贴心让我感到很温暖.以后我还会来选的.老朋友。我又来你店光顾了，久了没来，生意看来还真不错哦。努力哦！赞一个发货迅速，宝贝和图片差不多。。,,,5.0
23-03-27,49708021,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Positive,,Delivery_Installation,The thoughtfulness of the seller makes me feel very warm.,"I bought this as a gift, and she likes it very much. The thoughtfulness of the seller makes me feel very warm. I will choose again in the future. Old friend. I came to your store again, and I haven't been here for a long time. The business seems to be really good. Work hard! Like a fast delivery, the baby is similar to the picture. .",买来这个是送人的，她很喜欢.卖家的贴心让我感到很温暖.以后我还会来选的.老朋友。我又来你店光顾了，久了没来，生意看来还真不错哦。努力哦！赞一个发货迅速，宝贝和图片差不多。。,,,5.0
23-03-27,49708021,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Positive,,Durability,The thoughtfulness of the seller makes me feel very warm.,"I bought this as a gift, and she likes it very much. The thoughtfulness of the seller makes me feel very warm. I will choose again in the future. Old friend. I came to your store again, and I haven't been here for a long time. The business seems to be really good. Work hard! Like a fast delivery, the baby is similar to the picture. .",买来这个是送人的，她很喜欢.卖家的贴心让我感到很温暖.以后我还会来选的.老朋友。我又来你店光顾了，久了没来，生意看来还真不错哦。努力哦！赞一个发货迅速，宝贝和图片差不多。。,,,5.0
23-03-27,49708021,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Neutral,,,I will choose again in the future.,"I bought this as a gift, and she likes it very much. The thoughtfulness of the seller makes me feel very warm. I will choose again in the future. Old friend. I came to your store again, and I haven't been here for a long time. The business seems to be really good. Work hard! Like a fast delivery, the baby is similar to the picture. .",买来这个是送人的，她很喜欢.卖家的贴心让我感到很温暖.以后我还会来选的.老朋友。我又来你店光顾了，久了没来，生意看来还真不错哦。努力哦！赞一个发货迅速，宝贝和图片差不多。。,,,5.0
23-03-27,49708021,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Neutral,,,Old friend.,"I bought this as a gift, and she likes it very much. The thoughtfulness of the seller makes me feel very warm. I will choose again in the future. Old friend. I came to your store again, and I haven't been here for a long time. The business seems to be really good. Work hard! Like a fast delivery, the baby is similar to the picture. .",买来这个是送人的，她很喜欢.卖家的贴心让我感到很温暖.以后我还会来选的.老朋友。我又来你店光顾了，久了没来，生意看来还真不错哦。努力哦！赞一个发货迅速，宝贝和图片差不多。。,,,5.0
23-03-27,49708021,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Neutral,,Delivery_Installation,"I came to your store again, and I haven't been here for a long time.","I bought this as a gift, and she likes it very much. The thoughtfulness of the seller makes me feel very warm. I will choose again in the future. Old friend. I came to your store again, and I haven't been here for a long time. The business seems to be really good. Work hard! Like a fast delivery, the baby is similar to the picture. .",买来这个是送人的，她很喜欢.卖家的贴心让我感到很温暖.以后我还会来选的.老朋友。我又来你店光顾了，久了没来，生意看来还真不错哦。努力哦！赞一个发货迅速，宝贝和图片差不多。。,,,5.0
23-03-27,49708021,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Neutral,,Service,"I came to your store again, and I haven't been here for a long time.","I bought this as a gift, and she likes it very much. The thoughtfulness of the seller makes me feel very warm. I will choose again in the future. Old friend. I came to your store again, and I haven't been here for a long time. The business seems to be really good. Work hard! Like a fast delivery, the baby is similar to the picture. .",买来这个是送人的，她很喜欢.卖家的贴心让我感到很温暖.以后我还会来选的.老朋友。我又来你店光顾了，久了没来，生意看来还真不错哦。努力哦！赞一个发货迅速，宝贝和图片差不多。。,,,5.0
23-03-27,49708021,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Positive,,Service,The business seems to be really good.,"I bought this as a gift, and she likes it very much. The thoughtfulness of the seller makes me feel very warm. I will choose again in the future. Old friend. I came to your store again, and I haven't been here for a long time. The business seems to be really good. Work hard! Like a fast delivery, the baby is similar to the picture. .",买来这个是送人的，她很喜欢.卖家的贴心让我感到很温暖.以后我还会来选的.老朋友。我又来你店光顾了，久了没来，生意看来还真不错哦。努力哦！赞一个发货迅速，宝贝和图片差不多。。,,,5.0
23-03-27,49708021,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Positive,,,Work hard!,"I bought this as a gift, and she likes it very much. The thoughtfulness of the seller makes me feel very warm. I will choose again in the future. Old friend. I came to your store again, and I haven't been here for a long time. The business seems to be really good. Work hard! Like a fast delivery, the baby is similar to the picture. .",买来这个是送人的，她很喜欢.卖家的贴心让我感到很温暖.以后我还会来选的.老朋友。我又来你店光顾了，久了没来，生意看来还真不错哦。努力哦！赞一个发货迅速，宝贝和图片差不多。。,,,5.0
23-03-27,49708021,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Positive,deliver,Delivery_Installation,"Like a fast delivery, the baby is similar to the picture. .","I bought this as a gift, and she likes it very much. The thoughtfulness of the seller makes me feel very warm. I will choose again in the future. Old friend. I came to your store again, and I haven't been here for a long time. The business seems to be really good. Work hard! Like a fast delivery, the baby is similar to the picture. .",买来这个是送人的，她很喜欢.卖家的贴心让我感到很温暖.以后我还会来选的.老朋友。我又来你店光顾了，久了没来，生意看来还真不错哦。努力哦！赞一个发货迅速，宝贝和图片差不多。。,,,5.0
23-03-27,49708032,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Positive,,Delivery_Installation,Logistics is very fast.,Logistics is very fast. The delivery man is very nice,物流很快。送货师傅人很好,,,5.0
23-03-27,49708032,dw,front_control,HAIER,EYBW152266CWU1,EYBW152266CWU1,ASIA,cn,retail,jd,,Positive,deliver,Delivery_Installation,The delivery man is very nice,Logistics is very fast. The delivery man is very nice,物流很快。送货师傅人很好,,,5.0
23-03-27,49708937,dw,front_control,HAIER,EYW152286BK,EYW152286BK,ASIA,cn,retail,jd,,Positive,use,Performance_Washing,"The dishwasher is still good, you can wash it in layers.","The dishwasher is still good, you can wash it in layers. Quick wash and sanitize for 62 minutes. There are wheels at the bottom, which can be pulled out.",洗碗机还是不错，可以上下分层洗。快洗加消毒62分钟。底部有轮子，可以抽拉。,,,5.0
23-03-27,49708937,dw,front_control,HAIER,EYW152286BK,EYW152286BK,ASIA,cn,retail,jd,,Neutral,use,,Quick wash and sanitize for 62 minutes.,"The dishwasher is still good, you can wash it in layers. Quick wash and sanitize for 62 minutes. There are wheels at the bottom, which can be pulled out.",洗碗机还是不错，可以上下分层洗。快洗加消毒62分钟。底部有轮子，可以抽拉。,,,5.0
23-03-27,49708937,dw,front_control,HAIER,EYW152286BK,EYW152286BK,ASIA,cn,retail,jd,,Neutral,,Easy_Use,"There are wheels at the bottom, which can be pulled out.","The dishwasher is still good, you can wash it in layers. Quick wash and sanitize for 62 minutes. There are wheels at the bottom, which can be pulled out.",洗碗机还是不错，可以上下分层洗。快洗加消毒62分钟。底部有轮子，可以抽拉。,,,5.0
23-03-27,49708939,dw,front_control,HAIER,EYW152286BK,EYW152286BK,ASIA,cn,retail,jd,,Positive,,Delivery_Installation,"The logistics is fast, and the quality is also very good.","The logistics is fast, and the quality is also very good. After installing it, it is very atmospheric. Recommended to buy",物流很快，质量也很好装上之后很大气推荐购买,,,5.0
23-03-27,49708939,dw,front_control,HAIER,EYW152286BK,EYW152286BK,ASIA,cn,retail,jd,,Neutral,"onboard,use",Delivery_Installation,"After installing it, it is very atmospheric.","The logistics is fast, and the quality is also very good. After installing it, it is very atmospheric. Recommended to buy",物流很快，质量也很好装上之后很大气推荐购买,,,5.0
23-03-27,49708939,dw,front_control,HAIER,EYW152286BK,EYW152286BK,ASIA,cn,retail,jd,,Neutral,"onboard,use",Noise_Vibration,"After installing it, it is very atmospheric.","The logistics is fast, and the quality is also very good. After installing it, it is very atmospheric. Recommended to buy",物流很快，质量也很好装上之后很大气推荐购买,,,5.0
23-03-27,49708939,dw,front_control,HAIER,EYW152286BK,EYW152286BK,ASIA,cn,retail,jd,,Very Positive,,,Recommended to buy,"The logistics is fast, and the quality is also very good. After installing it, it is very atmospheric. Recommended to buy",物流很快，质量也很好装上之后很大气推荐购买,,,5.0
23-03-27,49709121,dw,front_control,MIDEA,H60S,H60S,ASIA,cn,retail,jd,,Positive,onboard,Delivery_Installation,"Not bad, very satisfied, the attitude of the installer is very good, recommended","Not bad, very satisfied, the attitude of the installer is very good, recommended",不错，非常满意，安装师傅态度非常好，推荐,,,5.0
23-03-27,49711838,dw,top_control,GE,profile_series,PDT855SFLDS,,us,retail,geappliances,,Positive,use,Design,We love the GE profile appliances - they are very stylish and durable!,[ Super quiet and very stylish ] || ---------------- || We love the GE profile appliances - they are very stylish and durable!,[ Super quiet and very stylish ] || ---------------- || We love the GE profile appliances - they are very stylish and durable!,,,5.0
23-03-27,49711838,dw,top_control,GE,profile_series,PDT855SFLDS,,us,retail,geappliances,,Positive,use,Durability,We love the GE profile appliances - they are very stylish and durable!,[ Super quiet and very stylish ] || ---------------- || We love the GE profile appliances - they are very stylish and durable!,[ Super quiet and very stylish ] || ---------------- || We love the GE profile appliances - they are very stylish and durable!,,,5.0
23-03-27,49711948,dw,top_control,WHIRLPOOL,WDP540HAMZ,WDP540HAMZ,,us,retail,lowes,,Neutral,replace,Service,There was a product to available to replace what I had.,[ Whirlpool is a good product and reliable. ] || ---------------- || There was a product to available to replace what I had.,[ Whirlpool is a good product and reliable. ] || ---------------- || There was a product to available to replace what I had.,,,5.0
23-03-27,49715170,dw,top_control,BOSCH,4_series,SMH4HCX48E,EU,es,retail,bosch_home_es,,Negative,use,Easy_Use,I can't quite get used to the 3rd removable tray.,[ good buy ] || ---------------- || I can't quite get used to the 3rd removable tray. For the rest everything ok!,[ Buena compra ] || ---------------- || No me termino de acostumbrar a la 3a bandeja extraible. Por lo demás todo Ok!,,,5.0
23-03-27,49715170,dw,top_control,BOSCH,4_series,SMH4HCX48E,EU,es,retail,bosch_home_es,,Positive,,,For the rest everything ok!,[ good buy ] || ---------------- || I can't quite get used to the 3rd removable tray. For the rest everything ok!,[ Buena compra ] || ---------------- || No me termino de acostumbrar a la 3a bandeja extraible. Por lo demás todo Ok!,,,5.0
23-03-27,49716384,dw,top_control,LG,quadwash,LDTH7972S,,us,retail,bestbuy,,Positive,use,,Really like this dishwasher!,[ Great choice!  ] || ---------------- || Really like this dishwasher! Lots of options for spacing dishes and pans with fold-down prongs. Settings stay same unless you want to change them. VERY quiet! ,[ Great choice!! ] || ---------------- || Really like this dishwasher! Lots of options for spacing dishes and pans with fold-down prongs. Settings stay same unless you want to change them. VERY quiet!!,,,5.0
23-03-27,49716384,dw,top_control,LG,quadwash,LDTH7972S,,us,retail,bestbuy,,Positive,use,Design,Lots of options for spacing dishes and pans with fold-down prongs.,[ Great choice!  ] || ---------------- || Really like this dishwasher! Lots of options for spacing dishes and pans with fold-down prongs. Settings stay same unless you want to change them. VERY quiet! ,[ Great choice!! ] || ---------------- || Really like this dishwasher! Lots of options for spacing dishes and pans with fold-down prongs. Settings stay same unless you want to change them. VERY quiet!!,,,5.0
23-03-27,49716384,dw,top_control,LG,quadwash,LDTH7972S,,us,retail,bestbuy,,Neutral,use,Easy_Use,Settings stay same unless you want to change them.,[ Great choice!  ] || ---------------- || Really like this dishwasher! Lots of options for spacing dishes and pans with fold-down prongs. Settings stay same unless you want to change them. VERY quiet! ,[ Great choice!! ] || ---------------- || Really like this dishwasher! Lots of options for spacing dishes and pans with fold-down prongs. Settings stay same unless you want to change them. VERY quiet!!,,,5.0
23-03-27,49716384,dw,top_control,LG,quadwash,LDTH7972S,,us,retail,bestbuy,,Positive,use,Noise_Vibration,VERY quiet!,[ Great choice!  ] || ---------------- || Really like this dishwasher! Lots of options for spacing dishes and pans with fold-down prongs. Settings stay same unless you want to change them. VERY quiet! ,[ Great choice!! ] || ---------------- || Really like this dishwasher! Lots of options for spacing dishes and pans with fold-down prongs. Settings stay same unless you want to change them. VERY quiet!!,,,5.0
