Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-06-12,72400596,dw,builtin,SAMSUNG,BESPOKE,DW80F75L1U01,ASIA,kr,retail,naver_shop,,Positive,use,Design,It has better storage and the design is really pretty.,"[ I chose it because I thought it would go well with the sink in the house I moved into. I used to use an L* dishwasher, but I changed it, and it has better storage and the design is really pretty. It is also quiet when it operates~ If there is a 15cm mop holder, it is really ] || ---------------- || I chose this because I thought it would go well with the sink in the house I moved into. I used to use an L* dishwasher, but I changed it. It has better storage and the design is really pretty. It’s also quiet when it’s working. It would be perfect if there was a 15cm mop holder.",[ 이사온 집싱크대랑 잘어울릴것 같아서 선택했습니다. 엘*식세기 쓰다가 바꿨는데 수납이 더잘되고 디자인이 넘사로 예쁩니다. 작동할때 소리도 조용조용해요~ 걸레받이 15cm가 있으면 진 ] || ---------------- || 이사온 집싱크대랑 잘어울릴것 같아서 선택했습니다. 엘*식세기 쓰다가 바꿨는데 수납이 더잘되고 디자인이 넘사로 예쁩니다. 작동할때 소리도 조용조용해요~ 걸레받이 15cm가 있으면 진짜 완벽할듯 합니다.,Not verified,,5.0
25-06-11,72378319,dw,countertop,SAMSUNG,BESPOKE,DW30CB305CW0,ASIA,kr,retail,naver_shop,,Neutral,,,"First of all, I made a request in a hurry.","[ I am now a mother raising a baby who has become one year old ^~^ As all parents know, right? Currently, we are feeding baby food and formula milk together, so the dishwashing tub is overflowing with used dishes, bottles, and baby food. ] || ---------------- || I am now a mother raising a baby ^~^. As all parents know, right? It is the time to feed baby food and formula milk together. The dishwashing tub is overflowing with used dishes, bottles, and baby food. I want to spend more time with the baby by reducing the dishwashing time, and seeing my husband and I suffering from housewife's eczema. I sighed and decided to find a solution. While searching, I came across a Samsung 6-person dishwasher. I ended up buying it. First of all, I made a request in a hurry. They worked according to the schedule, and the installer was so kind that I was very touched. Thanks to them, I think I will be able to raise my children happily. I sincerely thank you for your prompt response. Lastly, I would like to thank the CEO and the staff once again and hope that you will be filled with happiness in everything. (Heart)(Heart)","[ 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다. ] || ---------------- || 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다....ㅜ.ㅜ 설거지 시간을 줄여서 애기와 시간을 더 보내고 싶고, 주부습진으로 고생하는 남편과 저를 보니 한숨이 나와 해결책을 찾자고 의견이 모아졌고검색하던 중에 삼성 6인용 식기세척기가 눈에 띄어 구매하게 되었습니다 ㅎㅎ 우선 급하게 요청을 드렸는데 일정을 맞춰서 진행해주셨고, 설치기사님도 너무 친절하셔서 ㅜㅜ 감동을 배배배로 받았습니다.덕분에 행복한 육아를 할 수 있을 것 같아요 신속한 대응 진심으로 감사드립니다. 마지막으로사장님과 직원 모두에게 다시 한번 더 감사의 말씀 드리며 매사 행복이 가득하셨으면 좋겠습니다(하트)(하트)",Not verified,,5.0
25-06-11,72378319,dw,countertop,SAMSUNG,BESPOKE,DW30CB305CW0,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,"They worked according to the schedule, and the installer was so kind that I was very touched.","[ I am now a mother raising a baby who has become one year old ^~^ As all parents know, right? Currently, we are feeding baby food and formula milk together, so the dishwashing tub is overflowing with used dishes, bottles, and baby food. ] || ---------------- || I am now a mother raising a baby ^~^. As all parents know, right? It is the time to feed baby food and formula milk together. The dishwashing tub is overflowing with used dishes, bottles, and baby food. I want to spend more time with the baby by reducing the dishwashing time, and seeing my husband and I suffering from housewife's eczema. I sighed and decided to find a solution. While searching, I came across a Samsung 6-person dishwasher. I ended up buying it. First of all, I made a request in a hurry. They worked according to the schedule, and the installer was so kind that I was very touched. Thanks to them, I think I will be able to raise my children happily. I sincerely thank you for your prompt response. Lastly, I would like to thank the CEO and the staff once again and hope that you will be filled with happiness in everything. (Heart)(Heart)","[ 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다. ] || ---------------- || 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다....ㅜ.ㅜ 설거지 시간을 줄여서 애기와 시간을 더 보내고 싶고, 주부습진으로 고생하는 남편과 저를 보니 한숨이 나와 해결책을 찾자고 의견이 모아졌고검색하던 중에 삼성 6인용 식기세척기가 눈에 띄어 구매하게 되었습니다 ㅎㅎ 우선 급하게 요청을 드렸는데 일정을 맞춰서 진행해주셨고, 설치기사님도 너무 친절하셔서 ㅜㅜ 감동을 배배배로 받았습니다.덕분에 행복한 육아를 할 수 있을 것 같아요 신속한 대응 진심으로 감사드립니다. 마지막으로사장님과 직원 모두에게 다시 한번 더 감사의 말씀 드리며 매사 행복이 가득하셨으면 좋겠습니다(하트)(하트)",Not verified,,5.0
25-06-11,72378319,dw,countertop,SAMSUNG,BESPOKE,DW30CB305CW0,ASIA,kr,retail,naver_shop,,Positive,,,"Thanks to them, I think I will be able to raise my children happily.","[ I am now a mother raising a baby who has become one year old ^~^ As all parents know, right? Currently, we are feeding baby food and formula milk together, so the dishwashing tub is overflowing with used dishes, bottles, and baby food. ] || ---------------- || I am now a mother raising a baby ^~^. As all parents know, right? It is the time to feed baby food and formula milk together. The dishwashing tub is overflowing with used dishes, bottles, and baby food. I want to spend more time with the baby by reducing the dishwashing time, and seeing my husband and I suffering from housewife's eczema. I sighed and decided to find a solution. While searching, I came across a Samsung 6-person dishwasher. I ended up buying it. First of all, I made a request in a hurry. They worked according to the schedule, and the installer was so kind that I was very touched. Thanks to them, I think I will be able to raise my children happily. I sincerely thank you for your prompt response. Lastly, I would like to thank the CEO and the staff once again and hope that you will be filled with happiness in everything. (Heart)(Heart)","[ 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다. ] || ---------------- || 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다....ㅜ.ㅜ 설거지 시간을 줄여서 애기와 시간을 더 보내고 싶고, 주부습진으로 고생하는 남편과 저를 보니 한숨이 나와 해결책을 찾자고 의견이 모아졌고검색하던 중에 삼성 6인용 식기세척기가 눈에 띄어 구매하게 되었습니다 ㅎㅎ 우선 급하게 요청을 드렸는데 일정을 맞춰서 진행해주셨고, 설치기사님도 너무 친절하셔서 ㅜㅜ 감동을 배배배로 받았습니다.덕분에 행복한 육아를 할 수 있을 것 같아요 신속한 대응 진심으로 감사드립니다. 마지막으로사장님과 직원 모두에게 다시 한번 더 감사의 말씀 드리며 매사 행복이 가득하셨으면 좋겠습니다(하트)(하트)",Not verified,,5.0
25-06-11,72378319,dw,countertop,SAMSUNG,BESPOKE,DW30CB305CW0,ASIA,kr,retail,naver_shop,,Positive,,Service,I sincerely thank you for your prompt response.,"[ I am now a mother raising a baby who has become one year old ^~^ As all parents know, right? Currently, we are feeding baby food and formula milk together, so the dishwashing tub is overflowing with used dishes, bottles, and baby food. ] || ---------------- || I am now a mother raising a baby ^~^. As all parents know, right? It is the time to feed baby food and formula milk together. The dishwashing tub is overflowing with used dishes, bottles, and baby food. I want to spend more time with the baby by reducing the dishwashing time, and seeing my husband and I suffering from housewife's eczema. I sighed and decided to find a solution. While searching, I came across a Samsung 6-person dishwasher. I ended up buying it. First of all, I made a request in a hurry. They worked according to the schedule, and the installer was so kind that I was very touched. Thanks to them, I think I will be able to raise my children happily. I sincerely thank you for your prompt response. Lastly, I would like to thank the CEO and the staff once again and hope that you will be filled with happiness in everything. (Heart)(Heart)","[ 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다. ] || ---------------- || 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다....ㅜ.ㅜ 설거지 시간을 줄여서 애기와 시간을 더 보내고 싶고, 주부습진으로 고생하는 남편과 저를 보니 한숨이 나와 해결책을 찾자고 의견이 모아졌고검색하던 중에 삼성 6인용 식기세척기가 눈에 띄어 구매하게 되었습니다 ㅎㅎ 우선 급하게 요청을 드렸는데 일정을 맞춰서 진행해주셨고, 설치기사님도 너무 친절하셔서 ㅜㅜ 감동을 배배배로 받았습니다.덕분에 행복한 육아를 할 수 있을 것 같아요 신속한 대응 진심으로 감사드립니다. 마지막으로사장님과 직원 모두에게 다시 한번 더 감사의 말씀 드리며 매사 행복이 가득하셨으면 좋겠습니다(하트)(하트)",Not verified,,5.0
25-06-11,72378319,dw,countertop,SAMSUNG,BESPOKE,DW30CB305CW0,ASIA,kr,retail,naver_shop,,Neutral,,Service,"Lastly, I would like to thank the CEO and the staff once again and hope that you will be filled with happiness in everything. (","[ I am now a mother raising a baby who has become one year old ^~^ As all parents know, right? Currently, we are feeding baby food and formula milk together, so the dishwashing tub is overflowing with used dishes, bottles, and baby food. ] || ---------------- || I am now a mother raising a baby ^~^. As all parents know, right? It is the time to feed baby food and formula milk together. The dishwashing tub is overflowing with used dishes, bottles, and baby food. I want to spend more time with the baby by reducing the dishwashing time, and seeing my husband and I suffering from housewife's eczema. I sighed and decided to find a solution. While searching, I came across a Samsung 6-person dishwasher. I ended up buying it. First of all, I made a request in a hurry. They worked according to the schedule, and the installer was so kind that I was very touched. Thanks to them, I think I will be able to raise my children happily. I sincerely thank you for your prompt response. Lastly, I would like to thank the CEO and the staff once again and hope that you will be filled with happiness in everything. (Heart)(Heart)","[ 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다. ] || ---------------- || 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다....ㅜ.ㅜ 설거지 시간을 줄여서 애기와 시간을 더 보내고 싶고, 주부습진으로 고생하는 남편과 저를 보니 한숨이 나와 해결책을 찾자고 의견이 모아졌고검색하던 중에 삼성 6인용 식기세척기가 눈에 띄어 구매하게 되었습니다 ㅎㅎ 우선 급하게 요청을 드렸는데 일정을 맞춰서 진행해주셨고, 설치기사님도 너무 친절하셔서 ㅜㅜ 감동을 배배배로 받았습니다.덕분에 행복한 육아를 할 수 있을 것 같아요 신속한 대응 진심으로 감사드립니다. 마지막으로사장님과 직원 모두에게 다시 한번 더 감사의 말씀 드리며 매사 행복이 가득하셨으면 좋겠습니다(하트)(하트)",Not verified,,5.0
25-06-11,72378319,dw,countertop,SAMSUNG,BESPOKE,DW30CB305CW0,ASIA,kr,retail,naver_shop,,Neutral,,,Heart)(Heart),"[ I am now a mother raising a baby who has become one year old ^~^ As all parents know, right? Currently, we are feeding baby food and formula milk together, so the dishwashing tub is overflowing with used dishes, bottles, and baby food. ] || ---------------- || I am now a mother raising a baby ^~^. As all parents know, right? It is the time to feed baby food and formula milk together. The dishwashing tub is overflowing with used dishes, bottles, and baby food. I want to spend more time with the baby by reducing the dishwashing time, and seeing my husband and I suffering from housewife's eczema. I sighed and decided to find a solution. While searching, I came across a Samsung 6-person dishwasher. I ended up buying it. First of all, I made a request in a hurry. They worked according to the schedule, and the installer was so kind that I was very touched. Thanks to them, I think I will be able to raise my children happily. I sincerely thank you for your prompt response. Lastly, I would like to thank the CEO and the staff once again and hope that you will be filled with happiness in everything. (Heart)(Heart)","[ 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다. ] || ---------------- || 이제 돌된 애기를 키우고 있는 엄마 입니다 ^~^부모라면 다들 아시죠? 현재 이유식+분유 함께 급여하는 시기여서설거지 통에 사용한 그릇과 젖병.이유식기 하..넘쳐납니다....ㅜ.ㅜ 설거지 시간을 줄여서 애기와 시간을 더 보내고 싶고, 주부습진으로 고생하는 남편과 저를 보니 한숨이 나와 해결책을 찾자고 의견이 모아졌고검색하던 중에 삼성 6인용 식기세척기가 눈에 띄어 구매하게 되었습니다 ㅎㅎ 우선 급하게 요청을 드렸는데 일정을 맞춰서 진행해주셨고, 설치기사님도 너무 친절하셔서 ㅜㅜ 감동을 배배배로 받았습니다.덕분에 행복한 육아를 할 수 있을 것 같아요 신속한 대응 진심으로 감사드립니다. 마지막으로사장님과 직원 모두에게 다시 한번 더 감사의 말씀 드리며 매사 행복이 가득하셨으면 좋겠습니다(하트)(하트)",Not verified,,5.0
25-06-11,72379535,dw,builtin,LG,Objet_collection,DUE1BGLE,ASIA,kr,retail,naver_shop,,Positive,use,Easy_Use,It's convenient because I don't have to wash the dishes.,[ It's convenient because I don't have to wash the dishes. ] || ---------------- || It's convenient because I don't have to wash the dishes.,[ 설거지를 안해서 편합니다 ] || ---------------- || 설거지를 안해서 편합니다,Not verified,,5.0
25-06-11,72379806,dw,builtin,LG,Objet_collection,DEE6EWE,ASIA,kr,retail,naver_shop,,Positive,,Design,I remodeled my kitchen and the color of the sink matches well.,"[ I redecorated my kitchen and the sink color matches well. I haven't used it yet, but I think it will be great. It's pretty and cool. ] || ---------------- || I remodeled my kitchen and the color of the sink matches well. I haven't used it yet, but I think it will be great. It's pretty and cool.",[ 주방 인테리어를 새로 했는데 씽크대 색상하고 잘 맞아서 좋고 아직 사용하진 않았지만 아주 좋을것 같아요예쁘고 멋집니다 ] || ---------------- || 주방 인테리어를 새로 했는데 씽크대 색상하고 잘 맞아서 좋고 아직 사용하진 않았지만 아주 좋을것 같아요예쁘고 멋집니다,Not verified,,5.0
25-06-11,72379806,dw,builtin,LG,Objet_collection,DEE6EWE,ASIA,kr,retail,naver_shop,,Positive,use,,"I haven't used it yet, but I think it will be great.","[ I redecorated my kitchen and the sink color matches well. I haven't used it yet, but I think it will be great. It's pretty and cool. ] || ---------------- || I remodeled my kitchen and the color of the sink matches well. I haven't used it yet, but I think it will be great. It's pretty and cool.",[ 주방 인테리어를 새로 했는데 씽크대 색상하고 잘 맞아서 좋고 아직 사용하진 않았지만 아주 좋을것 같아요예쁘고 멋집니다 ] || ---------------- || 주방 인테리어를 새로 했는데 씽크대 색상하고 잘 맞아서 좋고 아직 사용하진 않았지만 아주 좋을것 같아요예쁘고 멋집니다,Not verified,,5.0
25-06-11,72379806,dw,builtin,LG,Objet_collection,DEE6EWE,ASIA,kr,retail,naver_shop,,Positive,use,Design,It's pretty and cool.,"[ I redecorated my kitchen and the sink color matches well. I haven't used it yet, but I think it will be great. It's pretty and cool. ] || ---------------- || I remodeled my kitchen and the color of the sink matches well. I haven't used it yet, but I think it will be great. It's pretty and cool.",[ 주방 인테리어를 새로 했는데 씽크대 색상하고 잘 맞아서 좋고 아직 사용하진 않았지만 아주 좋을것 같아요예쁘고 멋집니다 ] || ---------------- || 주방 인테리어를 새로 했는데 씽크대 색상하고 잘 맞아서 좋고 아직 사용하진 않았지만 아주 좋을것 같아요예쁘고 멋집니다,Not verified,,5.0
25-06-11,72396529,dw,top_control,SAMSUNG,BESPOKE,DW90F89P0USR,,us,retail,homedepot,,Neutral,use,,"We have used our 2025 Samsung Bespoke dishwasher, model # DW90F89P0USRAA in fingerprint resistant stainless steel, for a little over a week now and it is a much needed upgrade to our old dishwasher!","[ Much needed upgrade! ] || ---------------- || We have used our 2025 Samsung Bespoke dishwasher, model # DW90F89P0USRAA in fingerprint resistant stainless steel, for a little over a week now and it is a much needed upgrade to our old dishwasher! The sleek, handle-less design complements our kitchen very well. and completes our kitchen transformation.We had a quiet dishwasher before, but this 38 dBA one is whisper quiet compared to our old one. You pretty much have to be standing directly in front of it to hear it running. This model has no handle, so it takes a bit to figure out how to apply the correct amount of pressure in the proper location for the auto-open door to function; but after that, it works flawlessly. In the event of a power failure, there is a tool that can be used to open the door. This dishwasher has a 3rd Rack Washing System. It is smaller that what we have been used to, so if you use a lot of utensils, some of them will have to be placed into the Cutlery Basket in the lower rack. One other feature we really like is the cup wash area. There is an individual nozzle for each cup or glass. This area can hold 6 coffee cups and 6 glasses. There are also several dedicated areas for washing wine glasses. This dishwasher has 9 wash cycles plus Self Clean, but we have only used AI Wash and have been very happy with the results from this cycle. There is a Smart Dry with Auto Release function on the door. After using the Smart Dry feature, which uses an internal heater to dry the dishes, the door automatically opens to allow further drying. We like the Smart Dry feature, but you have to select it every single time you run the dishwasher.The Samsung SmartThings apps works well with this unit and allows many functions from your phone. Overall, we have been very happy with this dishwasher. One area of concern for us is that the 120V power cord hooks up to the unit in the front left corner as opposed to most models with the cord in the back. The cord runs along a channel to the back from there to hook up to the electrical outlet. Unfortunately for us, the cord is slightly too short and we had to do some electrical modifications to plug it in. We wish that the cord was attached in the back, giving us the length that we needed. Overall, we are very happy with this purchase!","[ Much needed upgrade! ] || ---------------- || We have used our 2025 Samsung Bespoke dishwasher, model # DW90F89P0USRAA in fingerprint resistant stainless steel, for a little over a week now and it is a much needed upgrade to our old dishwasher! The sleek, handle-less design complements our kitchen very well. and completes our kitchen transformation.We had a quiet dishwasher before, but this 38 dBA one is whisper quiet compared to our old one. You pretty much have to be standing directly in front of it to hear it running. This model has no handle, so it takes a bit to figure out how to apply the correct amount of pressure in the proper location for the auto-open door to function; but after that, it works flawlessly.  In the event of a power failure, there is a tool that can be used to open the door. This dishwasher has a 3rd Rack Washing System. It is smaller that what we have been used to, so if you use a lot of utensils, some of them will have to be placed into the Cutlery Basket in the lower rack. One other feature we really like is the cup wash area. There is an individual nozzle for each cup or glass. This area can hold 6 coffee cups and 6 glasses. There are also several dedicated areas for washing wine glasses. This dishwasher has 9 wash cycles plus Self Clean, but we have only used AI Wash and have been very happy with the results from this cycle.  There is a Smart Dry with Auto Release function on the door. After using the Smart Dry feature, which uses an internal heater to dry the dishes, the door automatically opens to allow further drying. We like the Smart Dry feature, but you have to select it every single time you run the dishwasher.The Samsung SmartThings apps works well with this unit and allows many functions from your phone. Overall, we have been very happy with this dishwasher. One area of concern for us is that the 120V power cord hooks up to the unit in the front left corner as opposed to most models with the cord in the back. The cord runs along a channel to the back from there to hook up to the electrical outlet. Unfortunately for us, the cord is slightly too short and we had to do some electrical modifications to plug it in. We wish that the cord was attached in the back, giving us the length that we needed. Overall, we are very happy with this purchase!",Not verified,Originally posted on The Insiders,5.0
25-06-11,72396529,dw,top_control,SAMSUNG,BESPOKE,DW90F89P0USR,,us,retail,homedepot,,Positive,use,Design,"The sleek, handle-less design complements our kitchen very well.","[ Much needed upgrade! ] || ---------------- || We have used our 2025 Samsung Bespoke dishwasher, model # DW90F89P0USRAA in fingerprint resistant stainless steel, for a little over a week now and it is a much needed upgrade to our old dishwasher! The sleek, handle-less design complements our kitchen very well. and completes our kitchen transformation.We had a quiet dishwasher before, but this 38 dBA one is whisper quiet compared to our old one. You pretty much have to be standing directly in front of it to hear it running. This model has no handle, so it takes a bit to figure out how to apply the correct amount of pressure in the proper location for the auto-open door to function; but after that, it works flawlessly. In the event of a power failure, there is a tool that can be used to open the door. This dishwasher has a 3rd Rack Washing System. It is smaller that what we have been used to, so if you use a lot of utensils, some of them will have to be placed into the Cutlery Basket in the lower rack. One other feature we really like is the cup wash area. There is an individual nozzle for each cup or glass. This area can hold 6 coffee cups and 6 glasses. There are also several dedicated areas for washing wine glasses. This dishwasher has 9 wash cycles plus Self Clean, but we have only used AI Wash and have been very happy with the results from this cycle. There is a Smart Dry with Auto Release function on the door. After using the Smart Dry feature, which uses an internal heater to dry the dishes, the door automatically opens to allow further drying. We like the Smart Dry feature, but you have to select it every single time you run the dishwasher.The Samsung SmartThings apps works well with this unit and allows many functions from your phone. Overall, we have been very happy with this dishwasher. One area of concern for us is that the 120V power cord hooks up to the unit in the front left corner as opposed to most models with the cord in the back. The cord runs along a channel to the back from there to hook up to the electrical outlet. Unfortunately for us, the cord is slightly too short and we had to do some electrical modifications to plug it in. We wish that the cord was attached in the back, giving us the length that we needed. Overall, we are very happy with this purchase!","[ Much needed upgrade! ] || ---------------- || We have used our 2025 Samsung Bespoke dishwasher, model # DW90F89P0USRAA in fingerprint resistant stainless steel, for a little over a week now and it is a much needed upgrade to our old dishwasher! The sleek, handle-less design complements our kitchen very well. and completes our kitchen transformation.We had a quiet dishwasher before, but this 38 dBA one is whisper quiet compared to our old one. You pretty much have to be standing directly in front of it to hear it running. This model has no handle, so it takes a bit to figure out how to apply the correct amount of pressure in the proper location for the auto-open door to function; but after that, it works flawlessly.  In the event of a power failure, there is a tool that can be used to open the door. This dishwasher has a 3rd Rack Washing System. It is smaller that what we have been used to, so if you use a lot of utensils, some of them will have to be placed into the Cutlery Basket in the lower rack. One other feature we really like is the cup wash area. There is an individual nozzle for each cup or glass. This area can hold 6 coffee cups and 6 glasses. There are also several dedicated areas for washing wine glasses. This dishwasher has 9 wash cycles plus Self Clean, but we have only used AI Wash and have been very happy with the results from this cycle.  There is a Smart Dry with Auto Release function on the door. After using the Smart Dry feature, which uses an internal heater to dry the dishes, the door automatically opens to allow further drying. We like the Smart Dry feature, but you have to select it every single time you run the dishwasher.The Samsung SmartThings apps works well with this unit and allows many functions from your phone. Overall, we have been very happy with this dishwasher. One area of concern for us is that the 120V power cord hooks up to the unit in the front left corner as opposed to most models with the cord in the back. The cord runs along a channel to the back from there to hook up to the electrical outlet. Unfortunately for us, the cord is slightly too short and we had to do some electrical modifications to plug it in. We wish that the cord was attached in the back, giving us the length that we needed. Overall, we are very happy with this purchase!",Not verified,Originally posted on The Insiders,5.0
25-06-11,72396529,dw,top_control,SAMSUNG,BESPOKE,DW90F89P0USR,,us,retail,homedepot,,Neutral,,Design,and completes our kitchen transformation.,"[ Much needed upgrade! ] || ---------------- || We have used our 2025 Samsung Bespoke dishwasher, model # DW90F89P0USRAA in fingerprint resistant stainless steel, for a little over a week now and it is a much needed upgrade to our old dishwasher! The sleek, handle-less design complements our kitchen very well. and completes our kitchen transformation.We had a quiet dishwasher before, but this 38 dBA one is whisper quiet compared to our old one. You pretty much have to be standing directly in front of it to hear it running. This model has no handle, so it takes a bit to figure out how to apply the correct amount of pressure in the proper location for the auto-open door to function; but after that, it works flawlessly. In the event of a power failure, there is a tool that can be used to open the door. This dishwasher has a 3rd Rack Washing System. It is smaller that what we have been used to, so if you use a lot of utensils, some of them will have to be placed into the Cutlery Basket in the lower rack. One other feature we really like is the cup wash area. There is an individual nozzle for each cup or glass. This area can hold 6 coffee cups and 6 glasses. There are also several dedicated areas for washing wine glasses. This dishwasher has 9 wash cycles plus Self Clean, but we have only used AI Wash and have been very happy with the results from this cycle. There is a Smart Dry with Auto Release function on the door. After using the Smart Dry feature, which uses an internal heater to dry the dishes, the door automatically opens to allow further drying. We like the Smart Dry feature, but you have to select it every single time you run the dishwasher.The Samsung SmartThings apps works well with this unit and allows many functions from your phone. Overall, we have been very happy with this dishwasher. One area of concern for us is that the 120V power cord hooks up to the unit in the front left corner as opposed to most models with the cord in the back. The cord runs along a channel to the back from there to hook up to the electrical outlet. Unfortunately for us, the cord is slightly too short and we had to do some electrical modifications to plug it in. We wish that the cord was attached in the back, giving us the length that we needed. Overall, we are very happy with this purchase!","[ Much needed upgrade! ] || ---------------- || We have used our 2025 Samsung Bespoke dishwasher, model # DW90F89P0USRAA in fingerprint resistant stainless steel, for a little over a week now and it is a much needed upgrade to our old dishwasher! The sleek, handle-less design complements our kitchen very well. and completes our kitchen transformation.We had a quiet dishwasher before, but this 38 dBA one is whisper quiet compared to our old one. You pretty much have to be standing directly in front of it to hear it running. This model has no handle, so it takes a bit to figure out how to apply the correct amount of pressure in the proper location for the auto-open door to function; but after that, it works flawlessly.  In the event of a power failure, there is a tool that can be used to open the door. This dishwasher has a 3rd Rack Washing System. It is smaller that what we have been used to, so if you use a lot of utensils, some of them will have to be placed into the Cutlery Basket in the lower rack. One other feature we really like is the cup wash area. There is an individual nozzle for each cup or glass. This area can hold 6 coffee cups and 6 glasses. There are also several dedicated areas for washing wine glasses. This dishwasher has 9 wash cycles plus Self Clean, but we have only used AI Wash and have been very happy with the results from this cycle.  There is a Smart Dry with Auto Release function on the door. After using the Smart Dry feature, which uses an internal heater to dry the dishes, the door automatically opens to allow further drying. We like the Smart Dry feature, but you have to select it every single time you run the dishwasher.The Samsung SmartThings apps works well with this unit and allows many functions from your phone. Overall, we have been very happy with this dishwasher. One area of concern for us is that the 120V power cord hooks up to the unit in the front left corner as opposed to most models with the cord in the back. The cord runs along a channel to the back from there to hook up to the electrical outlet. Unfortunately for us, the cord is slightly too short and we had to do some electrical modifications to plug it in. We wish that the cord was attached in the back, giving us the length that we needed. Overall, we are very happy with this purchase!",Not verified,Originally posted on The Insiders,5.0
