Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-11-14,76306546,dw,builtin,LG,Objet_collection,DUE5BGL1E,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,"I did a small test run, and it's quiet and squeaky clean!","[ It's the best ] || ---------------- || This is my first dishwasher, and it's so pretty! ^^ I had to pay extra to make room for it, but I'm satisfied because it's where I wanted it. I did a small test run, and it's quiet and squeaky clean! It's truly a kitchen essential! ^-^. #LGDishwasher. #DUE5BGL1E. #KitchenEssentials",[ 최고예요 ] || ---------------- || 식세기 처음 들였는데 일단 넘 이뻐요^^자리 만드느라 추가 비용 들었지만 원하는 자리라 만족 하고 테스트 하느라 소량 돌려봤는데 소음도 별로 없고 뽀득뽀득 하네용!!! 정말 주방필수템 이네요^-^#LG식기세척기#DUE5BGL1E#주방필수템,Not verified,,5.0
25-11-14,76643656,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Negative,use,,i wouldn't buy this again,"[ controls hard to use ] || ---------------- || while the dishwasher is quiet and the racks are well set up, it is very hard to use the touch controls. i wouldn't buy this again","[ controls hard to use ] || ---------------- || [This review was collected as part of a promotion.] while the dishwasher is quiet and the racks are well set up, it is very hard to use the touch controls. i wouldn't buy this again",Not verified,Originally posted on bosch-home.com,3.0
25-11-14,76643652,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Service,Our Bosch dishwasher has been wonderful!,"[ Wonderful appliance ] || ---------------- || Our Bosch dishwasher has been wonderful! We are snowbirds and still able to do a remote start Rinse Cycle from our summer home, when our care taker stops by to check on our place. It is also great during the time we are south for the winter! ","[ Wonderful appliance ] || ---------------- || [This review was collected as part of a promotion.] Our Bosch dishwasher has been wonderful!! We are snowbirds and still able to do a remote start Rinse Cycle from our summer home, when our care taker stops by to check on our place. It is also great during the time we are south for the winter!.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643652,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Neutral,,Easy_Use,"We are snowbirds and still able to do a remote start Rinse Cycle from our summer home, when our care taker stops by to check on our place.","[ Wonderful appliance ] || ---------------- || Our Bosch dishwasher has been wonderful! We are snowbirds and still able to do a remote start Rinse Cycle from our summer home, when our care taker stops by to check on our place. It is also great during the time we are south for the winter! ","[ Wonderful appliance ] || ---------------- || [This review was collected as part of a promotion.] Our Bosch dishwasher has been wonderful!! We are snowbirds and still able to do a remote start Rinse Cycle from our summer home, when our care taker stops by to check on our place. It is also great during the time we are south for the winter!.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643652,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,,It is also great during the time we are south for the winter!,"[ Wonderful appliance ] || ---------------- || Our Bosch dishwasher has been wonderful! We are snowbirds and still able to do a remote start Rinse Cycle from our summer home, when our care taker stops by to check on our place. It is also great during the time we are south for the winter! ","[ Wonderful appliance ] || ---------------- || [This review was collected as part of a promotion.] Our Bosch dishwasher has been wonderful!! We are snowbirds and still able to do a remote start Rinse Cycle from our summer home, when our care taker stops by to check on our place. It is also great during the time we are south for the winter!.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643658,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Negative,use,Performance_Drying,"I love the dishwasher, but it does not necessarily dry the dishes great.","[ Highly recommended ] || ---------------- || I love the dishwasher, but it does not necessarily dry the dishes great. There are extra options if you use the app, but not everybody in the household has the app to the dishwasher so you were limited to the cycles you do unless you use the app. That's the only downfall.","[ Highly recommended ] || ---------------- || [This review was collected as part of a promotion.] I love the dishwasher, but it does not necessarily dry the dishes great. There are extra options if you use the app, but not everybody in the household has the app to the dishwasher so you were limited to the cycles you do unless you use the app. That's the only downfall.",Not verified,Originally posted on bosch-home.com,4.0
25-11-14,76643658,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Neutral,use,Easy_Use,"There are extra options if you use the app, but not everybody in the household has the app to the dishwasher so you were limited to the cycles you do unless you use the app.","[ Highly recommended ] || ---------------- || I love the dishwasher, but it does not necessarily dry the dishes great. There are extra options if you use the app, but not everybody in the household has the app to the dishwasher so you were limited to the cycles you do unless you use the app. That's the only downfall.","[ Highly recommended ] || ---------------- || [This review was collected as part of a promotion.] I love the dishwasher, but it does not necessarily dry the dishes great. There are extra options if you use the app, but not everybody in the household has the app to the dishwasher so you were limited to the cycles you do unless you use the app. That's the only downfall.",Not verified,Originally posted on bosch-home.com,4.0
25-11-14,76643658,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Negative,use,,That's the only downfall.,"[ Highly recommended ] || ---------------- || I love the dishwasher, but it does not necessarily dry the dishes great. There are extra options if you use the app, but not everybody in the household has the app to the dishwasher so you were limited to the cycles you do unless you use the app. That's the only downfall.","[ Highly recommended ] || ---------------- || [This review was collected as part of a promotion.] I love the dishwasher, but it does not necessarily dry the dishes great. There are extra options if you use the app, but not everybody in the household has the app to the dishwasher so you were limited to the cycles you do unless you use the app. That's the only downfall.",Not verified,Originally posted on bosch-home.com,4.0
25-11-14,76643660,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Noise_Vibration,"Our new Bosch 800 dishwasher is exceptionally quiet and does a great job of cleaning dishes, silverware, and glasses.","[ Great Dishwasher ] || ---------------- || Our new Bosch 800 dishwasher is exceptionally quiet and does a great job of cleaning dishes, silverware, and glasses. The gentle cycle for fine china has proven to be quite useful.","[ Great Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] Our new Bosch 800 dishwasher is exceptionally quiet and does a great job of cleaning dishes, silverware, and glasses. The gentle cycle for fine china has proven to be quite useful.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643660,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Performance_Washing,"Our new Bosch 800 dishwasher is exceptionally quiet and does a great job of cleaning dishes, silverware, and glasses.","[ Great Dishwasher ] || ---------------- || Our new Bosch 800 dishwasher is exceptionally quiet and does a great job of cleaning dishes, silverware, and glasses. The gentle cycle for fine china has proven to be quite useful.","[ Great Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] Our new Bosch 800 dishwasher is exceptionally quiet and does a great job of cleaning dishes, silverware, and glasses. The gentle cycle for fine china has proven to be quite useful.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643660,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Easy_Use,The gentle cycle for fine china has proven to be quite useful.,"[ Great Dishwasher ] || ---------------- || Our new Bosch 800 dishwasher is exceptionally quiet and does a great job of cleaning dishes, silverware, and glasses. The gentle cycle for fine china has proven to be quite useful.","[ Great Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] Our new Bosch 800 dishwasher is exceptionally quiet and does a great job of cleaning dishes, silverware, and glasses. The gentle cycle for fine china has proven to be quite useful.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643662,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Noise_Vibration,This is the quietest dishwasher I have ever heard.,"[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it. you are worth it!","[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it....you are worth it!",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643662,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Noise_Vibration,It literally makes no noise.,"[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it. you are worth it!","[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it....you are worth it!",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643662,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Negative,use,Noise_Vibration,I can hear the water run but not the workings of the dishwasher.,"[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it. you are worth it!","[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it....you are worth it!",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643662,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Neutral,,Noise_Vibration,"A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model.","[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it. you are worth it!","[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it....you are worth it!",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643662,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Very Positive,use,Performance_Washing,The amazing job it does clean8ng my dishes was a bonus.,"[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it. you are worth it!","[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it....you are worth it!",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643662,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Neutral,,,"If you are on the fence about buying this model, go for it.","[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it. you are worth it!","[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it....you are worth it!",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643662,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,,,you are worth it!,"[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it. you are worth it!","[ Best purchase ever ] || ---------------- || This is the quietest dishwasher I have ever heard. It literally makes no noise. I can hear the water run but not the workings of the dishwasher. A friend had one and when she ran it thru a cycle to show me how quiet it was, I bought the exact model. The amazing job it does clean8ng my dishes was a bonus. If you are on the fence about buying this model, go for it....you are worth it!",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643639,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,,So far real good!,[ Very nice product ] || ---------------- || So far real good!,[ Very nice product ] || ---------------- || So far real good!,Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643663,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Noise_Vibration,Cleans well and quiet too.,"[ Bosch 800 Dishwasher ] || ---------------- || Cleans well and quiet too. Looks good, easy to understand controls. Love it.","[ Bosch 800 Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] Cleans well and quiet too.  Looks good, easy to understand controls.  Love it.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643663,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Performance_Washing,Cleans well and quiet too.,"[ Bosch 800 Dishwasher ] || ---------------- || Cleans well and quiet too. Looks good, easy to understand controls. Love it.","[ Bosch 800 Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] Cleans well and quiet too.  Looks good, easy to understand controls.  Love it.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643663,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Design,"Looks good, easy to understand controls.","[ Bosch 800 Dishwasher ] || ---------------- || Cleans well and quiet too. Looks good, easy to understand controls. Love it.","[ Bosch 800 Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] Cleans well and quiet too.  Looks good, easy to understand controls.  Love it.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643663,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Easy_Use,"Looks good, easy to understand controls.","[ Bosch 800 Dishwasher ] || ---------------- || Cleans well and quiet too. Looks good, easy to understand controls. Love it.","[ Bosch 800 Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] Cleans well and quiet too.  Looks good, easy to understand controls.  Love it.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643663,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,,Love it.,"[ Bosch 800 Dishwasher ] || ---------------- || Cleans well and quiet too. Looks good, easy to understand controls. Love it.","[ Bosch 800 Dishwasher ] || ---------------- || [This review was collected as part of a promotion.] Cleans well and quiet too.  Looks good, easy to understand controls.  Love it.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643670,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Very Positive,use,Noise_Vibration,This is the quietest dishwasher we have ever owned.,"[ Super quiet ] || ---------------- || This is the quietest dishwasher we have ever owned. The top rack for cutlery took some getting used to but I love it now. Gets dishes clean and is quiet while doing it, it's a win-win!","[ Super quiet ] || ---------------- || [This review was collected as part of a promotion.] This is the quietest dishwasher we have ever owned.  The top rack for cutlery took some getting used to but I love it now. Gets dishes clean and is quiet while doing it, it's a win-win!",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643670,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Easy_Use,The top rack for cutlery took some getting used to but I love it now.,"[ Super quiet ] || ---------------- || This is the quietest dishwasher we have ever owned. The top rack for cutlery took some getting used to but I love it now. Gets dishes clean and is quiet while doing it, it's a win-win!","[ Super quiet ] || ---------------- || [This review was collected as part of a promotion.] This is the quietest dishwasher we have ever owned.  The top rack for cutlery took some getting used to but I love it now. Gets dishes clean and is quiet while doing it, it's a win-win!",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643670,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Noise_Vibration,"Gets dishes clean and is quiet while doing it, it's a win-win!","[ Super quiet ] || ---------------- || This is the quietest dishwasher we have ever owned. The top rack for cutlery took some getting used to but I love it now. Gets dishes clean and is quiet while doing it, it's a win-win!","[ Super quiet ] || ---------------- || [This review was collected as part of a promotion.] This is the quietest dishwasher we have ever owned.  The top rack for cutlery took some getting used to but I love it now. Gets dishes clean and is quiet while doing it, it's a win-win!",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643670,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Positive,use,Performance_Washing,"Gets dishes clean and is quiet while doing it, it's a win-win!","[ Super quiet ] || ---------------- || This is the quietest dishwasher we have ever owned. The top rack for cutlery took some getting used to but I love it now. Gets dishes clean and is quiet while doing it, it's a win-win!","[ Super quiet ] || ---------------- || [This review was collected as part of a promotion.] This is the quietest dishwasher we have ever owned.  The top rack for cutlery took some getting used to but I love it now. Gets dishes clean and is quiet while doing it, it's a win-win!",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643667,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Neutral,,,That's right!,"[ Shhh! ] || ---------------- || That's right! You have to be quiet to even barely here our Bosch dishwasher. This is our second one, but only because we moved, transformed our new property and purchased nothing but Bosch, except for the Range because the style we wanted wasn't available. We couldn't be happier.","[ Shhh! ] || ---------------- || [This review was collected as part of a promotion.] That's right! You have to be quiet to even barely here our Bosch dishwasher. This is our second one, but only because we moved, transformed our new property and purchased nothing but Bosch, except for the Range because the style we wanted wasn't available. We couldn't be happier.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643667,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Negative,use,Noise_Vibration,You have to be quiet to even barely here our Bosch dishwasher.,"[ Shhh! ] || ---------------- || That's right! You have to be quiet to even barely here our Bosch dishwasher. This is our second one, but only because we moved, transformed our new property and purchased nothing but Bosch, except for the Range because the style we wanted wasn't available. We couldn't be happier.","[ Shhh! ] || ---------------- || [This review was collected as part of a promotion.] That's right! You have to be quiet to even barely here our Bosch dishwasher. This is our second one, but only because we moved, transformed our new property and purchased nothing but Bosch, except for the Range because the style we wanted wasn't available. We couldn't be happier.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643667,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Neutral,,Design,"This is our second one, but only because we moved, transformed our new property and purchased nothing but Bosch, except for the Range because the style we wanted wasn't available.","[ Shhh! ] || ---------------- || That's right! You have to be quiet to even barely here our Bosch dishwasher. This is our second one, but only because we moved, transformed our new property and purchased nothing but Bosch, except for the Range because the style we wanted wasn't available. We couldn't be happier.","[ Shhh! ] || ---------------- || [This review was collected as part of a promotion.] That's right! You have to be quiet to even barely here our Bosch dishwasher. This is our second one, but only because we moved, transformed our new property and purchased nothing but Bosch, except for the Range because the style we wanted wasn't available. We couldn't be happier.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643667,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Very Positive,,,We couldn't be happier.,"[ Shhh! ] || ---------------- || That's right! You have to be quiet to even barely here our Bosch dishwasher. This is our second one, but only because we moved, transformed our new property and purchased nothing but Bosch, except for the Range because the style we wanted wasn't available. We couldn't be happier.","[ Shhh! ] || ---------------- || [This review was collected as part of a promotion.] That's right! You have to be quiet to even barely here our Bosch dishwasher. This is our second one, but only because we moved, transformed our new property and purchased nothing but Bosch, except for the Range because the style we wanted wasn't available. We couldn't be happier.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76643666,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Very Negative,use,,This is our 3rd Bosch Dishwasher and what a disappointment.,"[ Botched Bosch ] || ---------------- || This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.","[ Botched Bosch ] || ---------------- || [This review was collected as part of a promotion.] This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.",Not verified,Originally posted on bosch-home.com,3.0
25-11-14,76643666,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Negative,use,Easy_Use,"It's difficult to load, leaves dishes wet and some dirty including the silverware.","[ Botched Bosch ] || ---------------- || This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.","[ Botched Bosch ] || ---------------- || [This review was collected as part of a promotion.] This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.",Not verified,Originally posted on bosch-home.com,3.0
25-11-14,76643666,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Negative,use,Performance_Washing,"It's difficult to load, leaves dishes wet and some dirty including the silverware.","[ Botched Bosch ] || ---------------- || This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.","[ Botched Bosch ] || ---------------- || [This review was collected as part of a promotion.] This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.",Not verified,Originally posted on bosch-home.com,3.0
25-11-14,76643666,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Negative,use,Design,It doesn't hold my water goblets and the silverware basket is too small and a very poor design.,"[ Botched Bosch ] || ---------------- || This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.","[ Botched Bosch ] || ---------------- || [This review was collected as part of a promotion.] This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.",Not verified,Originally posted on bosch-home.com,3.0
25-11-14,76643666,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Negative,use,Easy_Use,It doesn't hold my water goblets and the silverware basket is too small and a very poor design.,"[ Botched Bosch ] || ---------------- || This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.","[ Botched Bosch ] || ---------------- || [This review was collected as part of a promotion.] This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.",Not verified,Originally posted on bosch-home.com,3.0
25-11-14,76643666,dw,top_control,BOSCH,800_series,SHP78CM5N,,ci,retail,bestbuy_ca,,Very Negative,purchase,Price,It was expensive and totally not worth what we paid for it.,"[ Botched Bosch ] || ---------------- || This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.","[ Botched Bosch ] || ---------------- || [This review was collected as part of a promotion.] This is our 3rd Bosch Dishwasher and what a disappointment. It's difficult to load, leaves dishes wet and some dirty including the silverware. It doesn't hold my water goblets and the silverware basket is too small and a very poor design. It was expensive and totally not worth what we paid for it.",Not verified,Originally posted on bosch-home.com,3.0
25-11-14,76620335,dw,front_control,BOSCH,SPE53B56UC,SPE53B56UC,,us,retail,lowes,,Neutral,use,,This is our 2nd Bosch dishwasher.,"[ Love this dishwasher ] || ---------------- || This is our 2nd Bosch dishwasher. We moved to a new to us house and the first thing I did was to replace the washer with the Bosch. The washer that was in the house was newer, but loud. Very loud I think. The Bosch is quiet, very quiet. I think next to the performance in dish washing, the quiet operation is its best characteristic. For me this washer will always be what is in our home bar none.","[ Love this dishwasher ] || ---------------- || [This review was collected as part of a promotion.] This is our 2nd Bosch dishwasher. We moved to a new to us house and the first thing I did was to replace the washer with the Bosch. The washer that was in the house was newer, but loud. Very loud I think. The Bosch is quiet, very quiet. I think next to the performance in dish washing, the quiet operation is its best characteristic. For me this washer will always be what is in our home bar none.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76620335,dw,front_control,BOSCH,SPE53B56UC,SPE53B56UC,,us,retail,lowes,,Neutral,replace,,We moved to a new to us house and the first thing I did was to replace the washer with the Bosch.,"[ Love this dishwasher ] || ---------------- || This is our 2nd Bosch dishwasher. We moved to a new to us house and the first thing I did was to replace the washer with the Bosch. The washer that was in the house was newer, but loud. Very loud I think. The Bosch is quiet, very quiet. I think next to the performance in dish washing, the quiet operation is its best characteristic. For me this washer will always be what is in our home bar none.","[ Love this dishwasher ] || ---------------- || [This review was collected as part of a promotion.] This is our 2nd Bosch dishwasher. We moved to a new to us house and the first thing I did was to replace the washer with the Bosch. The washer that was in the house was newer, but loud. Very loud I think. The Bosch is quiet, very quiet. I think next to the performance in dish washing, the quiet operation is its best characteristic. For me this washer will always be what is in our home bar none.",Not verified,Originally posted on bosch-home.com,5.0
25-11-14,76620335,dw,front_control,BOSCH,SPE53B56UC,SPE53B56UC,,us,retail,lowes,,Negative,use,Noise_Vibration,"The washer that was in the house was newer, but loud.","[ Love this dishwasher ] || ---------------- || This is our 2nd Bosch dishwasher. We moved to a new to us house and the first thing I did was to replace the washer with the Bosch. The washer that was in the house was newer, but loud. Very loud I think. The Bosch is quiet, very quiet. I think next to the performance in dish washing, the quiet operation is its best characteristic. For me this washer will always be what is in our home bar none.","[ Love this dishwasher ] || ---------------- || [This review was collected as part of a promotion.] This is our 2nd Bosch dishwasher. We moved to a new to us house and the first thing I did was to replace the washer with the Bosch. The washer that was in the house was newer, but loud. Very loud I think. The Bosch is quiet, very quiet. I think next to the performance in dish washing, the quiet operation is its best characteristic. For me this washer will always be what is in our home bar none.",Not verified,Originally posted on bosch-home.com,5.0
