Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-03-29,80894361,dw,top_control,SAMSUNG,DW80B7070UG_DW80B7070US_DW80BB707012,DW80B7070UG_DW80B7070US_DW80BB707012,,us,retail,costco,,Positive,use,,I swore off Samsung after a bad refrigerator from 12 years ago but the dishwasher so far is great.,[ Quiet excellent dishwasher ] || ---------------- || I have had it a month and so far it is working. It cleans and is better than other dishwashers I have had.I swore off Samsung after a bad refrigerator from 12 years ago but the dishwasher so far is great.,[ Quiet excellent dishwasher ] || ---------------- || I have had it a month and so far it is working. It cleans and is better than other dishwashers I have had.I swore off Samsung after a bad refrigerator from 12 years ago but the dishwasher so far is great.,Verified,,5.0
24-03-28,60526861,dw,dishwasher,LG,,,ASIA,kr,cafe,naver_cafe,,Neutral,,Easy_Use,LG Electronics #LGDIOS Dishwasher #Quiz #Event #DUE6GL #DEE6BG #DFE6BG Blog: Post: Kakao Story: Twitter: Band: Cafe:,"Congratulations on the launch of the new LG Dios dishwasher with enhanced convenience and differentiation in built-in 14-person solid green, nature beige, and freestanding nature beige models. When I heard about the launch of the 12-person dishwasher, I thought it had a really large capacity, but the new model holds 110 dishes. It has an amazing storage capacity of 14 people, which makes you admire LG's technological prowess. Moreover, the range of installation types has been expanded so that you can choose the type of baseboard that suits your kitchen, so it is at the eye level of modern people who value interior design. It's perfect ^^ In my house, which has a high baseboard height, I think it would be enough to install it as a regular built-in baseboard, and in Yoshi's house, I think a free standing system that can be installed regardless of the height of the baseboard would be good. With True Steam and True Dry, it has the same cleaning power and drying power as before. The smart shelf + maximizes space utilization so that more dishes can be washed while maintaining the same amount of power, so it's perfect for our house with many family members. In particular, since I have a super premium built-in unit, it is equipped with a slide rail that is used in kitchen appliances. This is the best part. It is often difficult to move the shelf after putting a lot of dishes in it, but I am proud of this as the best feature because it helps me open and close the heavy shelf easily with a little force. As I work two jobs, I often use the dishwasher late at night, so it is easy to use even in dark environments. It is equipped with an internal light so that you can load dishes, so you can use it without worrying about time, and you can use the ThinQ app to adjust the brightness to suit you. That's it. Voice guidance that sets the guidance level in 3 levels in the ThinQ app. This function is also essential for husbands and parents who are relatively unfamiliar with using a dishwasher. It provides voice notifications for hygiene management such as starting and ending the basic course, sterilizing the bin, and replacement of filter consumables, so it encourages smarter use. A new 14-person LG dishwasher with a great function that reduces limescale in wash water and water stains with a water softener function! The more I look at it, the more I like it. The more I use it, the more I like it. I hope that the new LG Dios dishwasher, which improves the quality of life, receives a lot of love. #LG Electronics #LGDIOS Dishwasher #Quiz #Event #DUE6GL #DEE6BG #DFE6BG Blog: Post: Kakao Story: Twitter: Band: Cafe:","편의성과 차별성을 강화한 LG 디오스 식기세척기 빌트인전용 14인용 솔리드그린, 네이처 베이지 그리고 프리스탠딩 네이처 베이지 신모델 출시를 축하드려요.12인용 식기세척기 출시 소식을 들었을때 정말 용량이 크다고 생각했는데신모델은 식기 110개를 수납할 수 있는 14인용의 놀라운 용량이라 역시 LG의 기술력은 대단하구나 감탄하게 돼요.게다가 우리집 주방에 맞춰서 걸레받이 타입을 선택할 수 있도록 설치타입의 선택폭이 넓어져서인테리어를 중요시하는 현대인들에게 눈높이에 딱 맞아요 ^^걸레받이 높이가 높은 저희집은 빌트인 전용 일반 걸레받이용으로 설치하면 될것 같고요시댁에는 걸레받이 높이에 상관없이 설치가 가능한 프리스탠딩이 좋을것 같아요.트루스팀과 트루건조로 기존 세척력과 건조력은 그대로 유지하되더욱 많은 식기를 세척할 수 있도록 스마트 선반+가 공간활용을 극대화 시켜주니 가족구성원 많은 저희집에 정말 찰떡 이예요.특히 저는 초프리미엄 빌트이니 주방가전에 적용되었던 그라이드 레일이 탑재 된 부분이 제일 좋아요.많은 식기를 넣고 선반을 움직이는게 힘들때가 많은데 적은 힘으로도 무거운 선반을 쉽게 여닫도록 도와주니 최고의 기능이라 자부해요.맞벌이로 늦은시간에 식기세척기를 사용할때가 잦은데 어두운 환경에도 쉽게 식기를 적재할 수 있도록 내부 조명을 갖춰서시간에 크게 구애받지 않고 사용하며 싱큐 앱으로 밝기도 나에게 맞춰서 조절해서 사용할 수 있겠고요.어디 그 뿐인가요씽큐앱에서 3단계로 안내수준을 설정하는 음성 안내 기능은 식기세척기 사용이 비교적 익숙치 않은 남편과 부모님께도 꼭 필요한 기능이예요.기본적인 코스 시작은 물론 종료, 통살균 등 위생관리나 필터 소모품 교체 관리에 대해 음성으로 알려주니 더 똑똑하게 사용하도록 이끌어주죠.연수장치 기능으로 세척수의 석회질을 줄여주어 물 얼룩을 줄여주는 훌륭한 기능을 갖춘 LG 식기세척기 14인용 신제품!보면 볼수록 마음에 쏙 드는데 확실히 쓰면 쓸수록 더더욱 마음에 쏙쏙 들것 같아요.삶의 질을 높여주는 LG 디오스 식기세척기 신제품 많은 사랑 받기를 응원합니다.●  #LG전자 #LGDIOS식기세척기 #퀴즈 #이벤트 #DUE6GL #DEE6BG #DFE6BG○ 블로그 : https://blog.naver.com/sooyoung1442/************○ 포스트 : https://m.post.naver.com/viewer/postView.naver?volumeNo=********&memberNo=938053○ 카카오스토리 : https://story.kakao.com/sooyoung1442/aLIrGpA6QE0○ 트위터 : https://twitter.com/sooyoung1442/status/******************2○ 밴드 : https://band.us/band/********/post/166321○ 카페 : https://cafe.naver.com/pinkcollar/319207https://cafe.naver.com/withmamang/104519https://cafe.naver.com/bestulzzang/199318https://cafe.naver.com/0utv/*******https://cafe.naver.com/beautygasm/522481https://cafe.naver.com/sosozproducts/96342https://cafe.naver.com/shezliving/522597https://cafe.naver.com/ieemombc/60392https://cafe.naver.com/step2kids/143673https://cafe.naver.com/ira/218278https://cafe.naver.com/blogwannabe/35552https://cafe.naver.com/bubbleming/180076https://cafe.naver.com/cafejunggo/314149https://cafe.naver.com/mountb/507425https://cafe.naver.com/mdtalk/56718https://cafe.naver.com/wedse/33432https://cafe.naver.com/creamello/103500https://cafe.naver.com/ogmb/116693https://cafe.naver.com/eventplaygbaek/93508https://cafe.naver.com/jangyang/275660https://cafe.naver.com/callop/257835https://cafe.naver.com/hpykim52/127530https://cafe.naver.com/happyreview/*******https://cafe.naver.com/web7942/73013https://cafe.naver.com/babysused/87602https://cafe.naver.com/smartbearbook/129087https://cafe.naver.com/real21/*******https://cafe.naver.com/yearimdang/125288",,,unrated
24-03-28,60531659,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Neutral,,Delivery_Installation,We got this during the supply chain problems of late 2021.,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021. When the HD men delivered it they told me a made abad choice with LG. I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer. He said LG are not worth repairing since something else will quickly go out. This is not Home Depot's fault. They were wonderful in ordering and delivery. You can and should do better than this dishwasher!,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021.  When the HD men delivered it they told me a made abad choice with LG.  I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.  He said LG are not worth repairing since something else will quickly go out.  This is not Home Depot's fault.  They were wonderful in ordering and delivery.  You can and should do better than this dishwasher!,,,1.0
24-03-28,60531659,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Neutral,deliver,Delivery_Installation,When the HD men delivered it they told me a made abad choice with LG.,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021. When the HD men delivered it they told me a made abad choice with LG. I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer. He said LG are not worth repairing since something else will quickly go out. This is not Home Depot's fault. They were wonderful in ordering and delivery. You can and should do better than this dishwasher!,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021.  When the HD men delivered it they told me a made abad choice with LG.  I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.  He said LG are not worth repairing since something else will quickly go out.  This is not Home Depot's fault.  They were wonderful in ordering and delivery.  You can and should do better than this dishwasher!,,,1.0
24-03-28,60531659,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Very Negative,"maintain,purchase",Durability,I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021. When the HD men delivered it they told me a made abad choice with LG. I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer. He said LG are not worth repairing since something else will quickly go out. This is not Home Depot's fault. They were wonderful in ordering and delivery. You can and should do better than this dishwasher!,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021.  When the HD men delivered it they told me a made abad choice with LG.  I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.  He said LG are not worth repairing since something else will quickly go out.  This is not Home Depot's fault.  They were wonderful in ordering and delivery.  You can and should do better than this dishwasher!,,,1.0
24-03-28,60531659,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Very Negative,"maintain,purchase",Price,I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021. When the HD men delivered it they told me a made abad choice with LG. I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer. He said LG are not worth repairing since something else will quickly go out. This is not Home Depot's fault. They were wonderful in ordering and delivery. You can and should do better than this dishwasher!,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021.  When the HD men delivered it they told me a made abad choice with LG.  I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.  He said LG are not worth repairing since something else will quickly go out.  This is not Home Depot's fault.  They were wonderful in ordering and delivery.  You can and should do better than this dishwasher!,,,1.0
24-03-28,60531659,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Very Negative,"maintain,purchase",Service,I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021. When the HD men delivered it they told me a made abad choice with LG. I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer. He said LG are not worth repairing since something else will quickly go out. This is not Home Depot's fault. They were wonderful in ordering and delivery. You can and should do better than this dishwasher!,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021.  When the HD men delivered it they told me a made abad choice with LG.  I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.  He said LG are not worth repairing since something else will quickly go out.  This is not Home Depot's fault.  They were wonderful in ordering and delivery.  You can and should do better than this dishwasher!,,,1.0
24-03-28,60531659,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Negative,maintain,Durability,He said LG are not worth repairing since something else will quickly go out.,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021. When the HD men delivered it they told me a made abad choice with LG. I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer. He said LG are not worth repairing since something else will quickly go out. This is not Home Depot's fault. They were wonderful in ordering and delivery. You can and should do better than this dishwasher!,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021.  When the HD men delivered it they told me a made abad choice with LG.  I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.  He said LG are not worth repairing since something else will quickly go out.  This is not Home Depot's fault.  They were wonderful in ordering and delivery.  You can and should do better than this dishwasher!,,,1.0
24-03-28,60531659,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Negative,maintain,Service,He said LG are not worth repairing since something else will quickly go out.,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021. When the HD men delivered it they told me a made abad choice with LG. I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer. He said LG are not worth repairing since something else will quickly go out. This is not Home Depot's fault. They were wonderful in ordering and delivery. You can and should do better than this dishwasher!,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021.  When the HD men delivered it they told me a made abad choice with LG.  I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.  He said LG are not worth repairing since something else will quickly go out.  This is not Home Depot's fault.  They were wonderful in ordering and delivery.  You can and should do better than this dishwasher!,,,1.0
24-03-28,60531659,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Neutral,,Service,This is not Home Depot's fault.,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021. When the HD men delivered it they told me a made abad choice with LG. I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer. He said LG are not worth repairing since something else will quickly go out. This is not Home Depot's fault. They were wonderful in ordering and delivery. You can and should do better than this dishwasher!,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021.  When the HD men delivered it they told me a made abad choice with LG.  I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.  He said LG are not worth repairing since something else will quickly go out.  This is not Home Depot's fault.  They were wonderful in ordering and delivery.  You can and should do better than this dishwasher!,,,1.0
24-03-28,60531659,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Positive,deliver,Delivery_Installation,They were wonderful in ordering and delivery.,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021. When the HD men delivered it they told me a made abad choice with LG. I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer. He said LG are not worth repairing since something else will quickly go out. This is not Home Depot's fault. They were wonderful in ordering and delivery. You can and should do better than this dishwasher!,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021.  When the HD men delivered it they told me a made abad choice with LG.  I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.  He said LG are not worth repairing since something else will quickly go out.  This is not Home Depot's fault.  They were wonderful in ordering and delivery.  You can and should do better than this dishwasher!,,,1.0
24-03-28,60531659,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Positive,use,,You can and should do better than this dishwasher!,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021. When the HD men delivered it they told me a made abad choice with LG. I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer. He said LG are not worth repairing since something else will quickly go out. This is not Home Depot's fault. They were wonderful in ordering and delivery. You can and should do better than this dishwasher!,[ Lasted 2.5 years and 7 Days ] || ---------------- || We got this during the supply chain problems of late 2021.  When the HD men delivered it they told me a made abad choice with LG.  I paid $150 for a repair man to tell me LG is junk and to replace the failed bearing it would cost more than I paid for the washer.  He said LG are not worth repairing since something else will quickly go out.  This is not Home Depot's fault.  They were wonderful in ordering and delivery.  You can and should do better than this dishwasher!,,,1.0
24-03-28,60531660,dw,front_control,LG,LDFN454HT,LDFN454HT,,us,retail,homedepot,,Positive,use,Easy_Use,super nice product with adjustable drawer is a nice feature when you wash LARGE dishes :),super nice product with adjustable drawer is a nice feature when you wash LARGE dishes :),super nice product with adjustable drawer is a nice feature when you wash LARGE dishes :),,,5.0
24-03-28,60534503,dw,top_control,SAMSUNG,DW80R5061UT,DW80R5061UT,,us,retail,lowes,,Positive,use,Noise_Vibration,So far I like how quiet this washer is.,"[ Quiet and spacious ] || ---------------- || So far I like how quiet this washer is. It has a good space for dishes and the extra sanitize mode. I haven't had it very long to try all the extra modes, but what I have used seems to be working well.","[ Quiet and spacious ] || ---------------- || So far I like how quiet this washer is. It has a good space for dishes and the extra sanitize mode. I haven’t had it very long to try all the extra modes, but what I have used seems to be working well.",,,5.0
24-03-28,60534503,dw,top_control,SAMSUNG,DW80R5061UT,DW80R5061UT,,us,retail,lowes,,Positive,use,Design,It has a good space for dishes and the extra sanitize mode.,"[ Quiet and spacious ] || ---------------- || So far I like how quiet this washer is. It has a good space for dishes and the extra sanitize mode. I haven't had it very long to try all the extra modes, but what I have used seems to be working well.","[ Quiet and spacious ] || ---------------- || So far I like how quiet this washer is. It has a good space for dishes and the extra sanitize mode. I haven’t had it very long to try all the extra modes, but what I have used seems to be working well.",,,5.0
24-03-28,60534503,dw,top_control,SAMSUNG,DW80R5061UT,DW80R5061UT,,us,retail,lowes,,Positive,use,Easy_Use,"I haven't had it very long to try all the extra modes, but what I have used seems to be working well.","[ Quiet and spacious ] || ---------------- || So far I like how quiet this washer is. It has a good space for dishes and the extra sanitize mode. I haven't had it very long to try all the extra modes, but what I have used seems to be working well.","[ Quiet and spacious ] || ---------------- || So far I like how quiet this washer is. It has a good space for dishes and the extra sanitize mode. I haven’t had it very long to try all the extra modes, but what I have used seems to be working well.",,,5.0
24-03-28,60534502,dw,top_control,SAMSUNG,DW80R5061UT,DW80R5061UT,,us,retail,lowes,,Positive,use,,I love this dishwasher.,"[ Great Dishwasher ] || ---------------- || I love this dishwasher. There does need to be a HUGE disclaimer, though. It should have a big label that says do NOT plug into a GFI outlet. The electronics will not allow the dishwasher to even power up if it is plugged into a GFI outlet.","[ Great Dishwasher ] || ---------------- || I love this dishwasher. There does need to be a HUGE disclaimer, though. It should have a big label that says do NOT plug into a GFI outlet. The electronics will not allow the dishwasher to even power up if it is plugged into a GFI outlet.",,,5.0
24-03-28,60534502,dw,top_control,SAMSUNG,DW80R5061UT,DW80R5061UT,,us,retail,lowes,,Negative,,,"There does need to be a HUGE disclaimer, though.","[ Great Dishwasher ] || ---------------- || I love this dishwasher. There does need to be a HUGE disclaimer, though. It should have a big label that says do NOT plug into a GFI outlet. The electronics will not allow the dishwasher to even power up if it is plugged into a GFI outlet.","[ Great Dishwasher ] || ---------------- || I love this dishwasher. There does need to be a HUGE disclaimer, though. It should have a big label that says do NOT plug into a GFI outlet. The electronics will not allow the dishwasher to even power up if it is plugged into a GFI outlet.",,,5.0
24-03-28,60534502,dw,top_control,SAMSUNG,DW80R5061UT,DW80R5061UT,,us,retail,lowes,,Negative,,,It should have a big label that says do NOT plug into a GFI outlet.,"[ Great Dishwasher ] || ---------------- || I love this dishwasher. There does need to be a HUGE disclaimer, though. It should have a big label that says do NOT plug into a GFI outlet. The electronics will not allow the dishwasher to even power up if it is plugged into a GFI outlet.","[ Great Dishwasher ] || ---------------- || I love this dishwasher. There does need to be a HUGE disclaimer, though. It should have a big label that says do NOT plug into a GFI outlet. The electronics will not allow the dishwasher to even power up if it is plugged into a GFI outlet.",,,5.0
24-03-28,60534502,dw,top_control,SAMSUNG,DW80R5061UT,DW80R5061UT,,us,retail,lowes,,Negative,use,Durability,The electronics will not allow the dishwasher to even power up if it is plugged into a GFI outlet.,"[ Great Dishwasher ] || ---------------- || I love this dishwasher. There does need to be a HUGE disclaimer, though. It should have a big label that says do NOT plug into a GFI outlet. The electronics will not allow the dishwasher to even power up if it is plugged into a GFI outlet.","[ Great Dishwasher ] || ---------------- || I love this dishwasher. There does need to be a HUGE disclaimer, though. It should have a big label that says do NOT plug into a GFI outlet. The electronics will not allow the dishwasher to even power up if it is plugged into a GFI outlet.",,,5.0
24-03-28,60535332,dw,top_control,BOSCH,800_series,SHV78CM3N_SHX78CM2N_SHX78CM4N_SHX78CM5N_SHX78CM6N,,us,retail,lowes,,Neutral,,Delivery_Installation,I did not receive an email when my dishwasher arrived at the store like I was told I would.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would. So it sat at the store for 5 extra days before I drove over to see if I could find a status. That's when I was told that it had arrived 5 days earlier. As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would.  So it sat at the store for 5 extra days before I drove over to see if I could find a status.  That's when I was told that it had arrived 5 days earlier.  As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,,,3.0
24-03-28,60535332,dw,top_control,BOSCH,800_series,SHV78CM3N_SHX78CM2N_SHX78CM4N_SHX78CM5N_SHX78CM6N,,us,retail,lowes,,Neutral,,Service,I did not receive an email when my dishwasher arrived at the store like I was told I would.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would. So it sat at the store for 5 extra days before I drove over to see if I could find a status. That's when I was told that it had arrived 5 days earlier. As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would.  So it sat at the store for 5 extra days before I drove over to see if I could find a status.  That's when I was told that it had arrived 5 days earlier.  As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,,,3.0
24-03-28,60535332,dw,top_control,BOSCH,800_series,SHV78CM3N_SHX78CM2N_SHX78CM4N_SHX78CM5N_SHX78CM6N,,us,retail,lowes,,Neutral,,Service,So it sat at the store for 5 extra days before I drove over to see if I could find a status.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would. So it sat at the store for 5 extra days before I drove over to see if I could find a status. That's when I was told that it had arrived 5 days earlier. As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would.  So it sat at the store for 5 extra days before I drove over to see if I could find a status.  That's when I was told that it had arrived 5 days earlier.  As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,,,3.0
24-03-28,60535332,dw,top_control,BOSCH,800_series,SHV78CM3N_SHX78CM2N_SHX78CM4N_SHX78CM5N_SHX78CM6N,,us,retail,lowes,,Neutral,deliver,Delivery_Installation,That's when I was told that it had arrived 5 days earlier.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would. So it sat at the store for 5 extra days before I drove over to see if I could find a status. That's when I was told that it had arrived 5 days earlier. As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would.  So it sat at the store for 5 extra days before I drove over to see if I could find a status.  That's when I was told that it had arrived 5 days earlier.  As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,,,3.0
24-03-28,60535332,dw,top_control,BOSCH,800_series,SHV78CM3N_SHX78CM2N_SHX78CM4N_SHX78CM5N_SHX78CM6N,,us,retail,lowes,,Neutral,deliver,Delivery_Installation,As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would. So it sat at the store for 5 extra days before I drove over to see if I could find a status. That's when I was told that it had arrived 5 days earlier. As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would.  So it sat at the store for 5 extra days before I drove over to see if I could find a status.  That's when I was told that it had arrived 5 days earlier.  As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,,,3.0
24-03-28,60535332,dw,top_control,BOSCH,800_series,SHV78CM3N_SHX78CM2N_SHX78CM4N_SHX78CM5N_SHX78CM6N,,us,retail,lowes,,Neutral,deliver,Service,As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would. So it sat at the store for 5 extra days before I drove over to see if I could find a status. That's when I was told that it had arrived 5 days earlier. As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,[ Bad delivery. ] || ---------------- || I did not receive an email when my dishwasher arrived at the store like I was told I would.  So it sat at the store for 5 extra days before I drove over to see if I could find a status.  That's when I was told that it had arrived 5 days earlier.  As soon as I picked it up then I received an email and text that it had arrived as if they were covering their mistake.,,,3.0
24-03-28,78617220,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Positive,use,,A GREAT DISHWASHER.,[ Great Dishwasher ] || ---------------- || A GREAT DISHWASHER. Works greats. Lots of features.,[ Great Dishwasher ] || ---------------- || A GREAT DISHWASHER. Works greats. Lots of features.,Not verified,,5.0
24-03-28,78617220,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Positive,use,,Works greats.,[ Great Dishwasher ] || ---------------- || A GREAT DISHWASHER. Works greats. Lots of features.,[ Great Dishwasher ] || ---------------- || A GREAT DISHWASHER. Works greats. Lots of features.,Not verified,,5.0
24-03-28,78617220,dw,top_control,GE,PDT715SYVFS,PDT715SYVFS,,us,retail,geappliances,,Positive,use,Easy_Use,Lots of features.,[ Great Dishwasher ] || ---------------- || A GREAT DISHWASHER. Works greats. Lots of features.,[ Great Dishwasher ] || ---------------- || A GREAT DISHWASHER. Works greats. Lots of features.,Not verified,,5.0
24-03-28,60547270,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,lowes,,Positive,onboard,Delivery_Installation,The unit was easy to install and does a good job with getting dishes clean.,"[ Gets the dishes clean but frustrated about prongs ] || ---------------- || The unit was easy to install and does a good job with getting dishes clean. The drying feature is nice too. We've only had it a week and so far, so good! The shipping was reasonable as well.I am deducting a star because ALL the prongs on the bottom rack and most on the top are angled/slanted. This works great with plates, it does not work well with cups, bowls, large mixing bowls, and pots. It is especially frustrating on the bottom rack when I have water bottles or pitchers that will not fit because of the angled prongs or weeble-wobble around clanging against other dishes. I hope they are at least getting clean. I will attempt to bend the prongs in one section to have some that are straight up to hold non-plate dishes.","[ Gets the dishes clean but frustrated about prongs ] || ---------------- || The unit was easy to install and does a good job with getting dishes clean. The drying feature is nice too. We've only had it a week and so far, so good! The shipping was reasonable as well.I am deducting a star because ALL the prongs on the bottom rack and most on the top are angled/slanted. This works great with plates, it does not work well with cups, bowls, large mixing bowls, and pots. It is especially frustrating on the bottom rack when I have water bottles or pitchers that will not fit because of the angled prongs or weeble-wobble around clanging against other dishes. I hope they are at least getting clean. I will attempt to bend the prongs in one section to have some that are straight up to hold non-plate dishes.",,,4.0
24-03-28,60547270,dw,front_control,BOSCH,100_series,SHE3AEM5N,,us,retail,lowes,,Positive,onboard,Performance_Washing,The unit was easy to install and does a good job with getting dishes clean.,"[ Gets the dishes clean but frustrated about prongs ] || ---------------- || The unit was easy to install and does a good job with getting dishes clean. The drying feature is nice too. We've only had it a week and so far, so good! The shipping was reasonable as well.I am deducting a star because ALL the prongs on the bottom rack and most on the top are angled/slanted. This works great with plates, it does not work well with cups, bowls, large mixing bowls, and pots. It is especially frustrating on the bottom rack when I have water bottles or pitchers that will not fit because of the angled prongs or weeble-wobble around clanging against other dishes. I hope they are at least getting clean. I will attempt to bend the prongs in one section to have some that are straight up to hold non-plate dishes.","[ Gets the dishes clean but frustrated about prongs ] || ---------------- || The unit was easy to install and does a good job with getting dishes clean. The drying feature is nice too. We've only had it a week and so far, so good! The shipping was reasonable as well.I am deducting a star because ALL the prongs on the bottom rack and most on the top are angled/slanted. This works great with plates, it does not work well with cups, bowls, large mixing bowls, and pots. It is especially frustrating on the bottom rack when I have water bottles or pitchers that will not fit because of the angled prongs or weeble-wobble around clanging against other dishes. I hope they are at least getting clean. I will attempt to bend the prongs in one section to have some that are straight up to hold non-plate dishes.",,,4.0
