Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-11-27,76855600,dw,front_control,MAYTAG,MDB4949SKZ,MDB4949SKZ,,us,retail,homedepot,,Positive,use,Noise_Vibration,Great dishwasher that is quiet and does an excellent all around job.,[ The dishes are done ] || ---------------- || (This review was collected as part of a promotion.) Great dishwasher that is quiet and does an excellent all around job.,[ The dishes are done ] || ---------------- || (This review was collected as part of a promotion.) Great dishwasher that is quiet and does an excellent all around job.,Not verified,Originally posted on maytag.com,5.0
25-11-25,80067318,dw,top_control,KITCHENAID,KDTS424SBE_KDTS424SJP_KDTS424SPS,KDTS424SBE_KDTS424SJP_KDTS424SPS,,us,retail,kitchenaid,,Positive,use,Performance_Washing,I cannot believe how clean my dishes are.,"[ Wow! So Clean! ] || ---------------- || I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are. I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a ""no heat dry feature""; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.","[ Wow! So Clean! ] || ---------------- || [This review was collected as part of a promotion.] I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are.... I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a 'no heat dry feature'; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.",Not verified,,5.0
25-11-25,80067318,dw,top_control,KITCHENAID,KDTS424SBE_KDTS424SJP_KDTS424SPS,KDTS424SBE_KDTS424SJP_KDTS424SPS,,us,retail,kitchenaid,,Neutral,,Durability,I wish that I got a new machine sooner!,"[ Wow! So Clean! ] || ---------------- || I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are. I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a ""no heat dry feature""; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.","[ Wow! So Clean! ] || ---------------- || [This review was collected as part of a promotion.] I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are.... I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a 'no heat dry feature'; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.",Not verified,,5.0
25-11-25,80067318,dw,top_control,KITCHENAID,KDTS424SBE_KDTS424SJP_KDTS424SPS,KDTS424SBE_KDTS424SJP_KDTS424SPS,,us,retail,kitchenaid,,Neutral,,Service,I wish that I got a new machine sooner!,"[ Wow! So Clean! ] || ---------------- || I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are. I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a ""no heat dry feature""; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.","[ Wow! So Clean! ] || ---------------- || [This review was collected as part of a promotion.] I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are.... I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a 'no heat dry feature'; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.",Not verified,,5.0
25-11-25,80067318,dw,top_control,KITCHENAID,KDTS424SBE_KDTS424SJP_KDTS424SPS,KDTS424SBE_KDTS424SJP_KDTS424SPS,,us,retail,kitchenaid,,Negative,use,Easy_Use,"The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a ""no heat dry feature""; 3) I wish the clearance on the bottom rack was a little higher.","[ Wow! So Clean! ] || ---------------- || I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are. I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a ""no heat dry feature""; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.","[ Wow! So Clean! ] || ---------------- || [This review was collected as part of a promotion.] I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are.... I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a 'no heat dry feature'; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.",Not verified,,5.0
25-11-25,80067318,dw,top_control,KITCHENAID,KDTS424SBE_KDTS424SJP_KDTS424SPS,KDTS424SBE_KDTS424SJP_KDTS424SPS,,us,retail,kitchenaid,,Negative,,Easy_Use,"Regarding items 2 & 3, not every machine is going to have your dream list of things.","[ Wow! So Clean! ] || ---------------- || I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are. I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a ""no heat dry feature""; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.","[ Wow! So Clean! ] || ---------------- || [This review was collected as part of a promotion.] I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are.... I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a 'no heat dry feature'; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.",Not verified,,5.0
25-11-25,80067318,dw,top_control,KITCHENAID,KDTS424SBE_KDTS424SJP_KDTS424SPS,KDTS424SBE_KDTS424SJP_KDTS424SPS,,us,retail,kitchenaid,,Positive,use,,These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.,"[ Wow! So Clean! ] || ---------------- || I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are. I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a ""no heat dry feature""; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.","[ Wow! So Clean! ] || ---------------- || [This review was collected as part of a promotion.] I am amazed at the amount of usable space in the dishwasher. I can fit almost two days of dishes for a family of 4 in this. The top rack is actually usable for more than flat utensils. There are no middle sprayers that get in the way. And I do like the pop-open feature when the cycle is done running. I cannot believe how clean my dishes are.... I wish that I got a new machine sooner! The only drawbacks I have are: 1) I wish the normal cycle was shorter - no I have not tried the express setting yet; 2) I wish I had a 'no heat dry feature'; 3) I wish the clearance on the bottom rack was a little higher. Regarding items 2 & 3, not every machine is going to have your dream list of things. These are concessions that I knew full well were not options when I got my device and I am still SUPER happy with.",Not verified,,5.0
25-11-25,80067319,dw,top_control,KITCHENAID,KDTS424SBE_KDTS424SJP_KDTS424SPS,KDTS424SBE_KDTS424SJP_KDTS424SPS,,us,retail,kitchenaid,,Positive,use,Design,I have only had the dishwasher for one week and it seems like a very sophisticated dishwasher,[ New dishwasher ] || ---------------- || I have only had the dishwasher for one week and it seems like a very sophisticated dishwasher,[ New dishwasher ] || ---------------- || [This review was collected as part of a promotion.] I have only had the dishwasher for one week and it seems like a very sophisticated dishwasher,Not verified,,5.0
25-11-25,79945165,dw,front_control,KITCHENAID,KDFM404K,KDFM404K,,us,retail,kitchenaid,,Very Positive,use,,Best dishwasher I have ever had.,[ Great ] || ---------------- || Best dishwasher I have ever had. Especially love third row that is usable,[ Great ] || ---------------- || [This review was collected as part of a promotion.] Best dishwasher I have ever had. Especially love third row that is usable,Not verified,,5.0
25-11-25,79945165,dw,front_control,KITCHENAID,KDFM404K,KDFM404K,,us,retail,kitchenaid,,Positive,use,Easy_Use,Especially love third row that is usable,[ Great ] || ---------------- || Best dishwasher I have ever had. Especially love third row that is usable,[ Great ] || ---------------- || [This review was collected as part of a promotion.] Best dishwasher I have ever had. Especially love third row that is usable,Not verified,,5.0
25-11-25,76819848,dw,top_control,BOSCH,benchmark,SHX9PCM5N,,us,retail,homedepot,,Neutral,,Service,Upgraded to Bosch Benchmark after settling for kitchenaid when we built our house.,[ Top tier ] || ---------------- || Upgraded to Bosch Benchmark after settling for kitchenaid when we built our house. Hope this one lasts for a long time as the first we had was continuously being repaired. The Bosch benchmark is very quiet and cleans well. The price is steep and chasing the the sales price was frustrating.,[ Top tier ] || ---------------- || [This review was collected as part of a promotion.] Upgraded to Bosch Benchmark after settling for kitchenaid when we built our house. Hope this one lasts for a long time as the first we had was continuously being repaired. The Bosch benchmark is very quiet and cleans well. The price is steep and chasing the the sales price was frustrating.,Not verified,Originally posted on bosch-home.com,4.0
25-11-25,76819848,dw,top_control,BOSCH,benchmark,SHX9PCM5N,,us,retail,homedepot,,Neutral,use,Service,Hope this one lasts for a long time as the first we had was continuously being repaired.,[ Top tier ] || ---------------- || Upgraded to Bosch Benchmark after settling for kitchenaid when we built our house. Hope this one lasts for a long time as the first we had was continuously being repaired. The Bosch benchmark is very quiet and cleans well. The price is steep and chasing the the sales price was frustrating.,[ Top tier ] || ---------------- || [This review was collected as part of a promotion.] Upgraded to Bosch Benchmark after settling for kitchenaid when we built our house. Hope this one lasts for a long time as the first we had was continuously being repaired. The Bosch benchmark is very quiet and cleans well. The price is steep and chasing the the sales price was frustrating.,Not verified,Originally posted on bosch-home.com,4.0
25-11-25,76819848,dw,top_control,BOSCH,benchmark,SHX9PCM5N,,us,retail,homedepot,,Positive,use,Noise_Vibration,The Bosch benchmark is very quiet and cleans well.,[ Top tier ] || ---------------- || Upgraded to Bosch Benchmark after settling for kitchenaid when we built our house. Hope this one lasts for a long time as the first we had was continuously being repaired. The Bosch benchmark is very quiet and cleans well. The price is steep and chasing the the sales price was frustrating.,[ Top tier ] || ---------------- || [This review was collected as part of a promotion.] Upgraded to Bosch Benchmark after settling for kitchenaid when we built our house. Hope this one lasts for a long time as the first we had was continuously being repaired. The Bosch benchmark is very quiet and cleans well. The price is steep and chasing the the sales price was frustrating.,Not verified,Originally posted on bosch-home.com,4.0
25-11-25,76819848,dw,top_control,BOSCH,benchmark,SHX9PCM5N,,us,retail,homedepot,,Positive,use,Performance_Washing,The Bosch benchmark is very quiet and cleans well.,[ Top tier ] || ---------------- || Upgraded to Bosch Benchmark after settling for kitchenaid when we built our house. Hope this one lasts for a long time as the first we had was continuously being repaired. The Bosch benchmark is very quiet and cleans well. The price is steep and chasing the the sales price was frustrating.,[ Top tier ] || ---------------- || [This review was collected as part of a promotion.] Upgraded to Bosch Benchmark after settling for kitchenaid when we built our house. Hope this one lasts for a long time as the first we had was continuously being repaired. The Bosch benchmark is very quiet and cleans well. The price is steep and chasing the the sales price was frustrating.,Not verified,Originally posted on bosch-home.com,4.0
25-11-25,76819848,dw,top_control,BOSCH,benchmark,SHX9PCM5N,,us,retail,homedepot,,Negative,purchase,Price,The price is steep and chasing the the sales price was frustrating.,[ Top tier ] || ---------------- || Upgraded to Bosch Benchmark after settling for kitchenaid when we built our house. Hope this one lasts for a long time as the first we had was continuously being repaired. The Bosch benchmark is very quiet and cleans well. The price is steep and chasing the the sales price was frustrating.,[ Top tier ] || ---------------- || [This review was collected as part of a promotion.] Upgraded to Bosch Benchmark after settling for kitchenaid when we built our house. Hope this one lasts for a long time as the first we had was continuously being repaired. The Bosch benchmark is very quiet and cleans well. The price is steep and chasing the the sales price was frustrating.,Not verified,Originally posted on bosch-home.com,4.0
25-11-25,76803727,dw,front_control,BOSCH,4_series,SMS4ECI28E,EU,es,retail,mediamarkt_es,,Negative,,,HE TENIDO OTRO LAVAVAJILLAS BOSCH 15 AÑOS SIN NINGUN PROBLEMA POR ESO HE.,[ DISHWASHER SMS4ECI28E ] || ---------------- || HE TENIDO OTRO LAVAVAJILLAS BOSCH 15 AÑOS SIN NINGUN PROBLEMA POR ESO HE. ELEGIDO UN LAVAVAJILLAS DEL MISMO TIPO QUE ESPERO ME DE LOS MISMOS RESULTADOS SATISFACTORIOS,[ LAVAVAJILLAS SMS4ECI28E ] || ---------------- || HE TENIDO OTRO LAVAVAJILLAS BOSCH 15 AÑOS SIN NINGUN PROBLEMA POR ESO HE. ELEGIDO UN LAVAVAJILLAS DEL MISMO TIPO QUE ESPERO ME DE LOS MISMOS RESULTADOS SATISFACTORIOS,Not verified,Originally posted on bosch-home.com,5.0
25-11-25,76803727,dw,front_control,BOSCH,4_series,SMS4ECI28E,EU,es,retail,mediamarkt_es,,Negative,use,,ELEGIDO UN LAVAVAJILLAS DEL MISMO TIPO QUE ESPERO ME DE LOS MISMOS RESULTADOS SATISFACTORIOS,[ DISHWASHER SMS4ECI28E ] || ---------------- || HE TENIDO OTRO LAVAVAJILLAS BOSCH 15 AÑOS SIN NINGUN PROBLEMA POR ESO HE. ELEGIDO UN LAVAVAJILLAS DEL MISMO TIPO QUE ESPERO ME DE LOS MISMOS RESULTADOS SATISFACTORIOS,[ LAVAVAJILLAS SMS4ECI28E ] || ---------------- || HE TENIDO OTRO LAVAVAJILLAS BOSCH 15 AÑOS SIN NINGUN PROBLEMA POR ESO HE. ELEGIDO UN LAVAVAJILLAS DEL MISMO TIPO QUE ESPERO ME DE LOS MISMOS RESULTADOS SATISFACTORIOS,Not verified,Originally posted on bosch-home.com,5.0
25-11-25,76819847,dw,top_control,BOSCH,benchmark,SHX9PCM5N,,us,retail,homedepot,,Neutral,use,,We don't want to use a rinse aid as these have been associated with inflammatory disease of the gut.,[ Wet dishes ] || ---------------- || We don't want to use a rinse aid as these have been associated with inflammatory disease of the gut. Our dishes are soaked there is no heat cycle in this machine. The directions about using a salt aid that is non-toxic are very poor and leave the consumer to confusion.,[ Wet dishes ] || ---------------- || We don't want to use a rinse aid as these have been associated with inflammatory disease of the gut. Our dishes are soaked there is no heat cycle in this machine.  The directions about using a salt aid that is non-toxic are very poor and leave the consumer to confusion.,Not verified,Originally posted on bosch-home.com,3.0
25-11-25,76819847,dw,top_control,BOSCH,benchmark,SHX9PCM5N,,us,retail,homedepot,,Negative,use,,Our dishes are soaked there is no heat cycle in this machine.,[ Wet dishes ] || ---------------- || We don't want to use a rinse aid as these have been associated with inflammatory disease of the gut. Our dishes are soaked there is no heat cycle in this machine. The directions about using a salt aid that is non-toxic are very poor and leave the consumer to confusion.,[ Wet dishes ] || ---------------- || We don't want to use a rinse aid as these have been associated with inflammatory disease of the gut. Our dishes are soaked there is no heat cycle in this machine.  The directions about using a salt aid that is non-toxic are very poor and leave the consumer to confusion.,Not verified,Originally posted on bosch-home.com,3.0
25-11-25,76819847,dw,top_control,BOSCH,benchmark,SHX9PCM5N,,us,retail,homedepot,,Negative,,,The directions about using a salt aid that is non-toxic are very poor and leave the consumer to confusion.,[ Wet dishes ] || ---------------- || We don't want to use a rinse aid as these have been associated with inflammatory disease of the gut. Our dishes are soaked there is no heat cycle in this machine. The directions about using a salt aid that is non-toxic are very poor and leave the consumer to confusion.,[ Wet dishes ] || ---------------- || We don't want to use a rinse aid as these have been associated with inflammatory disease of the gut. Our dishes are soaked there is no heat cycle in this machine.  The directions about using a salt aid that is non-toxic are very poor and leave the consumer to confusion.,Not verified,Originally posted on bosch-home.com,3.0
25-11-25,76820361,dw,top_control,BOSCH,800_series,SHP78CM4N,,us,retail,homedepot,,Positive,replace,Service,"We replaced our old dishwasher about a month ago with the Bosch 800 Series, and overall, I've been thrilled with the upgrade.","[ Great Performance/Features, Missing Basic Display ] || ---------------- || We replaced our old dishwasher about a month ago with the Bosch 800 Series, and overall, I've been thrilled with the upgrade. The black chrome finish looks chic and modern, and I love that the handle is embedded rather than sticking out. It integrates beautifully with the rest of our kitchen. Wash Quality & Features The cleaning performance has been outstanding. The CrystalDry function works exactly as advertised, leaving everything sparkling and fully dry. The adjustable racks and holders make it easy to fit awkward items, and the very top rack has been a game changer. Our previous dishwasher didn't have one, and now I can't imagine going without it. I also appreciate that the silverware holder is inside the rack rather than on the door, which has solved our old problem of forks getting jammed. Smart App Integration The app is another big win. I can set delays by start or end time, start the dishwasher from anywhere, and get a notification when the cycle finishes. It's incredibly convenient for our schedule. What's Missing The biggest frustration (and what keeps this from being a perfect 5 stars) is the lack of any display on the unit itself. When the dishwasher is running, there's no indicator of how much time is left or even what cycle it's on. Everything requires checking the app. I'd love to see Bosch add even a basic display or status light on the front. Additionally, it's unclear what happens if I set a delay and then open the dishwasher to add something. It seems like opening the door cancels the delay, and a few times we've thought the dishwasher started only to discover it never ran. A simple indicator on the unit would make a huge difference. A sensor that shows whether detergent is loaded, even just in the app, would also be a fantastic addition. Bottom Line Despite the display shortcomings, the Bosch 800 Series delivers excellent cleaning performance, smart features, and thoughtful rack design. If Bosch added even minimal on-unit notifications, it would be perfect.","[ Great Performance/Features, Missing Basic Display ] || ---------------- || [This review was collected as part of a promotion.] We replaced our old dishwasher about a month ago with the Bosch 800 Series, and overall, I’ve been thrilled with the upgrade. The black chrome finish looks chic and modern, and I love that the handle is embedded rather than sticking out. It integrates beautifully with the rest of our kitchen.Wash Quality & FeaturesThe cleaning performance has been outstanding. The CrystalDry function works exactly as advertised, leaving everything sparkling and fully dry. The adjustable racks and holders make it easy to fit awkward items, and the very top rack has been a game changer. Our previous dishwasher didn’t have one, and now I can’t imagine going without it. I also appreciate that the silverware holder is inside the rack rather than on the door, which has solved our old problem of forks getting jammed.Smart App IntegrationThe app is another big win. I can set delays by start or end time, start the dishwasher from anywhere, and get a notification when the cycle finishes. It’s incredibly convenient for our schedule.What’s MissingThe biggest frustration (and what keeps this from being a perfect 5 stars) is the lack of any display on the unit itself. When the dishwasher is running, there’s no indicator of how much time is left or even what cycle it’s on. Everything requires checking the app. I’d love to see Bosch add even a basic display or status light on the front.Additionally, it’s unclear what happens if I set a delay and then open the dishwasher to add something. It seems like opening the door cancels the delay, and a few times we’ve thought the dishwasher started only to discover it never ran. A simple indicator on the unit would make a huge difference. A sensor that shows whether detergent is loaded, even just in the app, would also be a fantastic addition.Bottom LineDespite the display shortcomings, the Bosch 800 Series delivers excellent cleaning performance, smart features, and thoughtful rack design. If Bosch added even minimal on-unit notifications, it would be perfect.",Not verified,Originally posted on bosch-home.com,4.0
25-11-25,76820361,dw,top_control,BOSCH,800_series,SHP78CM4N,,us,retail,homedepot,,Positive,use,Design,"The black chrome finish looks chic and modern, and I love that the handle is embedded rather than sticking out.","[ Great Performance/Features, Missing Basic Display ] || ---------------- || We replaced our old dishwasher about a month ago with the Bosch 800 Series, and overall, I've been thrilled with the upgrade. The black chrome finish looks chic and modern, and I love that the handle is embedded rather than sticking out. It integrates beautifully with the rest of our kitchen. Wash Quality & Features The cleaning performance has been outstanding. The CrystalDry function works exactly as advertised, leaving everything sparkling and fully dry. The adjustable racks and holders make it easy to fit awkward items, and the very top rack has been a game changer. Our previous dishwasher didn't have one, and now I can't imagine going without it. I also appreciate that the silverware holder is inside the rack rather than on the door, which has solved our old problem of forks getting jammed. Smart App Integration The app is another big win. I can set delays by start or end time, start the dishwasher from anywhere, and get a notification when the cycle finishes. It's incredibly convenient for our schedule. What's Missing The biggest frustration (and what keeps this from being a perfect 5 stars) is the lack of any display on the unit itself. When the dishwasher is running, there's no indicator of how much time is left or even what cycle it's on. Everything requires checking the app. I'd love to see Bosch add even a basic display or status light on the front. Additionally, it's unclear what happens if I set a delay and then open the dishwasher to add something. It seems like opening the door cancels the delay, and a few times we've thought the dishwasher started only to discover it never ran. A simple indicator on the unit would make a huge difference. A sensor that shows whether detergent is loaded, even just in the app, would also be a fantastic addition. Bottom Line Despite the display shortcomings, the Bosch 800 Series delivers excellent cleaning performance, smart features, and thoughtful rack design. If Bosch added even minimal on-unit notifications, it would be perfect.","[ Great Performance/Features, Missing Basic Display ] || ---------------- || [This review was collected as part of a promotion.] We replaced our old dishwasher about a month ago with the Bosch 800 Series, and overall, I’ve been thrilled with the upgrade. The black chrome finish looks chic and modern, and I love that the handle is embedded rather than sticking out. It integrates beautifully with the rest of our kitchen.Wash Quality & FeaturesThe cleaning performance has been outstanding. The CrystalDry function works exactly as advertised, leaving everything sparkling and fully dry. The adjustable racks and holders make it easy to fit awkward items, and the very top rack has been a game changer. Our previous dishwasher didn’t have one, and now I can’t imagine going without it. I also appreciate that the silverware holder is inside the rack rather than on the door, which has solved our old problem of forks getting jammed.Smart App IntegrationThe app is another big win. I can set delays by start or end time, start the dishwasher from anywhere, and get a notification when the cycle finishes. It’s incredibly convenient for our schedule.What’s MissingThe biggest frustration (and what keeps this from being a perfect 5 stars) is the lack of any display on the unit itself. When the dishwasher is running, there’s no indicator of how much time is left or even what cycle it’s on. Everything requires checking the app. I’d love to see Bosch add even a basic display or status light on the front.Additionally, it’s unclear what happens if I set a delay and then open the dishwasher to add something. It seems like opening the door cancels the delay, and a few times we’ve thought the dishwasher started only to discover it never ran. A simple indicator on the unit would make a huge difference. A sensor that shows whether detergent is loaded, even just in the app, would also be a fantastic addition.Bottom LineDespite the display shortcomings, the Bosch 800 Series delivers excellent cleaning performance, smart features, and thoughtful rack design. If Bosch added even minimal on-unit notifications, it would be perfect.",Not verified,Originally posted on bosch-home.com,4.0
25-11-25,76820361,dw,top_control,BOSCH,800_series,SHP78CM4N,,us,retail,homedepot,,Positive,use,Design,It integrates beautifully with the rest of our kitchen.,"[ Great Performance/Features, Missing Basic Display ] || ---------------- || We replaced our old dishwasher about a month ago with the Bosch 800 Series, and overall, I've been thrilled with the upgrade. The black chrome finish looks chic and modern, and I love that the handle is embedded rather than sticking out. It integrates beautifully with the rest of our kitchen. Wash Quality & Features The cleaning performance has been outstanding. The CrystalDry function works exactly as advertised, leaving everything sparkling and fully dry. The adjustable racks and holders make it easy to fit awkward items, and the very top rack has been a game changer. Our previous dishwasher didn't have one, and now I can't imagine going without it. I also appreciate that the silverware holder is inside the rack rather than on the door, which has solved our old problem of forks getting jammed. Smart App Integration The app is another big win. I can set delays by start or end time, start the dishwasher from anywhere, and get a notification when the cycle finishes. It's incredibly convenient for our schedule. What's Missing The biggest frustration (and what keeps this from being a perfect 5 stars) is the lack of any display on the unit itself. When the dishwasher is running, there's no indicator of how much time is left or even what cycle it's on. Everything requires checking the app. I'd love to see Bosch add even a basic display or status light on the front. Additionally, it's unclear what happens if I set a delay and then open the dishwasher to add something. It seems like opening the door cancels the delay, and a few times we've thought the dishwasher started only to discover it never ran. A simple indicator on the unit would make a huge difference. A sensor that shows whether detergent is loaded, even just in the app, would also be a fantastic addition. Bottom Line Despite the display shortcomings, the Bosch 800 Series delivers excellent cleaning performance, smart features, and thoughtful rack design. If Bosch added even minimal on-unit notifications, it would be perfect.","[ Great Performance/Features, Missing Basic Display ] || ---------------- || [This review was collected as part of a promotion.] We replaced our old dishwasher about a month ago with the Bosch 800 Series, and overall, I’ve been thrilled with the upgrade. The black chrome finish looks chic and modern, and I love that the handle is embedded rather than sticking out. It integrates beautifully with the rest of our kitchen.Wash Quality & FeaturesThe cleaning performance has been outstanding. The CrystalDry function works exactly as advertised, leaving everything sparkling and fully dry. The adjustable racks and holders make it easy to fit awkward items, and the very top rack has been a game changer. Our previous dishwasher didn’t have one, and now I can’t imagine going without it. I also appreciate that the silverware holder is inside the rack rather than on the door, which has solved our old problem of forks getting jammed.Smart App IntegrationThe app is another big win. I can set delays by start or end time, start the dishwasher from anywhere, and get a notification when the cycle finishes. It’s incredibly convenient for our schedule.What’s MissingThe biggest frustration (and what keeps this from being a perfect 5 stars) is the lack of any display on the unit itself. When the dishwasher is running, there’s no indicator of how much time is left or even what cycle it’s on. Everything requires checking the app. I’d love to see Bosch add even a basic display or status light on the front.Additionally, it’s unclear what happens if I set a delay and then open the dishwasher to add something. It seems like opening the door cancels the delay, and a few times we’ve thought the dishwasher started only to discover it never ran. A simple indicator on the unit would make a huge difference. A sensor that shows whether detergent is loaded, even just in the app, would also be a fantastic addition.Bottom LineDespite the display shortcomings, the Bosch 800 Series delivers excellent cleaning performance, smart features, and thoughtful rack design. If Bosch added even minimal on-unit notifications, it would be perfect.",Not verified,Originally posted on bosch-home.com,4.0
