Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-10-26,56154728,dw,top_control,KITCHENAID,KDPM604KPS_KDPM604KBS,KDPM604KPS_KDPM604KBS,,us,retail,costco,,Positive,use,Performance_Washing,"Cleans, dries and is quiet.","[ Product is great, installation not ] || ---------------- || Works great. Cleans, dries and is quiet. Delivery and installation on the other hand were not great. Had to pay $125 to get it installed by the people Costco sent.","[ Product is great, installation not ] || ---------------- || Works great.  Cleans, dries and is quiet.  Delivery and installation on the other hand were not great.  Had to pay $125 to get it installed by the people Costco sent.",,,5.0
23-10-25,56058475,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Performance_Drying,"By trial and error, we are starting to figure out where to put them so they are clean, don't end up full of water, aren't thrown around and are as dry as possible.","[ Love everything except ] || ---------------- || This is my first Bosch appliance. We installed it ourselves and it was fairly easy. It's very quiet and cleans exceptionally well. I absolutely love the third rack for the silverware. That's probably my favorite thing about it. We've had it about 2 months and are still tweaking the placement of items. We dropped the middle rack to accommodate stemware which then left limited slots in the bottom rack tall enough for dishes. Which technically works out fine for us because there's just two of us, so there's a wide variety of items in there. The top and middle rack are typically full long before the bottom rack fills up. We use a lot of plastic containers and lids. By trial and error, we are starting to figure out where to put them so they are clean, don't end up full of water, aren't thrown around and are as dry as possible. While I knew from the reviews it does not dry plastic well, that is the only reason I didn't give it a five-star review.","[ Love everything except ] || ---------------- || This is my first Bosch appliance.  We installed it ourselves and it was fairly easy.  It's very quiet and cleans exceptionally well.  I absolutely love the third rack for the silverware. That's probably my favorite thing about it.  We've had it about 2 months and are still tweaking the placement of items.  We dropped the middle rack to accommodate stemware which then left limited slots in the bottom rack tall enough for dishes.  Which technically works out fine for us because there's just two of us, so there's a wide variety of items in there.  The top and middle rack are typically full long before the bottom rack fills up.  We use a lot of plastic containers and lids.  By trial and error, we are starting to figure out where to put them so they are clean, don't end up full of water, aren't thrown around and are as dry as possible.  While I knew from the reviews it does not dry plastic well, that is the only reason I didn't give it a five-star review.",,,4.0
23-10-25,56058475,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Neutral,use,Performance_Drying,"While I knew from the reviews it does not dry plastic well, that is the only reason I didn't give it a five-star review.","[ Love everything except ] || ---------------- || This is my first Bosch appliance. We installed it ourselves and it was fairly easy. It's very quiet and cleans exceptionally well. I absolutely love the third rack for the silverware. That's probably my favorite thing about it. We've had it about 2 months and are still tweaking the placement of items. We dropped the middle rack to accommodate stemware which then left limited slots in the bottom rack tall enough for dishes. Which technically works out fine for us because there's just two of us, so there's a wide variety of items in there. The top and middle rack are typically full long before the bottom rack fills up. We use a lot of plastic containers and lids. By trial and error, we are starting to figure out where to put them so they are clean, don't end up full of water, aren't thrown around and are as dry as possible. While I knew from the reviews it does not dry plastic well, that is the only reason I didn't give it a five-star review.","[ Love everything except ] || ---------------- || This is my first Bosch appliance.  We installed it ourselves and it was fairly easy.  It's very quiet and cleans exceptionally well.  I absolutely love the third rack for the silverware. That's probably my favorite thing about it.  We've had it about 2 months and are still tweaking the placement of items.  We dropped the middle rack to accommodate stemware which then left limited slots in the bottom rack tall enough for dishes.  Which technically works out fine for us because there's just two of us, so there's a wide variety of items in there.  The top and middle rack are typically full long before the bottom rack fills up.  We use a lot of plastic containers and lids.  By trial and error, we are starting to figure out where to put them so they are clean, don't end up full of water, aren't thrown around and are as dry as possible.  While I knew from the reviews it does not dry plastic well, that is the only reason I didn't give it a five-star review.",,,4.0
23-10-25,56058476,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,"onboard,use",Delivery_Installation,Since installation this has been a pleasure to use.,"[ Great product ] || ---------------- || Since installation this has been a pleasure to use. We did have to get used to the best way to load the dishwasher given our mix of dishes and glasses used, but we have pretty much figured it out. We did encounter a couple of strange circumstances which required unplugging and replugging the dishwasher to clear, but no real problems.","[ Great product ] || ---------------- || Since installation this has been a pleasure to use. We did have to get used to the best way to load the dishwasher given our mix of dishes and glasses used, but we have pretty much figured it out. We did encounter a couple of strange circumstances which required unplugging and replugging the dishwasher to clear, but no real problems.",,,5.0
23-10-25,56058476,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,"We did have to get used to the best way to load the dishwasher given our mix of dishes and glasses used, but we have pretty much figured it out.","[ Great product ] || ---------------- || Since installation this has been a pleasure to use. We did have to get used to the best way to load the dishwasher given our mix of dishes and glasses used, but we have pretty much figured it out. We did encounter a couple of strange circumstances which required unplugging and replugging the dishwasher to clear, but no real problems.","[ Great product ] || ---------------- || Since installation this has been a pleasure to use. We did have to get used to the best way to load the dishwasher given our mix of dishes and glasses used, but we have pretty much figured it out. We did encounter a couple of strange circumstances which required unplugging and replugging the dishwasher to clear, but no real problems.",,,5.0
23-10-25,56058476,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Neutral,use,,"We did encounter a couple of strange circumstances which required unplugging and replugging the dishwasher to clear, but no real problems.","[ Great product ] || ---------------- || Since installation this has been a pleasure to use. We did have to get used to the best way to load the dishwasher given our mix of dishes and glasses used, but we have pretty much figured it out. We did encounter a couple of strange circumstances which required unplugging and replugging the dishwasher to clear, but no real problems.","[ Great product ] || ---------------- || Since installation this has been a pleasure to use. We did have to get used to the best way to load the dishwasher given our mix of dishes and glasses used, but we have pretty much figured it out. We did encounter a couple of strange circumstances which required unplugging and replugging the dishwasher to clear, but no real problems.",,,5.0
23-10-25,56058495,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Negative,use,Durability,"I love the dishwasher, nice and quite but door latch sometimes doesn't latch to start the cycle, called tech they showed up but couldn't fix the issue.","[ Door Latch ] || ---------------- || I love the dishwasher, nice and quite but door latch sometimes doesn't latch to start the cycle, called tech they showed up but couldn't fix the issue. it look like a design issue they need look at","[ Door Latch ] || ---------------- || I love the dishwasher, nice and quite but door latch sometimes doesn't latch to start the cycle, called tech they showed up but couldn't fix the issue.it look like a design issue they need look at",,,3.0
23-10-25,56058495,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Negative,,Design,it look like a design issue they need look at,"[ Door Latch ] || ---------------- || I love the dishwasher, nice and quite but door latch sometimes doesn't latch to start the cycle, called tech they showed up but couldn't fix the issue. it look like a design issue they need look at","[ Door Latch ] || ---------------- || I love the dishwasher, nice and quite but door latch sometimes doesn't latch to start the cycle, called tech they showed up but couldn't fix the issue.it look like a design issue they need look at",,,3.0
23-10-25,56058500,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Negative,,Durability,"After paying a healthy sum, we find inferior performance.","[ Disappointing ] || ---------------- || After paying a healthy sum, we find inferior performance. Little dried pieces of food . It is very quiet.","[ Disappointing ] || ---------------- || After paying a healthy sum, we find inferior performance. Little dried pieces of food ...It is very quiet.",,,3.0
23-10-25,56058500,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Negative,,Price,"After paying a healthy sum, we find inferior performance.","[ Disappointing ] || ---------------- || After paying a healthy sum, we find inferior performance. Little dried pieces of food . It is very quiet.","[ Disappointing ] || ---------------- || After paying a healthy sum, we find inferior performance. Little dried pieces of food ...It is very quiet.",,,3.0
23-10-25,56058500,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Negative,,Performance_Drying,Little dried pieces of food .,"[ Disappointing ] || ---------------- || After paying a healthy sum, we find inferior performance. Little dried pieces of food . It is very quiet.","[ Disappointing ] || ---------------- || After paying a healthy sum, we find inferior performance. Little dried pieces of food ...It is very quiet.",,,3.0
23-10-25,56058500,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,It is very quiet.,"[ Disappointing ] || ---------------- || After paying a healthy sum, we find inferior performance. Little dried pieces of food . It is very quiet.","[ Disappointing ] || ---------------- || After paying a healthy sum, we find inferior performance. Little dried pieces of food ...It is very quiet.",,,3.0
23-10-25,56058548,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Very Positive,use,,Best dishwasher I have owned yet.,[ Great Dishwasher ] || ---------------- || Best dishwasher I have owned yet. Only had it a few months so will see how long it lasts. It cleans and dries dishes great. I highly recommend this.,[ Great Dishwasher ] || ---------------- || Best dishwasher I have owned yet. Only had it a few months so will see how long it lasts. It cleans and dries dishes great. I highly recommend this.,,,5.0
23-10-25,56058548,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Neutral,use,Durability,Only had it a few months so will see how long it lasts.,[ Great Dishwasher ] || ---------------- || Best dishwasher I have owned yet. Only had it a few months so will see how long it lasts. It cleans and dries dishes great. I highly recommend this.,[ Great Dishwasher ] || ---------------- || Best dishwasher I have owned yet. Only had it a few months so will see how long it lasts. It cleans and dries dishes great. I highly recommend this.,,,5.0
23-10-25,56058548,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Performance_Drying,It cleans and dries dishes great.,[ Great Dishwasher ] || ---------------- || Best dishwasher I have owned yet. Only had it a few months so will see how long it lasts. It cleans and dries dishes great. I highly recommend this.,[ Great Dishwasher ] || ---------------- || Best dishwasher I have owned yet. Only had it a few months so will see how long it lasts. It cleans and dries dishes great. I highly recommend this.,,,5.0
23-10-25,56058548,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,It cleans and dries dishes great.,[ Great Dishwasher ] || ---------------- || Best dishwasher I have owned yet. Only had it a few months so will see how long it lasts. It cleans and dries dishes great. I highly recommend this.,[ Great Dishwasher ] || ---------------- || Best dishwasher I have owned yet. Only had it a few months so will see how long it lasts. It cleans and dries dishes great. I highly recommend this.,,,5.0
23-10-25,56058548,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Very Positive,use,,I highly recommend this.,[ Great Dishwasher ] || ---------------- || Best dishwasher I have owned yet. Only had it a few months so will see how long it lasts. It cleans and dries dishes great. I highly recommend this.,[ Great Dishwasher ] || ---------------- || Best dishwasher I have owned yet. Only had it a few months so will see how long it lasts. It cleans and dries dishes great. I highly recommend this.,,,5.0
23-10-25,56058545,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,I love the way it gets the dishes clean.,[ I love my Bosch ] || ---------------- || I love the way it gets the dishes clean. It is so quite. Only complaint is it takes such a long run.,[ I love my Bosch ] || ---------------- || I love the way it gets the dishes clean.It is so quite. Only complaint is it takes such a long run.,,,4.0
23-10-25,56058545,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,It is so quite.,[ I love my Bosch ] || ---------------- || I love the way it gets the dishes clean. It is so quite. Only complaint is it takes such a long run.,[ I love my Bosch ] || ---------------- || I love the way it gets the dishes clean.It is so quite. Only complaint is it takes such a long run.,,,4.0
23-10-25,56058545,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,Only complaint is it takes such a long run.,[ I love my Bosch ] || ---------------- || I love the way it gets the dishes clean. It is so quite. Only complaint is it takes such a long run.,[ I love my Bosch ] || ---------------- || I love the way it gets the dishes clean.It is so quite. Only complaint is it takes such a long run.,,,4.0
23-10-25,56058556,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Very Positive,use,Noise_Vibration,Quietest dishwasher I've ever owned.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,,,4.0
23-10-25,56058556,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,Cleans very well.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,,,4.0
23-10-25,56058556,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Easy_Use,The 3 tier shelves are so nice.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,,,4.0
23-10-25,56058556,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,The only complaint I have is the cutlery baskets.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,,,4.0
23-10-25,56058556,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Negative,use,Design,I'm not happy with the design.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,,,4.0
23-10-25,56058556,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,It's hard to remove items from basket without jerking the basket out with them.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,[ Happy with product ] || ---------------- || Quietest dishwasher I've ever owned. Cleans very well. The 3 tier shelves are so nice. The only complaint I have is the cutlery baskets. I'm not happy with the design. It's hard to remove items from basket without jerking the basket out with them.,,,4.0
23-10-25,56058549,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Neutral,purchase,,My children bought thisfor me for my 60th birthday.,[ Bosch 500 Series ] || ---------------- || My children bought thisfor me for my 60th birthday. I have had many dishwashers but this one beats them all iin effeciency and silence. Thanks Bosch,[ Bosch 500 Series ] || ---------------- || My children bought thisfor me for my 60th birthday. I have had many dishwashers but this one beats them all iin effeciency and silence. Thanks Bosch,,,5.0
23-10-25,56058549,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,I have had many dishwashers but this one beats them all iin effeciency and silence.,[ Bosch 500 Series ] || ---------------- || My children bought thisfor me for my 60th birthday. I have had many dishwashers but this one beats them all iin effeciency and silence. Thanks Bosch,[ Bosch 500 Series ] || ---------------- || My children bought thisfor me for my 60th birthday. I have had many dishwashers but this one beats them all iin effeciency and silence. Thanks Bosch,,,5.0
23-10-25,56058549,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Product_Satisfaction,I have had many dishwashers but this one beats them all iin effeciency and silence.,[ Bosch 500 Series ] || ---------------- || My children bought thisfor me for my 60th birthday. I have had many dishwashers but this one beats them all iin effeciency and silence. Thanks Bosch,[ Bosch 500 Series ] || ---------------- || My children bought thisfor me for my 60th birthday. I have had many dishwashers but this one beats them all iin effeciency and silence. Thanks Bosch,,,5.0
23-10-25,56058549,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,,,Thanks Bosch,[ Bosch 500 Series ] || ---------------- || My children bought thisfor me for my 60th birthday. I have had many dishwashers but this one beats them all iin effeciency and silence. Thanks Bosch,[ Bosch 500 Series ] || ---------------- || My children bought thisfor me for my 60th birthday. I have had many dishwashers but this one beats them all iin effeciency and silence. Thanks Bosch,,,5.0
23-10-25,56058557,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Neutral,use,,This is the first dishwasher that we ever owned.,"[ 1st EVER dishwasher ] || ---------------- || This is the first dishwasher that we ever owned. It's not only beautiful and fits perfectly with our kitchen redesign, but it does an EXCELLENT job of thoroughly cleaning our dishes. It's so quiet you hardly know that it's running. The AUTO AIR mode really makes a difference in drying plastics which usually have a tendency to hold water. Couldn't be happier! ","[ 1st EVER dishwasher ] || ---------------- || This is the first dishwasher that we ever owned. It's not only beautiful and fits perfectly with our kitchen redesign, but it does an EXCELLENT job of thoroughly cleaning our dishes. It's so quiet you hardly know that it's running. The AUTO AIR mode really makes a difference in drying plastics which usually have a tendency to hold water. Couldn't be happier!!",,,5.0
23-10-25,56058557,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Design,"It's not only beautiful and fits perfectly with our kitchen design, but it does an EXCELLENT job of thoroughly cleaning our dishes.","[ 1st EVER dishwasher ] || ---------------- || This is the first dishwasher that we ever owned. It's not only beautiful and fits perfectly with our kitchen redesign, but it does an EXCELLENT job of thoroughly cleaning our dishes. It's so quiet you hardly know that it's running. The AUTO AIR mode really makes a difference in drying plastics which usually have a tendency to hold water. Couldn't be happier! ","[ 1st EVER dishwasher ] || ---------------- || This is the first dishwasher that we ever owned. It's not only beautiful and fits perfectly with our kitchen redesign, but it does an EXCELLENT job of thoroughly cleaning our dishes. It's so quiet you hardly know that it's running. The AUTO AIR mode really makes a difference in drying plastics which usually have a tendency to hold water. Couldn't be happier!!",,,5.0
23-10-25,56058557,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,It's so quiet you hardly know that it's running.,"[ 1st EVER dishwasher ] || ---------------- || This is the first dishwasher that we ever owned. It's not only beautiful and fits perfectly with our kitchen redesign, but it does an EXCELLENT job of thoroughly cleaning our dishes. It's so quiet you hardly know that it's running. The AUTO AIR mode really makes a difference in drying plastics which usually have a tendency to hold water. Couldn't be happier! ","[ 1st EVER dishwasher ] || ---------------- || This is the first dishwasher that we ever owned. It's not only beautiful and fits perfectly with our kitchen redesign, but it does an EXCELLENT job of thoroughly cleaning our dishes. It's so quiet you hardly know that it's running. The AUTO AIR mode really makes a difference in drying plastics which usually have a tendency to hold water. Couldn't be happier!!",,,5.0
23-10-25,56058557,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Performance_Drying,The AUTO AIR mode really makes a difference in drying plastics which usually have a tendency to hold water.,"[ 1st EVER dishwasher ] || ---------------- || This is the first dishwasher that we ever owned. It's not only beautiful and fits perfectly with our kitchen redesign, but it does an EXCELLENT job of thoroughly cleaning our dishes. It's so quiet you hardly know that it's running. The AUTO AIR mode really makes a difference in drying plastics which usually have a tendency to hold water. Couldn't be happier! ","[ 1st EVER dishwasher ] || ---------------- || This is the first dishwasher that we ever owned. It's not only beautiful and fits perfectly with our kitchen redesign, but it does an EXCELLENT job of thoroughly cleaning our dishes. It's so quiet you hardly know that it's running. The AUTO AIR mode really makes a difference in drying plastics which usually have a tendency to hold water. Couldn't be happier!!",,,5.0
23-10-25,56058557,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Very Positive,,,Couldn't be happier!,"[ 1st EVER dishwasher ] || ---------------- || This is the first dishwasher that we ever owned. It's not only beautiful and fits perfectly with our kitchen redesign, but it does an EXCELLENT job of thoroughly cleaning our dishes. It's so quiet you hardly know that it's running. The AUTO AIR mode really makes a difference in drying plastics which usually have a tendency to hold water. Couldn't be happier! ","[ 1st EVER dishwasher ] || ---------------- || This is the first dishwasher that we ever owned. It's not only beautiful and fits perfectly with our kitchen redesign, but it does an EXCELLENT job of thoroughly cleaning our dishes. It's so quiet you hardly know that it's running. The AUTO AIR mode really makes a difference in drying plastics which usually have a tendency to hold water. Couldn't be happier!!",,,5.0
23-10-25,56058558,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Design,"High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on.","[ Excellent dishwasher ] || ---------------- || High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on. Automatic door opening dries the dishes with lower energy consumption. So happy with this purchase!","[ Excellent dishwasher ] || ---------------- || High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on. Automatic door opening dries the dishes with lower energy consumption. So happy with this purchase!",,,5.0
23-10-25,56058558,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Noise_Vibration,"High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on.","[ Excellent dishwasher ] || ---------------- || High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on. Automatic door opening dries the dishes with lower energy consumption. So happy with this purchase!","[ Excellent dishwasher ] || ---------------- || High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on. Automatic door opening dries the dishes with lower energy consumption. So happy with this purchase!",,,5.0
23-10-25,56058558,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,"High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on.","[ Excellent dishwasher ] || ---------------- || High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on. Automatic door opening dries the dishes with lower energy consumption. So happy with this purchase!","[ Excellent dishwasher ] || ---------------- || High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on. Automatic door opening dries the dishes with lower energy consumption. So happy with this purchase!",,,5.0
23-10-25,56058558,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,use,Product_Satisfaction,Automatic door opening dries the dishes with lower energy consumption.,"[ Excellent dishwasher ] || ---------------- || High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on. Automatic door opening dries the dishes with lower energy consumption. So happy with this purchase!","[ Excellent dishwasher ] || ---------------- || High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on. Automatic door opening dries the dishes with lower energy consumption. So happy with this purchase!",,,5.0
23-10-25,56058558,dw,top_control,BOSCH,SHXM65Z55N,SHXM65Z55N,,us,retail,bosch_home_us,,Positive,purchase,,So happy with this purchase!,"[ Excellent dishwasher ] || ---------------- || High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on. Automatic door opening dries the dishes with lower energy consumption. So happy with this purchase!","[ Excellent dishwasher ] || ---------------- || High capacity, cleans extremely well, and runs so quiet that we rely on the floor light to indicate that it is on. Automatic door opening dries the dishes with lower energy consumption. So happy with this purchase!",,,5.0
23-10-25,79514538,dw,top_control,GE,PDT785SBNTS_PDT785SYNFS,PDT785SBNTS_PDT785SYNFS,,us,retail,homedepot,,Neutral,use,Durability,"So far, I have been able to run two cycles before the control board died.","So far, I have been able to run two cycles before the control board died. Hopefully the service tech this week will be able to fix it.","So far, I have been able to run two cycles before the control board died.  Hopefully the service tech this week will be able to fix it.",Verified,,2.0
23-10-25,79514538,dw,top_control,GE,PDT785SBNTS_PDT785SYNFS,PDT785SBNTS_PDT785SYNFS,,us,retail,homedepot,,Neutral,maintain,Service,Hopefully the service tech this week will be able to fix it.,"So far, I have been able to run two cycles before the control board died. Hopefully the service tech this week will be able to fix it.","So far, I have been able to run two cycles before the control board died.  Hopefully the service tech this week will be able to fix it.",Verified,,2.0
23-10-25,56059172,dw,front_control,MIDEA,K6,K6,ASIA,cn,retail,jd,,Positive,use,Design,It looks good and looks normal after trying it.,"It looks good and looks normal after trying it. It is very convenient to use. It has a large space and can hold many bowls. It also comes with a special washing set. I believe that big brands can’t go wrong! The purchase during the event is cost-effective, the logistics is fast, and the price is favorable. I like it very much.",外观颜值高，试了下都正常，用起来很方便，空间挺大的，可以放很多碗，还送了专用的洗涤套装，相信大牌不会错！活动期间购买性价比比较高，物流很快，价格优惠，很喜欢,,,5.0
23-10-25,56059172,dw,front_control,MIDEA,K6,K6,ASIA,cn,retail,jd,,Positive,use,Easy_Use,It is very convenient to use.,"It looks good and looks normal after trying it. It is very convenient to use. It has a large space and can hold many bowls. It also comes with a special washing set. I believe that big brands can’t go wrong! The purchase during the event is cost-effective, the logistics is fast, and the price is favorable. I like it very much.",外观颜值高，试了下都正常，用起来很方便，空间挺大的，可以放很多碗，还送了专用的洗涤套装，相信大牌不会错！活动期间购买性价比比较高，物流很快，价格优惠，很喜欢,,,5.0
23-10-25,56059172,dw,front_control,MIDEA,K6,K6,ASIA,cn,retail,jd,,Positive,use,Design,It has a large space and can hold many bowls.,"It looks good and looks normal after trying it. It is very convenient to use. It has a large space and can hold many bowls. It also comes with a special washing set. I believe that big brands can’t go wrong! The purchase during the event is cost-effective, the logistics is fast, and the price is favorable. I like it very much.",外观颜值高，试了下都正常，用起来很方便，空间挺大的，可以放很多碗，还送了专用的洗涤套装，相信大牌不会错！活动期间购买性价比比较高，物流很快，价格优惠，很喜欢,,,5.0
23-10-25,56059172,dw,front_control,MIDEA,K6,K6,ASIA,cn,retail,jd,,Neutral,use,Easy_Use,It also comes with a special washing set.,"It looks good and looks normal after trying it. It is very convenient to use. It has a large space and can hold many bowls. It also comes with a special washing set. I believe that big brands can’t go wrong! The purchase during the event is cost-effective, the logistics is fast, and the price is favorable. I like it very much.",外观颜值高，试了下都正常，用起来很方便，空间挺大的，可以放很多碗，还送了专用的洗涤套装，相信大牌不会错！活动期间购买性价比比较高，物流很快，价格优惠，很喜欢,,,5.0
23-10-25,56059172,dw,front_control,MIDEA,K6,K6,ASIA,cn,retail,jd,,Positive,,,I believe that big brands can’t go wrong!,"It looks good and looks normal after trying it. It is very convenient to use. It has a large space and can hold many bowls. It also comes with a special washing set. I believe that big brands can’t go wrong! The purchase during the event is cost-effective, the logistics is fast, and the price is favorable. I like it very much.",外观颜值高，试了下都正常，用起来很方便，空间挺大的，可以放很多碗，还送了专用的洗涤套装，相信大牌不会错！活动期间购买性价比比较高，物流很快，价格优惠，很喜欢,,,5.0
