Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-10-31,56308346,dw,front_control,BOSCH,6_series,SMU6HCS01A,ASIA,au,retail,bosch_home_au,,Positive,decide,Easy_Use,"We contemplated buying another two-drawer, but after our research, we found the features available on our new Bosch Serie 6, are really quite superior to that of its predecesscor, so in the end, the decision was easy!","[ Replacement for a well-known, good brand. ] || ---------------- || Although only owning our new dishwasher for a few days now, the Bosch Serie 6 Underbench Dishwasher is already living up to its reputation of being a quiet runner, but also and definately, a quiet winner! I have one or two more things to do to finish off the installation, but my wife and I are already very happy with the performance and looks. After weighing up all the pros and cons, we decided to replace our trusty (but almost dead), two-drawer dishwasher with the Bosch. We contemplated buying another two-drawer, but after our research, we found the features available on our new Bosch Serie 6, are really quite superior to that of its predecesscor, so in the end, the decision was easy! In conclusion, we would definately recommend the Bosch Serie 6 as your next dishwasher, and as addition to your family, too! :-)","[ Replacement for a well-known, good brand. ] || ---------------- || Although only owning our new dishwasher for a few days now, the Bosch Serie 6 Underbench Dishwasher is already living up to its reputation of being a quiet runner, but also and definately, a quiet winner!I have one or two more things to do to finish off the installation, but my wife and I are already very happy with the performance and looks. After weighing up all the pros and cons, we decided to replace our trusty (but almost dead), two-drawer dishwasher with the Bosch. We contemplated buying another two-drawer, but after our research, we found the features available on our new Bosch Serie 6, are really quite superior to that of its predecesscor, so in the end, the decision was easy!In conclusion, we would definately recommend the Bosch Serie 6 as your next dishwasher, and as addition to your family, too! :-)",,,5.0
23-10-30,56322360,dw,builtin,LG,Objet_collection,DEBJ4ES,ASIA,kr,retail,naver_shop,,Very Positive,purchase,Price,"I think it was a good purchase at a low price, so I recommend it.","[ I think it was a good purchase at a low price, so I recommend it. ] || ---------------- || I think it was a good purchase at a low price, so I recommend it.",[ 저렴하게 잘구매한것 같아여 추천이요 ] || ---------------- || 저렴하게 잘구매한것 같아여 추천이요,,,4.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Positive,use,Delivery_Installation,"We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Positive,use,Service,"We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Neutral,,,My adult son decided to stress test it while my husband and I were away on vacation.,"[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Neutral,use,Performance_Washing,"He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.,"[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,We have removed the cutlery basket from the bottom level and just use the third level for cutlery.,"[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Positive,use,Easy_Use,"Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Positive,use,Easy_Use,And removing the cutlery basket from the lower level gives so much extra room.,"[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Neutral,use,Noise_Vibration,We run the dishwasher far less.,"[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Neutral,use,Performance_Washing,We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.,"[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Neutral,,,I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.,"[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,Also need to see how long the dishwasher lasts.,"[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326277,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Negative,,Service,I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.,"[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent. My adult son decided to stress test it while my husband and I were away on vacation. He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings. Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher. We have removed the cutlery basket from the bottom level and just use the third level for cutlery. Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster. And removing the cutlery basket from the lower level gives so much extra room. We run the dishwasher far less. We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean. I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance. Also need to see how long the dishwasher lasts. I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.","[ Excellent Dishwasher ] || ---------------- || We have had the Bosch dishwasher for a little more than a month, and so far it is excellent.  My adult son decided to stress test it while my husband and I were away on vacation.  He scraped, but didn't rinse dishes, put in pots and pans, and tried various settings.  Basically he settled on express (30 minutes: amazingly fast) as able to handle everything we would normally put in a dishwasher.  We have removed the cutlery basket from the bottom level and just use the third level for cutlery.  Because we sort the cutlery on loading, putting it away after the cycle is finished is much faster.  And removing the cutlery basket from the lower level gives so much extra room.  We run the dishwasher far less.  We have not used the Finish rinse at all; we are using Cascade Platinum because that's what was needed in the old dishwasher to get things clean.  I'm planning to experiment with powdered detergent (because it comes in cardboard boxes: more environmentally friendly packaging) to see if that affects the performance.  Also need to see how long the dishwasher lasts.  I'm very disappointed that so many appliances need to be replaced after 10 or fewer years.",,,5.0
23-10-30,56326281,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Positive,use,,I was totally happy to have bought the Bosch Diswasher.,"[ Quiet Machine and Great Engineering ] || ---------------- || I was totally happy to have bought the Bosch Diswasher.I have been using this for the last two months. its been great and easy to use.It is so Quiet! it has cleaned the vessels and crytal dry. There are lot of options to choose like express mode, remote option etc. it has third level for spoons and other lighter itesm which i like the most. it stands up to its name Bosch engneering.","[ Quiet Machine and Great Engineering ] || ---------------- || I was totally happy to have bought the Bosch Diswasher.I have been using this for the last two months. its been great and easy to use.It is so Quiet!! it has cleaned the vessels and crytal dry. There are lot of options to choose like express mode, remote option etc. it has third level for spoons and other lighter itesm which i like the most. it stands up to its name Bosch engneering.",,,5.0
23-10-30,56326281,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,I have been using this for the last two months.,"[ Quiet Machine and Great Engineering ] || ---------------- || I was totally happy to have bought the Bosch Diswasher.I have been using this for the last two months. its been great and easy to use.It is so Quiet! it has cleaned the vessels and crytal dry. There are lot of options to choose like express mode, remote option etc. it has third level for spoons and other lighter itesm which i like the most. it stands up to its name Bosch engneering.","[ Quiet Machine and Great Engineering ] || ---------------- || I was totally happy to have bought the Bosch Diswasher.I have been using this for the last two months. its been great and easy to use.It is so Quiet!! it has cleaned the vessels and crytal dry. There are lot of options to choose like express mode, remote option etc. it has third level for spoons and other lighter itesm which i like the most. it stands up to its name Bosch engneering.",,,5.0
23-10-30,56326281,dw,top_control,BOSCH,800_series,SHX78B75UC,,us,retail,bosch_home_us,,Positive,use,Easy_Use,its been great and easy to use.,"[ Quiet Machine and Great Engineering ] || ---------------- || I was totally happy to have bought the Bosch Diswasher.I have been using this for the last two months. its been great and easy to use.It is so Quiet! it has cleaned the vessels and crytal dry. There are lot of options to choose like express mode, remote option etc. it has third level for spoons and other lighter itesm which i like the most. it stands up to its name Bosch engneering.","[ Quiet Machine and Great Engineering ] || ---------------- || I was totally happy to have bought the Bosch Diswasher.I have been using this for the last two months. its been great and easy to use.It is so Quiet!! it has cleaned the vessels and crytal dry. There are lot of options to choose like express mode, remote option etc. it has third level for spoons and other lighter itesm which i like the most. it stands up to its name Bosch engneering.",,,5.0
